PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM
J	"Bailen, Maria; Julio, Luis F.; Diaz, Carmen E.; Sanz, Jesus; Martinez-Diaz, Rafael A.; Cabrera, Raimundo; Burillo, Jesus; Gonzalez-Coloma, Azucena"				"Cabrera, Raimundo/H-9339-2015; "	"Cabrera, Raimundo/0000-0002-9512-7754; Bailen, Maria/0000-0001-5201-906X"			Chemical composition and biological effects of essential oils from Artemisia absinthium L. cultivated under different environmental conditions								INDUSTRIAL CROPS AND PRODUCTS				49				102	107		10.1016/j.indcrop.2013.04.055			Aug-13	2013	The objective of this study was the valorization of the essential oils from Spanish Artemisia absinthium domesticated plants from Teruel and Sierra Nevada (Spain). These populations were experimentally cultivated in the field and under controlled conditions. The insect antifeedant properties of their essential oils collected yearly from two locations were tested against Spodoptera littoralis, Myzus persicae and Rhopalosiphum padi. Additionally we studied their phytotoxic, antifungal and antiparasitic effects. The oils from cultivated A. absinthium were characterized by the presence of cis-epoxyocimene, chrysanthenol, and chrysanthenyl acetate. The variations observed in oil composition were mostly quantitative but also qualitative. (Z)-2,6-Dimethyl-5,7-octadien-2,3-diol has been isolated and identified by NMR. Among the oil samples, these rich in cis-epoxyocimene and sesquiterpenes were the most active ones against S. littoralis. (Z)-2,6-Dimethyl-5,7-octadien-2,3-diol showed moderate activity against S. littoralis. The strongest antifeedant effects were found for commercial A. absinthium oil samples rich in thujones and sabinyl acetate. F. oxysporum and F. solani were affected by oils from cultivated A. absinthium and commercial oil samples. Oils from cultivated A. absinthium showed antiparasitic effects against Leishmania infantum and Trypanosoma cruzi with better results than the commercial samples. (C) 2013 Elsevier B.V. All rights reserved.									9	0	0	4	1	9			0926-6690			WOS:000324566600014	
J	"Gomez-Ortiz, Antonio; Oliva, Marc; Salva-Catarineu, Montserrat; Salvador-Franch, Ferran"								The environmental protection of landscapes in the high semiarid Mediterranean mountain of Sierra Nevada National Park (Spain): Historical evolution and future perspectives								APPLIED GEOGRAPHY				42				227	239		10.1016/j.apgeog.2013.02.006			Aug-13	2013	Sierra Nevada is a protected mountain in the Iberian Peninsula classified as a Biosphere Reserve (1986), Natural Park (1989) and National Park (1999). All these environmental protection programmers are a consequence of its unique landscape in the context of the mid-latitude semiarid mountains, with enclaves of exceptional scientific and cultural value. Thanks to its high altitude, Sierra Nevada held the southernmost Quaternary glaciers in Europe, as well as it happened during the Little Ice Age. In turn, Sierra Nevada is also singular thanks to its vast cultural heritage, since very early societies settled on its slopes and valleys and accommodate their lifestyles and economy to the characteristics of this mountain environment. Currently, Sierra Nevada has become an important tourist centre and receives a large amount of visitors. This process of change has conditioned the implementation of a different economic model: it brings benefits to the populations but it involves changes in the landscape as well, sometimes questionable. From this perspective, a critical revision of the legislation is required balancing the sustainable economic development of the population and the preservation and safeguarding of the heritage values of the landscape. With this goal, we suggest creating and implementing the Sites of Geomorphological Interest. (C) 2013 Elsevier Ltd. All rights reserved.									2	1	0	0	0	3			0143-6228			WOS:000323360100023	
J	"Blanco-Pastor, J. L.; Fernandez-Mazuecos, M.; Vargas, P."								Past and future demographic dynamics of alpine species: limited genetic consequences despite dramatic range contraction in a plant from the Spanish Sierra Nevada								MOLECULAR ECOLOGY				22	16			4177	4195		10.1111/mec.12383			Aug-13	2013	"Anthropogenic global climate change is expected to cause severe range contractions among alpine plants. Alpine areas in the Mediterranean region are of special concern because of the high abundance of endemic species with narrow ranges. This study combined species distribution models, population structure analyses and Bayesian skyline plots to trace the past and future distribution and diversity of Linaria glacialis, an endangered narrow endemic species that inhabits summits of Sierra Nevada (Spain). The results showed that: (i) the habitat of this alpine-Mediterranean species in Sierra Nevada suffered little changes during glacial and interglacial stages of late Quaternary; (ii) climatic oscillations in the last millennium (Medieval Warm Period and Little Ice Age) moderately affected the demographic trends of L. glacialis; (iii) future warming conditions will cause severe range contractions; and (iv) genetic diversity will not diminish at the same pace as the distribution range. As a consequence of the low population structure of this species, genetic impoverishment in the alpine zones of Sierra Nevada should be limited during range contraction. We conclude that maintenance of large effective population sizes via high mutation rates and high levels of gene flow may promote the resilience of alpine plant species when confronted with global warming."									8	0	0	9	0	9			0962-1083	1365-294X		WOS:000322886400005	23844700
J	"Carinanos, Paloma; Diaz de la Guardia, Consuelo; Antonio Algarra, Jose; De Linares, Concepcion; Ma Irurita, Jose"				"Carinanos, Paloma/K-5696-2014; Diaz de la Guardia, Consuelo/L-2702-2014; "	"Diaz de la Guardia, Consuelo/0000-0002-1819-0610; De Linares, Concepcion/0000-0002-2047-3337"			The pollen counts as bioindicator of meteorological trends and tool for assessing the status of endangered species: the case of Artemisia in Sierra Nevada (Spain)								CLIMATIC CHANGE				119	03-Apr			799	813		10.1007/s10584-013-0751-2			Aug-13	2013	This study sought to analyse the effects of climate change on Artemisia species growing in Sierra Nevada, a high mountain range in the south-east of the Iberian Peninsula, using pollen counts as a bioindicator. The study also examined the impact of Recovery Programmes implemented for the most endangered of these species. Analysis of historical Artemisia pollen-data series from 1992 to 2011 showed that flowering took place between late July and late September, but the trend towards higher summer temperatures detected over the series as a whole appeared to have delayed the start of flowering and brought forward the end of flowering, thus prompting a shortening of the season. A trend was also observed towards a delayed peak pollen period, together with a significant decline in the Annual Pollen Index, which was significantly influenced by rainfall over the months immediately prior to flowering. Recovery Programmes implemented for three species-Artemisia granatensis, A. alba subsp. nevadensis and A. umbelliformis-involved conservation measures including direct seeding and planting of seedlings. From the outset, these programmes led to a recovery of the Pollen Index, especially when using germinated seedlings, which adapted better than seeds to environmental conditions. In conclusion, pollen records proved to be a useful tool for assessing the status of endangered species.									2	0	0	2	0	3			0165-0009			WOS:000321955300021	
J	"Monserrat, V. J.; Trivino, V.; Acevedo, F.; Garcia, A."								New data on some brown lacewings species from the Iberian Peninsula and the Canary Islands, including a new Neotropical invasive species in Portugal				NUEVOS DATOS SOBRE ALGUNAS ESPECIES DE HEMEROBIDOS DE LA PENINSULA IBERICA E ISLAS CANARIAS, INCLUYENDO UNA NUEVA ESPECIE INVASORA DE ORIGEN NEOTROPICAL EN PORTUGAL (INSECTA, NEUROPTERA, HEMEROBIIDAE)				Graellsia				69	2			157	168		10.3989/graellsia.2013.v69.083			JUL-DEC 2013	2013	New data on the distribution, biology and phenology of 25 brown lacewings species (Insecta, Neuroptera: Hemerobiidae) of Iberian and Canaries fauna are given.The species Hemerobius bolivari Banks, 1910, widely distributed in the Neotropical Region, is recorded for the first time in Europe as a new invasive species, from specimens Thaumastocoridae) colonies on Eucalyptus in Lisbon (Portugal). This brown lacewing species, along with Sympherobius gayi Navas, 1910, also known from South America, is the second invasive species of neotropical origin, belonging to this family, that is recorded in the Iberian Peninsula, both from Portugal. We also mention several species that have been seldom recorded in the Iberian Peninsula, and among them Wesmaelius ravus (Withycombe, 1923) is recorded for the second time in the Iberian Peninsula, now from Sierra Nevada (Granada).From samplings made in southern Spain (Malaga, Granada) Micromus angulatus (Stephens, 1836) shows activity as imagoes during winter time (the entire year in the Iberian Peninsula, including this area), and these data seem also to confirm its link to grass vegetation.									0	0	0	1	0	1			0367-5041	1989-953X		BCI:BCI201400316020	
J	"Reboleiro-Rivas, P.; Juarez-Jimenez, B.; Martinez-Toledo, M., V; Rodelas, B.; Andrade, L.; Gonzalez-Lopez, J.; Fenice, M."				"Juarez-Jimenez, MJ Belen/L-4241-2014; Reboleiro-Rivas, Patricia/N-3208-2014"	"Juarez-Jimenez, MJ Belen/0000-0001-8495-7093; Reboleiro-Rivas, Patricia/0000-0002-1531-9503"			Bacterial Communities' Structure in a High mountain lake during the ice-free season: cultural and PCR-TGGE investigations								INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH				7	3			785	796					SUM 2013	2013	"La Caldera is a high mountain lake located in Sierra Nevada, Spain. For its position and characteristics it is considered as an important ""sensor"" for global changes. Water samples were collected during the ice-free season in order to observe changes in the bacterial community structure. Experiments were carried out complementing culture and culture-independent methods. Strong variations of the bacterial communities were recorded along the sampling period in particular regarding number and phylogenetic relationships of the microorganisms detected. At the season beginning, bacterial counts were rather high but strains belonged only to beta- and gamma-Proteobacteria. By contrast, in the middle of the season, possibly due to external inputs, total number of bacteria decreased but other phylogenetic groups, such as alpha-proteobacteria, Actinobacteria and Firmicute appeared. On the whole, Proteobacteria were the dominant microbiota. Bacterial diversity and presence of most abundant species were analysed by PCR-TGGE. Sequencing of TGGE bands confirmed that prevalent Bacteria populations were evolutively close to Proteobacteria with predominance of alpha- and beta-Proteobacteria. Analysis of diversity and functional organization suggested that ""La Caldera"" bacterial microbiota, typical of oligotrophic and/or extreme environments with low habitability, was characterized by a community organized in an adequate distribution of dominant and resilient species. Although rather specialized, the community presented a sufficient functionality and flexibility to react to changing and stressing conditions. However, along the ice-free season, the community evolved showing more specialized populations with less adaptation abilities. This is the first work complementing cultural and cultural-independent methods for the ""La Caldera"" lake."									0	0	0	0	0	0			1735-6865			WOS:000319952600017	
J	"Garcia-Nieto, Ana P.; Garcia-Llorente, Marina; Iniesta-Arandia, Irene; Martin-Lopez, Berta"				"GARCIA, MARINA/L-3550-2014; "	"Iniesta-Arandia, Irene/0000-0002-1304-3232; GARCIA, MARINA/0000-0002-3527-9318; Martin-Lopez, Berta/0000-0003-2622-0135"			Mapping forest ecosystem services: From providing units to beneficiaries								ECOSYSTEM SERVICES				4		SI		126	138		10.1016/j.ecoser.2013.03.003			Jun-13	2013	Some of the main research questions in the assessment ecosystem services include how to integrate ecological and social information into the analysis and how to make it spatially explicit. We mapped six ecosystem services delivered by forests in the Sierra Nevada Mountains (south-east Spain) from the supply- to the demand-sides, taking into account the influence of protected areas on the capacity of supply services. Semi-structured interviews and geographical information system sources were used to map the supply-side, whereas 205 face-to-face questionnaires were distributed to assess and map the demand-side. Our results show the existence of consistent ecosystem service bundles in terms of both the supply- and demand-sides, particularly between erosion control-recreational hunting and between mushroom harvesting-nature tourism. We found a spatial scale mismatch for the erosion control, with its supply at the local scale and its demand at the regional-national scales, with implications at the institutional scale at which it should be managed. Consequently, mapping both the supply- and demand-sides is essential for environmental decision making because it can indicate where management interventions should be focused, either by defining high-priority areas for protection or defining the institutional scale at which these services should be managed. (C) 2013 Elsevier B.V. All rights reserved.									21	0	0	11	0	21			2212-0416			WOS:000209520700014	
J	"Hodar, Jose A.; Torres-Muros, Lucia; Senhadji, Karim"								Timing and intensity of bush cricket predation on egg batches of pine processionary moth: no evidence of population control								AGRICULTURAL AND FOREST ENTOMOLOGY				15	2			204	211		10.1111/afe.12006			May-13	2013	Bush crickets (Orthoptera, Tettigoniidae) are known predators of egg batches of the pine processionary moth (Thaumetopoea pityocampa Denis and Schiffermuller, Lepidoptera: Notodontidae), a severe pest in Mediterranean pine woodlands. Bush crickets have been proposed as biological control agents of T. pityocampa populations, although their characteristics as generalist predators suggest that this would be possible only during the low-density phases of the processionary population cycle. We combined observational and experimental approaches aiming to determine the role played by the bush cricket Steropleurus andalusius as a regulator of T.pityocampa. The synchrony of the phenology of T. pityocampa egg batches and the activity of bush crickets was poor, with the activity of bush crickets being longer than the period during which egg batches were available. The predation rate of bush crickets reached 23%, varied in time and space, and was independent of T. pityocampa egg-batch density. There was no relationship between the egg-batch densities and bush cricket abundance, and no response to experimental variations in egg-batch density. Analysis of microhabitat selection suggests that T. pityocampa egg-batch predation is a by-product of the substrate selected by bush crickets for mating, and does not correspond with active searching of egg batches as food. These findings do not rule out the possibilty of bush crickets being natural regulators of T. pityocampa populations, although they impose limits with respect to their future use in biological control.									1	0	0	1	0	1			1461-9555			WOS:000317688200012	
J	"Perez-Martinez, Carmen; Jimenez, Laura; Moreno, Emilio; Conde-Porcuna, Jose M."				"Conde-Porcuna, Jose/L-9665-2014; Perez-Martinez, Carmen/K-1219-2014"	"Conde-Porcuna, Jose/0000-0002-5074-2796; Perez-Martinez, Carmen/0000-0001-8777-4487"			Emergence pattern and hatching cues of Daphnia pulicaria (Crustacea, Cladocera) in an alpine lake								HYDROBIOLOGIA				707	1			47	57		10.1007/s10750-012-1404-6			May-13	2013	We investigated the emergence of Daphnia pulicaria from resting eggs in Rio Seco, an alpine lake in which the zooplankton growing period is short. In situ studies were carried out using sediment emergence traps and plankton sampling, and the sediment egg bank was analyzed. A laboratory experiment was performed to explore the role of photoperiod and temperature as hatching cues for D. pulicaria. We hypothesized that the time window for emergence would be short and that hatching cues would be linked to the variable ice-break period. In the field, D. pulicaria showed a highly synchronized emergence in both years. The hatching period was restricted to 3 weeks during and immediately after the thaw. In the laboratory experiment, no hatchings were observed in the dark treatment and neither photoperiod nor temperature affected hatching rates. Therefore, the presence of light, which corresponds with the period of ice-break, was essential for triggering dormancy termination of D. pulicaria. Our results show that the period when the ice-break occurs is a key event for Daphnia population development. The longer ice-free periods predicted by climate change in the alpine lakes could therefore have important effects on the crustacean population dynamics of these systems.									1	0	0	1	0	1			0018-8158			WOS:000316332300004	
J	"Garcia-Alix, A.; Jimenez-Espejo, F. J.; Lozano, J. A.; Jimenez-Moreno, G.; Martinez-Ruiz, F.; Garcia Sanjuan, L.; Aranda Jimenez, G.; Garcia Alfonso, E.; Ruiz-Puertas, G.; Anderson, R. Scott"				"Martinez-Ruiz, Francisca/C-5908-2014; Garcia-Alix, Antonio/H-2464-2011"	"Martinez-Ruiz, Francisca/0000-0002-8301-4453; Jimenez Moreno, Gonzalo/0000-0001-7185-8686; Garcia-Alix, Antonio/0000-0002-1823-488X"			Anthropogenic impact and lead pollution throughout the Holocene in Southern Iberia								SCIENCE OF THE TOTAL ENVIRONMENT				449				451	460		10.1016/j.scitotenv.2013.01.081			APR 1 2013	2013	Present day lead pollution is an environmental hazard of global proportions. A correct determination of natural lead levels is very important in order to evaluate anthropogenic lead contributions. In this paper, the anthropogenic signature of early metallurgy in Southern Iberia during the Holocene, more specifically during the Late Prehistory, was assessed by mean of a multiproxy approach: comparison of atmospheric lead pollution, fire regimes, deforestation, mass sediment transport, and archeological data. Although the onset of metallurgy in Southern Iberia is a matter of controversy, here we show the oldest lead pollution record from Western Europe in a continuous paleoenvironmental sequence, which suggests clear lead pollution caused by metallurgical activities since similar to 3900 cal BP (Early Bronze Age). This lead pollution was especially important during Late Bronze and Early Iron ages. At the same time, since similar to 4000 cal BP, an increase in fire activity is observed in this area, which is also coupled with deforestation and increased erosion rates. This study also shows that the lead pollution record locally reached near present-day values many times in the past, suggesting intensive use and manipulation of lead during those periods in this area. (C) 2013 Elsevier B.V. All rights reserved.									14	1	0	7	0	15			0048-9697			WOS:000317538200052	23454707
J	"PalacÌ_n-Arce, A.; Mariscal-Arcas, M.; Monteagudo, C.; FernÌÁndez de Alba-SÌÁnchez, M.C.; GÌ_mez-Puerto, J.R.; Ruiz-Verdeja, C.; Beas-JimÌ©nez, J.D.; Olea-Serrano, F."				"Monteagudo, Celia/M-1460-2014; "	"Monteagudo, Celia/0000-0003-0529-379X; Beas-JimÌ©nez, Juan de Dios/0000-0001-9805-029X"			Analysis of the drinks that contribute to the hydration of Andalusian sportspeople	AnÌÁlisis de bebidas que contribuyen a la hidrataciÌ_n de deportistas andaluces							Revista Andaluza de Medicina del Deporte				6	1			12	16					2013-03	2013	Objectives. To estimate the water balance in a healthy population of sportspeople from Southern Spain and determine the sources of their fluid intake, evaluating the contribution of different types of drink and comparing the results by sex and province of residence. Methods. Three hundred eighty-six sportspeople (231 males, 152 females) were enrolled in the study. A questionnaire was administered to calculate nutrient intake through diet and physical activity, and anthropometric measures were taken according to ISAK standards. SPSS-15 was used for data analyses. Results. Fruit juice, tap water, bottled water, processed fruit juice, carbonated drinks, and isotonic drinks comprised 96% of the total water intake. Simple sugar consumption represented 4.44% of daily calorie intake. Significant differences were found between sexes and between professionals and amateurs. The amount of drinks consumed varied as a function of the quality of the drinking water, which significantly differed among the eight Andalusian provinces. Conclusion. This study population did not fully meet fluid intake recommendations, compliance with hydration recommendations varied as a function of the sex and the amateur or professional status of these sportspeople. The pattern of drinks consumption also differed according to their place of residence.	Objetivos. Estimar el balance hÌ_drico en deportistas sanos del sur de EspaÌ±a. Determinar los principales aportes de agua y la contribuciÌ_n de los diferentes tipos de bebidas en la hidrataciÌ_n de los sujetos de estudio y comparar los resultados teniendo en cuenta el sexo y la provincia de residencia. MÌ©todos. Se reclutaron 386 individuos, (231 hombres y 152 mujeres), a travÌ©s de los Centros Andaluces de Medicina del Deporte (CAMD) y el CAR de Sierra Nevada. Mediante la realizaciÌ_n de un cuestionario se calculÌ_ la ingesta de nutrientes a travÌ©s de la dieta y la actividad fÌ_sica. AsÌ_ mismo se tomaron medidas antropomÌ©tricas de acuerdo con las normas ISAK. Los datos fueron procesados usando SPSS-15. Resultados. Los zumos naturales, el agua del grifo, el agua embotellada, los zumos envasados, las bebidas carbonatadas y las bebidas isotÌ_nicas contribuyen en un 96% a la ingesta total de agua. La media de consumo diario de azÌ¼cares simples fue del 4,44% de la energÌ_a diaria. Existen diferencias estadÌ_sticamente significativas entre sexos y entre profesionales y aficionados. Teniendo en cuenta la calidad del agua de consumo de las ocho provincias andaluzas encontramos diferencias en el patrÌ_n de ingesta de lÌ_quidos. ConclusiÌ_n. En este estudio la poblaciÌ_n no cumple las recomendaciones de ingesta de lÌ_quidos. Las recomendaciones de hidrataciÌ_n varÌ_an en funciÌ_n del sexo y de si son o no profesionales o aficionados. El patrÌ_n de ingesta de lÌ_quidos es diferente dependiendo del lugar de residencia de nuestros deportistas.								0	0	0	0	0	0			1888-7546			SCIELO:S1888-75462013000100004	
J	"Jimenez-Moreno, Gonzalo; Garcia-Alix, Antonio; Dolores Hernandez-Corbalan, Maria; Anderson, R. Scott; Delgado-Huertas, Antonio"				"Delgado, Antonio/F-6866-2011; Garcia-Alix, Antonio/H-2464-2011; "	"Delgado, Antonio/0000-0002-7240-1570; Garcia-Alix, Antonio/0000-0002-1823-488X; Jimenez Moreno, Gonzalo/0000-0001-7185-8686"			Vegetation, fire, climate and human disturbance history in the southwestern Mediterranean area during the late Holocene								QUATERNARY RESEARCH				79	2			110	122		10.1016/j.yqres.2012.11.008			Mar-13	2013	Detailed pollen, charcoal, isotope and magnetic susceptibility data from an alpine lake sediment core from Sierra Nevada, southern Spain record changes in vegetation, fire history and lake sedimentation since ca. 4100 cal yr BP. The proxies studied record an arid period from ca. 3800 to 3100 cal yr BP characterized by more xerophytic vegetation and lower lake levels. A humid period is recorded between ca. 3100 and 1850 cal yr BP, which occurred in two steps: (1) an increase in evergreen Quercus between 3100 and 2500 cal yr BP, indicating milder conditions than previously and (2) an increase in deciduous Quercus and higher lake levels, between ca. 2500 and 1850 cal yr BP, indicating a further increase in humidity and reduction in seasonal contrast. Humid maxima occurred during the Roman Humid Period, previously identified in other studies in the Mediterranean region. Intensified fire activity at this time could be related to an increase in fuel load and/or in human disturbance. An arid period subsequently occurred between 1850 and 650 cal yr BP, though a decrease in Quercus and an increase in xerophytes. The alternation of persistent North Atlantic Oscillation modes probably played an important role in controlling these humid-arid cycles. (c) 2012 University of Washington. Published by Elsevier Inc. All rights reserved.									8	0	0	5	0	8			0033-5894			WOS:000315757700002	
J	"Zamora-Camacho, F. J.; Reguera, S.; Moreno-Rueda, G.; Pleguezuelos, J. M."				"Moreno-Rueda, Gregorio/K-7068-2014; "	"Moreno-Rueda, Gregorio/0000-0002-6726-7215; REGUERA PANIZO, SENDA/0000-0002-3867-9210"			Patterns of seasonal activity in a Mediterranean lizard along a 2200 m altitudinal gradient								JOURNAL OF THERMAL BIOLOGY				38	2			64	69		10.1016/j.jtherbio.2012.11.002			Feb-13	2013	Ectothermy in reptiles involves strong environmental temperature dependence to maintain body temperature. High mountains are extreme habitats which, because of their marked temperature decrease with altitude, impose difficulties for reptile thermoregulation, as the number of optimum-temperature days diminish in altitude. We studied the activity patterns of the lizard Psammodromus algirus, which has a wide altitudinal distribution, at six sampling stations that spanned an altitudinal range from 300 to 2500 m asl in Sierra Nevada (SE Iberian Peninsula). We performed censuses of the species during the seasonal and daily activity period, and measured lizard body temperature and environmental temperature in the six sampling plots along the altitude gradient. The body temperature of the lizards remained closely the same even though environmental temperature decreased around 9 C along that gradient. Seasonal activity peaked at the beginning of the activity period in highlands, but in the middle of the season in middle and lowland regions. However, newborns appeared in the field almost at the same time along the altitude gradient. We suggest that the thermoregulatory strategies of the lizards must vary along this altitudinal gradient, permitting lizards to keep their body temperature close to a very similar optimum and thus, develop very similar circa-annual activity patterns. (c) 2012 Elsevier Ltd. All rights reserved.									11	0	0	10	0	11			0306-4565			WOS:000315838300002	
J	"Eyer, P. A.; Leniaud, L.; Darras, H.; Aron, S."				Darras, Hugo/F-6588-2013				Hybridogenesis through thelytokous parthenogenesis in two Cataglyphis desert ants								MOLECULAR ECOLOGY				22	4			947	955		10.1111/mec.12141			Feb-13	2013	Hybridogenesis is a sexual reproductive system, whereby parents from different genetic origin hybridize. Both the maternal and paternal genomes are expressed in somatic tissues, but the paternal genome is systematically excluded from the germ line, which is therefore purely maternal. Recently, a unique case of hybridogenesis at a social level was reported in the desert ant Cataglyphis hispanica. All workers are sexually produced hybridogens, whereas sexual forms (new queens and males) are produced by queens through parthenogenesis. Thus, only maternal genes are perpetuated across generations. Here, we show that such an unusual reproductive strategy also evolved in two other species of Cataglyphis belonging to the same phylogenetic group, Cataglyphis velox and Cataglyphis mauritanica. In both species, queens mate exclusively with males originating from a different genetic lineage than their own to produce hybrid workers, while they use parthenogenesis to produce the male and female reproductive castes. In contrast to single-queen colonies of C. hispanica, colonies of C. velox and C. mauritanica are headed by several queens. Most queens within colonies share the same multilocus genotype and never transmit their mates' alleles to the reproductive castes. Social hybridogenesis in the desert ants has direct consequences on the genetic variability of populations and on caste determination. We also discuss the maintenance of this reproductive strategy within the genus Cataglyphis.									6	0	0	4	0	6			0962-1083			WOS:000314220900005	23216892
J	"Fletcher, William J.; Debret, Maxime; Goni, Maria Fernanda Sanchez"					"Sanchez Goni, Maria Fernanda/0000-0001-8238-7488; Fletcher, William/0000-0001-8918-0690"			Mid-Holocene emergence of a low-frequency millennial oscillation in western Mediterranean climate: Implications for past dynamics of the North Atlantic atmospheric westerlies								HOLOCENE				23	2			153	166		10.1177/0959683612460783			Feb-13	2013	The nature and tempo of Holocene climate variability is examined in the record of forest vegetation from western Mediterranean marine core MD95-2043. Episodes of forest decline occurred at 10.1, 9.2, 8.3, 7.4, 5.4-4.5 and 3.7-2.9 cal. ka BP, and between 1.9 cal. ka BP and the top of the record (1.3 cal. ka BP). Wavelet analysis confirms a similar to 900 yr periodicity prior to and during the early Holocene and the dominance of a similar to 1750 yr periodicity after 6 cal. ka BP. The similar to 900 yr periodicity has counterparts in numerous North Atlantic and Northern Hemisphere palaeoclimate records, and in solar irradiance proxies (Delta C-14 and Be-10), and may relate to a Sun-climate connection during the early Holocene. Comparisons between the MD95-2043 forest record and strategically located records from Morocco, Iceland, Norway and Israel suggest that the similar to 1750 yr mid- to late-Holocene oscillation reflects shifts between a prevailing strong and weak state of the zonal flow, with impacts similar to the positive and negative modes of the present-day North Atlantic Oscillation (NAO). The mid-to late-Holocene millennial oscillation in zonal flow appears closely coupled to North Atlantic surface ocean circulation dynamics, and may have been driven by an internal oscillation in deep-water convection strength. The findings suggest that the mid-Holocene transition in western Mediterranean climate was accompanied by a shift in the fundamental tempo of millennial-scale variability, reflecting contrasting sensitivity of the North Atlantic climate system to different forcing factors (solar versus oceanic) under deglacial and fully interglacial conditions.									26	0	0	13	0	26			0959-6836	1477-0911		WOS:000313980100001	
J	"Huertegn, Jochen; Rudersdorf, Andreas; Gruetzner, Christoph; Reicherter, Klaus"				Gruetzner, Christoph/D-6888-2012				Morphotectonics of the Padul-Niguelas Fault Zone, southern Spain								ANNALS OF GEOPHYSICS				56	6	SI				S0679	10.4401/ag-6208			2013	2013	The Padul-Niguelas Fault Zone (PNFZ) is situated at the south-western mountain front of the Sierra Nevada (southern Spain) in the Internal Zone of the Betic Cordilleras and belongs to a NW-SE trending system of normal faults dipping SW. The PNFZ constitutes a major tectonic and lithological boundary in the Betics, and separates the metamorphic units of the Alpujdrride Complex from Upper Tertiary to Quaternary deposits. Due to recent seismicity and several morphological and geological indicators, such as preserved fault scarps, triangular facets, deeply incised valleys and faults in the colluvial wedges, the PNFZ is suspected to be a tectonically active feature of the south-eastern Granada Basin. We performed morphotectonic GIS analyses based on digital elevation models (DEM, cell size: 10 m) to obtain tectonic activity classes for each out-cropping segment of the PNFZ. We have determined the following geomorphic indices: mountain front sinuosity, stream-length gradient index, concavity index and valley floor width to height ratio. The results show a differentiation in the states of activity along the fault zone strike. The western and eastern segments of the PNFZ indicate a higher tectonic activity compared to the center of the fault zone. We discuss and critically examine the comparability and reproducibility of geomorphic analyses, concluding that careful interpretation is necessary, if no ground-truthing can be performed.									1	0	0	0	0	1			1593-5213	2037-416X		WOS:000335834000011	
J	"Ari Noriega, Jorge; Solis, Cesil; Garcia, Hector; Murillo-Ramos, Leidys; Manuel Renjifo, Juan; Eliecer Olarte, Jorge"								Dung beetles (Coleoptera: Scarabaeinae) from the Caribbean Region of Colombia								CALDASIA				35	2			465	477					2013	2013	"The subfamily Scarabaeinae (Coleoptera: Scarabaeidae) is an important group in ecosystems because of their role in nutrient recycling. Studies on the diversity of Scarabaeinae in Colombia are available for certain biogeographic regions. However, some areas such as the Caribbean region are still poorly studied. In an attempt to fill this gap in the knowledge, a complete revision of fauna is presented based on the study of dung beetle species deposited in 16 national entomological collections and from literature records. A total of 90 species belonging to 24 genera in 6 tribes were found. Twenty species were newly recorded for La Guajira, 18 for Sucre, 11 for Magdalena, 9 for Bolivar, 9 for Cordoba, 3 for Atlantico and 2 for Cesar. The department with the highest richness is Magdalena, probably because it is the best sampled throughout its altitude gradient. When the species composition is analyzed, the Caribbean region presents scarce endemism except for the high lands of the Sierra Nevada de Santa Marta. The genus Onthophagus is the most diverse in the region; the species with the broadest altitude range is Ontherus sanctaemartae, found from 700 to 2500 m above sea level. The species composition of the Caribbean region is homogenous in the lowlands, showing a strong affinity with the biogeographic region of Choco. Four different altitude clusters were recognized: lowlands (0-500 m), high hills (>500-900 m), subandean-andean zone (>900 to 2500 m) and high mountains (>2500 m). An increase in the homogeneity is likely expected with further sampling. Finally, it is essential to intensify the sampling in this region, especially in the isolate mountain systems."									0	0	0	0	0	0			0366-5232			WOS:000329567800016	
J	"Gavilan, Rosario G.; Jimenez-Alfaro, Borja; Bacchetta, Gianluigi; Dimopoulos, Panayotis; Mucina, Ladislav"								Mountain Biodiversity patterns in Southern Europe and North Africa								Lazaroa				34				7	10		10.5209/rev_LAZA.2013.v34.n1.43650			2013	2013	About 19% of European population lives in mountainous regions - a notably more than the global average. The 50% of the Earth's population depends on the mountain resources, mainly on drinking and industrial water and energy. however, the role of the mountain regions as place of recreation and leisure should not be underestimated as it is a major source economic force in some countries but also one of sources of problems creating pressure on mountain biota and landscapes.Lazaroa, Journal of Botany, presents this feature with a collection of papers focused on Biodiversity of South Europe and northern Africa mountain ranges. Geographically, it covers the main mountain chains of Europe and of north Africa, including those of the Balkans, Dinarides, Apennines, pyrennees, Cantabrian Mts, Sierra nevada and a whole array of other Mediterranean mountain ranges such as the Sistema Central in the Iberian peninsula and those of portugal and Sicily, and finally the Atlas of north Africa.									1	0	0	2	0	2			0210-9778	1988-3307		BCI:BCI201400105204	
