Reference Type	Authors, Primary	Title Primary	Periodical Full	Periodical Abbrev	Pub Year	Pub Date Free From	Volume	Issue	Start Page	Other Pages	Keywords	Abstract	Notes	Personal Notes	Authors, Secondary	Title Secondary	Edition	Publisher	Place Of Publication	Authors, Tertiary	Authors, Quaternary	Authors, Quinary	Title, Tertiary	ISSN/ISBN	Availability	Author/Address	Accession Number	Language	Classification	Sub file/Database	Original Foreign Title	Links	URL	DOI	PMID	PMCID	Call Number	Database	Data Source	Identifying Phrase	Retrieved Date	Shortened Title	User 1	User 2	User 3	User 4	User 5	User 6	User 7	User 8	User 9	User 10	User 11	User 12	User 13	User 14	User 15
Journal Article	"Gamisans,J.;Romero,A. T.;Morales,C."	The Corsican Nevadan Spain France Phleum 2 Little Known Taxa	Candollea	Candollea	1983	 	38	2	639	660	"Anatomy & Morphology;Life Sciences & Biomedicine - Other Topics"	A taxonomic and biosystematic study of the Phleum of the Sierra Nevada [Spain], Corsica [France] and the Atlas Mountains [Morocco] was conducted using both living material and material in herbaria. A comparative study was also conducted using P. alpinum alpinum, P. a. rhaeticum, P. pratense pratense and P. p. bertolini. The Corsican-Nevadan Phleum constituted P. brachystachyum brachystachyum stat. et ssp. nov. (P. pratense var. brachystachyum, Salis 1833) found in the Corsican mountains and P. brachystachyum abbreviatum comb. et stat. nov. (P. p. var. abbreviatum, Boissier, 1844), found in the Sierra Nevada. P. alpinum trabutii requires further study with living material, appearing to be more similar to P. pratense than to P. brachystachyum.	PT: J	 		 	 	 	 				 	0373-2967 ER	 	"GAMISANS J; LABORATOIRE DE BOTANIQUE ET ECOLOGIE MEDITERRANEENNE, FACULTE DES SCIENCES DE ST-JEROME, F-13 397 MARSEILLE CEDEX 13"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Garrido-Garcia,J. A.	New altitude record for Chiroptera in Europe	Myotis	 	1999	March, 1999	37	 	103	 	Behavioral Sciences	One male bat (Hypsugo savii) was caught in the Sierra Nevada mountains (Southern Spain, 3300 m above sea level), breaking the European altitude record for Chiroptera.	PT: J ME: print	 		 	 	 	 				 	0580-3896 ER	 	"Garrido-Garcia, J. A.; C/Padre Llanos 3, Bajo A., 18500, Guadix, Granada, Spain"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Gaston,Fco Javier;Redondo,Victor M."	Idaea davidi sp n. from Sierra Nevada (Andalusia, Spain) (Lepidoptera: Geometridae, Sterrhinae)	Boletin de la S.E.A.	 	2005	Apr-05	 	36	51	55	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology"	Idaea davidi sp. n. is described from Sierra Nevada and northern mountains of Granada (Andalusia, Spain) and compared to the closely related species Idaea humiliata (Hufnagel, 1767).	PT: J	 		 	 	 	 				 	1134-6094 ER	 	"Gaston, Fco. Javier; Zaragoza 50001, Spain"	 	 	 	DT: Article	Idaea davidi sp. n. de Sierra Nevada (Andalucia, Espana) (Lepidoptera: Geometridae, Sterrhinae)	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Gervais,C.	Hybridization Tests in Perennial Spanish Oats Genus Helictotrichon from the Helictotrichon-Filifolium Helictotrichon-Sarracenorum Complex	Bulletin de la Societe Neuchateloise des Sciences Naturelles	Bull.Soc.Neuchatel.Sci.Nat.	1977	 	100	 	137	142	"Agriculture;Cell Biology;Genetics & Heredity"	"The hybridization of 2 spp. of Helictotrichon from southeast Spain, belonging to the H. sarracenorum-H. filifolium complex is reported. These species are a diploid H. sarracenorum (Gdgr) Holub from Sierra Nevada and an aneuploid H. filifolium (Lag.) Henr. (2n = 97) from Sierra del Pozo; the resulting hybrid possesses 2n = 55 + 4B chromosomes. This hybrid, which links the ends of a chain of polyploids (2n = 14, 28, 70, 84, 98), is an indication of close relationships among all these taxa."	PT: J	 		 	 	 	 				 	0366-3469 ER	 	"GERVAIS C; COMPLEXE SCI D-1-76, QUEBEC, QUE G1P 3W8, CAN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Gil,J. A.;Varo,J."	Bryo Sociologic Study of Rheophilic Communities of the Sierra-Nevada Spain	Cryptogamie Bryologie Lichenologie	 	1981	 	2	4	423	440	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology"	The rheophyllic associations found are: Scapanietum undulatae Schwickerath, Dichodontietum pellucidi v. Huebschmann, Fontinaleto-Pachyfissidentetum grandifrondis W. Koch, to be attached to the class Platyhypnidio-Fontinaletea Philiippi. Alpine rheophilic groups of the class Hygrohypnetea Huebschmann were also studied, with the associations Schistidio-Hygrohypnetum dilatati Geissler and Solenostomo-Hygrohypnetum Geissler.	PT: J	 		 	 	 	 				 	0181-1576 ER	 	"GIL J A; DEP BOTANICA, FAC CIENCIAS, UNIV GRANADA, ESPANA"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Gomez,Lorena;Zamora,Regino;Maraa Gomez,Jose"	Limitations to the regeneration of Acer granatense in the Mediterranean mountains: A multi-scale approach.	Ecological Society of America Annual Meeting Abstracts	 	2002	 	87	 	356	 	"Biodiversity & Conservation;Environmental Sciences & Ecology ER"	 	PT: J ME: print	 		 	 	 	 				 	 	 	"Gomez, Lorena; Zamora, Regino; Maraa Gomez, Jose; University of Granada, Granada, Granada, Spain"	 	 	 	"DT: Meeting; LT: Meeting Abstract"	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Gonzalez,M. A.;Botosaneanu,L."	Study of 3 Hydropsyche-Spp from Spain Described by F. Schmid Insecta Trichoptera	Bulletin Zoologisch Museum Universiteit van Amsterdam	 	1985	 	10	13	89	95	"Life Sciences & Biomedicine - Other Topics;Anatomy & Morphology"	"Thee three species of the difficult Hydropsyche instabilis-group described by F. Schmid (1952) from the Iberian peninsula are revised, based on the types. H. hibera proved to be a synonym of H. instabilis (Curtis); H. infernale (here emended to infernalis) and H. ambigua (originally described as dubia) are good species, the first apparently closely related to H. siltalai Dohler, the second extremely near to H. tenuis Navas. Notes on the known distribution in Spain of the three species are added (H. instabilis and H. ambigua are widely distributed; H. infernalis is known from the Sierra Nevada only)."	PT: J	 		 	 	 	 				 	0165-9464 ER	 	"GONZALEZ M A; DEP ZOOL, FAC BIOL, UNIV SANTIAGO COMPOSTELA, ESPANA"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Gonzalez-Megias,Adela;Sanchez-Pinero,Francisco;Gomez,Jose M."	Spatial autocorrelation affects regional population dynamic of the beetle Timarcha lugens	Ecological Society of America Annual Meeting Abstracts	 	2001	 	86	 	283	 	Life Sciences & Biomedicine - Other Topics ER	 	PT: J ME: print	 		 	 	 	 				 	 	 	"Gonzalez-Megias, Adela; Sanchez-Pinero, Francisco; Gomez, Jose M.; University of Granada, Granada, Spain"	 	 	 	"DT: Meeting; LT: Meeting Abstract"	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"G-Toth,L.;Carrillo,P.;Cruz-Pizarro,L."	Respiratory electron transport system (ETS)-activity of the plankton and biofilm in the high-mountain lake La Caldera (Sierra Nevada, Spain)	Archiv fuer Hydrobiologie	Arch.Hydrobiol.	1995	 	135	1	65	78	"Biochemistry & Molecular Biology;Environmental Sciences & Ecology;Endocrinology & Metabolism"	Quantity and ETS-activity of the plankton and those of the biofilm in the high-mountain lake La Caldera (altitude: 3040 m a.s.l.) were studied in August-September, 1992 and 1993. The quantity of the biofilm. covering the bed stones sometimes reached 1 kg wet mass m-1. Its ETS-activity exceeded by 2.5-5 times, that of the phytoplankton and, by 8.33-22 times, that of the zooplankton, projecting 1 m-2 surface area of the lake. The substrate kinetics of its ETS suggested eucaryotic property. The plankton concentrated in the deeper water in day time and elevated to the upper water layers by evenings. The daily respiratory carbon loss of the zooplankton, estimated from the ETS-activity was equivalent with 34-38% of the planktonic primary production. The results indicated that the metabolically most active zone was forced to the profound, probably by the intensive UV-b radiation.	PT: J	 		 	 	 	 				 	0003-9136 ER	 	"G-Toth, L.; Balaton Limnol. Res. Inst., Hungarian Acad. Sci., H-8237 Tihany, Hungary"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Conference Proceedings	Guisasola,I.	Mayflies and Stoneflies from the Rio Monachil Sierra Nevada Spain Ephemeroptera and Plecoptera	 	 	1991	July 27-30, 1989	 	 	529	538	"Meteorology & Atmospheric Sciences;Environmental Sciences & Ecology;Marine & Freshwater Biology;Pathology;Physiology;Public, Environmental & Occupational Health;Toxicology"	 	PT: B	 	Alba-Tercedor,J. and A. Sanchez-Ortega	"Overview and Strategies of Ephemeroptera and Plecoptera; Vith International Ephemeroptera Conference"	Granada, Spain, July 24-28, 1989 and the Xth International Symposium on Plecoptera, Granada, Spain	Sandhill Crane Press, Inc.	Gainesville, Florida, Usa. Illus				 	1-877743-08-9 ER	 	"ALBA-TERCEDOR J; DEPARTAMENTO DE BIOLOGIA ANIM, ECOLOGIA GENETICA, FACULTAD DE CIENCIAS, UNIVERSIDAD DE GRANADA, 18071 GRANADA, SPAIN"	 	 	 	"DT: Book; Meeting"	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Gutierrez Larena,B.;Fuertes Aguilar,J.;Nieto Feliner,G."	Glacial-induced altitudinal migrations in Armeria (Plumbaginaceae) inferred from patterns of chloroplast DNA haplotype sharing	Molecular ecology	Mol.Ecol.	2002	October, 2002	11	10	1965	1974	Genetics & Heredity	"In contrast to northern European areas where large-scale migrations occurred to recolonize territories after glacial periods, species in southern regions survived and diverged without large geographical displacements. As a result of the importance of orography in much of the southern areas, such displacements must have involved populations ascending or descending mountains. The present study provides support for glacial-induced altitudinal migrations from chloroplast phylogeographic patterns in Armeria (Plumbaginaceae) in southeast Spain. One hundred and five sequences of the trnL-F spacer were obtained from seven species. Fifteen different haplotypes were recognized, their genealogy was inferred, and associations with geography were explored using nested clade analysis. Seven instances were detected in which the same haplotype is shared by two or three species within a particular massif. In all the cases, at least one of the species involved displayed different haplotypes in other areas; in most, the haplotype shared is predominant either in one of the species involved or in the massif. These patterns of haplotype sharing strongly suggest horizontal transfer between species. In one of the massifs (Sierra Nevada) the three species involved in haplotype sharing (A. splendens, A. filicaulis ssp. nevadensis, A. villosa ssp. bernisii) occur at markedly different altitudinal belts. It is argued that altitudinal migrations within the contraction-expansion model provide the best explanation for the current pattern, and that at least in one case it resulted in the formation of a new hybrid taxon, A. filicaulis ssp. nevadensis."	PT: J ME: print	 		 	 	 	 				 	0962-1083	 	"Nieto Feliner, G.; CSIC, Real Jardin Botanico, Plaza de Murillo 2, 28014, Madrid, Spain; nieto@ma-rjb.csic.es"	 	 	 	DT: Article	 	 	 	10.1046/j.1365-294X.2002.01594.x ER	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Haeder,Donat-P;Lebert,Michael;Marangoni,Roberto;Colombetti,Giuliano"	ELDONET: European Light Dosimeter Network hardware and software	Journal of Photochemistry and Photobiology B Biology	 	1999	Sept.-Oct., 1999	52	01-Mar	51	58	Physics	A three-channel dosimeter has been developed to measure solar radiation in the UV-B (280-315 nm), UV-A (315-400 nm) and PAR (400-700 nm) wavelength bands. A total of 31 instruments have been installed in Europe from Abisko in Northern Sweden to Gran Canaria, covering most light-climate zones. In addition, instruments are installed in India, Africa, New Zealand and South America. Seven of the instruments have been installed under water (each in conjunction with a terrestrial instrument), and two instruments are located in high mountain locations (Zugspitze, Germany and Sierra Nevada, Spain). The instruments use an integrating Ulbricht sphere and silicon photodiodes in combination with custom-made filters. All instruments are carefully calibrated to ensure a high standard of quality control and documentation. The software records all data (three light channels, external and internal temperature and depth for the underwater instruments) at 1 min intervals, displays them on a PC, stores the data on disk and transmits the data to the central server in Pisa (http://power.ib.pi.cnr.it:80/eldonet), where all available data can be seen in graphical form and downloaded as ASCII files.	PT: J ME: print	 		 	 	 	 				 	1011-1344 ER	 	"Haeder, Donat-P.; Institut fuer Botanik und Pharmazeutische Biologie, Friedrich-Alexander-Universitaet, Staudtstrasse 5, D-91058, Erlangen, Germany"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Haenni J-P	Note on the Presence of Chorisops-Tunisiae New-Record Beck. Diptera Stratiomyidae in Europe	Bulletin de la Societe Neuchateloise des Sciences Naturelles	Bull.Soc.Neuchatel.Sci.Nat.	1990	 	113	 	285	288	"Life Sciences & Biomedicine - Other Topics;Anatomy & Morphology"	Ch. tunisiae (Beck.) is reported for the first time in Europe from two localities in southern Spain. New diagnostic characters for this species are figured.	PT: J	 		 	 	 	 				 	0366-3469 ER	 	"HAENNI J-P; MUSEE D'HISTOIRE NATURELLE, TERREAUX 14, CH-2000 NEUCHATEL, SUISSE"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Henry,Jean-Paul;Magniez,Guy"	Stygobitic Isopoda Aselloidea from Spain, III - The genus Proasellus: B - Anophtalmous species.	Beaufortia	Beaufortia	2003	November 25, 2003	53	6	129	157	Life Sciences & Biomedicine - Other Topics	Study of anophthalmus and unpigmented Proasellus samples, collected in subterranean waters of Spain, mainly by J. Notenboom & I. Meijers (1983, 1984, 1985, 1986), N. Gourbault, E Lescher-Moutoue & R. Rouch (1976, 1977, 1978) and P. van den Hurk & R. Leys (1985). Description of new species of the 'beticus-meridianus' group: P. malagensis n. sp. (Malaga), P. granadensis n. sp. (Granada), P. meijersae n. sp. (Albacete), P. soriensis (Soria), P. oviedensis (Oviedo), and of the 'ortizi' group: P. grafi (Santander), P. stocki (Santander), P. alavensis (Alava), P. navarrensis (Navarra), P. vizcayensis (Vizcaya), and P. guipuzcoensis (Guipuzcoa). The first group is mainly present in the Sierra Nevada environment and the Betic region (where remains of its stygophilic root P. beticus still exist), the second in the Vasco-Cantabrian region (where remain some relict populations of its root forms: P. ortizi, P. aragonensis, and P. ebrensis). Iberian species are generally endemic, either from the alluvial aquifer of a river (generally small or minute species), or from the aquifer of a karstic system (generally large epibenthic species). In contrast to all other taxa, P. lescherae is widely scattered in phreatic aquifers of the Ebro basin and adjacent rivers and typical of this large hydrographic system. All species, especially those of the 'ortizi' group, are strongly related to those of North Africa and the Aquitanian Basin. These countries together constitute a single biogeographic area. The Iberian Aselloidea fauna is the most interesting and diversified of the Ancient World. It includes a rich background of Stenasellidae species (ancient autochthonous thalassoid stocks, characteristic of the Meseta and Catalonia plates), then occurred the settlement by Atlantic' Asellidae lineages (Synasellus, Bragasellus), then the settlement by old surface Proasellus species (of Mediterranean origin), that gave birth to bushes of stygobitic taxa and finally the settlement of the recent perimediterranean Proasellus coxalis. But this fauna is still waiting for the settlement by the recent eastern invader Asellus aquaticus, which is currently invading the French Aquitanian Basin.	PT: J ME: print	 		 	 	 	 				 	0067-4745 ER	 	"Henry, Jean-Paul; Magniez, Guy; Biologie Animale et Generale, Universite de Bourgogne, 6, Bd. Gabriel, 21000, Dijon, France"	 	 	 	DT: Article	Isopodes aselloides stygobies d'espagne, III - le genre Proasellus: B - especes anophtalmes.	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Hinz,W.;Kuiper,J. G. J.;Biedermann,W."	On the Fauna of Pisidium-Spp and Other Freshwater Molluscs in the Province of Granada South Spain	Malakologische Abhandlungen (Dresden)	 	1988	 	13	Sep-17	119	136	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Marine & Freshwater Biology;Physiology"	In the province of Granada, Spain, 300,000 molluscs were collected in 81 out of 86 explored localities. The bivalves exclusively belong to the genus Pisidium viz. casertanum and personatum, both very common, as well as a few specimens of subtruncatum, milium and nitidum, the latter two only in the swamps south of Padul. The earlier reported (ALONSO, 1975) occurrence of hibernicum, obtusale, pseudosphaerium and tenuilineatum is obviously due to incorrect identifications. Until evidence is available, these four species have to be struck off from the faunal list of Granada. The snails belong to 20 taxa. At most 10 species of molluscs have been found living in association. In waters of about 3,000 m above sea level only P. casertanum occurs. A slightly elongated form of this species lives in the system of the Rio Cacin, a striated one in the brooks of the eastern Sierra Nevada.	PT: J	 		 	 	 	 				 	0070-7260 ER	 	"HINZ W; UNIV-GESAMTHOCHSCHULE DUISBURG, FACHBEREICH 6"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Huertas,F.;Linares,J."	The Soils of the Barranco-Hondo Spain 2. Geochemical Study	Anales de Edafologia y Agrobiologia	 	1979	 	38	09-Oct	1555	1572	Agriculture	The reactions of chemical weathering were identified and quantified in a small watershed of Sierra Nevada. The A horizon shows mineralogical variations with respect to the parent rock. In the other horizons the primary minerals are distributed among the different fractions: quartz and albite in the coarse sizes, while phyllosilicates are concentrated in the fine fractions. Natural weathering on an annual basis produces 6042 kg of albite, 739 kg of muscovite, 3649 kg of hornblende, 12,279 kg of dolomite and 8905 kg of calcite. The mean age of the soils, calculated from the loss of albite, is 4429 .+-. 980 yr.	PT: J	 		 	 	 	 				 	0365-1797 ER	 	"DELGADO CALVO-FLORES R; ESTACION EXP ZAIDIN, CSIC GRANADA, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Jimenez Guirado,D.	Soil Nematodes in the Sierra-Nevada of Granada Spain and Adjacent Valleys 1. Antecedents and Catalog of Genera and Species Previously Cited	Cuadernos de Ciencias Biologicas Universidad de Granada	 	1976	 	5	 	35	46	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Physiology ER"	 	PT: J	 		 	 	 	 				 	 	 	"JIMENEZ GUIRADO D; DEP ZOOL, FAC CIENC, UNIV GRANADA, GRANADA, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Jimenez Guirado,D.	Soil Nematodes in the Sierra-Nevada of Granada Spain and Adjacent Valleys 2. Results of a Preliminary Sampling	Cuadernos de Ciencias Biologicas Universidad de Granada	 	1976	 	5	 	47	52	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology ER"	 	PT: J	 		 	 	 	 				 	 	 	"JIMENEZ GUIRADO D; DEP ZOOL, FAC CIENC, UNIV GRANADA, GRANADA, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Jimenez-Guirado D	Species of Dorylaimus Dujardin 1845 Nematoda from Southern Spain	Miscellania Zoologica (Barcelona)	 	1988	 	12	 	33	40	"Life Sciences & Biomedicine - Other Topics;Anatomy & Morphology;Physiology"	Since 1972 a large number of freshwater samples was collected in the basin of the River Guadalquivir (Southern Spain) from the marshes in the estuary to the high mountains of Sierra Nevada. A total of 60 localities were studied. Most of the nematode specimens examined belong to the genus Dorylaimus Dujardin, 1845 and their study has shown the presence of three known and one new species. D. asymphydorus Andrassy, 1979 is very frequent in the mud at the bottom, D. stagnalis Dujardin, 1845 is associated with muddy and sandy sediments, D. helveticus Steiner, 1919 is found in peat-moss, lakes and streams of Sierra Nevada at heights between 2000 and 3000 m and D. macrosoma sp. n. is restricted to very particular habitats and localities. It is recognized by the body length (L = 5.5-9.1 mm), odontostyle 71-89 .mu.m long and by the great number (72-86) of ventromedian contiguous supplements in the male.	PT: J	 		 	 	 	 				 	0211-6529 ER	 	"JIMENEZ-GUIRADO D; DEP BIOL ANIM, FAC CIENCIAS, UNIV CORDOBA, AVDA SAN ALBERTO MAGNO S/N, 14004 CORDOBA, ESPANA"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Jutzeler,David;De Bros,Emmanuel"	Observations in nature and breeding of Pseudochazara hippolyte williamsi (Romei, 1927) and Erebia hispania hispania (Butler, 1868) from Sierra Nevada (Andalusia, southern Spain) (Lepidoptera: Nymphalidae, Satyrinae)	Linneana Belgica	Linn.Belg.	1995	 	15	4	173	181	"Physiology;Developmental Biology;Environmental Sciences & Ecology;Dermatology;Life Sciences & Biomedicine - Other Topics"	In July of 1994, endemic species of Pseudochazara hippolyte williamsi and Erebia hispania hispania were captured from Sierra Nevada, Spain, in order to breed them and follow the development of the caterpillars. Both species were raised until the chrysalis phase and annotated observations were recorded. Pseudochazara hippolyte williamsi hibernated in the fourth larval stage (L4). There were great losses during their raising: of 90 eggs in the beginning, only one chrysalis was obtained. In the case of Erebia hispania hispania, the caterpillars hibernate in the stages L2 or L3. In the fourth stage (L4), a progressive change in color was observed, passing from brown to grayish-green or green. The pure green individuals were thought to be females. More than 20 chrysalises were obtained. The development of both species took one year.	PT: J	 		 	 	 	 				 	0024-4090 ER	 	"Jutzeler, David; Rainstr. 4, CH-8307 Effretikon, Switzerland"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Kallies,Axel	Revision of the south-western Palaearctic species of Synansphecia (Sesiidae)	Nota Lepidopterologica	Nota Lepidopterol.	1999	 	22	2	82	114	Life Sciences & Biomedicine - Other Topics	The type specimens of Synansphecia atlantis (Schwingenschuss, 1935), S. borreyi (Le Cerf, 1922), S. powelli (Le Cerf, 1916) and S. aistleitneri Spatenka, 1992 have been studied and the species are revised and redescribed in detail. The taxon powelli is transferred back to Chamaesphecia, its original combination. Two new species, S. hispanica sp. n. and S. maroccana sp. n., are described from Spain and from Morocco, respectively. A key to the Palaearctic species of the S. triannuliformis and S. muscaeformis group is presented. S. atlantis is known only from the High Atlas Mts in Morocco from altitudes between 2000 and 2900 m. Its host plant is supposed to be an Armeria species (Plumbaginaceae). It is closely related and similar to S. borreyi and S. koschwitzi. S. borreyi is known from different localities in Morocco from about 400 m up to 2200 m. Host plants are Limonium species (Plumbaginaceae). S. hispanica sp. n. is represented in many collections but usually has been confused with S. atlantis. It is widely distributed in Spain and is also found in southern France. It occurs from the coastline up to more than 2000 m in the Sierra Nevada. It is closely related to S. maroccana sp. n. and S. triannuliformis (Freyer, 1845). The host plants are various Rumex species (Polygonaceae). S. maroccana sp. n. is widely distributed in the Atlas Mts in Morocco and found at altitudes between 1600 and 2700 m. The host plant is a Rumex species (Polygonaceae). Chamaesphecia powelli comb. rev. was known for certain from the type locality in Algeria only. Recently, it has also been found in the High Atlas Mts in Morocco. It was reared from the roots of a Nepeta species (Lamiaceae). Additionally, S. affinis erodiiphaga (Dumont, 1922) is recorded from Morocco and southern Spain for the first time.	PT: J ME: print	 		 	 	 	 				 	0342-7536 ER	 	"Kallies, Axel; Ploener Str. 13, D-19057, Schwerin, Germany"	 	 	 	"DT: Article; LT: Taxonomic Key"	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Lacourt,J.	Notes on the Atra Group of the Genus Tenthredo Hymenoptera Tenthridinidae with a Description of 2 New Taxa	Nouvelle Revue d'Entomologie	Nouv.Rev.Entomol.	1980	 	10	2	189	200	"Life Sciences & Biomedicine - Other Topics;Anatomy & Morphology"	T. asperrima sp. nov. and T. atra nevadensis ssp. nov. are described. A key is provided, including T. asperrima, T. a. nevadensis, T. a. atra L. and T. ignobilis Klug.	PT: J	 		 	 	 	 				 	0374-9797 ER	 	"LACOURT J; BANDEVILLE, SAINT-CYR-SOUS-DOURDAN, 91410 DOURDAN, FR, FRANCE"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Laville,H.	The Chironomids Diptera of several High Altitude Lagunas of the Sierra-Nevada Granada Spain	Annales de Limnologie	Ann.Limnol.	1986	 	22	1	53	64	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Anatomy & Morphology"	Thirteen species, identified from 24 lagunas at very high altitude (2700-3200 m) in the Sierra Nevada, increases to 35 the number of chironomid species recorded in the mountain area of Southern Spain. Four species are new for the Iberian peninsula: [Acricotopus lucens, Metriocnemus ursinus, Micropsectra coracina, Micropsectra recurvata]. The pupal exuviae of Micropsectra coracina (K.) is described.	PT: J	 		 	 	 	 				 	0003-4088 ER	 	"LAVILLE H; LAB D'HYDROBIOL, UA 695 CNRS, UNIV PAUL SABATIER, 118, ROUTE DE NARBONNE, 31062 TOULOUSE CEDEX, FRANCE"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Leraut,P.	Study of Scopariineae Lepidoptera Pyralidae 2 New Taxa from the Mediterranean Region	Alexanor	Alexanor	1981	 	12	3	117	120	"Anatomy & Morphology;Life Sciences & Biomedicine - Other Topics"	Data were given for 2 new subspecies from the Mediterranean region of Europe: Scoparia pyralella klimeschi and Eudonia delunella amicula.	PT: J	 		 	 	 	 				 	0002-5208 ER	 	"LERAUT P; 76, AVE GABRIEL-PERI, F-94100 SAINT-MAUR-DES-FOSSES"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Loeffler,H.	Harpacticoids Crustacea Copepoda of the Mountain Waters in Andalusia Sierra-Nevada Spain	Oesterreichische Akademie der Wissenschaften Mathematisch-Naturwissenschaftliche Klasse Sitzungsberichte Abteilung I	 	1973	 	181	07-Oct	191	195	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology"	 	PT: J	 		 	 	 	 				 	0029-8808 ER	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Lorite Moreno,Juan;Navarro Reyes,Francisco Bruno;Valle Tendero,Francisco"	New records for the vascular flora of Sierra Nevada (Almeria): The Murciano-almeriense element	Acta Botanica Malacitana	 	1998	 	23	0	256	259	Life Sciences & Biomedicine - Other Topics	 	PT: J ME: print	 		 	 	 	 				 	0210-9506 ER	 	"Lorite Moreno, Juan; Navarro Reyes, Francisco Bruno; Valle Tendero, Francisco; Dpto. Biologia Vegetal, Facultad de Ciencias, Universidad de Granada, Granada, Spain"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
