Reference Type	Authors, Primary	Title Primary	Periodical Full	Periodical Abbrev	Pub Year	Pub Date Free From	Volume	Issue	Start Page	Other Pages	Keywords	Abstract	Notes	Personal Notes	Authors, Secondary	Title Secondary	Edition	Publisher	Place Of Publication	Authors, Tertiary	Authors, Quaternary	Authors, Quinary	Title, Tertiary	ISSN/ISBN	Availability	Author/Address	Accession Number	Language	Classification	Sub file/Database	Original Foreign Title	Links	URL	DOI	PMID	PMCID	Call Number	Database	Data Source	Identifying Phrase	Retrieved Date	Shortened Title	User 1	User 2	User 3	User 4	User 5	User 6	User 7	User 8	User 9	User 10	User 11	User 12	User 13	User 14	User 15
Journal Article	"Diaz-Miguel,M.;Castro,J.;Garcia,P. A."	Seed germination after freezing in high-mountain plant species: Implications for ski-run restoration	Phyton-International Journal of Experimental Botany	 	2014	 	83	 	423	429	"Germination;High-mountain plant species;Plant-growth regulators;Ski-slope restoration;Soil freezing;VEGETATION;SOIL;PISTES;AREAS;SLOPES;SNOW;COLONIZATION;TEMPERATURE;PERFORMANCE;ECOLOGY;Plant Sciences ER"	The construction of a ski slope implies a strong environmental impact as a result of the removal of the vegetation cover. The need to protect the soil requires a rapid restoration of vegetation, which is often done with commercial seed mixtures that can cause a negative impact on these high mountain ecosystems. Thus, the use of seeds of native species is essential, especially in areas rich in endemic species. The compaction of snow as a result of the preparation of the ski slopes causes the soil to freeze. This hinders the germination of seeds, especially those of shrub species. This paper analyzes, under laboratory conditions, how freezing and phytohormone application affect the seed germination of three endemic shrubby species used in the restoration of the ski slopes on Sierra Nevada (S. Spain). Freezing considerably reduced the germination of all species. However, when seeds were previously subjected to phytohormones, the germination percentage increased up to 10-fold with respect to seeds not treated with growth regulators. The results suggest that treating seeds with phytohormones could improve the restoration of the ski slopes with native species.	PT: J	 		 	 	 	 				 	1851-5657	 	"[Diaz-Miguel, M.] Univ Granada, Fac Ciencias, Dept Fisiol Vegetal, E-18071 Granada, Spain. [Castro, J.] Univ Granada, Fac Ciencias, Dept Ecol, E-18071 Granada, Spain. [Garcia, P. A.] Univ Granada, Fac Ciencias, Dept Estadist & Invest, E-18071 Granada, Spain.; Diaz-Miguel, M (reprint author), Univ Granada, Fac Ciencias, Dept Fisiol Vegetal, E-18071 Granada, Spain.; diazmig@ugu.es"	 	 	 	 	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Duran Zuazo,Victor Hugo;Francia Martinez,Jose Ramon;Garcia Tejero,Ivan;Rodriguez Pleguezuelo,Carmen Rocio;Martinez Raya,Armando;Cuadros Tavira,Simon"	Runoff and sediment yield from a small watershed in southeastern Spain (Lanjaron): implications for water quality	Hydrological Sciences Journal-Journal Des Sciences Hydrologiques	 	2012	Nov-01	57	8	1610	1625	"land-use type;streamflow;Mediterranean watershed;water quality;Lanjaron, Sierra Nevada Mountains;Spain;LAND-COVER CHANGE;MEDITERRANEAN MOUNTAIN CATCHMENT;HYDROLOGICAL;RESPONSE;SOIL-EROSION;FOREST;EVAPOTRANSPIRATION;VEGETATION;NITROGEN;PYRENEES;IMPACT;Water Resources ER"	"This study presents an analysis of three hydrological years (2007/08, 2008/09 and 2009/10) of precipitation, runoff and sediment yield collected from a small (669.7 ha) semi-arid watershed in southeastern Spain (Lanjaron). At the watershed outlet the runoff, suspended sediment concentration, total solute concentrations and dissolved nutrients (N-NO3, N-NH4, H2PO4 and K) in streamflow were continuously monitored. The runoff was highly variable, ranging between 53.4 and 154.7 mm year(-1), with an average of 97.6 mm year(-1). In contrast, sediment yields were more regular, averaging 1.8 Mg ha(-1) year(-1). The hydrological response of the watershed depended mainly on rainfall intensity. Formerly, 32% of the watershed was forested and runoff was more regular, despite the typical Mediterranean rainfall cycle; however, due to forest area reduction to 17% and the increase in abandoned farmland area (18%) in recent decades, the runoff variability has increased. Greater amounts of solutes (32.7 Mg ha(-1) year(-1)) were exported, so that this water is considered as poor for irrigation use. The temporal nutrient export was related to seasonal discharge fluctuations as well as daily concentrations. In addition, the nutrient concentrations of the water discharged were lower than threshold limits cited in water-quality standards for agricultural use and for potable water, with the exception of K (65.9 mg L-1), which may degrade surface waters as well as irrigated soils. Thus, hydrological and erosive processes depended on the watershed features, but also on prior conditions in combination with the characteristics of rainfall episodes."	PT: J	 		 	 	 	 				 	0262-6667	 	"[Duran Zuazo, Victor Hugo; Garcia Tejero, Ivan] IFAPA Ctr Las Torres Tomejil, E-41200 Seville, Spain. [Francia Martinez, Jose Ramon; Rodriguez Pleguezuelo, Carmen Rocio; Martinez Raya, Armando] IFAPA Ctr, E-18080 Granada, Spain. [Cuadros Tavira, Simon] Univ Cordoba, E-14071 Cordoba, Spain.; Zuazo, VHD (reprint author), IFAPA Ctr Las Torres Tomejil, E-41200 Seville, Spain.; victorh.duran@juntadeandalucia.es"	 	 	 	 	 	 	 	10.1080/02626667.2012.726994	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"El Hamdouni,R.;Irigaray,C.;Fernandez,T.;Chacon,J.;Keller,E. A."	Assessment of relative active tectonics, southwest border of the Sierra Nevada (southern Spain)	Geomorphology	Geomorphology	2008	Apr-01	96	01-Feb	150	173	"tectonic geomorphology;geomorphic indices of active tectonics;Sierra Nevada;betic cordillera;southern Spain;Physical Geography;Geology ER"	We present a new method for evaluating relative active tectonics based on geomorphic indices useful in evaluating morphology and topography. Indices used include: stream length-gradient index (SL), drainage basin asymmetry (At), hypsometric integral (Hi), ratio of valley-floor width to valley height (Vf), index of drainage basin shape (Bs), and index of mountain front sinuosity (Smf). Results from the analysis are accumulated and expressed as an index of relative active tectonics (Iat), which we divide into four classes from relatively low to highest tectonic activity. The study area along the southwest border of the Sierra Nevada in southern Spain is an ideal location to test the concept of an index to predict relative tectonic activity on a basis of area rather than a single valley or mountain front. The study area has variable rates of active tectonics resulting from the collision of Africa with Europe that has produced linear east-west anticlinal forms, as well as extension with variable vertical rates of normal faulting to about 0.5 m/ky. We test the hypothesis that areas of known, relatively high rates of active tectonics are associated with indicatives values of Iat. (c) 2007 Elsevier B.V. All rights reserved.	PT: J	 		 	 	 	 				 	0169-555X	 	"[El Hamdouni, R.; Irigaray, C.; Chacon, J.] Univ Granada, Dept Civil Engn, ETSICCP, E-18071 Granada, Spain. [Fernandez, T.] Univ Jaen, Dept Photogrammetry & Geodet & Mapping Engn, Jaen, Spain. [Keller, E. A.] Univ Calif Santa Barbara, Dept Earth Sci, Santa Barbara, CA 93106 USA.; Chacon, J (reprint author), Univ Granada, Dept Civil Engn, ETSICCP, Campus Fuentenueva S-N, E-18071 Granada, Spain.; rachidej@ugr.es; clemente@ugr.es; jchacon@ugr.es; keller@geol.ucsb.edu"	 	 	 	 	 	 	 	10.1016/j.geomorph.2007.08.004	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Eyer,P. A.;Leniaud,L.;Darras,H.;Aron,S."	Hybridogenesis through thelytokous parthenogenesis in two Cataglyphis desert ants	Molecular ecology	Mol.Ecol.	2013	FEB	22	4	947	955	"ants;genetic caste determination;genetic lineages;parthenogenesis;social hybridogenesis;POGONOMYRMEX HARVESTER ANTS;CLONAL;REPRODUCTION;FIRE ANT;VOLLENHOVIA-EMERYI;HYMENOPTERA;POPULATION;SYSTEM;FORMICIDAE;PATERNITY;Biochemistry & Molecular Biology;Environmental Sciences & Ecology;Evolutionary Biology ER"	Hybridogenesis is a sexual reproductive system, whereby parents from different genetic origin hybridize. Both the maternal and paternal genomes are expressed in somatic tissues, but the paternal genome is systematically excluded from the germ line, which is therefore purely maternal. Recently, a unique case of hybridogenesis at a social level was reported in the desert ant Cataglyphis hispanica. All workers are sexually produced hybridogens, whereas sexual forms (new queens and males) are produced by queens through parthenogenesis. Thus, only maternal genes are perpetuated across generations. Here, we show that such an unusual reproductive strategy also evolved in two other species of Cataglyphis belonging to the same phylogenetic group, Cataglyphis velox and Cataglyphis mauritanica. In both species, queens mate exclusively with males originating from a different genetic lineage than their own to produce hybrid workers, while they use parthenogenesis to produce the male and female reproductive castes. In contrast to single-queen colonies of C. hispanica, colonies of C. velox and C. mauritanica are headed by several queens. Most queens within colonies share the same multilocus genotype and never transmit their mates' alleles to the reproductive castes. Social hybridogenesis in the desert ants has direct consequences on the genetic variability of populations and on caste determination. We also discuss the maintenance of this reproductive strategy within the genus Cataglyphis.	PT: J	 		 	 	 	 				 	0962-1083	 	"[Eyer, P. A.; Leniaud, L.; Darras, H.; Aron, S.] Univ Libre Brussels, B-1050 Brussels, Belgium.; Eyer, PA (reprint author), Univ Libre Brussels, 50,Av FD Roosevelt,CP 160-12, B-1050 Brussels, Belgium.; piereyer@ulb.ac.be"	 	 	 	 	 	 	 	10.1111/mec.12141	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Farines,Bernard;Calvet,Marc;Gunnell,Yanni"	The summit erosion surfaces of the inner Betic Cordillera: Their value as tools for reconstructing the chronology of topographic growth in southern Spain	Geomorphology	Geomorphology	2015	Mar-15	233	 	92	111	"Betic Cordillera;Erosion surface;Pediment;Messinian salinity crisis;Tectonic geomorphology;Topographic uplift;BASIN SE SPAIN;NEVADO-FILABRIDE COMPLEX;APATITE FISSION-TRACK;STRIKE-SLIP FAULTS;DE-GATA REGION;SIERRA-NEVADA;SORBAS BASIN;ACTIVE TECTONICS;UPPER MIOCENE;Physical Geography;Geology ER"	Erosion surfaces at the top of mountain ranges have suggested to geomorphologists that the Earth's crust can undergo rapid pulses of uplift during which rates of denudation fail to balance with rates of crustal uplift thereby preserving much of the initial plateau topography as it rises to greater elevations. Here we analyze a regionally extensive population of mappable planar surfaces, which crown several major, tectonically active sierras of the inner southeastern Betic Cordillera, SE Spain. Based on a synthesis of long-term landscape evolution involving landform reconnaissance, DEM-based morphometric analysis, structural geology, sediment provenance analysis, and field stratigraphy, we conclude that the summit surfaces are a mosaic of discrete, post-orogenic erosion surfaces that each developed in relation to Mediterranean marine base levels at a time when the sierras formed a series of low-elevation islands. They are not, therefore, fragments of a once regionally continuous paleoplain. The summit surfaces were partly the result of shallow-angle detachment faulting during the middle Miocene in response to lithospheric slab detachment. Where evidence exists that the resulting low-relief topography was reworked by marine abrasion during the Tortonian sea-level rise, the terminal age of the surfaces is latest Miocene. Age-bracketing based on strati-graphic correlations among the many depocentres of the region and on published thermochronological data indicates that some erosion surfaces locally formed in less than 3 million years (similar to 8 Ma-5.7 Ma). They were subsequently uplifted to their current elevations (1.7 to > 2 km) by Pliocene to Quaternary neotectonics in at least two major pulses. (C) 2014 Elsevier B.V. All rights reserved.	"PT: J; SI: SI"	 		 	 	 	 				 	0169-555X	 	"[Farines, Bernard; Calvet, Marc] Univ Perpignan Via Domitia, CNRS UMR 7194, Hist Nat Homme Prehist, Perpignan, France. [Gunnell, Yanni] Univ Lyon, CNRS UMR Environm 5600, Ville, Societe, France.; Gunnell, Y (reprint author), Univ Lyon, CNRS UMR Environm 5600, Ville, Societe, France.; yanni.gunnell@univ-lyon2.fr"	 	 	 	 	 	 	 	10.1016/j.geomorph.2014.11.019	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Fernandes,Paulo M.;Luz,Ana;Loureiro,Carlos"	Changes in wildfire severity from maritime pine woodland to contiguous forest types in the mountains of northwestern Portugal	Forest Ecology and Management	For.Ecol.Manage.	2010	Jul-30	260	5	883	892	"Fire ecology;Fuel;Deciduous and evergreen broadleaved forest;Short-needled conifer forest;Mediterranean forest;CATALONIA NORTHEAST SPAIN;FIRE SEVERITY;CROWN FIRE;UNITED-STATES;MEDITERRANEAN BASIN;KLAMATH MOUNTAINS;SPATIAL-PATTERNS;PRESCRIBED;FIRE;BOREAL FOREST;SIERRA-NEVADA;Forestry ER"	Large and severe wildfires are now widespread in the Mediterranean Basin. Fire severity is important to ecosystem properties and processes and to forest management but it has been neglected by wildland fire research in Europe. In this study, we compare fire severity between maritime pine (PS) woodland and other forest (OF) types, identify other variables influent on fire severity, and describe its variation. We sampled contiguous, paired stands of PS and OF cover types - including deciduous and evergreen broadleaves and short-needled mountain conifers - that burned under very high to extreme fire danger in northwestern Portugal. Data on stand characteristics and fire severity metrics were collected in plots along transects perpendicular to the PS-OF boundary. Fire severity was rated in separate for the tree canopy, understorey vegetation and forest floor layers, and then an average (composite) fire severity rating was calculated. Fire intensity inferred from stem char height (adjusted for the effects of other factors) was highest in PS, followed by deciduous broadleaved woodland and short-needled conifer forest. With a few exceptions, all fire severity ratings were significantly different between PS and OF at all sites. Most fire severity metrics and ratings were correlated. The distance for fire severity minimization did not differ between OF types (median = 21 m). Variation in composite fire severity was accounted for by a classification tree (R(2) = 0.44) based on cover type (contributing with 51% to the overall explanation), stand variables, aspect, distance to the PS-OF edge and fire spread pattern. Except for a more immediate decline in deciduous broadleaves, fire severity rating was not affected by OF type and tended to decrease in more mature stands and moister aspects. The fire severity moderation from PS to OF was compounded by a dominant pattern of down slope fire propagation into moister topographical positions, exacerbating the fuel effect implicit in the cover type change. The results are consistent with fire hazard and fire incidence studies and support conventional knowledge that advocates the expansion of broadleaved deciduous or evergreen forest as a means to achieve more fire-resilient ecosystems and landscapes. (C) 2010 Elsevier B.V. All rights reserved.	PT: J	 		 	 	 	 				 	0378-1127	 	"[Fernandes, Paulo M.; Loureiro, Carlos] Univ Tras Os Montes & Alto Douro, Ctr Invest & Tecnol Agroambientals & Tecnol CITAB, P-5001801 Vila Real, Portugal. [Fernandes, Paulo M.; Luz, Ana; Loureiro, Carlos] Univ Tras Os Montes & Alto Douro, Dept Ciencias Florestais & Arquitectura Paisagist, P-5001801 Vila Real, Portugal.; Fernandes, PM (reprint author), Univ Tras Os Montes & Alto Douro, Ctr Invest & Tecnol Agroambientals & Tecnol CITAB, Apartado 1013, P-5001801 Vila Real, Portugal.; pfern@utad.pt; luzanalu@gmail.com; clour@utad.pt"	 	 	 	 	 	 	 	10.1016/j.foreco.2010.06.008	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Fernandez Calzado,M. R.;Molero Mesa,J.;Merzouki,A.;Casares Porcel,M."	Vascular plant diversity and climate change in the upper zone of Sierra Nevada, Spain	Plant Biosystems	 	2012	 	146	4	1044	1053	"Altitude gradient;biodiversity;climate change;endemics plants;mountain;temperature;ENDEMIC PLANTS;SOUTHERN SPAIN;GLOBAL CHANGE;ALPINE ZONE;FLORA;RISK;LIFE;VULNERABILITY;COMMUNITIES;Plant Sciences ER"	"This study examines the effects of altitudinal, temperature and aspect gradients on vascular plant species richness on mountain tops in Sierra Nevada (Spain) at different spatial scales (1 m(2) quadrats, plot clusters of 4 m(2), upper summit area down to the 5-m contour line, entire summit down to the 10-m contour line). The methodology follows the Global Observation Research Initiative in Alpine Environments (GLORIA) programme. Floristic and soil temperature data of eight summits sites in two neighbouring regions of the high part of Sierra Nevada (from 2668 m to 3327 m a.s.l.) were used in this study. In total, 102 taxa were recorded (84 genera; 29 families). The species richness decreased, whereas the proportion of endemic taxa increased with elevation. There were significant linear relationships between species richness and altitude and average soil temperature at each spatial scale. However, there was no significant relationship between species richness and aspect variables. Facing continued climate change, the high-altitude flora of Sierra Nevada is expected to be particularly vulnerable and prone to warming-induced biodiversity losses due to the high proportion of endemic taxa, ranging from 23% at lower elevations up to 67% at higher ones."	PT: J	 		 	 	 	 				 	1126-3504	 	"[Fernandez Calzado, M. R.; Molero Mesa, J.; Merzouki, A.; Casares Porcel, M.] Univ Granada, Fac Pharm, Dept Bot, E-18071 Granada, Spain.; Calzado, MRF (reprint author), Univ Granada, Fac Pharm, Dept Bot, Campus Cartuja, E-18071 Granada, Spain.; rosafc@ugr.es"	 	 	 	 	 	 	 	10.1080/11263504.2012.710273	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Fernandez Calzado,Ma Rosa;Molero Mesa,Joaquin;Merzouki,Abderrahmane"	Monitoring plant diversity and climatic change in Sierra Nevada (Spain)	Acta Botanica Gallica	Acta Bot.Gallica	2010	DEC	157	4	669	676	"mountains;Gloria;climatic change;plant biodiversity;temperatures;MOUNTAIN PLANTS;BIODIVERSITY;VEGETATION;Plant Sciences ER"	"The aim of this paper is to analyse the vascular flora and temperature data in the highest zone of the Sierra Nevada massif (Sierra Nevada National Park) and evaluate the potential effects of climatic change on the biodiversity of this zone. The floristic and temperature data have been recorded using the methodology of the European Gloria Project. The floristic analysis shows that the species richness decreases with the altitude (2778-3327 m) from 47 up to 18, at the same time increasing the percentage of endemism. 39% of species only live on single summits and 8% of the flora exists on all of the summits; chamaephytes and hemicryptophytes are the most common life forms. The temperature data was analysed in the period of 2001-2005. Overall, there is a 4.42 degrees C decrease in mean temperature from the lowest to the highest summit (range of 549 m)."	PT: J	 		 	 	 	 				 	1253-8078	 	"[Fernandez Calzado, Ma Rosa; Molero Mesa, Joaquin; Merzouki, Abderrahmane] Fac Farm, Dpto Bot, E-18071 Granada, Spain. [Merzouki, Abderrahmane] Univ Abdelmalek Essaadi, Fac Sci, Lab Ethnobot, Dpt Biol, Tetouan 2121, Morocco.; Calzado, MRF (reprint author), Fac Farm, Dpto Bot, Campus Cartuja, E-18071 Granada, Spain."	 	 	 	 	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Fernandez Prieto,Jose Antonio;Molero Mesa,Joaquin;Perez Suarez,Marta;Sanna,Mauro;Munoz Diaz,Jose Miguel;Cires,Eduardo"	Are they different species or vicariant elevational races of the same species? The case of an Iberian endemic plant, Ranunculus bupleuroides (Ranunculaceae)	Phytotaxa	 	2015	Dec-24	239	3	242	252	"endemism;integrative taxonomy;Mediterranean;molecular markers;mountain flora;phylogeny;section Ranuncella;species complex;KUEPFERI RANUNCULACEAE;PHYLOGENETIC ANALYSIS;DNA-SEQUENCES;EVOLUTIONARY;SPAIN;CLASSIFICATION;VEGETATION;GEOSERIES;TORTOISE;APOMIXIS;Plant Sciences ER"	The infrageneric taxonomy and evolution of Ranunculus are still not well understood. In this regard, we investigated the origin and genetic diversity of the Iberian endemic plant Ranunculus bupleuroides s.l. by analysis of nuclear internal transcribed spacers (ITS) and plastid (rpl32-trnL, rps16-trnQ, trnK-matK, ycf6-psbM) sequence data. Phylogenetic analysis reveals two geographically well supported subclades: one formed by high mountain plants and another by more typical samples of Ranunculus bupleuroides from the lowlands of the western Iberian Peninsula. The subclade of montane plants includes both plants originating in Gredos and Bejar (Ranunculus cherubicus subsp. cherubicus) and those from Sierra Nevada (R. cherubicus subsp. girelai). In the light of the new molecular results obtained, combined with an assessment of morphological, geographical and ecological characters, a new systematic treatment is proposed.	PT: J	 		 	 	 	 				 	1179-3155	 	"[Fernandez Prieto, Jose Antonio; Perez Suarez, Marta; Sanna, Mauro; Cires, Eduardo] Univ Oviedo, Dept Biol Organismos & Sistemas, Area Bot, E-33071 Oviedo, Spain. [Molero Mesa, Joaquin] Univ Granada, Dept Bot F Farm, Granada 180072, Spain. [Munoz Diaz, Jose Miguel] Agencia Medio Ambiente & Agua, Junta Andalucia, Granada 18013, Spain.; Cires, E (reprint author), Univ Oviedo, Dept Biol Organismos & Sistemas, Area Bot, C Catedrat Rodrigo Uria S-N, E-33071 Oviedo, Spain.; cireseduardo@gmail.com"	 	 	 	 	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Fernandez,Carlos;Czeck,Dyanna M.;Diaz-Azpiroz,Manuel"	Testing the model of oblique transpression with oblique extrusion in two natural cases: Steps and consequences	Journal of Structural Geology	J.Struct.Geol.	2013	SEP	54	 	85	102	"Transpression;Shear zones;Triclinic fabrics;Inclined extrusion;Rainy Lake District;Southern Iberian shear zone;SUPERIOR PROVINCE;SHEAR ZONE;DEFORMATION PATH;METAMORPHIC BELT;NORTHERN MINNESOTA;SOUTHWEST SPAIN;SIERRA-NEVADA;NEW-ZEALAND;STRAIN;CANADA;Geology ER"	Kinematic models of various types of transpression have been used to explain fabric features and strain in many natural deformation studies. Here, a mathematical model that encompasses all monoclinic and triclinic transpressional deformations including triclinic deformation with inclined simple shear (phi) and/or inclined extrusion orientations (nu) can be tested using a step-by-step approach with available field evidence. Two cases are presented. The first case from the Wabigoon-Quetico boundary in the Archean Superior Province utilizes both fabric orientation and quantified strain data. The best fit of the field evidence to the model indicates that deformation likely took place along subvertical shear zones via transpression with subhorizontal simple shear (phi = 0-20 degrees) and variable inclined extrusion direction (extrusion can be either east or west and v typically indicates extrusion orientations between 0 and 50 degrees from vertical). The second case of the South Iberian shear zone has fabric orientation data, but no quantifiable strain possibilities. The best fit of the field evidence to the model indicates that deformation likely took place along a moderately inclined shear zone via transpression with subhorizontal simple shear (phi = 0-20 degrees) and variable inclined extrusion direction (nu values between 0 degrees and 80 degrees from the true dip of the shear zone). Using this protocol in other examples of natural deformation will allow further constraints to be applied to kinematic models. (C) 2013 Elsevier Ltd. All rights reserved.	PT: J	 		 	 	 	 				 	0191-8141	 	"[Fernandez, Carlos] Univ Huelva, Dept Geodinam & Paleontol, Huelva 21071, Spain. [Czeck, Dyanna M.] Univ Wisconsin, Dept Geosci, Milwaukee, WI 53211 USA. [Diaz-Azpiroz, Manuel] Univ Pablo Olavide, Dpto Sistemas Fis Quim & Nat, Seville 41013, Spain.; Fernandez, C (reprint author), Univ Huelva, Dept Geodinam & Paleontol, Campus El Carmen, Huelva 21071, Spain.; fcarlos@uhu.es; dyanna@uwm.edu"	 	 	 	 	 	 	 	10.1016/j.jsg.2013.07.001	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Fernandez-Ramos,C.;Ballesteros,O.;Blanc,R.;Zafra-Gomez,A.;Camino-Sanchez,F. J.;Navalon,A.;Vilchez,J. L."	Determination of alcohol sulfates and alcohol ethoxysulfates in marine and river sediments using liquid chromatography-tandem mass spectrometry	Talanta	Talanta	2013	Oct-15	115	 	606	615	"Anionic surfactants;Marine sediments;River sediments;Principal components analysis;LC-MS/MS;Pressurized liquid extraction;LINEAR ALKYLBENZENE-SULFONATES;TREATMENT-PLANT INFLUENTS;WASTE-WATER;NONIONIC SURFACTANTS;ALKYL ETHOXYSULFATES;METABOLITES;EFFLUENTS;BEHAVIOR;ACIDS;FATE;Chemistry ER"	A novel and successful method has been developed for the identification and quantification of alcohol sulfates (AS) homologues and alcohol ethoxysulfates (AES) ethoxymers in marine and river sediment samples. The method involves the extraction of 5.00 g of dry sample with methanol using pressurized liquid extraction (PLE) and liquid chromatography-tandem mass spectrometry (LC-MS/MS). 2-Octylbenzene sulfonic acid sodium salt (20C(8)-LAS) was used as internal standard. The analytical methods were applied to marine sediments collected from the coast of Almeria (South-east Spain) and river sediments collected from the Monachil river (Granada, South-east Spain). For AS homologues, the found limits of detection were 0.04-0.08 mu g g(-1) for marine and river sediments. For AES ethoxymers, the found limits of detection were 0.03-0.09 mu g g(-1) and 0.06-0.22 mu g g(-1) for marine and river sediments, respectively. The highest concentrations of AS and AES were found in river sediment samples. Significant differences were also observed between the behavior of short-chain compounds (C-12) and long-chain compounds (C-14 to C-18). The influence of the physic-chemical properties of water on the occurrence of these compounds was also evaluated, and differences between long- and short-chain compounds were also observed. Additionally, principal components analyses were carried out in order to study the relationship between variables and to evaluate the sources of data variability and behavior patterns. Finally, important conclusions were drawn regarding the environmental behavior of AS and AES. (C) 2013 Elsevier B.V. All rights reserved.	PT: J	 		 	 	 	 				 	0039-9140	 	"[Fernandez-Ramos, C.; Ballesteros, O.; Blanc, R.; Zafra-Gomez, A.; Camino-Sanchez, F. J.; Navalon, A.; Vilchez, J. L.] Univ Granada, Dept Analyt Chem, Res Grp Analyt Chem & Life Sci, E-18071 Granada, Spain.; Blanc, R (reprint author), Univ Granada, Dept Analyt Chem, Res Grp Analyt Chem & Life Sci, Campus Fuentenueva, E-18071 Granada, Spain.; mrblanc@ugr.es"	 	 	 	 	 	 	 	10.1016/j.talanta.2013.05.058	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
