Reference Type	Authors, Primary	Title Primary	Periodical Full	Periodical Abbrev	Pub Year	Pub Date Free From	Volume	Issue	Start Page	Other Pages	Keywords	Abstract	Notes	Personal Notes	Authors, Secondary	Title Secondary	Edition	Publisher	Place Of Publication	Authors, Tertiary	Authors, Quaternary	Authors, Quinary	Title, Tertiary	ISSN/ISBN	Availability	Author/Address	Accession Number	Language	Classification	Sub file/Database	Original Foreign Title	Links	URL	DOI	PMID	PMCID	Call Number	Database	Data Source	Identifying Phrase	Retrieved Date	Shortened Title	User 1	User 2	User 3	User 4	User 5	User 6	User 7	User 8	User 9	User 10	User 11	User 12	User 13	User 14	User 15
Journal Article	"Fernandez-Escudero,I.;Tinaut,A."	Heat-cold dialectic in the activity of Proformica longiseta, a thermophilous ant inhabiting a high mountain (Sierra Nevada, Spain)	International journal of biometeorology	Int.J.Biometeorol.	1998	APR	41	4	175	182	"high mountain;activity;temperature;resistance to heat;ants;PRE-SAHARAN STEPPE;OCYMYRMEX-BARBIGER;FORAGING ACTIVITY;DESERT ANTS;FORMICIDAE;HYMENOPTERA;PATTERNS;TUNISIA;Biophysics;Environmental Sciences & Ecology;Meteorology & Atmospheric Sciences;Physiology ER"	The activity of the thermophilous ant Proformica longiseta has been studied in a Mediterranean high-mountain environment. An analysis has been made of the biotic and abiotic variables involved, the location of and conditions surrounding the activity, as well as the strategies used by the ant to remain active at high temperatures. The results of this study indicate that the maximum activity occurs during the middle hours of the day and that the variable which most influences daily activity is temperature, especially at the soil surface. With respect to the biotic variables, the availability of food and the demand for food by the larvae strongly correlate with activity. The time outside the nest is usually spent in vegetation searching for food. This activity continues even when the temperature of the soil surface exceeds 58 degrees C. To tolerate these temperatures, the ant not only has a high resistance to heat (critical thermal maximum = 51.1 degrees C), but also increases the speed of its movements and resorts to thermal refuges. The present work contributes data on the biology of this highly thermophilous species, which is also capable of tolerating a long, hard winter and then developing within a short vegetative period.	PT: J	 		 	 	 	 				 	0020-7128	 	"Univ Granada, Fac Ciencias, Dept Biol Anim & Ecol, E-18071 Granada, Spain.; Fernandez-Escudero, I (reprint author), Univ Uppsala, Uppsala Genet Ctr, Dept Genet, Box 7003, S-75007 Uppsala, Sweden."	 	 	 	 	 	 	 	10.1007/s004840050072	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Fernandez-Fernandez,E. M.;Jabaloy-Sanchez,A.;Nieto,F.;Gonzalez-Lodeiro,F."	Structure of the Malaguide Complex near Velez Rubio (Eastern Betic Cordillera, SE spain)	Tectonics	 	2007	Jul-25	26	4	TC4008	TC4008	"ALPUJARRIDE COMPLEX;ALBORAN DOMAIN;TECTONIC EVOLUTION;SOUTHERN SPAIN;SIERRA-NEVADA;FAULT SYSTEMS;INTERNAL ZONE;WESTERN;SUBDUCTION;CRYSTALLINITY;Geochemistry & Geophysics ER"	The Malaguide Complex of the Betic Cordillera represents a tectonic element which mostly underwent brittle deformation during the Alpine orogeny, and that covers the high-pressure/low-temperature (HP/LT) complexes of the internal Betic Cordillera. The evolution of this complex can help to determine both when the lower HP/LT complexes began to exhume and the behavior of the upper plate during this process. Moreover, this complex is a key element to understanding the relationships between the late orogenic extension in the internal Betic Cordillera and the coeval compression in the External Zones of the same mountain chain. This paper focuses in the geometry and kinematics of the Alpine structures of this Malaguide Complex in the eastern Betic Cordillera, near the village of Velez Rubio. We propose that these Alpine structures can be grouped into three main stages. First stage (Paleogene) began with a synmetamorphic slaty cleavage produced in anchizone conditions. This foliation is associated with northward vergent structures and was probably connected with the superposition of the Malaguide Complex over the Alpujarride during the middle Eocene. This first stage ended with the thinning of the Malaguide Complex (Oligocene) by an extensional detachment with a top-to-the-NNW sense of movement. Second stage records the convergence of the External and Internal Zones during the Aquitanian-Burdigalian. This convergence was a right-lateral transpression that produced back thrusts and extensional structures that exhumed the HP/LT rocks of the Alpujarride Complex. Third stage corresponds to the evolution from the late Burdigalian to the present-day, when the Internal and External zones were welded together.	PT: J	 		 	 	 	 				 	0278-7407	 	"Univ Granada, Dept Geodinam, Granada, Spain. Univ Granada, Dept Mineral & Petrol, Granada, Spain.; Fernandez-Fernandez, EM (reprint author), Univ Granada, Dept Geodinam, Granada, Spain.; emferfer@inicia.es; jabaloy@ugr.es"	 	 	 	 	 	 	 	10.1029/2006TC002019	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Fernandez-Gutierrez,A.;Cruces-Blanco,C.;Cortacero-Ramirez,S.;Segura-Carretero,A."	Sensitive determination of inorganic anions at trace levels in samples of snow water from Sierra Nevada (Granada, Spain) by capillary ion electrophoresis using calix[4]arene as selective modifier	Chromatographia	Chromatographia	2000	OCT	52	07-Aug	413	417	"capillary ion electrophoresis;inorganic anions;Calixarenes;snow samples;INJECTION;OPTIMIZATION;SEPARATIONS;Biochemistry & Molecular Biology;Chemistry ER"	A highly sensitive and selective capillary ion electrophoretic (CIE) method has been established to show the applicability of this separation technique to the determination of some of the onions usually found in water samples. The ions were monitored by UV spectrophotometry with diode-array detection in presence of sulfonated calixarene compounds as organic modifiers in the electrophoretic buffer medium. The instrumental variables affecting the sensitivity and resolution of the mixture were carefully optimized. Snow water samples were been selected for analytical determination of iodide, chloride, sulfate nitrite, phosphate, and nitrate anions at ng mL(-1) levels. The repeatability and reproducibility were calculated and were in the range 2.1 to 5.4% for the analytes determined.	PT: J	 		 	 	 	 				 	0009-5893	 	"Univ Granada, Fac Sci, Dept Analyt Chem, Granada 18071, Spain.; Cruces-Blanco, C (reprint author), Univ Granada, Fac Sci, Dept Analyt Chem, Granada 18071, Spain."	 	 	 	 	 	 	 	10.1007/BF02535712	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Forister,Matthew L.;Fordyce,James A.;Nice,Chris C.;Gompert,Zachariah;Shapiro,Arthur M."	Egg morphology varies among populations and habitats along a suture zone in the Lycaeides idas-melissa species complex (Lepidoptera : Lycaenidae)	Annals of the Entomological Society of America	Ann.Entomol.Soc.Am.	2006	SEP	99	5	933	937	"biogeography;remington suture zone;scanning electron microscopy;specialization;BUTTERFLY GENUS LYCAEIDES;NORTH-AMERICA;EVOLUTION;Entomology ER"	Insect eggs are often characterized by an intricately sculptured external surface, which has been used to a limited extent as a taxonomic character, but not at all in comparisons among populations within a species or among populations of closely related species. We describe egg morphology by using scanning electron microscopy from 12 populations within a species complex of host-specific butterflies in the family Lycaenidae. Variation is found among populations and habitats. Adaptive hypotheses are discussed, and the observed variation is placed within the biogeographical context of the Sierra Nevada Mountains and adjacent regions.	PT: J	 		 	 	 	 				 	0013-8746	 	"SUNY Stony Brook, Dept Ecol & Evolut, Stony Brook, NY 11794 USA. Univ Tennessee, Dept Ecol & Evolutionary Biol, Knoxville, TN 37996 USA. Texas State Univ, Dept Biol, Populat & Conservat Biol Program, San Marcos, TX 78666 USA. Univ Calif Davis, Sect Evolut & Ecol, Ctr Populat Biol, Davis, CA 95616 USA.; Forister, ML (reprint author), SUNY Stony Brook, Dept Ecol & Evolut, 650 Life Sci Bldg, Stony Brook, NY 11794 USA."	 	 	 	 	 	 	 	"10.1603/0013-8746(2006)99[933:EMVAPA]2.0.CO;2"	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	FRAHM,JP	Philonotis-Hastata (Dub) Wijk and Marg, New in Europe	Journal of Bryology	J.Bryol.	1976	 	9	 	17	19	Plant Sciences ER	 	PT: J	 		 	 	 	 				 	0373-6687	 	GESAMT HSCH DUISBURG,FACHBEREICH BIOL 6,D-4100 DUISBURG,BUNDES REPUBLIK.	 	 	 	 	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Fresneda,J.;Ribera,I."	Revision of the Limnebius nitidus (Marsham) subgroup (Coleoptera : Hydraenidae), with description of two new species and comments on their phylogeny and biogeography	Entomologica Scandinavica	Entomol.Scand.	1998	 	29	4	395	409	Entomology ER	 	PT: J	 		 	 	 	 				 	0013-8711	 	Fresneda, J (reprint author), Ca Massa, Lleida 25526, Spain.	 	 	 	 	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Fuertes,E.;Olivan,G.;Acon,M."	Warnstorfia (Bryopsida, Calliergonaceae) in the Iberian peninsula	Cryptogamie Bryologie	 	2006	APR	27	2	225	239	"AMBLYSTEGIACEAE BRYOPSIDA;TAXONOMY;Plant Sciences ER"	A revision of Warnstorfia Loeske from the Iberian Peninsula has been undertaken based on examination of two hundred and four herbarium specimens. The following species are recognized for the Spanish bryological flora: W. exannulata (Schimp.) Loeske, W. fluitans (Hedw.) Loeske and W. sarmentosa (Wahlenb.) Hedenas. W. exannulata is confirmed in Portugal and Andorra and W. fluitans is excluded from the checklist for Portugal and Balearic Islands. All specimens determined in Iberian herbaria as Drepanocladus aduncus var. asturicus (Renauld) Riehm., D. exannulatus subfo. falcifolius Moenk., D. exannulatus var. alpinus (Grav.) Wijk & Margad. and D. fluitans var. falcatus (C.E.O. Jensen) G. Roth, have been re-identified as Warnstorfia exannulata. Warnstorfia exannulata is common in the mountainous areas of the Eurosiberian and Mediterranean Regions of the northern and central part of the Iberian Peninsula, in three distinct areas: Pyrenees, Iberian-Atlantic Ranges (Galician-Portuguese Massif, Cantabrian Range, and Central Range), and Sierra Nevada (south Spain), although it is very rare in the latter. W. fluitans and W. sarmentosa are rare as both have higher moisture requirements than W. exannulata. Their distribution is limited to the mountains of the Eurosiberian Region of Spain, from the Cantabrian Range to the Pyrenees, where there is a strong Atlantic influence. The threats to Warnstorfia populations in the Iberian Peninsula are analyzed.	PT: J	 		 	 	 	 				 	1290-0796	 	"Univ Complutense Madrid, Dept Biol Vegetal 1, Fac Biol, E-28040 Madrid, Spain. Univ Autonoma Madrid, Dept Biol Bot, Fac Ciencias, E-28049 Madrid, Spain.; Fuertes, E (reprint author), Univ Complutense Madrid, Dept Biol Vegetal 1, Fac Biol, E-28040 Madrid, Spain.; efuertes@bio.ucm.es"	 	 	 	 	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Galan,G.;Pin,C.;Duthou,JL"	Sr-Nd isotopic record of multi-stage interactions between mantle-derived magmas and crustal components in a collision context - The ultramafic-granitoid association from Vivero (Hercynian belt, NW Spain)	Chemical Geology	Chem.Geol.	1996	Sep-30	131	01-Apr	67	91	"ATOMIC-EMISSION-SPECTROMETRY;SIERRA-NEVADA BATHOLITH;TROIS-SEIGNEURS;MASSIF;RARE-EARTH ELEMENTS;CALC-ALKALINE;TRACE-ELEMENT;FRACTIONAL;CRYSTALLIZATION;PALEOZOIC GRANITOIDS;CONTINENTAL-CRUST;MAFIC ENCLAVES;Geochemistry & Geophysics ER"	Late-stage, epizonal calc-alkaline granitoids of the Hercynian belt are often associated with coeval more basic rocks. Such granitoids have been the focus of special attention when studying the role of mantle-derived magmas in granitoid genesis. These studies conclude that basic magmas are involved in granitoid production but their contribution to the chemical composition of granitoids is often controversial. The Vivero massif (NW Spain) includes calc-alkaline granitoids and coeval ultramafic and mafic rocks, but these granitoids are syntectonic and intruded into middle-crustal levels during an early stage. Scattered major- and trace-element chemistry together with heterogeneous Sr-Nd isotopic results preclude an origin of this ultramafic-to-granitoid association by any closed-system fractionation process. Ultramafic rocks include peridotites, pyroxenites and hornblendites with epsilon Nd-i from -3.5 to -1.3 and (Sr-87/Sr-86)i ratio from 0.7059 to 0.7080. They are interpreted as cumulates formed by ''in situ'' fractional crystallization from contaminated basaltic magmas, particularly by interaction with Sr-87-enriched fluids. Mafic rocks comprise biotite-amphibole diorites, quartz diorites and tonalites with epsilon Nd-i from -3.8 to 0.0 and (Sr-87/Sr-86)(i) ratio from 0.7058 to 0.7073. They represent either cumulates or more evolved magmas of calc-alkaline affinity. These rocks display an inverse correlation between the degree of differentiation and the degree of contamination inferred from isotope data. This points to wall-rock assimilation by thermal erosion during ascent of basic magmas up to the middle crust and supports the participation of mantle sources with positive epsilon Nd-i and (Sr-87/Sr-86)(i) < 0.7058. Granitoids range from amphibole-biotite tonalites, through biotite granodiorites to monzonitic granites. They show an isotopic trend which diverges from that of ultramafic and mafic rocks. epsilon Nd-i (-6.0 to -1.9) decreases while (Sr-87/Sr-86)(i) ratio (0.7061 to 0.7082) increases from tonalites to monzonitic granites, reflecting an increasing contribution of crustal components in more differentiated rocks. Assimilation and fractional crystallization, mixing included, account for such an evolution. Contamination of basic magmas by this process occurring at deeper crustal level produced hybrid tonalites and related matric magmatic enclaves. Only monzonitic granites are interpreted as pure crustal melts. Their HREE fractionated patterns [(Gd/Yb)(N) = 4-5] suggest equilibrium with a garnet-rich residuum. Partial melting of moderate time-integrated Rb/Sr protolith, such as greywackes and/or meta-igneous rocks of intermediate-acid composition, could account for the isotopic composition of these monzogranites. This example shows that at least some calc-alkaline granitoids of collisional settings are not produced by pure intra-crustal melting. They are formed through a complex, multi-stage hybridization process, involving mantle-derived magmas, crustal components and several concomitant magmatic processes.	PT: J	 		 	 	 	 				 	0009-2541	 	"UNIV CLERMONT FERRAND,URA 10 CNRS,DEPT GEOL,F-63038 CLERMONT FERRAN,FRANCE.; Galan, G (reprint author), UNIV AUTONOMA BARCELONA,DEPT GEOL,EDIFICIO CS,E-08193 BARCELONA,SPAIN."	 	 	 	 	 	 	 	10.1016/0009-2541(96)00027-7	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Galindo-Zaldivar,J.;Gil,AJ;Borque,MJ;Gonzalez-Lodeiro,F.;Jabaloy,A.;Marin-Lechado,C.;Ruano,P.;de Galdeano,CS"	Active faulting in the internal zones of the central Betic Cordilleras (SE, Spain)	Journal of Geodynamics	 	2003	AUG-SEP	36	01-Feb	239	250	"SOUTHERN SPAIN;DEFORMATION;TECTONICS;EVOLUTION;ALMERIA;EXAMPLE;SYSTEM;BASINS;Geochemistry & Geophysics ER"	The internal zones of the Betic Cordilleras show a present-day relief that is mainly controlled by kilometre-size, symmetrical or north-vergent folds which developed mostly since Middle Miocene times. The Sierra Nevada, Sierra Alhamilla, Sierra de Los Filabres, Sierra Tejeda and Sierra de Gador, among others, are roughly E-W trending high mountain ranges, corresponding to antiforms where metamorphic rocks crop out. The surrounding depressions are located in synforms, where Neogene rocks are preserved from erosion. Field evidence shows that the growth of the folds is coeval with fault development, and that at least three of them, i.e. the Padul Fault, the Zafarraya Fault, and the Balanegra Fault, may be considered to be active seismogenetic structures. The Zafarraya Fault, in particular, is thought to be responsible for the 1884 Andalucia Earthquake. The fault is located at the northern limb of the Sierra Tejeda antiform, and could be interpreted as a collapse structure developed along the external arch of the uplifted fold. The Padul and Balanegra faults are located at the southeastern border of the Granada Basin and south of the Sierra de Gador, respectively. They belong to a set of NW-SE oriented faults that are mainly normal in character and indicate NE-SW extension. The set up, since 1999, of a GPS network within and around the Granada Basin and the planed installation of a new network in the Sierra Tejeda, will give us new insights on the present-day deformation behaviour of both folds and faults in the area. (C) 2003 Elsevier Ltd. All rights reserved.	PT: J	 		 	 	 	 				 	0264-3707	 	"Univ Granada, Dpto Geodinam, E-18071 Granada, Spain. Univ Jaen, Dpto Ingn Cartograf Geodesia & Fotogrametria, Jaen 23071, Spain. Inst Geol & Minero Espana, Urb Alcazar Genil, Granada 18006, Spain. Univ Granada, CSIC, Inst Andaluz Ciencias Tierra, E-18071 Granada, Spain.; Galindo-Zaldivar, J (reprint author), Univ Granada, Dpto Geodinam, E-18071 Granada, Spain."	 	 	 	 	 	 	 	10.1016/S0264-3707(03)00049-8	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"GALINDOZALDIVAR,J.;GONZALEZLODEIRO,F.;JABALOY,A."	Progressive Extensional Shear Structures in a Detachment Contact in the Western Sierra-Nevada (Betic-Cordilleras, Spain)	Geodinamica Acta	 	1989	 	3	1	73	85	Geology ER	 	PT: J	 		 	 	 	 				 	0985-3111	 	"CSIC,INST ANDALUZ GEOL MEDITERRANEA,E-18071 GRANADA,SPAIN.; GALINDOZALDIVAR, J (reprint author), UNIV GRANADA,DEPT GEODINAM,E-18071 GRANADA,SPAIN."	 	 	 	 	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Galindo-Zaldivar,Jesus;Gil,Antonio;de Galdeano,Carlos Sanz;Shanov,Stefan;Stanica,Dumitru"	Monitoring of active tectonic structures in Central Betic Cordillera (southern Spain)	Acta Geodynamica Et Geomaterialia	 	2007	 	4	1	19	29	"Betic Cordillera;crustal structure;active faults;fault-and fold interaction;GPS networks;SE;DEFORMATION;EARTHQUAKE;Geochemistry & Geophysics;Mining & Mineral Processing ER"	The Betic Cordillera, located at the westernmost end of the Mediterranean alpine belt, is deformed by overprinted folds and faults that produced the present-day relief since the Tortonian. In the frame of the COST 625 action, four sectors have been studied in the central part of the cordillera. In the Granada Depression, the large NW-SE Padul normal fault deforms the SW periclinal end of the Sierra Nevada antiform. MT surveys indicate the continuity in depth of high and low angle normal seismogenic faults and the presence of active detachment faults. In Tabernas region a good example of interaction between a NW-SE propagating normal fault, E-W strike-slip faults and the fold system is studied. In the Sierra Tejeda-Zafarraya and in the Balanegra-Sierra de Gador areas, two new GPS networks have been installed to determine the interaction and the development of large antiformal structures and normal faults with E-W and NW-SE orientations. However, taking into account the low tectonic activity of the studied region, a period of more than 5 year could be needed to determine with enough accuracy the development rate of the structures.	PT: J	 		 	 	 	 				 	1214-9705	 	"[Galindo-Zaldivar, Jesus] Univ Granada, Dpto Geodinam, E-18071 Granada, Spain. [Gil, Antonio] Univ Jaen, Dpto Ingn Cartograf Geodesia & Fotogrametria, Jaen 23071, Spain. [de Galdeano, Carlos Sanz] Univ Granada, CSIC, Inst Andaluz Ciencias Tierra, E-18071 Granada, Spain. [Shanov, Stefan] Bulgarian Acad Sci, Inst Geol, Sofia 1113, Bulgaria. [Stanica, Dumitru] Acad Romana, Inst Geodynam, Bucharest, Romania.; Galindo-Zaldivar, J (reprint author), Univ Granada, Dpto Geodinam, E-18071 Granada, Spain.; jgalindo@ugr.es"	 	 	 	 	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Garcia,AF;Zhu,Z.;Ku,TL;de Galdeano,CS;Chadwick,OA;Montero,JC"	Tectonically driven landscape development within the eastern Alpujarran Corridor, Betic Cordillera, SE Spain (Almeria)	Geomorphology	Geomorphology	2003	Feb-01	50	01-Mar	83	110	"Betic Cordillera;quaternary;Sierra Nevada;tectonics;uplift;SOUTHEAST SPAIN;FORE-ARC;EVOLUTION;BASIN;MIOCENE;IMPACT;PLIOPLEISTOCENE;PROFILES;TERRACES;Physical Geography;Geology ER"	The Belie Cordillera is a topographic manifestation of Miocene to recent collision between the African and the European plates. Mountain ranges in the Internal Zone of the Betic Cordillera are exhumed massifs of metamorphic and sedimentary rocks, and are surrounded by low-lying sedimentary basins. The Neogene history of mountain range uplift and basin formation in the Belies is well studied, but Quaternary topographic development and its relation to convergent plate boundary tectonics is less understood. Deformation, rates of stream incision and factors controlling landscape evolution on the flanks of the highest mountains in the Betic Cordillera are studied to gain insight on the relationship of Quaternary tectonics to topographic development. Specifically, geomorphic processes that led to formation of topographic relief within the Internal Zone of the Belie Cordillera are assessed. This paper is based on a field study conducted in the eastern Alpujarran Corridor (EAC), which is the eastern half of a 4-6 km wide and 80-km long inverted sedimentary basin. The Mid to Late Quaternary history of basin denudation is deduced on the basis of morphostratigraphic, geochronologic and structural-geologic analyses of oxygen isotope Stage 8-time fluvial deposits in the EAC. Results of these analyses indicate that climate and faulting played only a minor role in landscape evolution in the EAC. Instead, the EAC topographic trough was excavated by a drainage network whose axial stream (Rio Andarax) was incising at a rate between 0.3 and 0.7 m/ka since oxygen isotope Stage 8. This paper demonstrates that these incision rates are the same as regional rock uplift rates in the EAC. During the Mid and Late Quaternary, topographic relief between the EAC and adjacent mountain ranges developed largely as a result of fluvial denudation driven by regional uplift. The implications of the results of this investigation are used to propose a model of Quaternary topographic relief development in the Internal Zone of Betic Cordillera. Topographic relief between Internal Zone bedrock massifs and adjacent basins formed largely as a result of fluvial denudation driven by regional uplift. Faulting also played a significant role in areas that are within a few kilometers of crustal-scale fault zones. (C) 2002 Elsevier Science B.V. All rights reserved.	"PT: J; SI: SI"	 		 	 	 	 				 	0169-555X	 	"Univ Calif Santa Barbara, Dept Geol Sci, Santa Barbara, CA 93106 USA. Univ Granada, Grp Invest Medio Ambientales Riesgos Nat & Ingn T, Granada, Spain. Chinese Acad Sci, Guangzhou Inst Geochem, Beijing 100864, Peoples R China. Univ So Calif, Dept Earth Sci, Los Angeles, CA 90089 USA. Univ Granada, Fac Ciencias, CSIC, Inst Andaluz Ciencias Tierra, E-18071 Granada, Spain. Univ Calif Santa Barbara, Dept Geog, Santa Barbara, CA 93106 USA. Univ Granada, Dept Ingn Civil, E-18071 Granada, Spain.; Garcia, AF (reprint author), Calif Polytech State Univ San Luis Obispo, Dept Phys, San Luis Obispo, CA 93407 USA."	 	 	 	 	 	 	 	10.1016/S0169-555X(02)00209-X	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"GARCIA,CM;ECHEVARRIA,F.;NIELL,FX"	Size Structure of Plankton in a Temporary, Saline Inland Lake	Journal of Plankton Research	J.Plankton Res.	1995	SEP	17	9	1803	1817	"ECOLOGICAL SCALINGS;BENTHIC COMMUNITIES;SIERRA-NEVADA;BODY SIZE;BIOMASS;DISTRIBUTIONS;ECOSYSTEM;SPAIN;CALDERA;METAZOA;Marine & Freshwater Biology;Oceanography ER"	The study of the size structure of a planktonic community in a relatively extensive (1350 ha), very shallow (0.46 m maximum depth), temporary inland saline lake during a relatively rainy year (1987-88) showed an average biomass-size spectrum with four clear modes at nano-, micro-. meso- and macroplankton size ranges. The size-abundance distribution was dominated by medium-sized phytoplankton cells (Gymnodinium cf. excavatum, Tetraselmis apiculata, Dunaliella spe. and several diatom species), large ciliates (Fabrea salina) and a few zooplankton species adapted to changing temporary environments within a wide size range (Cletocamptus retrogressus, Moina salina, Branchinella spinosa). This polymodal size distribution is compared with results obtained in other systems, including small physically controlled lakes, large lakes, oceans and marine benthos. Consideration of the size structure within homogeneous groups of organisms shows slopes less negative than the average for the whole size range analyzed, a feature which is common in small and physically controlled ecosystems. A seasonal study of the size structure revealed uneven distributions throughout the year, resulting in discontinuities in the size spectra as well as in differences of total size range. There were noticeable differences among the size spectra at each particular time, showing phases of primary producer predominance and phases with a marked predominance of consumers. The time-integrated size spectrum did not exhibit any distinct discontinuity. The influence of extreme shallowness and resuspension on the shape and dynamics of the size spectrum is examined and discussed compared to deeper aquatic systems.	PT: J	 		 	 	 	 				 	0142-7873	 	"UNIV MALAGA,FAC CIENCIAS,DEPT ECOL,E-29071 MALAGA,SPAIN.; GARCIA, CM (reprint author), UNIV CADIZ,FAC CIENCIAS MAR,DEPT BIOL ANIM BIOL VEGETAL & ECOL,APTDO 40,E-11510 PUERTO REAL,SPAIN."	 	 	 	 	 	 	 	10.1093/plankt/17.9.1803	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Garcia,D.	Interaction between Juniperus communis L. and its fruit pest insects: Pest abundance, fruit characteristics and seed viability	Acta Oecologica-International Journal of Ecology	 	1998	NOV-DEC	19	6	517	525	"fruit characteristics;fruit pests;Juniperus communis;phytophagous insects;seed viability;SE Spain;DOUGLAS-FIR SEED;MEGASTIGMUS-SPERMOTROPHUS HYMENOPTERA;DISPERSAL;TORYMIDAE;ADAPTATION;FRUGIVORY;PREDATION;AVOIDANCE;GOLDENROD;DAMAGE;Environmental Sciences & Ecology ER"	"The relationships between the fruit features of Juniperus communis and the presence of fruit pests were studied in Sierra Nevada, SE Spain. The abundance of two insect species - a pulp-sucking scale and a seed-predator wasp - was surveyed with respect both to fruit characteristics and to viability of seeds contained therein. Seed-predator pressure was not significantly related to any fruit characteristics; however, pulp suckers tended to be more abundant in plants with low pulp:seed ratios and high fruit-water content. In addition, fruits with high levels of pulp-sucker attack tended to have higher water content. A multi-factor ANOVA, considering the identity of the plant and the attack of the different pests as factors, showed that plant identity accounts for most of the variation in fruit characteristics. The viability of seeds tended to be lower in plants strongly attacked by both pests. Fruits attacked by seed predators showed significantly lower proportions of viable and unviable seeds than did unattacked fruits. Seed viability was also lower in those fruits heavily attacked by pulp suckers, but this pattern is strongly mediated by plant identity. Pest activity proved to be clearly associated with a direct decrease in juniper reproductive capacity. This loss involved a reduction of the viable-seed number, mainly related to the seed predator, as well as a reduction of fruit attractiveness to frugivorous dispersers, related to the pulp sucker. (C) Elsevier, Paris."	PT: J	 		 	 	 	 				 	1146-609X	 	"Univ Granada, Fac Ciencias, Dept Biol Anim & Ecol, E-18071 Granada, Spain.; Garcia, D (reprint author), Univ Granada, Fac Ciencias, Dept Biol Anim & Ecol, E-18071 Granada, Spain."	 	 	 	 	 	 	 	10.1016/S1146-609X(99)80006-X	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
