Reference Type	Authors, Primary	Title Primary	Periodical Full	Periodical Abbrev	Pub Year	Pub Date Free From	Volume	Issue	Start Page	Other Pages	Keywords	Abstract	Notes	Personal Notes	Authors, Secondary	Title Secondary	Edition	Publisher	Place Of Publication	Authors, Tertiary	Authors, Quaternary	Authors, Quinary	Title, Tertiary	ISSN/ISBN	Availability	Author/Address	Accession Number	Language	Classification	Sub file/Database	Original Foreign Title	Links	URL	DOI	PMID	PMCID	Call Number	Database	Data Source	Identifying Phrase	Retrieved Date	Shortened Title	User 1	User 2	User 3	User 4	User 5	User 6	User 7	User 8	User 9	User 10	User 11	User 12	User 13	User 14	User 15
Journal Article	"Fernandez Calzado,Maria Rosa;Molero Mesa,Joaquin"	High altitude flora of Sierra Nevada (Spain)	Flora Mediterranea	 	2011	 	21	 	247	255	"Meteorology & Atmospheric Sciences;Life Sciences & Biomedicine - Other Topics;Biodiversity & Conservation"	"Spanish Sierra Nevada has one of the richest and most original flora of the western Mediterranean region with a large number of endemic species. The area is considered one of the biodiversity ""hotspots"" of the Mediterranean Basin. Its high summits are particularly important from a conservation point of view and its flora is extremely vulnerable to the impacts of climate change.This paper shows a detailed analysis of the flora in the upper vegetation belt (cryoromediterranean zone) of Sierra Nevada, based on an updated delimitation of its area (38.76 km(2)). In total, 185 species belonging to 44 families and 116 genera were catalogued. The most relevant families were; Poaceae (24 taxa), Asteraceae (20) and Caryophyllaceae (16). Despite its small territory, the high vegetation belt is prominent in endemic taxa (37.3%), 55 of which do not exceed the range of Sierra Nevada. The number of threatened taxa is 39 and the biological spectrum shows the dominance of hemieryptophytes (63.16%) and chamaephytes (26.31%). We believe that this high mountain flora data could be a strong indicator of the long-term climatic variations and might therefore be used in the future to observe possible upward movements of the taxa."	PT: J	 		 	 	 	 				 	1120-4052 ER	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Foerschler,Marc I.;Klaeger,Juergen"	Range expansion of citril finches (Carduelis citrinella) in southern Spain	Aves	 	2007	 	44	1	54	57	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology"	"Range expansion of Citril Finches (Carduelis citrinella) in southern Spain Recently, Citril Finches have become established during the breeding season in small numbers at Puerto de la Ragua (2,000 m) in the Sierra Nevada, southern Spain. At present, this is the most southerly breeding area of the species. The observed range expansion is probably linked to the reforestation of the area with Scots Pines Pinus sylvestris, which improves considerably the food availability in the area. The origin of the birds is unknown; however, settlement after an influx of wintering birds from northern or central Spain seems probable."	PT: J	 		 	 	 	 				 	0005-1993 ER	 	 	 	 	 	 	Expansion de l'aire de repartition du Venturon montagnard (Carduelis citrinella) en Espagne du sud	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Fuentes Carretero,Julian Manuel;Ruiz Girela,Mario"	On the presence of Sorbus intermedia (Ehrh.) Pers. in Sierra Nevada (Granada. Spain)	Acta Botanica Malacitana	 	2013	 	38	 	214	216	Life Sciences & Biomedicine - Other Topics	 	PT: J	 		 	 	 	 				 	0210-9506 ER	 	 	 	 	 	 	SOBRE LA PRESENCIA DE SORBUS INTERMEDIA (EHRH.) PERS. EN SIERRA NEVADA (GRANADA, ESPANA).	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Gaston,J.;Morente-Benitez,F. J."	First record of Bradyrrhoa adrianae Asselbergs, 2002 from outside Sierra Nevada (Granada, Spain), (Lepidoptera: Pyralidae, Phycitinae)	Boletin de la SEA	 	2014	DEC 31 2014	 	55	310	311	Life Sciences & Biomedicine - Other Topics	The presence of Bradyrrhoa adrianae Asselbergs, 2002 is recorded for the first time outside its typical locality in Sierra Nevada (Granada, Spain). The species is illustrated, as well as its genitalia.	PT: J	 		 	 	 	 				 	1134-6094 ER	 	 	 	 	 	 	Primera cita de Bradyrrhoa adrianae Asselbergs, 2002 fuera de Sierra Nevada (Granada, Espana) (Lepidoptera, Pyralidae, Phycitinae)	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Gavilan,Rosario G.;Jimenez-Alfaro,Borja;Bacchetta,Gianluigi;Dimopoulos,Panayotis;Mucina,Ladislav"	Mountain Biodiversity patterns in Southern Europe and North Africa	Lazaroa	 	2013	 	34	 	7	10	"Environmental Sciences & Ecology;Biodiversity & Conservation"	About 19% of European population lives in mountainous regions - a notably more than the global average. The 50% of the Earth's population depends on the mountain resources, mainly on drinking and industrial water and energy. however, the role of the mountain regions as place of recreation and leisure should not be underestimated as it is a major source economic force in some countries but also one of sources of problems creating pressure on mountain biota and landscapes.Lazaroa, Journal of Botany, presents this feature with a collection of papers focused on Biodiversity of South Europe and northern Africa mountain ranges. Geographically, it covers the main mountain chains of Europe and of north Africa, including those of the Balkans, Dinarides, Apennines, pyrennees, Cantabrian Mts, Sierra nevada and a whole array of other Mediterranean mountain ranges such as the Sistema Central in the Iberian peninsula and those of portugal and Sicily, and finally the Atlas of north Africa.	PT: J	 		 	 	 	 				 	0210-9778	 	 	 	 	 	 	 	 	 	10.5209/rev_LAZA.2013.v34.n1.43650 ER	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Jose Guerrero,Juan;Ortiz,Antonio S.;Maria Rubio,Rosa"	On the distribution of Idaea gelbrechti Hausmann, 2003 in the Ibero-Maghrebian region (Geometridae: Sterrhinae)	Nota Lepidopterologica	Nota Lepidopterol.	2012	NOV 15 2012	35	2	193	196	Life Sciences & Biomedicine - Other Topics	Idaea gelbrechti Hausmann, 2003 was described from specimens collected in Morocco, and later on it was discovered in Spain in 2010. This species is very similar to Idaea aversata (Linnaeus, 1758) and it might be its sister species. Also, I. gelbrechti seems to be one of those species that very often remain undetected or overlooked in public and private collections. New records in Southeastern Iberian Peninsula confirm its Ibero-Maghrebian distribution in habitats characterised by the presence of pine and oak forest and mountain shrubland above 1,100 mill altitude, with a meso and supramediterranean climatic biotype. This species seems to be monovoltine with records from the beginning of July in lower altitude sites through the end of August in Sierra Nevada at 1,700 m.	PT: J	 		 	 	 	 				 	0342-7536 ER	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Linares Cuesta,Jose Eduardo;Sanchez Castillo,Pedro M."	New reports of diatoms from the Iberian Peninsula in high mountain lakes from Sierra Nevada National Park (Granada, Spain)	Boletin de la Real Sociedad Espanola de Historia Natural Seccion Biologica	 	2007	 	102	01-Apr	5	11	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Marine & Freshwater Biology"	We analyze seven diatom taxa found in a study of benthic communities in high mountain lakes of Sierra Nevada National Park. Five species are new taxa for Iberian Peninsula diatom flora according to ABOAL. et al. (2003): Achnanthidium macrocephalum (Hust.) Round & Bukhtiyarova, Caloneis aerophila Bock, Encyonema reichardtii (Krammer) Mann, Rossithidium nodosum (Cl.) Aboal and Surirella bohemica Maly, and two infraspecific taxa: Caloneis silicula (Ehr.) Cl. forma peisonis (Grun.) Krammer and Pinnularia borealis Ehr. var. rectangularis Carlson. Another six taxa are also considered, by ecological or chorological factors. interesting for the Iberian diatom flora.	PT: J	 		 	 	 	 				 	0366-3272 ER	 	 	 	 	 	 	Nuevas citas de diatomeas bentonicas para la Peninsula Iberica procedentes de las lagunas de alta montana del Parque Nacional de Sierra Nevada (Granada, Espana)	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Luceno,Modesto;Jimenez Mejias,Pedro;Escudero,Marcia;Sanchez Gullon,Enrique;Weickert,Pedro"	New chorological records of two rare Cyperaceae from Andalusia	Acta Botanica Malacitana	 	2007	 	32	 	311	312	Life Sciences & Biomedicine - Other Topics	 	PT: J	 		 	 	 	 				 	0210-9506 ER	 	 	 	 	 	 	NUEVAS CITAS DE DOS CIPERACEAS RARAS EN ANDALUCIA	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Monserrat,V. J.;Trivino,V.;Acevedo,F.;Garcia,A."	New data on some brown lacewings species from the Iberian Peninsula and the Canary Islands, including a new Neotropical invasive species in Portugal	Graellsia	 	2013	JUL-DEC 2013	69	2	157	168	Life Sciences & Biomedicine - Other Topics	New data on the distribution, biology and phenology of 25 brown lacewings species (Insecta, Neuroptera: Hemerobiidae) of Iberian and Canaries fauna are given.The species Hemerobius bolivari Banks, 1910, widely distributed in the Neotropical Region, is recorded for the first time in Europe as a new invasive species, from specimens Thaumastocoridae) colonies on Eucalyptus in Lisbon (Portugal). This brown lacewing species, along with Sympherobius gayi Navas, 1910, also known from South America, is the second invasive species of neotropical origin, belonging to this family, that is recorded in the Iberian Peninsula, both from Portugal. We also mention several species that have been seldom recorded in the Iberian Peninsula, and among them Wesmaelius ravus (Withycombe, 1923) is recorded for the second time in the Iberian Peninsula, now from Sierra Nevada (Granada).From samplings made in southern Spain (Malaga, Granada) Micromus angulatus (Stephens, 1836) shows activity as imagoes during winter time (the entire year in the Iberian Peninsula, including this area), and these data seem also to confirm its link to grass vegetation.	PT: J	 		 	 	 	 				 	0367-5041	 	 	 	 	 	 	NUEVOS DATOS SOBRE ALGUNAS ESPECIES DE HEMEROBIDOS DE LA PENINSULA IBERICA E ISLAS CANARIAS, INCLUYENDO UNA NUEVA ESPECIE INVASORA DE ORIGEN NEOTROPICAL EN PORTUGAL (INSECTA, NEUROPTERA, HEMEROBIIDAE)	 	 	10.3989/graellsia.2013.v69.083 ER	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Paegelow,M.;Camacho,Olmedo M. T.;Ferraty,F.;Ferre,L.;Sarda,P.;Villa,N."	Prospective modelling of environmental dynamics: A methodological comparison applied to mountain land cover changes	Environmental Science and Engineering	 	2008	 	 	 	141	167	"Mathematical & Computational Biology;Environmental Sciences & Ecology"	During the last 10 years, scientists have made significant advances in modelling environmental dynamics. A wide range of new methodological approaches in geomatics -such as neural networks, multi-agent systems or fuzzy logics- have been developed. Despite this progress, the modelling softwares available have to be considered as experimental tools rather than improved procedures that are able to work for environmental management or decision support. In particular, the authors think that a large number of publications suffer from discrepancies, when trying to validate their model's results.This contribution describes three different modelling approaches applied to prospective land cover prediction. The first one, a combined geomatic method, uses Markov chains for temporal transition prediction, while their spatial assignment is supervised manually by the construction of suitability maps. Compared to this directed method, the two others may be considered as semi-automatic because both the polychotomous regression and the multilayer perceptron only need to be optimized during a training step the algorithms themselves detect the spatial-temporal changes in land cover.The authors describe the three methodological approaches and their practical applications to two mountainous studied areas: one in the French Pyrenees, the second including a large part of Sierra Nevada, Spain. The article focuses on the comparison of results. The major result is that prediction scores are higher than the actual land cover is persistent. They also underline that the geomatic model is complementary to the statistical ones which perform higher overall prediction rates but produce weaker simulations when there are numerous land cover changes.	PT: S	 	Paegelow,M. CamachoOlmedo,MT	Environmental Science and Engineering:Environmental Engineering	 	 	 				 	"1863-5520(print); 978-3-540-68489-3(H)"	 	 	 	 	 	 	 	 	 	10.1007/978-3-540-68498-5_5 ER	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Perez Latorre,A. V.;Pavon Nunez,M.;Hidalgo Triana,N."	Alnus glutinosa forests in Sierra Nevada (Granada-Almeria, Spain)	Lagascalia	 	2011	 	31	 	161	174	"Environmental Sciences & Ecology;Life Sciences & Biomedicine - Other Topics"	Alnus glutinosa forests in Sierra Nevada (Granada-Almeria, Spain). A phytosociological survey has been made on Alnus glutinosa forests in Sierra Nevada. Historical and bibliographical data have been compiled as well as published and new phytosociological inventories. The known distribution of Alnus glutinosa forests in Sierra Nevada is concentrated in two main zones: in the southern slope along the rivers Poqueira and Trevelez (Granada) and in the northern slope along the tributaries of the Alhama de Lugros river (Granada). They have been also inventoried in Almeria province (Andarax river). After detailed analysis of phytosociological inventories and tables as well as for the ecology, floristic composition, distribution and forest structure, we conclude that the A. glutinosa forests of Sierra Nevada represent a new association: Carici camposii-Alnetum glutinosae ass. nova. They are well developed forest with trees, shrubs, and grasses strata, appearing in river banks with permanent streams, on siliceous soils in the supramediterranean bioclimatic belt of the Nevadense phytogeographical sector (Betic province). A variant, indicated by Geum urbanum, develops in high incline slopes with permanent wet soils where A. glutinosa forests show the greatest biomass (canopy cover and height of trees). Analysis of synthetic table shows clear division from the rest of the Osmundo-Alnion south-Iberian forests, emphasizing the absence of the main indicator of the alliance (Osmunda regalis) in the new association.	PT: J	 		 	 	 	 				 	0210-7708 ER	 	 	 	 	 	 	SOBRE LAS ALISEDAS NEVADENSES (SIERRA NEVADA, GRANADA-ALMERIA, ESPANA)	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
