"Reference.Type"	"Authors..Primary"	"Title.Primary"	"Periodical.Full"	"Periodical.Abbrev"	"Pub.Year"	"Pub.Date.Free.From"	"Volume"	"Issue"	"Start.Page"	"Other.Pages"	"Keywords"	"Abstract"	"Notes"	"Personal.Notes"	"Authors..Secondary"	"Title.Secondary"	"Edition"	"Publisher"	"Place.Of.Publication"	"Authors..Tertiary"	"Authors..Quaternary"	"Authors..Quinary"	"Title..Tertiary"	"ISSN.ISBN"	"Availability"	"Author.Address"	"Accession.Number"	"Language"	"Classification"	"Sub.file.Database"	"Original.Foreign.Title"	"Links"	"URL"	"DOI"	"PMID"	"PMCID"	"Call.Number"	"Database"	"Data.Source"	"Identifying.Phrase"	"Retrieved.Date"	"Shortened.Title"	"User.1"	"User.2"	"User.3"	"User.4"	"User.5"	"User.6"	"User.7"	"User.8"	"User.9"	"User.10"	"User.11"	"User.12"	"User.13"	"User.14"	"User.15"	"aut"	"key"
"Journal Article"	"Sarasa,M.;Serrano,E.;Perez,J. M.;Soriguer,R. C.;Gonzalez,G.;Joachim,J.;Fandos,P.;Granados,J. -E"	"Effects of season, age and body condition on allocation to testes mass in Iberian ibex"	"Journal of zoology"	"J.Zool."	2010	"JUN"	"281"	"2"	"125"	"131"	"Capra pyrenaica;mating tactic;phenotypic plasticity;sperm competition;testis;ungulate;MALE REPRODUCTIVE SUCCESS;SPERM PRODUCTION-RATE;MALE SPANISH IBEX;CAPRA-PYRENAICA;SEXUAL SELECTION;INTRASPECIFIC VARIATION;MATING;SYSTEM;BIGHORN SHEEP;SMALL MAMMALS;SIZE;Zoology ER"	"Sperm competition is a powerful evolutionary force, and understanding the factors that regulate testes characteristics may lead to a better understanding of the variability in male reproductive success. We explored the effects of age, body condition and season on relative testes mass in the Iberian ibex Capra pyrenaica. We analysed the variability of testes mass from 175 individuals, using a model selection approach based on Akaike's information criterion corrected for a small sample size. The results suggest that season, age and body condition influenced relative testes mass. Allocation to testes mass was greatest in the rutting season (autumn) and at ages that are associated with a subordinate status and a coursing, rather than mate-guarding, reproductive strategy. In addition, males in good condition had relatively heavier testes than those in poor condition. Thus, testes mass in Iberian ibex is governed by multiple factors, and this study leads to a better understanding of gonad plasticity in this polygamous ungulate. The effect of age matches the predictions from theoretical studies on sperm competition, which suggests greater allocation to testes in disadvantaged males."	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	"0952-8369"	NA	"[Sarasa, M.; Perez, J. M.] Univ Jaen, Fac Ciencias Expt, Dept Biol Anim Biol Vegetal & Ecol, E-23071 Jaen, Spain. [Sarasa, M.; Gonzalez, G.; Joachim, J.] INRA, Lab Comportement & Ecol Faunte Sauvage, Castanet Tolosan, France. [Serrano, E.] Univ Autonoma Barcelona, Fac Vet, Serv Ecopatol Fauna Salvatge, Bellaterra, Spain. [Soriguer, R. C.] Estn Biol Donana, Seville, Spain. [Fandos, P.] EGMASA, Seville, Spain. [Granados, J. -E.] Espacio Nat Sierra Nevada, Granada, Spain.; Sarasa, M (reprint author), Univ Jaen, Fac Ciencias Expt, Dept Biol Anim Biol Vegetal & Ecol, E-23071 Jaen, Spain.; mathieusar@hotmail.com"	NA	NA	NA	NA	NA	NA	NA	"10.1111/j.1469-7998.2009.00689.x"	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Sarasa,M.;Serrano,E.;Perez,J. M.;Soriguer,R. C.;Gonzalez,G.;Joachim,J.;Fandos,P.;Granados,J. -E"	780
"Journal Article"	"Savage,Wesley K.;Fremier,Alexander K.;Shaffer,H. Bradley"	"Landscape genetics of alpine Sierra Nevada salamanders reveal extreme population subdivision in space and time"	"Molecular ecology"	"Mol.Ecol."	2010	"AUG"	"19"	"16"	"3301"	"3314"	"Ambystoma;landscape genetics;least cost analyses;microsatellites;population structure;temporal resampling;LONG-TOED SALAMANDER;CALIFORNIA TIGER SALAMANDER;MULTILOCUS GENOTYPE;DATA;AMBYSTOMA-MACRODACTYLUM;LINKAGE DISEQUILIBRIUM;FRAGMENTED;LANDSCAPE;MICROSATELLITE DATA;SPOTTED SALAMANDER;F-STATISTICS;HABITAT USE;Biochemistry & Molecular Biology;Environmental Sciences & Ecology;Evolutionary Biology ER"	"Quantifying the influence of the landscape on the genetic structure of natural populations remains an important empirical challenge, particularly for poorly studied, ecologically cryptic species. We conducted an extensive microsatellite analysis to examine the population genetics of the southern long-toed salamander (Ambystoma macrodactylum sigillatum) in a naturally complex landscape. Using spatially explicit modelling, we investigated the influence of the Sierra Nevada topography on potential dispersal corridors between sampled populations. Our results indicate very high-genetic divergence among populations, high within-deme relatedness, and little evidence of recent migration or population admixture. We also discovered unexpectedly high between-year genetic differentiation (F(ST)) for breeding sites, suggesting that breeding groups vary over localized space and time. While environmental factors associated with high-elevation montane habitats apparently play an important role in shaping population differentiation, additional, species-specific biological processes must also be operating to account for observed deviations from temporal, among-year panmixia. Our study emphasizes the population-level insights that can be gained from high-density sampling in space and time, and the highly substructured population biology that may characterize amphibians in extreme montane habitats."	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	"0962-1083"	NA	"[Savage, Wesley K.; Shaffer, H. Bradley] Univ Calif Davis, Dept Ecol & Evolut, Davis, CA 95616 USA. [Savage, Wesley K.; Shaffer, H. Bradley] Univ Calif Davis, Ctr Populat Biol, Davis, CA 95616 USA. [Fremier, Alexander K.] Univ Idaho, Coll Nat Resources, Moscow, ID 83844 USA.; Savage, WK (reprint author), Univ Calif Davis, Dept Ecol & Evolut, Davis, CA 95616 USA.; wksavage@gmail.com"	NA	NA	NA	NA	NA	NA	NA	"10.1111/j.1365-294X.2010.04718.x"	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Savage,Wesley K.;Fremier,Alexander K.;Shaffer,H. Bradley"	781
"Journal Article"	"Souza,M. S.;Modenutti,B. E.;Carrillo,P.;Villar-Argaiz,M.;Medina-Sanchez,J. M.;Bullejos,F.;Balseiro,E. G."	"Stoichiometric dietary constraints influence the response of copepods to ultraviolet radiation-induced oxidative stress"	"Limnology and Oceanography"	"Limnol.Oceanogr."	2010	"MAY"	"55"	"3"	"1024"	"1032"	"GLUTATHIONE S-TRANSFERASES;HIGH-MOUNTAIN LAKE;UV-RADIATION;N-LIMITATION;FOOD QUALITY;P-LIMITATION;GROWTH-RATE;ZOOPLANKTON;LIGHT;PIGMENTATION;Marine & Freshwater Biology;Oceanography ER"	"We carried out field experiments in two clear mountain lakes of both hemispheres (Lake Los Cantaros, Patagonia, Argentina, and Lake La Caldera, Sierra Nevada, Spain) performing a full factorial design (light 3 nutrients: unfiltered sun light (ultraviolet radiation treatment [UVR]) and screened sunlight (> 380 nm; photosynthetically active radiation treatment), with and without nutrient enrichment. We analyzed the direct effect of UVR on enzymatic antioxidant responses (catalase [CAT], glutathione S-transferase [GST], and glutathione reductase [GR]) of two calanoid copepod species-Boeckella gibbosa and Mixodiaptomus laciniatus-and the indirect effects of food quality (carbon : nutrient ratio) potentially affecting body elemental compositions and hence enzymatic activities. Responses for the three enzymes were different: GST increased its activity under UVR exposure in the two copepods, CAT activity was null and showed no response, and GR activity differed between species. Light treatments also affected sestonic elemental ratios; UVR exposure lowered carbon : phosphorus (C : P) ratios, which in turn affected the C: P elemental compositions of the copepods. However, nutrient addition had different effects on the two species; it did not affect final somatic C: P ratio of B. gibbosa but had a substantial effect on body elemental composition of M. laciniatus. Finally, the relationship between grazer's C: P ratio and GST antioxidant enzyme activity was negative. UVR and nutrient inputs affected food quality, grazer somatic stoichiometry, and subsequently enzymatic responses. The ability of calanoid copepods to overcome increased UVR may depend, at least for GST, on the elemental nutrient balance of the food."	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	"0024-3590"	NA	"[Souza, M. S.; Modenutti, B. E.; Balseiro, E. G.] CONICET UNComahue, Lab Limnol, INIBIOMA, San Carlos De Bariloche, Rio Negro, Argentina. [Carrillo, P.; Villar-Argaiz, M.; Medina-Sanchez, J. M.; Bullejos, F.] Univ Granada, Fac Ciencias, Dept Biol Anim & Ecol, Granada, Spain. [Carrillo, P.] Univ Granada, Inst Agua, Granada, Spain.; Balseiro, EG (reprint author), CONICET UNComahue, Lab Limnol, INIBIOMA, San Carlos De Bariloche, Rio Negro, Argentina.; balseiro@crub.uncoma.edu.ar"	NA	NA	NA	NA	NA	NA	NA	"10.4319/lo.2010.55.3.1024"	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Souza,M. S.;Modenutti,B. E.;Carrillo,P.;Villar-Argaiz,M.;Medina-Sanchez,J. M.;Bullejos,F.;Balseiro,E. G."	782
"Journal Article"	"Vicente Perez-Pena,Jose;Azor,Antonio;Miguel Azanon,Jose;Keller,Edward A."	"Active tectonics in the Sierra Nevada (Betic Cordillera, SE Spain): Insights from geomorphic indexes and drainage pattern analysis"	"Geomorphology"	"Geomorphology"	2010	"Jun-15"	"119"	"01-Feb"	"74"	"87"	"Tectonic geomorphology;Mountain fronts;Drainage pattern;Geomorphic indexes;Active folding and faulting;DEM;DIGITAL ELEVATION MODELS;SOUTHERN SPAIN;SURFACE UPLIFT;ALBORAN SEA;BASIN;EVOLUTION;AREAS;FAULT;CALIFORNIA;EXAMPLE;Physical Geography;Geology ER"	"The Sierra Nevada of the central Betic Cordillera is a 3000 m-high mountain range surrounded by Neogene-Quaternary sedimentary basins, having been uplifted since Late Miocene times. The southern and western mountain fronts of the Sierra Nevada are fault-bounded, while the northern one is an unconformity between the Neogene-Quaternary sediments of the Guadix-Baza basin and the metamorphic rocks of the Nevado-Filabride complex. We have carried out a geomorphic study by examining drainage patterns and characteristics of mountain fronts in order to reveal areal variations and styles of rock uplift. Mountain front sinuosity (S(mf)), area-altitude relations (hypsometric curves), and valley floor entrenchment differ significantly between the northern, western, and southern mountain fronts. The lack of important faults along the northern Sierra Nevada mountain front, together with the elevated topographic position of the Guadix-Baza basin (average altitude is around 1100 m), points to similar uplift of both geomorphic units (sierra and basin) in a single large-scale crustal block. The asymmetry factors show systematic asymmetries at both sides of the Lanjaron River, probably due to the presence of an active NNE-SSW oriented antiform in the western Sierra Nevada. Finally, river profiles indicate maximal river entrenchment in the western part of the Sierra Nevada, probably related to the uplift of the footwall of the Padul-Niguelas fault-system. Therefore, our geomorphic analysis suggests that the western part of the Sierra Nevada is tectonically active by means of a combination of normal faults along the mountain front and NNE-SSW oriented active folds, which, in turn, likely have a gravitational origin related to the exhumation of the footwall of the normal fault-system. (C) 2010 Elsevier B.V. All rights reserved."	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	"0169-555X"	NA	"[Vicente Perez-Pena, Jose; Azor, Antonio; Miguel Azanon, Jose] Univ Granada, Dept Geodinam, E-18071 Granada, Spain. [Miguel Azanon, Jose] Consejo Super Invest Cient UGR CSIC, Inst Andaluz Ciencias Tierra, Madrid, Spain. [Keller, Edward A.] Univ Calif Santa Barbara, Dept Geol Sci, Santa Barbara, CA 93106 USA.; Perez-Pena, JV (reprint author), Univ Granada, Dept Geodinam, Campus Fuentenueva S-N, E-18071 Granada, Spain.; vperez@ugr.es"	NA	NA	NA	NA	NA	NA	NA	"10.1016/j.geomorph.2010.02.020"	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Vicente Perez-Pena,Jose;Azor,Antonio;Miguel Azanon,Jose;Keller,Edward A."	783
"Journal Article"	"Zamora,Regino;Antonio Hodar,Jose;Matias,Luis;Mendoza,Irene"	"Positive adjacency effects mediated by seed disperser birds in pine plantations"	"Ecological Applications"	"Ecol.Appl."	2010	"JUN"	"20"	"4"	"1053"	"1060"	"adjacency;frugivorous birds;landscape mosaic;mobile links;passive restoration;pine plantations;seed dispersion;FOREST FRAGMENTS;PATCH WIDTH;MATRIX USE;LANDSCAPE;REGENERATION;BIODIVERSITY;RESILIENCE;ECOSYSTEMS;MANAGEMENT;FRUGIVORES;Environmental Sciences & Ecology ER"	"This study examines the consequences of adjacent elements for a given patch, through their effects on zoochorous dispersion by frugivorous birds. The case study consists of pine plantations (the focal patch) adjacent to other patches of native vegetation ( mixed patches of native forest and shrublands), and/or pine plantations. Our hypothesis is that input of native woody species propagules generated by frugivorous birds within plantations strongly depends on the nature of the surrounding vegetation. To test this hypothesis, we studied frugivorous-bird abundance, seed dispersion, and seedling establishment in nine pine plantation plots in contact with patches of native vegetation. To quantify adjacency arrangement effects, we used the percentage of common border between a patch and each of its adjacent elements. Frugivorous bird occurrence in pine plantations is influenced by the adjacent vegetation: the greater the contact with native vegetation patches, the more abundant were the frugivorous birds within pine plantations. Furthermore, frugivorous birds introduce into plantations the seeds of a large sample of native fleshy-fruited species. The results confirm the hypothesis that zoochorous seed rain is strongly determined by the kind of vegetation surrounding a given plantation. This finding underlines the importance of the composition of the mosaic surrounding plantations and the availability of mobile link species as key landscape features conditioning passive restoration processes."	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	"1051-0761"	NA	"[Zamora, Regino; Antonio Hodar, Jose; Matias, Luis; Mendoza, Irene] Univ Granada, Fac Ciencias, Dept Ecol, Grp Ecol Terrestre, E-18071 Granada, Spain.; Zamora, R (reprint author), Univ Granada, Fac Ciencias, Dept Ecol, Grp Ecol Terrestre, Av Fuentenueva S-N, E-18071 Granada, Spain.; rzamora@ugr.es"	NA	NA	NA	NA	NA	NA	NA	"10.1890/09-0055.1"	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Zamora,Regino;Antonio Hodar,Jose;Matias,Luis;Mendoza,Irene"	784
"Journal Article"	"Anderson,R. S.;Jimenez-Moreno,G.;Carrion,J. S.;Perez-Martinez,C."	"Postglacial history of alpine vegetation, fire, and climate from Laguna de Rio Seco, Sierra Nevada, southern Spain"	"Quaternary Science Reviews"	" "	2011	"JUN"	"30"	"13-14"	"1615"	"1629"	"Sierra Nevada;Spain;Vegetation history;Pollen analysis;Climate history;Fire;Postglacial;LAST GLACIAL MAXIMUM;MEDITERRANEAN VEGETATION;ENVIRONMENTAL-CHANGE;IBERIAN PENINSULA;DANSGAARD-OESCHGER;SOUTHWESTERN SPAIN;LATE;QUATERNARY;MONTANE REGION;HOLOCENE;POLLEN;Physical Geography;Geology ER"	"The Sierra Nevada of southern Spain is a landscape with a rich biological and cultural heritage. The range was extensively glaciated during the late Pleistocene. However, the postglacial paleoecologic history of the highest range in southern Europe is nearly completely unknown. Here we use sediments from a small lake above present treeline - Laguna de Rio Seco at 3020 m elevation - in a paleoecological study documenting over 11,500 calendar years of vegetation, fire and climate change, addressing ecological and paleoclimatic issues unique to this area through comparison with regional paleoecological sequences. The early record is dominated by Pinus pollen, with Betula, deciduous Quercus, and grasses, with an understory of shrubs. It is unlikely that pine trees grew around the lake, and fire was relatively unimportant at this site during this period. Aquatic microfossils indicate that the wettest conditions and highest lake levels at Laguna de Rio Seco occurred before 7800 cal yr BR This is in contrast to lower elevation sites, where wettest conditions occurred after ca 7800. Greater differences in early Holocene seasonal insolation may have translated to greater snowpack and subsequently higher lake levels at higher elevations, but not necessarily at lower elevations, where higher evaporation rates prevailed. With declining seasonality after ca 8000 cal yr BP, but continuing summer precipitation, lake levels at the highest elevation site remained high, but lake levels at lower elevation sites increased as evaporation rates declined. Drier conditions commenced regionally after ca 5700 cal yr BP, shown at Laguna de Rio Seco by declines in wetland pollen, and increases in high elevation steppe shrubs common today (Juniperus. Artemisia, and others). The disappearance or decline of mesophytes, such as Betula from ca 4000 cal yr BP is part of a regional depletion in Mediterranean Spain and elsewhere in Europe from the mid to late Holocene. On the other hand, Castanea sativa increased in Laguna de Rio Seco record after ca 4000 cal yr BP, and especially in post-Roman times, probably due to arboriculture. Though not as important at high than at low elevations, fire occurrence was elevated, particularly after ca 3700 years ago, in response to regional human population expansion. The local and regional impact of humans increased substantially after ca 2700 years ago, with the loss of Pinus forest within the mountain range, increases in evidence of pasturing herbivores around the lake, and Olea cultivation at lower elevations. Though human impact was not as extensive at high elevation as at lower elevation sites in southern Iberia, this record confirms that even remote sites were not free of direct human influence during the Holocene. (C) 2011 Elsevier Ltd. All rights reserved."	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	"0277-3791"	NA	"[Anderson, R. S.] No Arizona Univ, Environm Programs, Sch Earth Sci & Environm Sustainabil, Flagstaff, AZ 86011 USA. [Jimenez-Moreno, G.] Univ Granada, Dept Estratig & Paleontol, E-18071 Granada, Spain. [Carrion, J. S.] Univ Murcia, Dept Biol Vegetal, Fac Biol, E-30100 Murcia, Spain. [Perez-Martinez, C.] Univ Granada, Dept Ecol, E-18071 Granada, Spain.; Anderson, RS (reprint author), No Arizona Univ, Environm Programs, Sch Earth Sci & Environm Sustainabil, Flagstaff, AZ 86011 USA.; Scott.Anderson@nau.edu"	NA	NA	NA	NA	NA	NA	NA	"10.1016/j.quascirev.2011.03.005"	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Anderson,R. S.;Jimenez-Moreno,G.;Carrion,J. S.;Perez-Martinez,C."	785
"Journal Article"	"Bagne,Karen E.;Purcell,Kathryn L."	"Short-Term Responses of Birds to Prescribed Fire in Fire-Suppressed Forests of California"	"Journal of Wildlife Management"	"J.Wildl.Manage."	2011	"JUL"	"75"	"5"	"1051"	"1060"	"avian ecology;birds;fire suppression;forest;Joseph Grinnell;prescribed fire;Sierra Nevada;PONDEROSA PINE;CONIFER FORESTS;SIERRA-NEVADA;BURN SEVERITY;UNITED-STATES;POPULATIONS;ABUNDANCE;COMMUNITIES;WILDFIRES;SELECTION;Environmental Sciences & Ecology;Zoology ER"	"Prescribed fire is one tool for restoring fire-suppressed forests, but application of fire during spring coincides with breeding and arrival of migrant birds. We examined effects of low-severity prescribed fires on counts of birds in a managed forest in the Sierra Nevada of California immediately, 1 year, and 3-6 years after fire was applied in spring. Of 26 species analyzed, counts of 3 species increased after fire (Pacific-slope flycatcher [Empidonax difficilis], brown creeper [Certhia americana], and American robin [Turdus migratorius]), and 6 species decreased after fire (Anna's hummingbird [Calypte anna], Hutton's vireo [Vireo huttoni], warbling vireo [Vireo gilvus], golden-crowned kinglet [Regulus satrapa], Nashville warbler [Vermivora ruficapilla], hermit warbler [Dendroica occidentalis]). Black-throated gray warbler (Dendroica nigrescens) increased in the first year following fire but decreased 3-6 years after fire. When grouped into guilds, habitat association and foraging guild best explained responses to fire, with the greatest changes occurring for oak-associated species (negative), riparian-associated species (positive), aerial foragers (positive), and bark foragers (positive). Lastly, when we compared our counts to those collected during the 1910s, changes were consistent with those predicted from fire suppression and species' affinity for burned forests, suggesting that results from contemporary fire studies should be interpreted within an ecological context that includes effects of fire suppression. We found that low-severity prescribed fires applied in spring served to drive the bird community towards pre-suppression conditions. (C) 2011 The Wildlife Society."	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	"0022-541X"	NA	"[Bagne, Karen E.] Univ Calif Riverside, Dept Biol, Riverside, CA 92521 USA. [Bagne, Karen E.; Purcell, Kathryn L.] US Forest Serv, USDA, Sierra Nevada Res Ctr, Fresno, CA 93710 USA.; Bagne, KE (reprint author), US Forest Serv, USDA, Rocky Mt Res Stn, Albuquerque, NM 87102 USA.; kbagne@gmail.com"	NA	NA	NA	NA	NA	NA	NA	"10.1002/jwmg.128"	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bagne,Karen E.;Purcell,Kathryn L."	786
"Journal Article"	"Benito,Blas;Lorite,Juan;Penas,Julio"	"Simulating potential effects of climatic warming on altitudinal patterns of key species in Mediterranean-alpine ecosystems"	"Climatic Change"	"Clim.Change"	2011	"OCT"	"108"	"3"	"471"	"483"	"AIR-TEMPERATURE;SIERRA-NEVADA;BAETIC RANGE;PLANTS;DISTRIBUTIONS;CONSERVATION;MODELS;SPAIN;IMPACT;NICHE;Environmental Sciences & Ecology;Meteorology & Atmospheric Sciences ER"	"In this paper we study an isolated high-mountain (Sierra Nevada, SE Iberian Peninsula) to identify the potential trends in the habitat-suitability of five key species (i.e. species that domain a given vegetation type and drive the conditions for appearance of many other species) corresponding to four vegetation types occupying different altitudinal belts, that might result from a sudden climatic shift. We used topographical variables and downscaled climate warming simulations to build a high-resolution spatial database (10 m) according to four different climate warming scenarios for the twenty-first century. The spatial changes in the suitable habitat were simulated using a species distribution model, in order to analyze altitudinal shifts and potential habitat loss of the key species. Thus, the advance and receding fronts of known occurrence locations were computed by introducing a new concept named differential suitability, and potential patterns of substitution among the key species were established. The average mean temperature trend show an increase of 4.8A degrees C, which will induce the vertical shift of the suitable habitat for all the five key species considered at an average rate of 11.57 m/year. According to the simulations, the suitable habitat for the key species inhabiting the summit area, where most of the endemic and/or rare species are located, may disappear before the middle of the century. The other key species considered show moderate to drastic suitable habitat loss depending on the considered scenario. Climate warming should provoke a strong substitution dynamics between species, increasing spatial competition between both of them. In this study, we introduce the application of differential suitability concept into the analysis of potential impact of climate change, forest management and environmental monitoring, and discuss the limitations and uncertainties of these simulations."	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	"0165-0009"	NA	"[Benito, Blas; Lorite, Juan; Penas, Julio] Univ Granada, Dept Bot, Fac Sci, E-18071 Granada, Spain.; Benito, B (reprint author), Univ Granada, Dept Bot, Fac Sci, E-18071 Granada, Spain.; blasbp@ugr.es"	NA	NA	NA	NA	NA	NA	NA	"10.1007/s10584-010-0015-3"	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Benito,Blas;Lorite,Juan;Penas,Julio"	787
"Journal Article"	"Calvache,M. L.;Duque,C.;Gomez Fontalva,J. M.;Crespo,F."	"Processes affecting groundwater temperature patterns in a coastal aquifer"	"International Journal of Environmental Science and Technology"	" "	2011	"SPR"	"8"	"2"	"223"	"236"	"Aquifer management;Diffuse recharge;Local recharge;River aquifer interaction;Vertical flow components;SALT-WATER-INTRUSION;SOUTHERN SPAIN;HEAT-TRANSPORT;CONDUCTIVITY;INDICATORS;DYNAMICS;SYSTEMS;STREAMS;SOLUTE;TRACER;Environmental Sciences & Ecology ER"	"The temperature depth profiles of six wells in the Motril-Salobren similar to a aquifer were used as a basis for a comparative analysis involving various parameters to determine their relations and factors influencing the different trends. There is a clear influence of ambient temperature on all the profiles, with a lag time of two to five months. Nevertheless, there are clear differences in the temperature depth profile patterns that can be accounted for by other factors. First, there is a greater influence of localized recharge; Guadalfeo River as opposed to diffuse recharge; irrigation return flow and rainfall. Three of the wells located near the riverbed of the Guadalfeo River have extremely variable temperature-depth profiles and show clear river influence. In springtime, during the highest flood stages of the river due to cold melt water from the Sierra Nevada, the groundwater falls in temperature. During secondary peaks in river flow rates during the autumn due to rainfall, the warm water increases groundwater temperature. The effect of the river recharge decreases with distance from the course since there is less mixing with water from the Guadalfeo River. In addition, there are two temperature-depth profiles in which temperature variations remain shallow and follow a pattern that cannot be attributed to the influence of either of the above two parameters. Among these two cases, the most influential factor is the groundwater flow pattern typical of a discharge zone, characterized by vertical-flow components."	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	"1735-1472"	NA	"[Calvache, M. L.; Gomez Fontalva, J. M.; Crespo, F.] Univ Granada, Dept Geodynam, E-18071 Granada, Spain. [Duque, C.] Univ Copenhagen, Dept Geog & Geol, Copenhagen, Denmark.; Calvache, ML (reprint author), Univ Granada, Dept Geodynam, Avda Fuentenueva, E-18071 Granada, Spain.; calvache@ugr.es; cduque@ugr.es; chemagomez@ugr.es; fcrespo@correo.ugr.es"	NA	NA	NA	NA	NA	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Calvache,M. L.;Duque,C.;Gomez Fontalva,J. M.;Crespo,F."	788
"Journal Article"	"Casas,J. Jesus;Gessner,Mark O.;Lopez,Dalila;Descals,Enrique"	"Leaf-litter colonisation and breakdown in relation to stream typology: insights from Mediterranean low-order streams"	"Freshwater Biology"	"Freshwat.Biol."	2011	"DEC"	"56"	"12"	"2594"	"2608"	"aquatic hyphomycetes;leaf decomposition;shredders;stream bioassessment;stream typology;ORGANIC-MATTER DYNAMICS;RIVER ECOSYSTEM HEALTH;HEADWATER STREAMS;WOODLAND STREAMS;FUNGAL BIOMASS;FOOD WEBS;INVERTEBRATES;DECOMPOSITION;LEAVES;RATES;Marine & Freshwater Biology ER"	"1. Scant information is available on leaf breakdown in streams of arid and semiarid regions, including the Mediterranean, where environmental heterogeneity can be high and the relationship between stream characteristics and leaf breakdown is poorly known. We tested the hypotheses that differences in leaf breakdown metrics would be substantially higher between mountain and lowland Mediterranean streams than among streams within each subregion and that variability among streams would be substantially higher in the lowlands, because permanent reaches in the semiarid lowland streams are rare and isolated. 2. We compared leaf breakdown and associated dynamics of nutrients, fungi and invertebrates in low-order Mediterranean streams draining sub-humid forests in the Sierra Nevada Mountains and nearby semiarid lowlands of south-eastern Spain. Streams differed between the two subregions mainly in water ion content, temperature and riparian tree cover. We detected higher environmental heterogeneity among streams within the lowlands compared to the Sierra Nevada mountain range. In the lowlands, breakdown coefficients (k) of alder leaves spanned almost the entire range reported for this species from temperate streams, overlapping with less variable breakdown coefficients in the Sierra Nevada. 3. The high variability of k values among the lowland sites appeared to be caused primarily by variability in the composition and abundance of a few leaf-consuming invertebrate taxa, particularly the snail Melanopsis praemorsa. Fungal and nutrient dynamics were less variable among sites within each subregion. 4. These results indicate that the critical condition for stream functional assessment of well-constrained breakdown rates, or related metrics, could be met at reference sites within homogenous bio-geo-climatic regions such as the Sierra Nevada. By contrast, in heterogeneous areas such as the semiarid lowland streams, natural variability of breakdown rates can greatly exceed the magnitude of effects expected in response to anthropogenic disturbances."	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	"0046-5070"	NA	"[Casas, J. Jesus; Lopez, Dalila] Univ Almeria, Dept Biol Vegetal & Ecol, Almeria 04120, Spain. [Casas, J. Jesus] CAESCG, Almeria, Spain. [Gessner, Mark O.] Leibniz Inst Freshwater Ecol & Inland Fisheries I, Dept Stratified Lakes, Stechlin, Germany. [Gessner, Mark O.] TU Berlin, Berlin Inst Technol, Dept Ecol, Berlin, Germany. [Gessner, Mark O.] Eawag Swiss Fed Inst Aquat Sci & Technol, Dept Aquat Ecol, Dubendorf, Switzerland. [Descals, Enrique] CSIC UIB, Inst Mediterraneo Estudios Avanzados IMEDEA, Esporles, Mallorca, Spain.; Casas, JJ (reprint author), Univ Almeria, Dept Biol Vegetal & Ecol, Almeria 04120, Spain.; jjcasas@ual.es"	NA	NA	NA	NA	NA	NA	NA	"10.1111/j.1365-2427.2011.02686.x"	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Casas,J. Jesus;Gessner,Mark O.;Lopez,Dalila;Descals,Enrique"	789
