PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Piper, Frida I.; Vinegla, Benjamin; Linares, Juan C.; Julio Camarero, J.; Cavieres, Lohengrin A.; Fajardo, Alex					Camarero, J. Julio/0000-0003-2436-2922			Mediterranean and temperate treelines are controlled by different environmental drivers								JOURNAL OF ECOLOGY				104	3			691	702		10.1111/1365-2745.12555			MAY 2016	2016										0	0	0	0	0	0			0022-0477	1365-2745		WOS:000379014900008		
J	Hernandez, M. A.; Campos, F.; Santamaria, T.; Rojo, M. A.; Dias, S.				Dias, Susana/L-7156-2013	Dias, Susana/0000-0002-5600-4444			Is isolation by distance the cause of the genetic structure of the Iberian white-throated dipper populations?								JOURNAL OF ZOOLOGY				299	1			27	36		10.1111/jzo.12315			MAY 2016	2016										0	0	0	0	0	0			0952-8369	1469-7998		WOS:000378547600004		
J	Javier Zamora-Camacho, Francisco; Reguera, Senda; Moreno-Rueda, Gregorio								Thermoregulation in the lizard Psammodromus algirus along a 2200-m elevational gradient in Sierra Nevada (Spain)								INTERNATIONAL JOURNAL OF BIOMETEOROLOGY				60	5			687	697		10.1007/s00484-015-1063-1			MAY 2016	2016										2	0	0	2	0	2			0020-7128	1432-1254		WOS:000374305900006	26373651	
J	Javier Zamora-Camacho, Francisco; Reguera, Senda; Moreno-Rueda, Gregorio								Elevational variation in body-temperature response to immune challenge in a lizard								PEERJ				4						e1972	10.7717/peerj.1972			APR 25 2016	2016										0	0	0	0	0	0			2167-8359			WOS:000374749000009	27168981	
J	Ruiz-Fernandez, Jesus; Oliva, Marc; Cruces, Anabela; Lopes, Vera; Freitas, Maria da Conceicao; Andrade, Cesar; Garcia-Hernandez, Cristina; Antonio Lopez-Saez, Jose; Geraldes, Miguel				Oliva, Marc/K-5423-2014; Andrade, Cesar/A-4246-2013; Cruces, Anabela/M-4243-2013; Lopes, Vera/M-4237-2013	Oliva, Marc/0000-0001-6521-6388; Andrade, Cesar/0000-0002-8451-9437; Cruces, Anabela/0000-0002-9708-0291; Lopes, Vera/0000-0003-1514-8254			Environmental evolution in the Picos de Europa (Cantabrian Mountains, SW Europe) since the Last Glaciation								QUATERNARY SCIENCE REVIEWS				138				87	104		10.1016/j.quascirev.2016.03.002			APR 15 2016	2016										0	0	0	0	0	0			0277-3791			WOS:000374369700008		
J	Oliva, M.; Gomez-Ortiz, A.; Salvador-Franch, F.; Salva-Catarineu, M.; Palacios, D.; Tanarro, L.; Ramos, M.; Pereira, P.; Ruiz-Fernandez, J.				Oliva, Marc/K-5423-2014; Pereira, Paulo/O-1845-2016	Oliva, Marc/0000-0001-6521-6388; Pereira, Paulo/0000-0003-0227-2010			Inexistence of permafrost at the top of the Veleta peak (Sierra Nevada, Spain)								SCIENCE OF THE TOTAL ENVIRONMENT				550				484	494		10.1016/j.scitotenv.2016.01.150			APR 15 2016	2016										0	0	0	0	0	0			0048-9697	1879-1026		WOS:000371226700050	26845184	
J	Oliva, M.; Serrano, E.; Gomez-Ortiz, A.; Gonzalez-Amuchastegui, M. J.; Nieuwendam, A.; Palacios, D.; Perez-Alberti, A.; Pellitero-Ondicol, R.; Ruiz-Fernandez, J.; Valcarcel, M.; Vieira, G.; Antoniades, D.				Oliva, Marc/K-5423-2014	Oliva, Marc/0000-0001-6521-6388			Spatial and temporal variability of periglaciation of the Iberian Peninsula								QUATERNARY SCIENCE REVIEWS				137				176	199		10.1016/j.quascirev.2016.02.017			APR 1 2016	2016										0	0	0	0	0	0			0277-3791			WOS:000373547100013		
J	Perez-Sirvent, Carmen; Hernandez-Perez, Carmen; Jose Martinez-Sanchez, Maria; Luz Garcia-Lorenzo, Mari; Bech, Jaume								Geochemical characterisation of surface waters, topsoils and efflorescences in a historic metal-mining area in Spain								JOURNAL OF SOILS AND SEDIMENTS				16	4			1238	1252		10.1007/s11368-015-1141-3			APR 2016	2016						General Assembly of the European-Geosciences-Union (EGU)General Assembly of the European-Geosciences-Union (EGU)	MAY 02, 2014MAY 02, 2014	European Geosciences UnionEuropean Geosciences Union	Vienna, AUSTRIAVienna, AUSTRIA	2	0	0	0	0	2			1439-0108	1614-7480		WOS:000372154600010		
J	Duran, Cristina; Manuel Medina-Sanchez, Juan; Herrera, Guillermo; Carrillo, Presentacion								Changes in the phytoplankton-bacteria coupling triggered by joint action of UVR, nutrients, and warming in Mediterranean high-mountain lakes								LIMNOLOGY AND OCEANOGRAPHY				61	2			413	429		10.1002/lno.10204			MAR 2016	2016										0	0	0	0	0	0			0024-3590	1939-5590		WOS:000372166500001		
J	Fernandez-Valenzuela, E.; Ortiz, J. L.; Duffard, R.; Santos-Sanz, P.; Morales, N.								y 2008 OG(19): a highly elongated Trans-Neptunian object								MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY				456	3			2354	2360		10.1093/mnras/stv2739			MAR 1 2016	2016										0	0	0	0	0	0			0035-8711	1365-2966		WOS:000372265200006		
J	Raez-Bravo, Arian; Enrique Granados, Jose; Javier Cano-Manuel, Francisco; Soriguer, Ramn C.; Fandos, Paulino; Perez, Jesus M.; Pavlov, Igor Y.; Romero, Diego				Romero, Diego/F-7187-2016				Toxic and Essential Element Concentrations in Iberian Ibex (Capra pyrenaica) from the Sierra Nevada Natural Park (Spain): Reference Intervals in Whole Blood								BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY				96	3			273	280		10.1007/s00128-015-1711-5			MAR 2016	2016										1	0	0	0	0	1			0007-4861	1432-0800		WOS:000371244600002	26687500	
J	Ingersoll, Raymond V.; Steinpress, Martin G.; Spangler, Debbie								Application of actualistic sand petrofacies in hydrogeology: An example from the northern Sacramento Valley, California, USA								GEOLOGICAL SOCIETY OF AMERICA BULLETIN				128	3-4			661	668		10.1130/B31334.1			MAR 2016	2016										0	0	0	0	0	0			0016-7606	1943-2674		WOS:000370973000018		
J	Magdy, M.; Werner, O.; McDaniel, S. F.; Goffinet, B.; Ros, R. M.				WERNER, OLAF/K-2374-2014; Magdy, Mahmoud/B-6595-2014	WERNER, OLAF/0000-0003-0601-3964; Magdy, Mahmoud/0000-0002-6815-6306			Genomic scanning using AFLP to detect loci under selection in the moss Funaria hygrometrica along a climate gradient in the Sierra Nevada Mountains, Spain								PLANT BIOLOGY				18	2			280	288		10.1111/plb.12381			MAR 2016	2016										1	0	0	0	0	1			1435-8603	1438-8677		WOS:000369977800012	26284822	
J	Pascual, Javier; Blanco, Silvia; Garcia-Lopez, Marina; Garcia-Salamanca, Adela; Bursakov, Sergey A.; Genilloud, Olga; Bills, Gerald F.; Ramos, Juan L.; van Dillewijn, Pieter				Genilloud, Olga/I-2779-2015; 	Genilloud, Olga/0000-0002-4202-1219; Ramos, Juan L./0000-0002-8731-7435			Assessing Bacterial Diversity in the Rhizosphere of Thymus zygis Growing in the Sierra Nevada National Park (Spain) through Culture-Dependent and Independent Approaches								PLOS ONE				11	1					e0146558	10.1371/journal.pone.0146558			JAN 7 2016	2016										0	0	0	0	0	0			1932-6203			WOS:000367810600055	26741495	
J	Roncalli, Gianluca; Diego Ibanez-Alamo, Juan; Soler, Manuel								Breeding biology of Western Bonelli's Warblers Phylloscopus bonelli in the Mediterranean region								BIRD STUDY				63	3			413	424		10.1080/00063657.2016.1215408			2016	2016										0	0	0	0	0	0			0006-3657	1944-6705		WOS:000383903900015		
J	Garcia-Ruiz, J. M.; Palacios, D.; Gonzalez-Samperiz, P.; de Andres, N.; Moreno, A.; Valero-Garces, B.; Gomez-Villar, A.								Evidence of glacial activity during the Younger Dryas (12,9-11,7 ka BP) in the Iberian Peninsula								CUATERNARIO Y GEOMORFOLOGIA				30	1-2			9	21		10.17735/cyg.v30i1-2.39250			2016	2016										0	0	0	0	0	0			0214-1744			WOS:000383780800003		
J	Gomez-Gutierrez, A.; Schnabel, S.; Conoscenti, C.; Caraballo-Arias, N. A.; Ferro, V; Di Stefano, C.; Sanjose, J. J.; Angileri, S. E.; De Matias, J.; Berenguer-Sempere, F.								Production of 3D models for different morphologies and scales using Structure from Motion techniques and terrestrial pictures								CUATERNARIO Y GEOMORFOLOGIA				30	1-2			23	35		10.17735/cyg.v30i1-2.39594			2016	2016										0	0	0	0	0	0			0214-1744			WOS:000383780800004		
J	Calvache, Marta F.; Prados, Maria-Jose; Lourenco, Julia M.								Assessment of National Parks affected by naturbanization processes in Southern Europe								JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT				59	9			1629	1655		10.1080/09640568.2015.1083416			2016	2016										0	0	0	0	0	0			0964-0568	1360-0559		WOS:000380891900005		
J	Boumans, Louis; Manuel Tierno de Figueroa, Jose				Tierno de Figueroa, Jose Manuel/K-8143-2014	Tierno de Figueroa, Jose Manuel/0000-0003-1616-9815			Introgression and species demarcation in western European Leuctra fusca (Linnaeus, 1758) and L. digitata Kempny, 1899 (Plecoptera: Leuctridae)								AQUATIC INSECTS				37	2			115	126		10.1080/01650424.2016.1161200			2016	2016										0	0	0	0	0	0			0165-0424	1744-4152		WOS:000379733700003		
J	Jesus Perez-Luque, Antonio; Miguel Barea-Azcon, Jose; Alvarez-Ruiz, Lola; Javier Bonet-Garcia, Francisco; Zamora, Regino								Dataset of Passerine bird communities in a Mediterranean high mountain (Sierra Nevada, Spain)								ZOOKEYS					552			137	154		10.3897/zookeys.552.6934			2016	2016										0	0	0	0	0	0			1313-2989	1313-2970		WOS:000368394100009	26865820	
J	Gaston, J.; Morente-Benitez, F. J.								First record of Laristania nevadensis (Rebel, 1910) from Jaen province (Spain) (Lepidoptera: Pyralidae, Phycitinae)				Primera cita de Laristania nevadensis (Rebel, 1910) para la provincia de Jaen (Espana) (Lepidoptera, Pyralidae, Phycitinae)				Boletin de la SEA					57			429	430					DEC 31 2015	2015										0	0	0	0	0	0			1134-6094			BCI:BCI201600272048		
J	Fernandez Prieto, Jose Antonio; Molero Mesa, Joaquin; Perez Suarez, Marta; Sanna, Mauro; Munoz Diaz, Jose Miguel; Cires, Eduardo								Are they different species or vicariant elevational races of the same species? The case of an Iberian endemic plant, Ranunculus bupleuroides (Ranunculaceae)								PHYTOTAXA				239	3			242	252					DEC 24 2015	2015										0	0	0	0	0	0			1179-3155	1179-3163		WOS:000367223000005		
J	Valero, Pablo; Ortiz, Antonio S.								Description and DNA barcoding of a new Iberian species of Pijnackeria (Scali, 2009) from Sierra Nevada, Spain (Phasmida: Diapheromeridae)								ZOOTAXA				4058	4			535	550					DEC 18 2015	2015										0	0	0	0	0	0			1175-5326	1175-5334		WOS:000366842100005	26701544	
J	Julio, Luis F.; Burillo, Jesus; Gimenez, Cristina; Cabrera, Raimundo; Diaz, Carmen E.; Sanz, Jesus; Gonzalez-Coloma, Azucena								Chemical and biocidal characterization of two cultivated Artemisia absinthium populations with different domestication levels								INDUSTRIAL CROPS AND PRODUCTS				76				787	792		10.1016/j.indcrop.2015.07.041			DEC 15 2015	2015										1	0	0	1	0	1			0926-6690	1872-633X		WOS:000364890600098		
J	Jimenez, Laura; Romero-Viana, Lidia; Maria Conde-Porcuna, Jose; Perez-Martinez, Carmen				Conde-Porcuna, Jose/L-9665-2014; Perez-Martinez, Carmen/K-1219-2014; Jimenez, Laura/G-9885-2016	Conde-Porcuna, Jose/0000-0002-5074-2796; Perez-Martinez, Carmen/0000-0001-8777-4487; Jimenez, Laura/0000-0002-8768-987X			Sedimentary photosynthetic pigments as indicators of climate and watershed perturbations in an alpine lake in southern Spain								LIMNETICA				34	2			439	453					DEC 2015	2015										0	0	0	0	0	0			0213-8409	1989-1806		WOS:000366881500014		
J	Gil-Sanchez, J. M.; Jaramillo, J.; Barea-Azcon, J. M.								Strong spatial segregation between wildcats and domestic cats may explain low hybridization rates on the Iberian Peninsula								ZOOLOGY				118	6			377	385		10.1016/j.zool.2015.08.001			DEC 2015	2015										1	0	0	1	0	1			0944-2006			WOS:000366768900001	26358989	
J	Palenzuela, J. A.; Marsella, M.; Nardinocchi, C.; Perez, J. L.; Fernandez, T.; Chacon, J.; Irigaray, C.				Irigaray, Clemente/F-7345-2016; Fernandez, Tomas/A-2694-2013; Perez Garcia, Jose Luis/K-8632-2014	Irigaray, Clemente/0000-0002-7942-0926; Perez Garcia, Jose Luis/0000-0002-1395-3893			Landslide detection and inventory by integrating LiDAR data in a GIS environment								LANDSLIDES				12	6			1035	1050		10.1007/s10346-014-0534-5			DEC 2015	2015										0	0	0	0	0	0			1612-510X	1612-5118		WOS:000366124000001		
J	Nassl, Michael; Loeffler, Joerg								Ecosystem services in coupled social-ecological systems: Closing the cycle of service provision and societal feedback								AMBIO				44	8			737	749		10.1007/s13280-015-0651-y			DEC 2015	2015										1	0	0	0	0	1			0044-7447	1654-7209		WOS:000365268600003	25964160	
J	Gilgado, Jose D.; Enghoff, Henrik; Tinaut, Alberto; Mauries, Jean-Paul; Ortuno, Vicente M.								Sierra Nevada (Granada, Spain): a high-altitude biogeographical crossroads for millipedes (Diplopoda), with first data on its MSS fauna and description of a new species of the genus Ceratosphys Ribaut, 1920 (Chordeumatida: Opisthocheiridae)								ZOOTAXA				4044	3			391	410					NOV 19 2015	2015										1	0	0	1	0	1			1175-5326	1175-5334		WOS:000365153900004	26624717	
J	Azanon, J. M.; Galve, J. P.; Perez-Pena, J. V.; Giaconia, F.; Carvajal, R.; Booth-Rea, G.; Jabaloy, A.; Vazquez, M.; Azor, A.; Roldan, F. J.				JABALOY SANCHEZ, ANTONIO/L-2955-2014; Perez Pena, Jose Vicente/M-2070-2014; Booth Rea, Guillermo/I-4504-2015	JABALOY SANCHEZ, ANTONIO/0000-0001-5830-5913; Perez Pena, Jose Vicente/0000-0001-8880-7375; Booth Rea, Guillermo/0000-0003-1179-8321			Relief and drainage evolution during the exhumation of the Sierra Nevada (SE Spain): Is denudation keeping pace with uplift?								TECTONOPHYSICS				663		SI		19	32		10.1016/j.tecto.2015.06.015			NOV 16 2015	2015										1	0	0	0	0	1			0040-1951	1879-3266		WOS:000366227700003		
J	Galindo-Zaldivar, J.; Gil, A. J.; Sanz de Galdeano, C.; Lacy, M. C.; Garcia-Armenteros, J. A.; Ruano, P.; Ruiz, A. M.; Martinez-Martos, M.; Alfaro, P.				Gil, Antonio/L-8173-2014; Martinez Martos, Manuel/K-5906-2015; Ruiz-Armenteros, Antonio M./L-3554-2014; Ruano, Patricia/L-9168-2014; Garcia Armenteros, Juan Antonio/H-7242-2015	Gil, Antonio/0000-0003-0351-4106; Martinez Martos, Manuel/0000-0003-0667-4391; Ruiz-Armenteros, Antonio M./0000-0002-1798-7521; Ruano, Patricia/0000-0003-3833-4973; Garcia Armenteros, Juan Antonio/0000-0001-5274-3293			Active shallow extension in central and eastern Betic Cordillera from CGPS data								TECTONOPHYSICS				663		SI		290	301		10.1016/j.tecto.2015.08.035			NOV 16 2015	2015										0	0	0	0	0	0			0040-1951	1879-3266		WOS:000366227700022		
J	Hodar, Jose A.; Torres-Muros, Lucia; Zamora, Regino; Perez-Luque, Antonio J.; Senhadji, Karim				Perez-Luque, Antonio Jesus/J-8611-2015	Perez-Luque, Antonio Jesus/0000-0002-1747-0469			No evidence of induced defence after defoliation in three pine species against an expanding pest, the pine processionary moth								FOREST ECOLOGY AND MANAGEMENT				356		SI		166	172		10.1016/j.foreco.2015.07.022			NOV 15 2015	2015										1	0	0	1	0	1			0378-1127	1872-7042		WOS:000364885100018		
J	Lopez-Olvera, Jorge R.; Serrano, Emmanuel; Armenteros, Anna; Perez, Jesus M.; Fandos, Paulino; Carvalho, Joao; Velarde, Roser; Cano-Manuel, Francisco J.; Raez, Arian; Espinosa, Jose; Soriguer, Ramon C.; Granados, Jose E.				Fandos, Paulino/M-7304-2015; CSIC, EBD Donana/C-4157-2011; CESAM, UA/M-3762-2015; Serrano Ferron, Emmanuel/J-4489-2013	Fandos, Paulino/0000-0002-9607-8931; CSIC, EBD Donana/0000-0003-4318-6602; Serrano Ferron, Emmanuel/0000-0002-9799-9804			Sex-biased severity of sarcoptic mange at the same biological cost in a sexually dimorphic ungulate								PARASITES & VECTORS				8						583	10.1186/s13071-015-1186-6			NOV 10 2015	2015										1	0	0	0	0	1			1756-3305			WOS:000364443100001	26555065	
J	Carvalho, Joao; Granados, Jose E.; Lopez-Olvera, Jorge R.; Javier Cano-Manuel, Francisco; Perez, Jesus M.; Fandos, Paulino; Soriguer, Ramon C.; Velarde, Roser; Fonseca, Carlos; Raez, Arian; Espinosa, Jose; Pettorelli, Nathalie; Serrano, Emmanuel				Fandos, Paulino/M-7304-2015; CSIC, EBD Donana/C-4157-2011; CESAM, UA/M-3762-2015; Serrano Ferron, Emmanuel/J-4489-2013	Fandos, Paulino/0000-0002-9607-8931; CSIC, EBD Donana/0000-0003-4318-6602; Serrano Ferron, Emmanuel/0000-0002-9799-9804			Sarcoptic mange breaks up bottom-up regulation of body condition in a large herbivore population								PARASITES & VECTORS				8						572	10.1186/s13071-015-1188-4			NOV 6 2015	2015										2	0	0	0	0	2			1756-3305			WOS:000364293400001	26546209	
J	Urbieta, Itziar R.; Zavala, Gonzalo; Bedia, Joaquin; Gutierrez, Jose M.; San Miguel-Ayanz, Jesus; Camia, Andrea; Keeley, Jon E.; Moreno, Jose M.				R Urbieta, Itziar/G-2872-2016; Bedia, Joaquin/Q-2148-2015	Bedia, Joaquin/0000-0001-6219-4312			Fire activity as a function of fire-weather seasonal severity and antecedent climate across spatial scales in southern Europe and Pacific western USA								ENVIRONMENTAL RESEARCH LETTERS				10	11					114013	10.1088/1748-9326/10/11/114013			NOV 2015	2015										3	0	0	1	0	3			1748-9326			WOS:000367249900017		
J	Jimenez-Moreno, Gonzalo; Alcicek, Huelya; Alcicek, M. Cihat; Ostende, Lars van den Hoek; Wesselingh, Frank P.								Vegetation and climate changes during the late Pliocene and early Pleistocene in SW Anatolia, Turkey								QUATERNARY RESEARCH				84	3			448	456					NOV 2015	2015										3	0	0	1	0	3			0033-5894	1096-0287		WOS:000367278200014		
J	Walczak, Izabela W.; Baldini, James U. L.; Baldini, Lisa M.; McDermott, Frank; Marsden, Stuart; Standish, Christopher D.; Richards, David A.; Andreo, Bartolome; Slater, Jonathan				Richards, David/B-7298-2008; 	Richards, David/0000-0001-8389-8079; Walczak, Izabela/0000-0003-3206-8934			Reconstructing high-resolution climate using CT scanning of unsectioned stalagmites: A case study identifying the mid-Holocene onset of the Mediterranean climate in southern Iberia								QUATERNARY SCIENCE REVIEWS				127		SI		117	128		10.1016/j.quascirev.2015.06.013			NOV 1 2015	2015										3	0	0	1	0	3			0277-3791			WOS:000364888400008		
J	Zamora-Camacho, F. J.; Reguera, S.; Moreno-Rueda, G.								Does tail autotomy affect thermoregulation in an accurately thermoregulating lizard? Lessons from a 2200-m elevational gradient								JOURNAL OF ZOOLOGY				297	3			204	210		10.1111/jzo.12266			NOV 2015	2015										0	0	0	0	0	0			0952-8369	1469-7998		WOS:000364643900005		
J	Leverkus, Alexandro B.; Castro, Jorge; Delgado-Capel, Manuel J.; Molinas-Gonzalez, Carlos; Pulgar, Manuel; Maranon-Jimenez, Sara; Delgado-Huertas, Antonio; Querejeta, Jose I.				Castro, Jorge/M-1509-2014; Leverkus, Alexandro/C-4752-2016; Querejeta, Jose/B-6297-2008; Maranon, Sara/A-7926-2013; Delgado, Antonio/F-6866-2011; 	Castro, Jorge/0000-0002-6362-2240; Leverkus, Alexandro/0000-0001-5452-3614; Delgado, Antonio/0000-0002-7240-1570; Querejeta, Jose Ignacio/0000-0002-9547-0974			Restoring for the present or restoring for the future: enhanced performance of two sympatric oaks (Quercus ilex and Quercus pyrenaica) above the current forest limit								RESTORATION ECOLOGY				23	6			936	946		10.1111/rec.12259			NOV 2015	2015										1	0	0	1	0	1			1061-2971	1526-100X		WOS:000363671300024		
J	Raez-Bravo, Arian; Enrique Granados, Jose; Joaquin Ceron, Jose; Javier Cano-Manuel, Francisco; Fandos, Paulino; Maria Perez, Jesus; Espinosa, Jose; Casimiro Soriguer, Ramon; Ramon Lopez-Olvera, Jorge				Fandos, Paulino/M-7304-2015; Ceron, Jose/H-9043-2015; CSIC, EBD Donana/C-4157-2011	Fandos, Paulino/0000-0002-9607-8931; CSIC, EBD Donana/0000-0003-4318-6602			Acute phase proteins increase with sarcoptic mange status and severity in Iberian ibex (Capra pyrenaica, Schinz 1838)								PARASITOLOGY RESEARCH				114	11			4005	4010		10.1007/s00436-015-4628-3			NOV 2015	2015										0	0	0	0	0	0			0932-0113	1432-1955		WOS:000361730100007	26227139	
J	Azor, Jairo S.; Santos, Xavier; Pleguezuelos, Juan M.				Santos, Xavier/L-7748-2013	Santos, Xavier/0000-0002-4330-4261			Conifer-plantation thinning restores reptile biodiversity in Mediterranean landscapes								FOREST ECOLOGY AND MANAGEMENT				354				185	189		10.1016/j.foreco.2015.06.020			OCT 15 2015	2015										3	0	0	2	0	3			0378-1127	1872-7042		WOS:000362058800020		
J	Arabaci, M. Ozbey; Camero-Arranz, A.; Zurita, C.; Gutierrez-Soto, J.; Nespoli, E.; Suso, J.; Kiaeerad, F.; Garcia-Rojas, J.; Kiziloglu, U.				Suso , Julia/F-8076-2016; 	Garcia-Rojas, Jorge/0000-0002-6138-1869			Detection of a large Be circumstellar disk during X-ray quiescence of XTE J1946+274								ASTRONOMY & ASTROPHYSICS				582						A53	10.1051/0004-6361/201425488			OCT 2015	2015										1	0	0	0	0	1			1432-0746			WOS:000363538500053		
J	Leverkus, Alexandro B.; Rojo, Manuel; Castro, Jorge				Castro, Jorge/M-1509-2014; Leverkus, Alexandro/C-4752-2016	Castro, Jorge/0000-0002-6362-2240; Leverkus, Alexandro/0000-0001-5452-3614			Habitat complexity and individual acorn protectors enhance the post-fire restoration of oak forests via seed sowing								ECOLOGICAL ENGINEERING				83				276	280		10.1016/j.ecoleng.2015.06.033			OCT 2015	2015										0	0	0	0	0	0			0925-8574	1872-6992		WOS:000360812000036		
J	Gomez-Gutierrez, Alvaro; Juan de Sanjose-Blasco, Jose; Lozano-Parra, Javier; Berenguer-Sempere, Fernando; de Matias-Bejarano, Javier				gomez, alvaro/G-1757-2012	gomez, alvaro/0000-0002-2337-2638			Does HDR Pre-Processing Improve the Accuracy of 3D Models Obtained by Means of two Conventional SfM-MVS Software Packages? The Case of the Corral del Veleta Rock Glacier								REMOTE SENSING				7	8			10269	10294		10.3390/rs70810269			AUG 2015	2015										4	0	0	0	0	4			2072-4292			WOS:000360818800036		
