Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
INT J HIGH PERFORM C;1094-3420;688;1.477;1.329;0.276;29;8.5;0.00152;0.572
INT J INF TECH DECIS;0219-6220;669;1.406;1.753;0.434;53;4.8;0.00161;0.432
INT J MOD PHYS C;0129-1831;1507;1.260;0.906;0.270;137;7.5;0.00219;0.245
INT J NUMER METH FL;0271-2091;5388;1.244;1.447;0.169;130;9.4;0.01160;0.651
INT J RF MICROW C E;1096-4290;326;0.538;0.461;0.047;85;5.0;0.00128;0.201
INTEGR COMPUT-AID E;1069-2509;516;4.698;2.885;0.393;28;3.0;0.00128;0.617
J AM MED INFORM ASSN;1067-5027;5832;3.504;3.866;0.650;214;5.6;0.01497;1.225
J BIOMED INFORM;1532-0464;2899;2.126;3.398;0.606;155;5.2;0.00971;1.126
J CHEM INF MODEL;1549-9596;11653;3.738;3.916;0.724;308;6.4;0.01955;0.909
J CHEMINFORMATICS;1758-2946;852;4.547;4.935;0.396;48;3.1;0.00360;1.351
J COMB OPTIM;1382-6905;789;0.939;1.085;0.209;110;4.9;0.00387;0.648
J COMPUT AID MOL DES;0920-654X;3477;2.990;2.968;1.062;96;8.0;0.00504;0.723
J COMPUT BIOL;1066-5277;2829;1.737;1.818;0.211;71;9.2;0.00738;0.882
J COMPUT CIVIL ENG;0887-3801;1277;1.268;1.616;0.362;69;8.7;0.00272;0.604
J COMPUT INF SCI ENG;1530-9827;386;0.373;0.608;0.049;41;7.9;0.00091;0.269
J COMPUT PHYS;0021-9991;34794;2.434;3.120;0.515;676;>10.0;0.05743;1.447
J COMPUT SCI-NETH;1877-7503;324;1.231;1.760;0.180;89;3.1;0.00183;0.657
J HYDROINFORM;1464-7141;919;1.388;1.585;0.319;91;5.4;0.00171;0.366
J MOL GRAPH MODEL;1093-3263;5429;1.722;1.948;0.444;126;>10.0;0.00394;0.475
J MOL MODEL;1610-2940;4463;1.736;1.711;0.189;461;3.8;0.00979;0.374
J NETW COMPUT APPL;1084-8045;1814;2.229;2.223;0.447;244;3.1;0.00574;0.548
J NEW MUSIC RES;0929-8215;294;0.565;0.591;0.200;25;9.6;0.00033;0.165
J ORG COMP ELECT COM;1091-9392;185;0.879;0.855;0.211;19;8.2;0.00022;0.165
J SIMUL;1747-7778;125;0.580;0.869;0.000;29;4.5;0.00042;0.219
J STAT COMPUT SIM;0094-9655;1256;0.635;0.760;0.102;176;8.5;0.00347;0.365
J STAT SOFTW;1548-7660;5407;3.801;8.309;0.533;90;5.3;0.02571;4.720
J VISUAL-JAPAN;1343-8875;283;0.575;0.568;0.088;34;6.7;0.00073;0.215
LANG RESOUR EVAL;1574-020X;208;0.619;0.871;0.034;29;5.3;0.00094;0.402
MATCH-COMMUN MATH CO;0340-6253;1491;1.466;1.357;0.798;109;5.1;0.00518;0.560
MATH COMP MODEL DYN;1387-3954;264;0.492;0.783;0.100;30;6.1;0.00090;0.353
MATH COMPUT MODEL;0895-7177;5751;1.412;1.588;;0;5.6;0.01543;0.504
MATH COMPUT SIMULAT;0378-4754;2490;0.949;1.109;0.303;122;7.0;0.00602;0.452
MED BIOL ENG COMPUT;0140-0118;4278;1.726;2.005;0.378;98;9.5;0.00616;0.594
MED IMAGE ANAL;1361-8415;4058;3.654;4.454;0.647;102;6.5;0.00847;1.316
MOL INFORM;1868-1743;570;1.647;1.886;0.309;68;3.1;0.00230;0.501
NEUROINFORMATICS;1539-2791;786;2.825;3.373;0.441;34;5.8;0.00199;1.063
QUEUEING SYST;0257-0130;1041;0.839;0.832;0.178;45;>10.0;0.00260;0.689
R J;2073-4859;166;1.038;1.455;0.000;31;4.0;0.00167;0.937
ROBOT CIM-INT MANUF;0736-5845;1880;2.305;2.124;0.294;68;5.7;0.00416;0.570
SAR QSAR ENVIRON RES;1062-936X;788;1.596;1.645;0.302;53;6.5;0.00115;0.339
SCIENTOMETRICS;0138-9130;5805;2.183;2.316;0.334;338;6.5;0.00781;0.431
SIMUL MODEL PRACT TH;1569-190X;1322;1.383;1.421;0.294;119;4.7;0.00330;0.357
SIMUL-T SOC MOD SIM;0037-5497;911;0.818;0.813;0.125;80;>10.0;0.00107;0.201
SOC SCI COMPUT REV;0894-4393;846;1.364;1.889;0.140;50;7.4;0.00249;0.825
SOFT COMPUT;1432-7643;1978;1.271;1.635;0.285;186;4.8;0.00478;0.413
SPEECH COMMUN;0167-6393;2605;1.256;1.786;0.500;80;>10.0;0.00335;0.507
STRUCT MULTIDISCIP O;1615-147X;3379;1.974;2.321;0.219;151;6.2;0.00987;0.890
VIRTUAL REAL-LONDON;1359-4338;250;0.667;0.983;0.190;21;6.8;0.00060;0.323;

