Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
CLIN EXP PHARMACOL P;1440-1681;4902;2.372;2.140;0.362;130;7.9;0.00703;0.584
CLIN J SPORT MED;1050-642X;2944;2.268;2.331;0.679;84;8.3;0.00479;0.762
CLIN PHYSIOL FUNCT I;1475-0961;1723;1.438;1.457;0.318;66;>10.0;0.00241;0.420
COMP BIOCHEM PHYS A;1095-6433;8876;1.966;2.258;0.508;122;>10.0;0.01017;0.657
COMPR PHYSIOL;2040-4603;936;4.739;4.023;0.588;51;2.4;0.00555;1.581
CRYOBIOLOGY;0011-2240;3677;1.587;2.047;0.353;136;>10.0;0.00361;0.462
CRYOLETTERS;0143-2044;1146;1.140;1.258;0.074;68;10.0;0.00091;0.217
EUR J APPL PHYSIOL;1439-6319;12927;2.187;2.633;0.389;244;8.8;0.01962;0.719
EXERC SPORT SCI REV;0091-6331;2532;4.259;5.444;1.000;24;9.7;0.00395;1.841
EXP PHYSIOL;0958-0670;4569;2.669;3.103;1.138;152;6.5;0.00990;1.006
FISH PHYSIOL BIOCHEM;0920-1742;2692;1.622;1.791;0.307;163;8.9;0.00448;0.477
FRONT PHYSIOL;1664-042X;3574;3.534;3.461;0.749;474;2.2;0.01530;1.038
GEN PHYSIOL BIOPHYS;0231-5882;809;1.173;1.269;0.200;45;5.9;0.00165;0.325
HYPERTENS PREGNANCY;1064-1955;832;1.407;1.326;0.298;47;8.1;0.00157;0.435
INT J BEHAV NUTR PHY;1479-5868;4829;4.111;5.596;0.545;156;4.2;0.01682;1.745
INT J BIOMETEOROL;0020-7128;3134;3.246;3.074;0.349;192;7.4;0.00500;0.804
INT J PSYCHOPHYSIOL;0167-8760;6171;2.882;2.923;0.496;135;7.9;0.01129;0.910
INT J SPORT PHYSIOL;1555-0265;1470;2.662;3.467;0.649;148;4.0;0.00360;0.785
J APPL PHYSIOL;8750-7587;42134;3.056;3.773;0.690;336;>10.0;0.03907;1.150
J BIOL REG HOMEOS AG;0393-974X;828;2.040;1.842;0.164;67;3.5;0.00220;0.445
J BIOL RHYTHM;0748-7304;2617;2.774;3.374;0.444;36;9.7;0.00426;1.181
J CELL PHYSIOL;0021-9541;17272;3.839;3.751;1.224;228;7.3;0.03069;1.088
J COMP PHYSIOL A;0340-7594;5251;2.036;2.103;0.790;81;>10.0;0.00530;0.732
J COMP PHYSIOL B;0174-1578;3263;2.619;2.265;0.329;82;8.9;0.00530;0.696
J ELECTROMYOGR KINES;1050-6411;4073;1.647;2.145;0.152;132;7.2;0.00748;0.612
J EVOL BIOCHEM PHYS+;0022-0930;278;0.371;0.357;0.053;57;6.8;0.00034;0.066
J GEN PHYSIOL;0022-1295;8095;4.788;4.417;1.530;83;>10.0;0.01159;1.901
J INSECT PHYSIOL;0022-1910;7919;2.470;2.577;0.284;155;>10.0;0.01104;0.719
J MAMMARY GLAND BIOL;1083-3021;2267;4.526;6.077;0.684;19;7.7;0.00433;1.905
J MEMBRANE BIOL;0022-2631;4646;2.457;2.407;1.447;114;>10.0;0.00515;0.726
J MUSCULOSKEL NEURON;1108-7161;1308;1.744;2.506;0.135;52;7.8;0.00204;0.723
J NEUROPHYSIOL;0022-3077;42912;2.887;3.313;0.492;498;>10.0;0.06171;1.341
J PHYSIOL ANTHROPOL;1880-6805;382;1.268;;0.162;37;6.0;0.00071;
J PHYSIOL BIOCHEM;1138-7548;887;1.969;2.039;0.305;95;3.7;0.00241;0.493
J PHYSIOL PHARMACOL;0867-5910;3130;2.386;2.572;0.222;90;6.4;0.00427;0.496
J PHYSIOL SCI;1880-6546;643;1.899;1.637;0.333;48;4.3;0.00171;0.402
J PHYSIOL-LONDON;0022-3751;48946;5.037;5.113;1.462;346;>10.0;0.05926;1.860
J PHYSIOL-PARIS;0928-4257;1636;1.899;1.646;0.364;33;>10.0;0.00173;0.611
J PINEAL RES;0742-3098;6906;9.600;7.227;1.862;87;5.9;0.00816;1.120
J VASC RES;1018-1172;1671;2.901;2.655;0.189;37;8.0;0.00299;0.756
KIDNEY BLOOD PRESS R;1420-4096;1067;2.123;1.774;0.254;71;3.7;0.00262;0.433
KLIN NEUROPHYSIOL;1434-0275;23;0.115;0.122;0.038;26;;0.00006;0.030
KOREAN J PHYSIOL PHA;1226-4512;542;1.378;1.324;0.319;72;3.6;0.00147;0.272
LYMPHAT RES BIOL;1539-6851;537;1.709;;0.382;34;5.7;0.00114;
LYMPHOLOGY;0024-7766;548;1.450;1.567;0.071;14;9.7;0.00073;0.441
NEUROPHYSIOL CLIN;0987-7053;877;1.238;1.679;0.196;46;8.2;0.00118;0.569
NEUROPHYSIOLOGY+;0090-2977;152;0.195;0.210;0.049;81;7.7;0.00015;0.030
PEDIATR EXERC SCI;0899-8493;1398;1.452;2.085;0.740;50;8.2;0.00228;0.644
PESTIC BIOCHEM PHYS;0048-3575;3301;2.014;2.387;0.194;98;7.7;0.00463;0.545
PFLUG ARCH EUR J PHY;0031-6768;9672;4.101;4.136;1.068;190;9.2;0.01581;1.336
PHYSIOL BIOCHEM ZOOL;1522-2152;2629;2.398;2.480;0.532;77;8.3;0.00500;0.889
PHYSIOL GENOMICS;1094-8341;4444;2.374;2.757;0.468;77;7.3;0.00758;0.831
PHYSIOL MEAS;0967-3334;3524;1.808;1.895;0.438;185;7.2;0.00584;0.530
PHYSIOL RES;0862-8408;2544;1.293;1.690;0.302;129;6.9;0.00382;0.403
PHYSIOL REV;0031-9333;24528;27.324;35.337;4.935;31;>10.0;0.03827;13.773
PHYSIOLOGY;1548-9213;2691;4.857;7.575;2.125;40;6.2;0.00739;2.908
PSYCHOPHYSIOLOGY;0048-5772;11284;2.986;3.696;0.917;144;>10.0;0.01428;1.217
Q J EXP PSYCHOL;1747-0218;4280;2.127;2.449;0.651;149;6.2;0.01221;0.972
REGUL PEPTIDES;0167-0115;4033;1.833;1.875;0.558;43;9.5;0.00466;0.495
RESP PHYSIOL NEUROBI;1569-9048;6113;1.971;2.185;0.432;183;7.8;0.01038;0.625
REV BRAS MED ESPORTE;1517-8692;404;0.288;0.341;0.000;90;7.8;0.00037;0.056
REV PHYSIOL BIOCH P;0303-4240;779;6.273;5.867;;;>10.0;0.00048;2.026
ZH VYSSH NERV DEYAT+;0044-4677;129;0.110;0.092;0.000;61;>10.0;0.00016;0.029;

