Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
GASTRIC CANCER;1436-3291;2566;3.719;4.692;1.287;94;4.8;0.00506;1.155
GENE CHROMOSOME CANC;1045-2257;5367;4.041;3.894;0.979;95;7.5;0.01134;1.374
GYNECOL ONCOL;0090-8258;19159;3.774;3.843;0.797;408;7.2;0.03307;1.065
HEMATOL ONCOL;0278-0232;751;3.084;2.471;0.571;28;5.0;0.00237;0.866
HEMATOL ONCOL CLIN N;0889-8588;1764;2.295;2.131;0.391;69;6.8;0.00492;0.885
HERED CANCER CLIN PR;1731-2302;170;1.472;1.548;0.048;21;4.8;0.00064;0.550
HORM CANCER-US;1868-8497;363;2.154;;0.067;30;3.5;0.00183;
INDIAN J CANCER;0019-509X;586;0.802;;0.039;76;5.2;0.00121;
INFECT AGENTS CANCER;1750-9378;457;2.358;;0.333;42;3.6;0.00174;
INT J BIOL MARKER;0393-6155;753;1.371;1.476;0.543;35;6.9;0.00100;0.297
INT J CANCER;0020-7136;47838;5.085;5.720;1.695;593;7.2;0.08885;1.694
INT J CLIN EXP PATHO;1936-2625;1821;1.891;2.001;0.180;1074;2.2;0.00551;0.458
INT J CLIN ONCOL;1341-9625;1716;2.128;1.745;0.349;152;4.6;0.00453;0.501
INT J GYNECOL CANCER;1048-891X;5033;1.958;1.982;0.439;255;5.7;0.01143;0.551
INT J HYPERTHER;0265-6736;2247;2.645;2.469;0.357;70;6.8;0.00408;0.658
INT J ONCOL;1019-6439;11495;3.025;2.849;0.567;517;5.7;0.02204;0.687
INT J RADIAT ONCOL;0360-3016;39876;4.258;4.359;1.148;427;7.6;0.07684;1.389
INTEGR CANCER THER;1534-7354;1005;2.361;2.469;0.315;54;5.8;0.00200;0.602
INVEST NEW DRUG;0167-6997;3530;2.919;2.742;0.694;144;3.7;0.00925;0.711
J BONE ONCOL;2212-1366;48;1.205;1.205;0.067;15;;0.00020;0.317
J BREAST CANCER;1738-6756;396;1.576;1.167;0.155;58;2.8;0.00161;0.321
J BUON;1107-0625;595;0.741;0.686;0.204;162;3.6;0.00150;0.148
J CANCER;1837-9664;781;3.271;3.048;0.843;89;2.2;0.00286;0.795
J CANCER EDUC;0885-8195;1056;1.230;1.191;0.222;108;4.7;0.00353;0.425
J CANCER RES CLIN;0171-5216;5946;3.081;2.943;0.647;224;5.3;0.01226;0.720
J CANCER RES THER;0973-1482;737;0.791;0.957;0.054;240;3.9;0.00227;0.234
J CANCER SURVIV;1932-2259;1054;3.303;3.778;0.230;74;3.9;0.00516;1.470
J CHEMOTHERAPY;1120-009X;1167;1.604;1.192;0.261;69;7.8;0.00183;0.326
J CLIN ONCOL;0732-183X;133258;18.443;16.971;5.496;464;6.4;0.34681;6.158
J CONTEMP BRACHYTHER;1689-832X;142;1.284;;0.228;57;2.3;0.00032;
J ENVIRON SCI HEAL C;1059-0501;564;3.560;4.935;0.500;14;5.8;0.00107;1.082
J EXP CLIN CANC RES;1756-9966;3370;4.429;3.731;0.748;107;4.3;0.00817;0.792
J GERIATR ONCOL;1879-4068;266;1.859;1.640;0.327;55;2.2;0.00200;0.841
J GYNECOL ONCOL;2005-0380;511;2.494;1.880;0.864;44;3.0;0.00173;0.484
J HEMATOL ONCOL;1756-8722;1475;4.812;4.417;0.784;88;2.7;0.00552;1.132
J IMMUNOTHER;1524-9557;2767;4.008;3.478;0.673;52;6.0;0.00630;1.014
J MAMMARY GLAND BIOL;1083-3021;2267;4.526;6.077;0.684;19;7.7;0.00433;1.905
J NATL COMPR CANC NE;1540-1405;2805;4.178;4.710;0.400;155;3.9;0.01585;2.071
J NEURO-ONCOL;0167-594X;8579;3.070;3.104;0.627;314;5.5;0.02092;0.905
J PATHOL;0022-3417;15629;7.429;6.941;1.791;148;7.7;0.03163;2.400
J PEDIAT HEMATOL ONC;1077-4114;3003;0.902;1.070;0.249;237;7.3;0.00612;0.355
J PEDIATR ONCOL NURS;1043-4542;655;0.903;1.408;0.182;33;7.4;0.00119;0.429
J SURG ONCOL;0022-4790;8261;3.244;3.088;0.519;293;6.1;0.01817;0.897
J THORAC ONCOL;1556-0864;8883;5.282;4.852;0.957;258;3.8;0.03523;1.597
JNCI-J NATL CANCER I;0027-8874;36458;12.583;13.584;2.173;173;>10.0;0.06275;5.811
JPN J CLIN ONCOL;0368-2811;3770;2.016;2.036;0.247;194;6.0;0.00803;0.562
LANCET ONCOL;1470-2045;24861;24.690;26.239;6.243;169;4.2;0.10174;10.011
LEUKEMIA;0887-6924;20905;10.431;9.158;4.226;212;5.9;0.05738;3.425
LEUKEMIA LYMPHOMA;1042-8194;7153;2.891;2.624;0.997;321;5.7;0.01829;0.892
LEUKEMIA RES;0145-2126;5791;2.351;2.419;0.579;209;5.6;0.01534;0.769
LUNG CANCER;0169-5002;9003;3.958;3.684;0.786;252;5.4;0.02150;1.038
MED DOSIM;0958-3947;568;0.760;0.833;0.079;63;6.5;0.00131;0.265
MED ONCOL;1357-0560;4475;2.634;2.366;0.432;509;2.7;0.01369;0.545
MELANOMA RES;0960-8931;1929;2.282;2.145;0.280;82;8.2;0.00328;0.638
MOL CANCER;1476-4598;6350;4.257;5.220;0.758;256;4.5;0.01969;1.443
MOL CANCER RES;1541-7786;6733;4.380;4.860;1.019;162;5.4;0.01917;1.568
MOL CANCER THER;1535-7163;16563;5.683;5.895;1.151;279;5.8;0.03995;1.796
MOL CARCINOGEN;0899-1987;4318;4.808;4.180;1.000;118;5.4;0.00930;1.088
MOL MED REP;1791-2997;2902;1.554;1.494;0.279;888;2.4;0.00863;0.321
MOL ONCOL;1574-7891;2075;5.331;5.669;1.289;135;3.2;0.00834;1.930
NAT REV CANCER;1474-175X;39868;37.400;44.335;4.377;61;7.4;0.10009;18.217
NAT REV CLIN ONCOL;1759-4774;4462;14.180;14.916;3.827;52;3.4;0.02520;5.569
NEOPLASIA;1522-8002;6144;4.252;4.921;0.602;98;6.1;0.01489;1.568
NEOPLASMA;0028-2685;1408;1.865;1.652;0.467;90;5.6;0.00265;0.388
NEURO-ONCOLOGY;1522-8517;6048;6.776;6.604;1.622;172;3.7;0.02165;2.085
NUTR CANCER;0163-5581;4539;2.322;2.693;0.486;148;8.1;0.00691;0.662
ONCOGENE;0950-9232;64071;8.459;7.632;1.963;572;8.4;0.10362;2.627
ONCOGENESIS;2157-9024;363;3.952;3.952;0.638;47;1.7;0.00183;1.392
ONCOIMMUNOLOGY;2162-4011;2080;6.266;6.269;1.525;80;1.9;0.00694;1.400
ONCOL LETT;1792-1074;2504;1.554;1.409;0.207;952;2.0;0.00809;0.312
ONCOL NURS FORUM;0190-535X;2655;2.788;3.080;0.403;62;8.6;0.00400;0.920
ONCOL REP;1021-335X;10566;2.301;2.330;0.508;725;4.7;0.02242;0.539
ONCOL RES;0965-0407;959;1.059;1.296;1.429;14;8.8;0.00122;0.300
ONCOL RES TREAT;2296-5270;11;;;0.126;87;;0.00000;
ONCOLOGIE;1292-3818;87;0.057;0.080;0.312;93;;0.00009;0.014
ONCOLOGIST;1083-7159;8617;4.865;4.857;0.940;149;6.0;0.02439;1.786
ONCOLOGY-BASEL;0030-2414;4098;2.422;2.578;0.323;99;7.8;0.00685;0.708
ONCOLOGY-NY;0890-9091;1967;2.322;2.196;1.458;59;9.1;0.00392;0.878
ONCOTARGET;1949-2553;3908;6.359;6.368;0.572;979;2.4;0.01434;1.724
ONCOTARGETS THER;1178-6930;737;2.311;2.088;0.261;241;1.7;0.00270;0.534
ONKOLOGE;0947-8965;103;0.136;0.115;0.037;109;4.9;0.00014;0.016
ONKOLOGIE;0378-584X;1023;0.863;0.953;;0;5.8;0.00236;0.267
ORAL ONCOL;1368-8375;6441;3.607;3.692;0.886;166;5.7;0.01433;0.990
PATHOL ONCOL RES;1219-4956;1528;1.855;1.674;0.452;124;4.2;0.00370;0.410
PEDIATR BLOOD CANCER;1545-5009;7020;2.386;2.224;0.562;443;4.6;0.02439;0.799
PEDIATR HEMAT ONCOL;0888-0018;1047;1.096;1.108;0.237;80;7.3;0.00224;0.363
PHOTODIAGN PHOTODYN;1572-1000;952;2.014;2.308;0.228;79;4.7;0.00182;0.478
PIGM CELL MELANOMA R;1755-1471;3873;4.619;5.055;0.736;91;6.4;0.00891;1.612
PROG TUMOR RES;0079-6263;3;;;0.375;8;;0.00000;
PROSTATE CANCER P D;1365-7852;1510;3.425;3.003;0.800;55;4.8;0.00457;0.999
PSYCHO-ONCOLOGIE;1778-3798;55;0.134;0.216;0.132;38;;0.00011;0.040
PSYCHO-ONCOLOGY;1057-9249;6751;2.443;3.285;0.480;175;6.2;0.01604;1.046
RADIAT ONCOL;1748-717X;2889;2.546;2.749;0.416;269;3.0;0.01196;0.844
RADIOL ONCOL;1318-2099;429;1.912;1.419;0.357;56;3.0;0.00124;0.344
RADIOTHER ONCOL;0167-8140;12939;4.363;4.502;0.963;300;5.8;0.03164;1.382
RECENT PAT ANTI-CANC;1574-8928;547;4.295;2.909;0.727;22;4.4;0.00142;0.741
SEMIN CANCER BIOL;1044-579X;5094;9.330;8.105;3.039;51;6.7;0.01096;2.697
SEMIN ONCOL;0093-7754;4967;3.898;3.678;0.469;81;>10.0;0.00729;1.245
SEMIN RADIAT ONCOL;1053-4296;1924;4.029;4.124;0.351;37;7.9;0.00411;1.530
STEM CELLS;1066-5099;20143;6.523;7.532;1.363;281;6.1;0.04888;2.470
STRAHLENTHER ONKOL;0179-7158;2522;2.914;2.402;0.728;147;4.9;0.00439;0.505
SUPPORT CARE CANCER;0941-4355;6386;2.364;2.651;0.584;361;4.7;0.01787;0.824
SURG ONCOL;0960-7404;1346;3.270;2.795;0.241;29;5.2;0.00363;0.869
SURG ONCOL CLIN N AM;1055-3207;860;1.806;1.419;0.542;48;7.8;0.00169;0.451
TARGET ONCOL;1776-2596;562;4.000;3.531;0.600;40;3.0;0.00244;1.047
TECHNOL CANCER RES T;1533-0346;1398;1.730;1.910;0.594;64;7.0;0.00264;0.555
THER ADV MED ONCOL;1758-8340;367;2.827;;1.042;24;3.1;0.00160;
THORAC CANCER;1759-7706;149;0.898;0.743;0.099;91;1.9;0.00032;0.108
TRANSL ONCOL;1944-7124;944;2.884;3.164;0.237;76;3.3;0.00398;0.915
TUMOR BIOL;1010-4283;4979;3.611;3.404;0.568;1504;1.9;0.01003;0.639
TUMORI;0300-8916;1807;1.269;1.123;0.109;119;7.0;0.00332;0.299
UHOD-ULUSLAR HEMATOL;1306-133X;67;0.282;0.250;0.083;36;;0.00014;0.040
UROL ONCOL-SEMIN ORI;1078-1439;3033;2.768;2.789;0.898;283;3.5;0.00961;0.845
WORLD J SURG ONCOL;1477-7819;2053;1.408;1.489;0.114;394;3.6;0.00555;0.359;

