Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
IEEE PHOTONICS J;1943-0655;1922;2.209;2.210;0.404;255;2.5;0.01050;0.806
IEEE SENS J;1530-437X;6154;1.762;1.901;0.326;534;4.1;0.01837;0.564
IEEE T APPL SUPERCON;1051-8223;6699;1.235;1.001;0.371;579;5.3;0.01307;0.229
IEEE T DEVICE MAT RE;1530-4388;1475;1.890;1.888;0.238;147;6.4;0.00336;0.622
IEEE T DIELECT EL IN;1070-9878;4991;1.278;1.550;0.113;302;7.2;0.00619;0.309
IEEE T ELECTRON DEV;0018-9383;17052;2.472;2.512;0.386;629;7.7;0.03266;0.790
IEEE T MAGN;0018-9464;18845;1.386;1.395;0.169;1351;8.4;0.03242;0.403
IEEE T NANOTECHNOL;1536-125X;2381;1.825;1.882;0.323;161;4.7;0.00725;0.617
IEEE T SEMICONDUCT M;0894-6507;1088;1.000;0.933;0.083;60;9.2;0.00147;0.280
IEEE T THZ SCI TECHN;2156-342X;751;2.177;3.406;0.415;82;2.9;0.00531;1.615
INFRARED PHYS TECHN;1350-4495;1957;1.550;1.492;0.332;214;7.8;0.00237;0.310
INT J APPL ELECTROM;1383-5416;804;0.815;0.690;0.046;259;4.6;0.00129;0.114
INT J MOD PHYS B;0217-9792;2930;0.937;0.519;0.293;290;7.8;0.00620;0.181
INT J SURF SCI ENG;1749-785X;72;0.184;0.340;0.071;28;;0.00022;0.092
INT J THERMOPHYS;0195-928X;3251;0.963;1.018;0.151;192;9.6;0.00456;0.290
INTEGR FERROELECTR;1058-4587;790;0.357;0.407;0.037;189;7.0;0.00140;0.104
J APPL MECH TECH PH+;0021-8944;887;0.351;0.309;0.035;114;>10.0;0.00114;0.118
J APPL PHYS;0021-8979;153583;2.183;2.276;0.452;4260;9.5;0.22991;0.682
J COMPUT ELECTRON;1569-8025;531;1.520;1.441;0.223;112;3.7;0.00181;0.479
J COMPUT THEOR NANOS;1546-1955;2503;1.343;1.066;0.520;369;3.0;0.00373;0.134
J CRYST GROWTH;0022-0248;25749;1.698;1.632;0.363;703;9.9;0.02509;0.401
J DISP TECHNOL;1551-319X;1798;2.241;2.262;0.371;140;4.5;0.00546;0.671
J ELECTROMAGNET WAVE;0920-5071;1417;0.726;0.663;0.179;190;5.0;0.00402;0.211
J ELECTRON MATER;0361-5235;7438;1.798;1.770;0.254;623;5.6;0.01513;0.441
J EXP NANOSCI;1745-8080;453;0.981;1.081;0.208;106;3.9;0.00107;0.219
J INFRARED MILLIM TE;1866-6892;804;1.942;1.298;0.524;82;3.1;0.00412;0.445
J LASER APPL;1042-346X;587;1.798;1.356;0.108;37;8.2;0.00129;0.466
J LASER MICRO NANOEN;1880-0688;356;1.008;0.835;0.226;53;4.4;0.00065;0.150
J LOW TEMP PHYS;0022-2291;3106;1.021;0.925;0.326;298;9.9;0.00686;0.419
J MAGN;1226-1750;137;0.281;0.272;0.085;71;3.7;0.00035;0.068
J MATER CHEM C;2050-7526;5889;4.696;4.701;1.139;1216;1.3;0.01525;1.006
J MATER SCI-MATER EL;0957-4522;4521;1.569;1.456;0.348;798;3.5;0.00757;0.248
J NANO RES-SW;1662-5250;248;0.564;0.568;0.069;58;3.7;0.00076;0.129
J NANOELECTRON OPTOE;1555-130X;248;0.385;0.384;0.181;94;3.5;0.00058;0.085
J NANOSCI NANOTECHNO;1533-4880;13770;1.556;1.234;0.592;1388;3.7;0.02150;0.181
J NONLINEAR OPT PHYS;0218-8635;350;0.640;0.511;0.226;53;7.4;0.00052;0.116
J OPTOELECTRON ADV M;1454-4164;2098;0.429;0.416;0.057;230;7.5;0.00215;0.089
J OVONIC RES;1842-2403;97;0.488;0.626;0.031;32;;0.00024;0.123
J PHOTON ENERGY;1947-7988;197;1.366;1.407;0.206;34;2.9;0.00097;0.452
J PHYS D APPL PHYS;0022-3727;32129;2.721;2.711;0.632;842;7.0;0.06141;0.817
J RES NATL INST STAN;1044-677X;1981;1.125;1.472;0.000;12;>10.0;0.00123;0.630
J SEMICOND TECH SCI;1598-1657;168;0.515;0.427;0.035;85;3.6;0.00065;0.162
J SOC INF DISPLAY;1071-0922;928;0.791;0.825;0.150;40;5.9;0.00242;0.266
J SUPERCOND NOV MAGN;1557-1939;1824;0.909;0.759;0.259;405;2.8;0.00542;0.190
J SYNCHROTRON RADIAT;0909-0495;4613;2.794;2.667;0.915;176;8.9;0.01072;1.060
J VAC SCI TECHNOL A;0734-2101;6984;2.322;1.857;0.371;221;>10.0;0.00891;0.521
J VAC SCI TECHNOL B;1071-1023;9961;1.464;1.188;0.366;284;>10.0;0.01292;0.363
J X-RAY SCI TECHNOL;0895-3996;467;1.398;1.304;0.233;60;4.9;0.00082;0.270
J ZHEJIANG UNIV-SC A;1673-565X;907;0.882;0.799;0.376;85;5.6;0.00188;0.195
JPN J APPL PHYS;0021-4922;27913;1.127;0.949;0.267;1437;9.5;0.02897;0.218
LASER PART BEAMS;0263-0346;1226;1.295;1.315;0.284;81;7.0;0.00212;0.353
LASER PHOTONICS REV;1863-8880;2793;8.008;8.532;1.967;92;3.4;0.01310;3.274
LASER PHYS;1054-660X;2728;1.032;0.910;0.356;331;4.6;0.00688;0.239
LASER PHYS LETT;1612-2011;3138;2.458;2.336;0.782;280;3.3;0.00906;0.600
LOW TEMP PHYS+;1063-777X;1496;0.786;0.741;0.270;159;7.4;0.00279;0.222
MAPAN-J METROL SOC I;0970-3950;160;0.786;0.773;0.176;34;3.9;0.00020;0.081
MAT SCI ENG R;0927-796X;5625;15.500;21.676;6.917;12;10.0;0.00731;6.488
MAT SCI SEMICON PROC;1369-8001;1916;1.955;1.806;0.405;518;2.7;0.00282;0.299
MATER LETT;0167-577X;31144;2.489;2.466;0.538;1887;6.0;0.04472;0.476
METROLOGIA;0026-1394;2756;2.041;1.978;0.664;107;7.7;0.00563;0.661
MICROELECTRON ENG;0167-9317;7537;1.197;1.295;0.310;410;5.8;0.01608;0.348
MICROELECTRON RELIAB;0026-2714;4590;1.433;1.336;0.154;422;5.8;0.00964;0.351
MICROSYST TECHNOL;0946-7076;2075;0.875;0.834;0.227;264;6.0;0.00418;0.227
MOD PHYS LETT B;0217-9849;1409;0.746;0.522;0.183;268;5.1;0.00362;0.150
MODEL SIMUL MATER SC;0965-0393;2987;2.167;2.696;0.468;156;6.2;0.00979;1.186
MRS BULL;0883-7694;6108;5.667;5.418;0.989;93;7.0;0.01501;2.078
NANO;1793-2920;506;1.090;1.227;0.319;113;3.6;0.00127;0.284
NANO ENERGY;2211-2855;2755;10.325;10.355;1.611;221;1.8;0.00826;2.252
NANO LETT;1530-6984;118534;13.592;14.887;2.552;1103;4.9;0.36396;4.889
NANO RES;1998-0124;5222;7.010;8.387;1.374;174;3.9;0.01741;2.133
NANO-MICRO LETT;2311-6706;339;1.975;1.817;0.286;42;3.0;0.00100;0.351
NANOMATER NANOTECHNO;1847-9804;80;0.857;1.129;0.312;32;;0.00019;0.193
NANOPHOTONICS-BERLIN;2192-8606;301;5.686;5.686;0.370;27;2.1;0.00208;2.567
NANOSC MICROSC THERM;1556-7265;216;1.415;1.422;0.500;18;4.5;0.00065;0.452
NANOSCALE;2040-3364;30888;7.394;7.762;1.499;1840;2.2;0.10001;1.740
NANOSCALE RES LETT;1556-276X;7950;2.779;3.008;0.324;669;3.3;0.02502;0.677
NANOSCI NANOTECH LET;1941-4900;868;1.431;1.248;0.124;185;2.5;0.00213;0.198
NANOTECHNOL REV;2191-9089;99;1.273;1.273;0.455;33;;0.00036;0.339
NANOTECHNOLOGY;0957-4484;39246;3.821;3.885;0.678;764;5.5;0.09114;1.041
NAT MATER;1476-1122;64622;36.503;44.046;7.242;153;6.1;0.19755;17.850
NAT PHOTONICS;1749-4885;23499;32.386;33.413;7.208;130;3.9;0.12940;15.035
OPT LASER TECHNOL;0030-3992;3621;1.647;1.540;0.655;313;3.6;0.00882;0.379
OPTO-ELECTRON REV;1230-3402;681;1.667;1.162;0.515;33;6.4;0.00134;0.316
ORG ELECTRON;1566-1199;9341;3.827;3.971;0.793;498;3.5;0.02661;0.919
PHILOS MAG;1478-6435;11044;1.825;1.705;0.456;252;>10.0;0.01535;0.713
PHOTONIC NANOSTRUCT;1569-4410;581;1.474;1.490;0.368;57;3.8;0.00201;0.493
PHYS REV APPL;2331-7019;62;;;0.585;106;;0.00000;
PHYS STATUS SOLIDI A;1862-6300;10701;1.616;1.481;0.385;444;9.5;0.01493;0.420
PHYS STATUS SOLIDI-R;1862-6254;2040;2.142;2.115;0.911;180;3.4;0.00831;0.742
PHYSICA C;0921-4534;5695;0.942;0.720;0.206;238;>10.0;0.01085;0.297
PLASMA CHEM PLASMA P;0272-4324;1829;2.056;1.887;0.455;88;7.7;0.00238;0.460
PLASMA PROCESS POLYM;1612-8850;2799;2.453;2.417;0.397;116;5.1;0.00623;0.568
PROG ELECTROMAGN RES;1559-8985;3254;1.229;1.392;0.367;120;4.3;0.01387;0.530
PROG PHOTOVOLTAICS;1062-7995;7188;7.584;7.624;3.116;129;4.1;0.01685;2.109
QUANT INFR THERM J;1768-6733;110;1.071;0.959;0.067;15;4.4;0.00034;0.297
QUANTUM ELECTRON+;1063-7818;2423;0.897;0.788;0.251;203;9.5;0.00339;0.209
RADIOPHYS QUANT EL+;0033-8443;1000;0.957;1.046;0.131;84;9.2;0.00213;0.387
RECENT PAT NANOTECH;1872-2105;269;2.575;2.144;0.133;15;4.4;0.00069;0.449
REV SCI INSTRUM;0034-6748;26103;1.614;1.618;0.319;1528;9.2;0.04682;0.586
ROM J INF SCI TECH;1453-8245;105;0.304;0.317;0.000;8;6.7;0.00022;0.099
SCI ADV MATER;1947-2935;1710;2.598;2.436;0.503;382;2.0;0.00367;0.375
SMALL;1613-6810;26638;8.368;8.646;1.704;581;4.3;0.07671;2.254
SOL ENERG MAT SOL C;0927-0248;25351;5.337;5.755;1.042;524;5.6;0.04651;1.288
SOLID STATE ELECTRON;0038-1101;6757;1.504;1.481;0.313;182;>10.0;0.00915;0.439
SOLID STATE TECHNOL;0038-111X;188;0.218;0.195;0.019;52;>10.0;0.00018;0.051
SUPERCOND SCI TECH;0953-2048;5347;2.325;2.045;0.590;229;5.6;0.01718;0.812
SURF COAT TECH;0257-8972;30002;1.998;2.374;0.307;858;8.2;0.03477;0.517
TECH PHYS LETT+;1063-7850;1883;0.574;0.510;0.149;322;6.8;0.00418;0.165
TECH PHYS+;1063-7842;2251;0.524;0.496;0.152;322;>10.0;0.00367;0.153
THIN SOLID FILMS;0040-6090;43623;1.759;1.922;0.383;1211;8.5;0.05315;0.456
TOP APPL PHYS;0303-4216;1073;0.698;0.603;0.333;9;>10.0;0.00076;0.275
VACUUM;0042-207X;5879;1.858;1.647;0.673;413;6.9;0.00850;0.381;

