Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
DIABETES-METAB RES;1520-7560;3838;3.553;3.416;0.800;90;6.5;0.00817;1.054
DIABETIC MED;0742-3071;10519;3.115;3.340;0.496;228;8.0;0.01995;1.108
DIABETOL METAB SYNDR;1758-5996;626;2.173;2.192;0.312;138;2.9;0.00230;0.544
DIABETOL STOFFWECHS;1861-9002;50;0.333;0.242;0.042;24;;0.00014;0.049
DIABETOLOGE;1860-9716;36;0.171;0.127;0.016;61;;0.00005;0.013
DIABETOLOGIA;0012-186X;26260;6.671;6.489;1.520;273;7.9;0.05526;2.303
DOMEST ANIM ENDOCRIN;0739-7240;1888;2.171;2.150;0.283;53;8.8;0.00244;0.577
ENDOCR J;0918-8959;3226;1.997;2.192;0.383;141;6.2;0.00641;0.591
ENDOCR PATHOL;1046-3976;809;1.757;1.702;0.464;56;7.2;0.00129;0.427
ENDOCR PRACT;1530-891X;2756;2.811;2.755;0.376;197;4.6;0.00858;0.888
ENDOCR RES;0743-5800;590;1.278;1.302;0.273;33;>10.0;0.00063;0.372
ENDOCR REV;0163-769X;13143;21.059;22.052;2.375;24;>10.0;0.01611;7.574
ENDOCR-RELAT CANCER;1351-0088;5382;4.805;5.217;1.078;128;5.9;0.01267;1.602
ENDOCRIN METAB CLIN;0889-8529;2355;3.404;3.313;0.667;48;8.3;0.00416;1.124
ENDOCRINE;1355-008X;3687;3.878;2.842;0.749;251;4.4;0.00767;0.676
ENDOCRINOLOGY;0013-7227;45093;4.503;4.622;0.927;437;9.9;0.06062;1.447
ENDOKRYNOL POL;0423-104X;506;0.993;1.019;0.186;70;3.9;0.00121;0.202
EUR J ENDOCRINOL;0804-4643;11140;4.069;3.936;0.732;231;6.6;0.02369;1.194
EXP CLIN ENDOCR DIAB;0947-7349;2221;1.555;1.504;0.206;97;7.6;0.00358;0.391
EXP DIABETES RES;1687-5214;1258;4.325;3.908;;0;2.9;0.00465;1.078
FREE RADICAL BIO MED;0891-5849;33783;5.736;5.855;1.147;373;8.4;0.04814;1.500
FRONT HORM RES;0301-3073;319;3.304;2.000;0.269;26;6.0;0.00071;0.597
FRONT NEUROENDOCRIN;0091-3022;3146;7.037;9.656;2.556;36;5.9;0.00801;3.212
GEN COMP ENDOCR;0016-6480;9854;2.470;2.840;0.561;264;7.3;0.01574;0.719
GROWTH FACTORS;0897-7194;1424;3.386;2.958;0.115;26;8.4;0.00233;0.874
GROWTH HORM IGF RES;1096-6374;1312;1.407;1.836;0.261;46;7.3;0.00237;0.543
GYNECOL ENDOCRINOL;0951-3590;2359;1.333;1.372;0.307;215;5.1;0.00528;0.351
HORM BEHAV;0018-506X;9250;4.632;4.441;0.610;146;7.1;0.01935;1.419
HORM CANCER-US;1868-8497;363;2.154;;0.067;30;3.5;0.00183;
HORM METAB RES;0018-5043;3994;2.121;1.994;0.503;149;7.4;0.00697;0.558
HORM RES PAEDIAT;1663-2818;845;1.573;1.595;0.217;115;3.2;0.00404;0.503
HORM-INT J ENDOCRINO;1109-3099;630;1.198;1.853;0.098;61;4.9;0.00181;0.510
INT J DIABETES DEV C;0973-3930;182;0.343;0.643;0.057;35;5.5;0.00041;0.153
INT J ENDOCRINOL;1687-8337;970;1.948;2.043;0.296;223;2.1;0.00392;0.564
INT J OBESITY;0307-0565;19644;5.004;5.283;1.113;231;8.6;0.03133;1.825
ISLETS;1938-2014;452;1.487;1.870;0.222;18;4.1;0.00244;0.646
J BIOL REG HOMEOS AG;0393-974X;828;2.040;1.842;0.164;67;3.5;0.00220;0.445
J BONE MINER METAB;0914-8779;2179;2.460;2.349;0.459;85;6.0;0.00501;0.706
J BONE MINER RES;0884-0431;25097;6.832;7.015;1.866;268;8.2;0.04671;2.263
J CEREBR BLOOD F MET;0271-678X;15903;5.407;5.455;0.974;232;8.0;0.02926;1.785
J CLIN DENSITOM;1094-6950;1310;2.027;1.848;0.806;62;6.1;0.00289;0.565
J CLIN ENDOCR METAB;0021-972X;72536;6.209;6.544;1.022;882;8.8;0.12034;2.061
J CLIN RES PEDIATR E;1308-5727;338;1.538;;0.062;48;3.0;0.00140;
J DIABETES;1753-0393;534;1.932;2.381;0.710;62;3.3;0.00220;0.686
J DIABETES COMPLICAT;1056-8727;2318;3.005;2.684;0.584;137;6.3;0.00435;0.704
J DIABETES INVEST;2040-1116;502;1.825;1.756;0.237;93;2.6;0.00182;0.424
J DIABETES RES;2314-6745;301;2.164;2.164;0.167;132;1.5;0.00109;0.538
J ENDOCRINOL;0022-0795;10380;3.718;3.896;0.933;178;9.8;0.01267;1.148
J ENDOCRINOL INVEST;1720-8386;3944;1.448;1.684;0.367;139;8.2;0.00613;0.451
J INHERIT METAB DIS;0141-8955;4314;3.365;2.686;0.950;100;7.0;0.00962;0.907
J MAMMARY GLAND BIOL;1083-3021;2267;4.526;6.077;0.684;19;7.7;0.00433;1.905
J MOL ENDOCRINOL;0952-5041;3375;3.081;3.439;0.726;106;8.2;0.00607;1.105
J NEUROENDOCRINOL;0953-8194;5548;3.138;3.148;1.037;81;6.9;0.01032;0.974
J PEDIATR ENDOCR MET;0334-018X;2155;0.995;0.917;0.242;198;7.8;0.00358;0.255
J PINEAL RES;0742-3098;6906;9.600;7.227;1.862;87;5.9;0.00816;1.120
J STEROID BIOCHEM;0960-0760;8602;3.628;3.512;0.755;212;9.1;0.01269;0.977
J TRACE ELEM MED BIO;0946-672X;1574;2.371;2.323;0.682;85;7.2;0.00224;0.542
LANCET DIABETES ENDO;2213-8587;710;9.185;9.185;5.882;76;0.8;0.00164;3.814
MAGNESIUM RES;0953-1424;537;0.766;1.569;0.143;14;7.7;0.00079;0.406
METAB BRAIN DIS;0885-7490;1622;2.638;2.760;0.727;110;5.4;0.00347;0.710
METABOLISM;0026-0495;11256;3.894;3.069;1.174;172;9.3;0.01540;0.831
METABOLOMICS;1573-3882;2217;3.855;3.995;0.694;108;3.5;0.00662;1.074
MINERVA ENDOCRINOL;0391-1977;329;1.464;1.166;0.000;31;5.4;0.00078;0.327
MOL CELL ENDOCRINOL;0303-7207;12922;4.405;4.105;1.153;287;5.7;0.03148;1.251
MOL ENDOCRINOL;0888-8809;13685;4.022;4.453;0.719;153;9.1;0.02063;1.514
NAT REV ENDOCRINOL;1759-5029;3661;13.281;12.409;3.436;55;3.1;0.01964;4.433
NEUROENDOCRINOL LETT;0172-780X;1786;0.799;1.004;0.082;110;6.4;0.00291;0.228
NEUROENDOCRINOLOGY;0028-3835;4204;4.373;3.615;0.260;50;>10.0;0.00582;1.068
NEUROIMMUNOMODULAT;1021-7401;1302;1.882;2.274;0.786;42;6.6;0.00238;0.641
NEUROPEPTIDES;0143-4179;1730;2.644;2.226;0.298;47;8.7;0.00243;0.567
NUTR CLIN METAB;0985-0562;68;0.292;0.303;0.047;43;;0.00008;0.035
NUTR DIABETES;2044-4052;268;2.654;2.460;0.457;46;2.3;0.00121;0.764
NUTR METAB CARDIOVAS;0939-4753;3849;3.323;3.686;0.687;179;4.4;0.01064;1.016
OBES RES CLIN PRACT;1871-403X;277;1.177;1.049;0.279;68;3.1;0.00091;0.282
OBES REV;1467-7881;7580;7.995;8.532;2.010;105;4.7;0.02338;2.870
OBESITY;1930-7381;13746;3.734;4.377;0.824;376;5.1;0.04255;1.445
OBESITY FACTS;1662-4025;813;2.245;2.234;0.205;44;3.6;0.00329;0.656
OSTEOPOROSIS INT;0937-941X;13679;4.169;4.242;0.840;306;6.6;0.02904;1.284
PEDIATR DIABETES;1399-543X;2189;2.569;2.714;0.716;95;5.3;0.00760;0.985
PITUITARY;1386-341X;1518;3.201;2.707;0.558;77;4.5;0.00398;0.773
PRIM CARE DIABETES;1751-9918;326;1.325;;0.383;47;3.8;0.00131;
PROSTAG LEUKOTR ESS;0952-3278;3396;2.346;2.895;0.508;63;8.6;0.00520;0.819
PROSTATE;0270-4137;7447;3.565;3.474;0.752;161;6.8;0.01371;0.945
PSYCHONEUROENDOCRINO;0306-4530;11843;4.944;5.659;0.927;259;5.9;0.02734;1.686
REGUL PEPTIDES;0167-0115;4033;1.833;1.875;0.558;43;9.5;0.00466;0.495
REPROD BIOL ENDOCRIN;1477-7827;2929;2.226;2.494;0.307;127;5.2;0.00776;0.698
REV ENDOCR METAB DIS;1389-9155;1433;4.892;4.435;1.033;30;6.0;0.00318;1.299
STEROIDS;0039-128X;5282;2.639;2.696;0.576;170;6.5;0.00934;0.670
STRESS;1025-3890;1877;2.715;3.050;0.509;57;5.6;0.00423;0.841
THYROID;1050-7256;8834;4.493;5.282;1.010;196;5.8;0.02011;1.478
TRACE ELEM ELECTROLY;0946-2104;215;0.299;0.351;0.067;30;>10.0;0.00014;0.052
TRENDS ENDOCRIN MET;1043-2760;6457;9.392;9.174;2.235;68;5.6;0.01929;3.356
VITAM HORM;0083-6729;1470;2.039;2.395;0.438;48;6.7;0.00295;0.712;

