Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J HAND SURG-AM;0363-5023;9642;1.667;1.855;0.250;312;>10.0;0.01317;0.565
J HAND SURG-EUR VOL;1753-1934;4095;2.037;1.900;0.705;112;>10.0;0.00493;0.597
J HAND THER;0894-1130;1047;2.000;2.061;0.250;36;9.6;0.00164;0.629
J KNEE SURG;1538-8506;755;1.442;;0.354;65;5.6;0.00215;
J ORTHOP RES;0736-0266;12897;2.986;3.221;0.483;242;8.9;0.02037;0.970
J ORTHOP SCI;0949-2658;1960;0.941;1.184;0.166;151;7.5;0.00371;0.365
J ORTHOP SPORT PHYS;0190-6011;4579;3.011;3.627;0.453;95;8.2;0.00766;1.125
J ORTHOP SURG RES;1749-799X;596;1.386;;0.202;129;4.1;0.00226;
J ORTHOP SURG-HONG K;1022-5536;762;0.701;;0.109;92;6.5;0.00163;
J ORTHOP TRAUMA;0890-5339;5797;1.803;2.192;0.276;214;8.5;0.00897;0.684
J PEDIATR ORTHOP B;1060-152X;987;0.594;0.607;0.158;95;9.0;0.00178;0.227
J PEDIATR ORTHOPED;0271-6798;5163;1.474;1.604;0.203;148;>10.0;0.00761;0.577
J PHYSIOTHER;1836-9553;326;3.708;3.337;0.083;24;2.8;0.00174;1.153
J PLAST SURG HAND SU;2000-656X;201;0.695;0.560;0.177;96;2.2;0.00099;0.191
J SHOULDER ELB SURG;1058-2746;7578;2.289;2.740;0.323;300;7.1;0.01511;0.842
J SPINAL DISORD TECH;1536-0652;3653;2.202;2.037;0.276;105;9.1;0.00633;0.746
KNEE;0968-0160;2815;1.936;2.174;0.358;254;6.1;0.00634;0.670
KNEE SURG SPORT TR A;0942-2056;7933;3.053;2.996;0.641;418;4.5;0.02113;0.840
OPER ORTHOP TRAUMATO;0934-6694;336;0.719;0.692;0.186;43;5.8;0.00076;0.198
ORTHOP CLIN N AM;0030-5898;2442;1.252;1.859;0.128;47;>10.0;0.00269;0.643
ORTHOP NURS;0744-6020;404;0.561;0.706;0.152;33;9.0;0.00075;0.265
ORTHOP TRAUMATOL-SUR;1877-0568;1129;1.256;1.427;0.118;228;3.5;0.00538;0.444
ORTHOPADE;0085-4530;1088;0.359;0.466;0.082;122;9.6;0.00107;0.117
ORTHOPEDICS;0147-7447;3805;0.962;1.234;0.076;238;6.7;0.00907;0.423
OSTEOARTHR CARTILAGE;1063-4584;10443;4.165;4.692;0.730;230;6.2;0.02219;1.339
PHYS THER;0031-9023;9190;2.526;3.786;0.581;136;>10.0;0.01185;1.202
PHYSICIAN SPORTSMED;0091-3847;788;1.085;1.397;0.073;55;6.4;0.00204;0.463
PROSTHET ORTHOT INT;0309-3646;1102;1.041;1.309;0.226;62;9.8;0.00155;0.382
SKELETAL RADIOL;0364-2348;4136;1.510;1.661;0.262;229;8.5;0.00777;0.553
SPINE;0362-2436;37177;2.297;2.834;0.312;504;>10.0;0.04161;0.886
SPINE J;1529-9430;4728;2.426;3.093;0.478;362;5.5;0.01374;1.105
SPORTVERLETZ SPORTSC;0932-0555;175;0.333;0.530;0.034;29;>10.0;0.00020;0.109
Z ORTHOP UNFALLCHIR;1864-6697;289;0.494;0.490;0.045;67;4.5;0.00087;0.130;

