Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J MECH PHYS SOLIDS;0022-5096;13081;3.598;4.169;0.984;192;>10.0;0.01819;1.810
J NANOSCI NANOTECHNO;1533-4880;13770;1.556;1.234;0.592;1388;3.7;0.02150;0.181
J PHYS CHEM SOLIDS;0022-3697;13309;1.853;1.918;0.585;200;>10.0;0.01046;0.456
J PHYS-CONDENS MAT;0953-8984;40979;2.346;2.507;0.727;840;7.7;0.09324;1.004
J SUPERCOND NOV MAGN;1557-1939;1824;0.909;0.759;0.259;405;2.8;0.00542;0.190
LASER PHOTONICS REV;1863-8880;2793;8.008;8.532;1.967;92;3.4;0.01310;3.274
MAT SCI SEMICON PROC;1369-8001;1916;1.955;1.806;0.405;518;2.7;0.00282;0.299
MATER SCI ENG B-ADV;0921-5107;10171;2.169;2.142;0.529;191;8.2;0.01212;0.475
MOD PHYS LETT B;0217-9849;1409;0.746;0.522;0.183;268;5.1;0.00362;0.150
NANO LETT;1530-6984;118534;13.592;14.887;2.552;1103;4.9;0.36396;4.889
NAT MATER;1476-1122;64622;36.503;44.046;7.242;153;6.1;0.19755;17.850
PHASE TRANSIT;0141-1594;1300;0.954;0.953;0.091;110;8.4;0.00208;0.266
PHIL MAG LETT;0950-0839;1861;1.087;1.179;0.188;96;9.8;0.00330;0.472
PHILOS MAG;1478-6435;11044;1.825;1.705;0.456;252;>10.0;0.01535;0.713
PHYS CHEM LIQ;0031-9104;691;0.783;0.620;0.303;66;9.8;0.00064;0.120
PHYS REV B;1098-0121;321692;3.736;3.583;0.930;4793;9.6;0.59802;1.331
PHYS SOLID STATE+;1063-7834;5214;0.821;0.750;0.269;402;>10.0;0.00698;0.217
PHYS STATUS SOLIDI A;1862-6300;10701;1.616;1.481;0.385;444;9.5;0.01493;0.420
PHYS STATUS SOLIDI B;0370-1972;9350;1.469;1.407;0.524;315;8.8;0.01673;0.483
PHYS STATUS SOLIDI-R;1862-6254;2040;2.142;2.115;0.911;180;3.4;0.00831;0.742
PHYSICA B;0921-4526;14863;1.319;1.246;0.340;717;7.6;0.02276;0.309
PHYSICA E;1386-9477;6345;2.000;1.759;0.594;360;5.3;0.01397;0.454
PLASMA PROCESS POLYM;1612-8850;2799;2.453;2.417;0.397;116;5.1;0.00623;0.568
PROG SURF SCI;0079-6816;1876;5.696;6.930;2.143;7;>10.0;0.00269;2.968
RADIAT EFF DEFECT S;1042-0150;1144;0.513;0.508;0.134;112;>10.0;0.00120;0.134
SEMICOND SCI TECH;0268-1242;6466;2.190;1.911;0.423;239;8.3;0.01346;0.669
SEMICONDUCT SEMIMET;0080-8784;438;0.967;1.458;0.000;3;>10.0;0.00042;0.552
SEMICONDUCTORS+;1063-7826;2204;0.739;0.640;0.096;312;7.0;0.00342;0.142
SMALL;1613-6810;26638;8.368;8.646;1.704;581;4.3;0.07671;2.254
SOLID STATE COMMUN;0038-1098;17282;1.897;1.643;0.496;345;>10.0;0.02001;0.540
SOLID STATE ELECTRON;0038-1101;6757;1.504;1.481;0.313;182;>10.0;0.00915;0.439
SOLID STATE IONICS;0167-2738;23635;2.561;2.763;0.322;457;>10.0;0.01518;0.583
SOLID STATE NUCL MAG;0926-2040;1126;2.266;2.195;0.538;26;8.7;0.00211;0.682
SOLID STATE PHYS;0081-1947;1991;3.429;5.050;3.000;4;>10.0;0.00060;1.880
SOLID STATE SCI;1293-2558;5809;1.839;1.991;0.403;196;5.5;0.01116;0.442
SOLID STATE TECHNOL;0038-111X;188;0.218;0.195;0.019;52;>10.0;0.00018;0.051
SUPERCOND SCI TECH;0953-2048;5347;2.325;2.045;0.590;229;5.6;0.01718;0.812
SUPERLATTICE MICROST;0749-6036;3303;2.097;1.885;0.359;401;4.1;0.00646;0.371
SURF REV LETT;0218-625X;657;0.380;0.418;0.088;91;9.6;0.00043;0.070
SURF SCI;0039-6028;22766;1.925;1.835;0.668;232;>10.0;0.01617;0.583
SURF SCI REP;0167-5729;4495;14.765;18.563;0.182;11;>10.0;0.00487;6.385
SYNTHETIC MET;0379-6779;14376;2.252;2.244;0.448;355;>10.0;0.01439;0.437
THIN SOLID FILMS;0040-6090;43623;1.759;1.922;0.383;1211;8.5;0.05315;0.456;

