Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
ELECTROPHORESIS;0173-0835;15760;3.028;2.723;0.526;411;7.9;0.02057;0.585
ENVIRON CHEM;1448-2517;1564;2.509;2.939;0.695;59;5.5;0.00387;0.870
ENVIRON SCI-PROC IMP;2050-7887;619;2.171;2.171;0.455;268;1.4;0.00212;0.586
INSTRUM SCI TECHNOL;1073-9149;241;0.539;0.457;0.189;53;6.5;0.00041;0.116
INT J ANAL CHEM;1687-8760;121;1.000;;0.300;20;3.5;0.00046;
INT J ENVIRON AN CH;0306-7319;1655;1.295;1.218;0.175;114;8.0;0.00213;0.245
J AM SOC MASS SPECTR;1044-0305;8419;2.945;2.959;0.730;233;6.9;0.01661;0.875
J ANAL APPL PYROL;0165-2370;7348;3.564;3.898;0.490;251;6.7;0.01118;0.847
J ANAL ATOM SPECTROM;0267-9477;7797;3.466;3.020;0.774;239;7.3;0.01237;0.738
J ANAL CHEM+;1061-9348;1579;0.479;0.599;0.086;187;7.9;0.00185;0.123
J ANAL METHODS CHEM;2090-8865;121;0.792;0.808;0.174;69;2.0;0.00035;0.171
J ANAL TOXICOL;0146-4760;3249;2.858;2.494;0.359;103;8.6;0.00455;0.620
J AOAC INT;1060-3271;4399;1.120;1.170;0.166;223;9.6;0.00470;0.278
J BIOMOL SCREEN;1087-0571;2851;2.423;2.194;0.779;136;5.8;0.00657;0.665
J CHEMOMETR;0886-9383;3151;1.500;2.165;0.345;84;>10.0;0.00361;0.695
J CHROMATOGR A;0021-9673;63850;4.169;4.298;0.623;1141;7.9;0.07324;0.848
J CHROMATOGR B;1570-0232;21141;2.729;2.846;0.458;533;7.8;0.02714;0.673
J CHROMATOGR SCI;0021-9665;2309;1.363;1.218;0.195;190;8.0;0.00305;0.277
J CULT HERIT;1296-2074;1441;1.568;1.658;0.301;93;6.1;0.00291;0.451
J ELECTROANAL CHEM;1572-6657;23461;2.729;2.790;0.630;405;>10.0;0.01580;0.575
J ENVIRON MONITOR;1464-0325;5276;2.179;2.461;;0;5.5;0.01327;0.712
J FLUORESC;1053-0509;3251;1.927;1.901;0.291;203;5.7;0.00498;0.366
J LABELLED COMPD RAD;0362-4803;1434;1.273;1.093;0.310;113;8.3;0.00202;0.269
J LIQ CHROMATOGR R T;1082-6076;2364;0.606;0.652;0.143;223;9.4;0.00217;0.139
J MASS SPECTROM;1076-5174;5434;2.379;2.649;0.377;138;7.4;0.00982;0.789
J PEPT SCI;1075-2617;1998;1.546;1.705;0.444;108;6.3;0.00368;0.449
J PHARMACEUT BIOMED;0731-7085;16087;2.979;2.867;0.866;514;7.0;0.02095;0.603
J RADIOANAL NUCL CH;0236-5731;5998;1.034;1.024;0.220;732;5.9;0.00877;0.196
J SEP SCI;1615-9306;9932;2.737;2.597;0.584;469;4.8;0.01901;0.518
J THERM ANAL CALORIM;1388-6150;11845;2.042;1.750;0.428;828;5.7;0.01328;0.251
J WATER CHEM TECHNO+;1063-455X;130;0.231;0.296;0.060;50;5.3;0.00022;0.053
JALA-J LAB AUTOM;2211-0682;541;1.879;1.604;0.556;63;3.8;0.00156;0.419
LC GC EUR;1471-6577;388;0.620;0.530;0.516;31;6.0;0.00066;0.123
LC GC N AM;1527-5949;534;0.519;0.361;0.212;118;5.9;0.00096;0.088
MICROCHEM J;0026-265X;4342;2.746;3.051;0.461;178;4.8;0.00864;0.646
MICROCHIM ACTA;0026-3672;5538;3.741;3.198;0.664;217;4.8;0.00868;0.531
PHYTOCHEM ANALYSIS;0958-0344;2252;2.341;2.476;0.529;68;6.9;0.00347;0.555
RAPID COMMUN MASS SP;0951-4198;12855;2.253;2.419;0.440;298;7.5;0.02172;0.701
REV ANAL CHEM;0793-0135;121;1.658;0.920;0.111;18;2.9;0.00034;0.243
SENSOR ACTUAT B-CHEM;0925-4005;41690;4.097;4.286;1.192;1507;5.5;0.05774;0.754
SENSORS-BASEL;1424-8220;12379;2.245;2.474;0.363;1256;3.9;0.03401;0.566
SEP PURIF REV;1542-2119;352;2.824;4.179;3.600;10;5.5;0.00059;0.959
STUD CONSERV;0039-3630;680;0.506;0.561;0.053;132;>10.0;0.00035;0.141
TALANTA;0039-9140;30707;3.545;3.670;0.859;716;5.8;0.05028;0.757
THERMOCHIM ACTA;0040-6031;14066;2.184;2.392;0.411;377;>10.0;0.01517;0.550
TRAC-TREND ANAL CHEM;0165-9936;9058;6.472;6.927;1.084;143;5.7;0.01761;1.683
VIB SPECTROSC;0924-2031;3394;2.003;2.015;0.261;134;7.5;0.00508;0.483;

