Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
IEEE T BROADCAST;0018-9316;1602;1.825;2.108;0.441;68;5.8;0.00362;0.599
IEEE T CIRC SYST VID;1051-8215;5645;2.615;2.670;0.254;173;7.0;0.01320;0.963
IEEE T CIRCUITS-I;1549-8328;8653;2.403;2.634;0.312;324;7.3;0.02715;1.284
IEEE T CIRCUITS-II;1549-7747;4164;1.234;1.546;0.131;198;7.8;0.01104;0.751
IEEE T COMMUN;0090-6778;11357;1.992;1.973;0.212;349;9.7;0.03482;1.055
IEEE T COMP PACK MAN;2156-3950;3816;1.180;1.264;0.157;223;7.5;0.00799;0.429
IEEE T COMPUT;0018-9340;5706;1.659;1.768;0.201;244;>10.0;0.00945;0.790
IEEE T COMPUT AID D;0278-0070;3461;1.003;1.360;0.092;163;8.2;0.00732;0.547
IEEE T CONSUM ELECTR;0098-3063;3372;1.045;1.161;0.175;97;6.5;0.00674;0.325
IEEE T CONTR SYST T;1063-6536;5932;2.474;2.987;0.340;235;7.1;0.01460;1.127
IEEE T DEVICE MAT RE;1530-4388;1475;1.890;1.888;0.238;147;6.4;0.00336;0.622
IEEE T DIELECT EL IN;1070-9878;4991;1.278;1.550;0.113;302;7.2;0.00619;0.309
IEEE T EDUC;0018-9359;969;0.842;1.033;0.129;31;8.3;0.00169;0.296
IEEE T ELECTROMAGN C;0018-9375;2944;1.297;1.499;0.233;202;8.7;0.00508;0.467
IEEE T ELECTRON DEV;0018-9383;17052;2.472;2.512;0.386;629;7.7;0.03266;0.790
IEEE T ENERGY CONVER;0885-8969;6539;2.326;3.392;0.240;104;8.1;0.01055;1.126
IEEE T FUZZY SYST;1063-6706;8581;8.746;7.881;0.993;139;6.7;0.01281;1.660
IEEE T GEOSCI REMOTE;0196-2892;25780;3.514;4.112;0.858;628;8.7;0.03513;1.107
IEEE T IMAGE PROCESS;1057-7149;18836;3.625;4.482;0.438;404;7.7;0.04037;1.583
IEEE T IND APPL;0093-9994;10577;1.756;2.275;0.198;435;>10.0;0.01646;0.819
IEEE T IND ELECTRON;0278-0046;27141;6.498;6.498;1.659;694;4.7;0.06333;1.600
IEEE T INF FOREN SEC;1556-6013;2376;2.408;2.818;0.278;144;3.8;0.00957;0.982
IEEE T INFORM THEORY;0018-9448;30514;2.326;3.002;0.460;511;9.7;0.05797;1.447
IEEE T INSTRUM MEAS;0018-9456;7576;1.790;1.707;0.366;328;6.5;0.01476;0.460
IEEE T INTELL TRANSP;1524-9050;3309;2.377;3.039;0.279;233;4.6;0.00787;0.770
IEEE T KNOWL DATA EN;1041-4347;5561;2.067;2.873;0.363;223;7.4;0.01397;1.160
IEEE T MAGN;0018-9464;18845;1.386;1.395;0.169;1351;8.4;0.03242;0.403
IEEE T MED IMAGING;0278-0062;12720;3.390;4.288;0.435;184;9.8;0.02070;1.437
IEEE T MICROW THEORY;0018-9480;15375;2.243;2.286;0.214;309;9.6;0.03802;1.174
IEEE T NANOTECHNOL;1536-125X;2381;1.825;1.882;0.323;161;4.7;0.00725;0.617
IEEE T NEUR NET LEAR;2162-237X;11936;4.291;4.720;0.637;190;8.6;0.01965;1.378
IEEE T NUCL SCI;0018-9499;10640;1.283;1.378;0.259;499;8.6;0.01689;0.412
IEEE T PARALL DISTR;1045-9219;3931;2.170;2.271;0.312;304;5.3;0.01222;0.859
IEEE T PATTERN ANAL;0162-8828;29822;5.781;7.762;0.705;190;>10.0;0.05103;3.320
IEEE T POWER DELIVER;0885-8977;10791;1.733;2.178;0.208;312;9.0;0.01621;0.655
IEEE T POWER ELECTR;0885-8993;21131;6.008;5.980;0.911;637;4.9;0.04013;1.282
IEEE T POWER SYST;0885-8950;17511;2.814;3.899;0.359;334;8.7;0.02492;1.061
IEEE T RELIAB;0018-9529;3270;1.934;2.186;0.192;73;>10.0;0.00552;0.850
IEEE T SEMICONDUCT M;0894-6507;1088;1.000;0.933;0.083;60;9.2;0.00147;0.280
IEEE T SIGNAL PROCES;1053-587X;22944;2.787;3.435;0.429;503;7.4;0.06161;1.473
IEEE T SMART GRID;1949-3053;3560;4.252;5.719;0.377;302;2.8;0.01649;1.736
IEEE T SOFTWARE ENG;0098-5589;3943;1.614;2.350;0.127;63;>10.0;0.00588;1.146
IEEE T SUSTAIN ENERG;1949-3029;1329;3.656;4.379;0.371;151;2.6;0.00666;1.446
IEEE T THZ SCI TECHN;2156-342X;751;2.177;3.406;0.415;82;2.9;0.00531;1.615
IEEE T ULTRASON FERR;0885-3010;7590;1.512;1.705;0.412;204;8.6;0.01238;0.526
IEEE T VEH TECHNOL;0018-9545;9390;1.978;2.483;0.305;417;5.2;0.03595;1.019
IEEE T VLSI SYST;1063-8210;2911;1.356;1.403;0.217;272;5.5;0.01057;0.617
IEEE T WIREL COMMUN;1536-1276;12617;2.496;2.820;0.352;546;5.4;0.05447;1.326
IEEE TECHNOL SOC MAG;0278-0097;122;0.556;0.403;0.292;24;6.5;0.00057;0.278
IEEE VEH TECHNOL MAG;1556-6072;437;1.750;1.669;0.310;29;4.6;0.00275;1.081
IEEE WIREL COMMUN;1536-1284;3015;5.417;5.381;0.568;81;4.4;0.01696;3.132
IEEE-ACM T AUDIO SPE;2329-9290;33;;;0.175;177;;0.00001;
IEEE-ASME T MECH;1083-4435;4067;3.427;3.634;0.397;189;5.2;0.01110;1.163
IEEJ T ELECTR ELECTR;1931-4973;310;0.213;0.339;0.070;114;4.9;0.00117;0.129
IEICE ELECTRON EXPR;1349-2543;667;0.320;0.357;0.059;323;4.2;0.00224;0.100
IEICE T COMMUN;1745-1345;1107;0.227;0.213;0.054;241;6.0;0.00288;0.072
IEICE T ELECTRON;1745-1353;916;0.281;0.271;0.090;145;7.6;0.00165;0.081
IEICE T FUND ELECTR;1745-1337;1148;0.231;0.211;0.042;284;7.9;0.00233;0.079
IET CIRC DEVICE SYST;1751-858X;290;0.521;0.794;0.000;66;4.5;0.00112;0.284
IET COMMUN;1751-8628;1293;0.742;0.809;0.075;375;3.6;0.00576;0.276
IET COMPUT VIS;1751-9632;232;0.963;1.021;0.015;68;3.3;0.00085;0.279
IET CONTROL THEORY A;1751-8644;3303;2.048;2.337;0.183;240;3.9;0.01231;0.673
IET ELECTR POWER APP;1751-8660;717;1.211;1.278;0.056;36;4.6;0.00253;0.452
IET GENER TRANSM DIS;1751-8687;1638;1.353;1.866;0.107;206;4.4;0.00599;0.586
IET IMAGE PROCESS;1751-9659;393;0.753;0.951;0.036;84;3.3;0.00143;0.246
IET MICROW ANTENNA P;1751-8725;1291;0.910;0.947;0.098;184;3.9;0.00802;0.478
IET OPTOELECTRON;1751-8768;192;0.683;0.806;0.125;40;3.8;0.00069;0.247
IET POWER ELECTRON;1755-4535;1503;1.683;1.990;0.157;318;3.1;0.00479;0.450
IET RENEW POWER GEN;1752-1416;1116;1.904;3.409;0.165;91;4.6;0.00411;1.007
IET SCI MEAS TECHNOL;1751-8822;275;0.954;0.943;0.111;72;4.1;0.00104;0.308
IET SIGNAL PROCESS;1751-9675;483;0.911;1.028;0.106;104;3.7;0.00186;0.301
IETE J RES;0377-2063;128;0.185;0.262;0.178;45;4.5;0.00028;0.057
IETE TECH REV;0256-4602;264;0.888;1.000;0.068;44;3.8;0.00071;0.187
IJST-T ELECTR ENG;2228-6179;5;0.111;0.135;0.000;7;;0.00002;0.037
IMAGE VISION COMPUT;0262-8856;4051;1.587;2.384;0.221;95;8.7;0.00803;0.924
INFORM MIDEM;0352-9045;71;0.242;0.245;0.056;36;;0.00014;0.045
INT ARAB J INF TECHN;1683-3198;221;0.582;0.470;0.051;78;3.5;0.00038;0.070
INT J ADAPT CONTROL;0890-6327;1063;1.346;1.477;0.437;87;6.2;0.00309;0.599
INT J ANTENN PROPAG;1687-5869;509;0.660;0.664;0.098;306;2.4;0.00264;0.263
INT J APPL ELECTROM;1383-5416;804;0.815;0.690;0.046;259;4.6;0.00129;0.114
INT J CIRC THEOR APP;0098-9886;911;1.254;1.434;0.159;82;4.7;0.00185;0.308
INT J ELEC ENG EDUC;0020-7209;103;0.077;0.208;0.000;21;9.1;0.00010;0.038
INT J ELECTRON;0020-7217;922;0.459;0.463;0.107;131;>10.0;0.00105;0.111
INT J IMAG SYST TECH;0899-9457;551;1.301;1.076;0.119;42;8.0;0.00117;0.373
INT J MICROW WIREL T;1759-0787;159;0.348;0.472;0.053;75;3.6;0.00126;0.247
INT J NUMER MODEL EL;0894-3370;277;0.615;0.623;0.120;75;5.9;0.00094;0.279
INT J OPTOMECHATRONI;1559-9612;93;0.478;0.487;0.071;28;;0.00022;0.122
INT J RF MICROW C E;1096-4290;326;0.538;0.461;0.047;85;5.0;0.00128;0.201
INT J ROBUST NONLIN;1049-8923;3232;3.176;2.939;0.453;190;5.3;0.01084;1.157
INT J SOFTW ENG KNOW;0218-1940;202;0.362;0.355;0.000;47;6.7;0.00050;0.128
INT T ELECTR ENERGY;2050-7038;65;0.490;0.500;0.128;117;;0.00015;0.099
INTEGR FERROELECTR;1058-4587;790;0.357;0.407;0.037;189;7.0;0.00140;0.104
INTEGRATION;0167-9260;326;0.659;0.803;0.120;50;6.2;0.00079;0.263
J CIRCUIT SYST COMP;0218-1266;345;0.250;0.309;0.027;150;6.0;0.00059;0.068
J COMMUN TECHNOL EL+;1064-2269;813;0.388;0.309;0.100;180;9.0;0.00104;0.074
J COMPUT ELECTRON;1569-8025;531;1.520;1.441;0.223;112;3.7;0.00181;0.479
J CRYPTOL;0933-2790;908;1.021;1.688;0.174;23;>10.0;0.00120;0.677
J DISP TECHNOL;1551-319X;1798;2.241;2.262;0.371;140;4.5;0.00546;0.671
J ELECTR ENG TECHNOL;1975-0102;457;0.528;0.595;0.062;273;3.4;0.00130;0.132
J ELECTR ENG-SLOVAK;1335-3632;279;0.378;0.483;0.016;63;5.8;0.00052;0.110
J ELECTROMAGNET WAVE;0920-5071;1417;0.726;0.663;0.179;190;5.0;0.00402;0.211
J ELECTRON IMAGING;1017-9909;1285;0.672;0.832;0.119;168;8.4;0.00215;0.235
J ELECTRON MATER;0361-5235;7438;1.798;1.770;0.254;623;5.6;0.01513;0.441
J ELECTRON PACKAGING;1043-7398;758;0.856;0.842;0.119;59;8.7;0.00100;0.238
J ELECTRON TEST;0923-8174;261;0.519;0.434;0.086;58;6.7;0.00060;0.143
J ELECTROSTAT;0304-3886;2351;0.863;1.049;0.338;71;9.8;0.00275;0.303
J FRANKLIN I;0016-0032;3029;2.395;2.422;0.458;310;4.2;0.00653;0.542
J I TELECOMMUN PROF;1755-9278;8;0.038;0.030;0.000;22;;0.00004;0.019
J INFRARED MILLIM TE;1866-6892;804;1.942;1.298;0.524;82;3.1;0.00412;0.445
J LIGHTWAVE TECHNOL;0733-8724;15624;2.965;2.636;0.693;511;7.0;0.03554;0.891
J MATER SCI-MATER EL;0957-4522;4521;1.569;1.456;0.348;798;3.5;0.00757;0.248
J MICRO-NANOLITH MEM;1932-5150;692;1.428;1.083;0.325;120;3.2;0.00170;0.212
J MICROELECTROMECH S;1057-7157;5347;1.754;2.070;0.344;160;8.4;0.00912;0.706
J MICROMECH MICROENG;0960-1317;8862;1.731;1.906;0.278;299;6.7;0.01828;0.576
J MICROWAVE POWER EE;0832-7823;319;0.500;;0.050;20;>10.0;0.00022;
J NANOELECTRON OPTOE;1555-130X;248;0.385;0.384;0.181;94;3.5;0.00058;0.085
J POWER ELECTRON;1598-2092;515;0.777;0.782;0.148;135;3.7;0.00153;0.179
J REAL-TIME IMAGE PR;1861-8200;275;2.020;1.548;0.146;48;3.8;0.00107;0.545
J SEMICOND TECH SCI;1598-1657;168;0.515;0.427;0.035;85;3.6;0.00065;0.162
J SENSORS;1687-725X;364;1.182;;0.015;65;5.1;0.00132;
J SIGNAL PROCESS SYS;1939-8018;443;0.600;0.675;0.086;93;3.9;0.00207;0.245
J SOC INF DISPLAY;1071-0922;928;0.791;0.825;0.150;40;5.9;0.00242;0.266
J SUPERCOMPUT;0920-8542;912;0.858;0.884;0.168;279;2.9;0.00284;0.242
J SYST ENG ELECTRON;1004-4132;654;0.506;0.654;0.055;127;4.5;0.00160;0.137
J VAC SCI TECHNOL B;1071-1023;9961;1.464;1.188;0.366;284;>10.0;0.01292;0.363
J ZHEJIANG U-SCI C;1869-1951;186;0.415;0.447;0.140;100;3.1;0.00079;0.130
LIGHT ENG;0236-2945;25;0.089;0.052;0.000;44;;0.00003;0.008
MACH VISION APPL;0932-8092;1145;1.351;1.473;0.289;128;5.4;0.00288;0.471
MAT SCI SEMICON PROC;1369-8001;1916;1.955;1.806;0.405;518;2.7;0.00282;0.299
MATH CONTROL SIGNAL;0932-4194;507;0.795;0.811;0.200;20;>10.0;0.00085;0.728
MECHATRONICS;0957-4158;2367;1.726;2.052;0.548;115;5.8;0.00581;0.639
MICROELECTRON ENG;0167-9317;7537;1.197;1.295;0.310;410;5.8;0.01608;0.348
MICROELECTRON INT;1356-5362;129;0.659;0.568;0.030;33;5.7;0.00026;0.139
MICROELECTRON J;0026-2692;2196;0.836;0.923;0.110;219;6.8;0.00325;0.223
MICROELECTRON RELIAB;0026-2714;4590;1.433;1.336;0.154;422;5.8;0.00964;0.351
MICROPROCESS MICROSY;0141-9331;336;0.430;0.512;0.045;89;6.9;0.00096;0.205
MICROSYST TECHNOL;0946-7076;2075;0.875;0.834;0.227;264;6.0;0.00418;0.227
MICROW OPT TECHN LET;0895-2477;4276;0.568;0.466;0.209;740;6.4;0.00871;0.138
MICROWAVE J;0192-6225;319;0.337;0.238;0.018;112;9.1;0.00116;0.156
MULTIDIM SYST SIGN P;0923-6082;347;1.617;1.431;0.186;43;5.4;0.00067;0.342
MULTIMED TOOLS APPL;1380-7501;1343;1.346;1.374;0.073;533;3.3;0.00416;0.336
NETWORK-COMP NEURAL;0954-898X;660;0.870;0.788;0.000;10;>10.0;0.00027;0.327
OPT FIBER TECHNOL;1068-5200;1024;1.300;1.327;0.324;105;4.9;0.00275;0.399
OPT QUANT ELECTRON;0306-8919;1342;0.987;0.940;0.321;156;>10.0;0.00138;0.217
OPTO-ELECTRON REV;1230-3402;681;1.667;1.162;0.515;33;6.4;0.00134;0.316
P IEEE;0018-9219;21017;4.934;7.750;1.020;102;>10.0;0.04188;3.589
PATTERN RECOGN;0031-3203;16200;3.096;3.613;0.604;313;8.0;0.02783;1.141
PROG ELECTROMAGN RES;1559-8985;3254;1.229;1.392;0.367;120;4.3;0.01387;0.530
PROG QUANT ELECTRON;0079-6727;912;3.778;7.553;2.333;6;>10.0;0.00158;2.623
QUANTUM ELECTRON+;1063-7818;2423;0.897;0.788;0.251;203;9.5;0.00339;0.209
RADIOENGINEERING;1210-2512;660;0.653;0.783;0.055;146;3.9;0.00212;0.200
RADIOPHYS QUANT EL+;0033-8443;1000;0.957;1.046;0.131;84;9.2;0.00213;0.387
REV ROUM SCI TECH-EL;0035-4066;89;0.333;0.284;0.049;41;;0.00007;0.020
SEMICOND SCI TECH;0268-1242;6466;2.190;1.911;0.423;239;8.3;0.01346;0.669
SEMICONDUCT SEMIMET;0080-8784;438;0.967;1.458;0.000;3;>10.0;0.00042;0.552
SENSOR ACTUAT A-PHYS;0924-4247;13143;1.903;2.052;0.408;414;7.9;0.01879;0.566
SIGNAL IMAGE VIDEO P;1863-1703;457;1.430;1.335;0.228;167;2.7;0.00127;0.287
SIGNAL PROCESS;0165-1684;7150;2.209;2.360;0.602;410;5.8;0.01616;0.695
SIGNAL PROCESS-IMAGE;0923-5965;1113;1.462;1.554;0.143;91;5.7;0.00330;0.562
SOLDER SURF MT TECH;0954-0911;179;0.872;0.727;0.167;24;5.7;0.00032;0.166
SOLID STATE ELECTRON;0038-1101;6757;1.504;1.481;0.313;182;>10.0;0.00915;0.439
SOLID STATE TECHNOL;0038-111X;188;0.218;0.195;0.019;52;>10.0;0.00018;0.051
TRAIT SIGNAL;0765-0019;50;0.103;0.056;0.000;10;;0.00006;0.036
TURK J ELECTR ENG CO;1300-0632;298;0.407;0.507;0.058;121;3.6;0.00074;0.108
WIREL COMMUN MOB COM;1530-8669;1973;0.858;1.127;0.164;122;9.1;0.00397;0.403
WIREL NETW;1022-0038;1493;0.961;1.068;0.075;174;7.9;0.00309;0.355;

