Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J MATER RES;0884-2914;14007;1.647;1.800;0.290;328;>10.0;0.01734;0.575
J MATER SCI;0022-2461;36133;2.371;2.320;0.532;879;9.8;0.04221;0.592
J MATER SCI TECHNOL;1005-0302;2650;1.909;1.794;0.295;200;4.5;0.00609;0.423
J MATER SCI-MATER EL;0957-4522;4521;1.569;1.456;0.348;798;3.5;0.00757;0.248
J MECH MATER STRUCT;1559-3959;599;1.038;0.967;0.231;26;6.0;0.00197;0.407
J MECH PHYS SOLIDS;0022-5096;13081;3.598;4.169;0.984;192;>10.0;0.01819;1.810
J MICRO-NANOLITH MEM;1932-5150;692;1.428;1.083;0.325;120;3.2;0.00170;0.212
J MICROMECH MICROENG;0960-1317;8862;1.731;1.906;0.278;299;6.7;0.01828;0.576
J MICROWAVE POWER EE;0832-7823;319;0.500;;0.050;20;>10.0;0.00022;
J NANO RES-SW;1662-5250;248;0.564;0.568;0.069;58;3.7;0.00076;0.129
J NANOMATER;1687-4110;3125;1.644;1.798;0.195;558;2.7;0.00891;0.371
J NANOPART RES;1388-0764;10038;2.184;2.649;0.311;563;3.9;0.02524;0.596
J NANOSCI NANOTECHNO;1533-4880;13770;1.556;1.234;0.592;1388;3.7;0.02150;0.181
J NEW MAT ELECTR SYS;1480-2422;527;0.511;0.467;0.047;43;>10.0;0.00035;0.096
J NON-CRYST SOLIDS;0022-3093;22231;1.766;1.707;0.433;420;>10.0;0.01902;0.438
J NUCL MATER;0022-3115;21569;1.865;1.931;0.432;694;8.2;0.04098;0.636
J OPTOELECTRON ADV M;1454-4164;2098;0.429;0.416;0.057;230;7.5;0.00215;0.089
J OVONIC RES;1842-2403;97;0.488;0.626;0.031;32;;0.00024;0.123
J PHASE EQUILIB DIFF;1547-7037;1946;0.482;0.623;0.159;69;>10.0;0.00179;0.230
J PHOTON ENERGY;1947-7988;197;1.366;1.407;0.206;34;2.9;0.00097;0.452
J PHYS CHEM C;1932-7447;113624;4.772;5.295;0.768;3411;4.3;0.30727;1.234
J PHYS CHEM LETT;1948-7185;20052;7.458;7.536;2.017;689;2.8;0.09524;2.425
J POROUS MAT;1380-2224;1577;1.108;1.343;0.270;126;5.8;0.00250;0.274
J SOC INF DISPLAY;1071-0922;928;0.791;0.825;0.150;40;5.9;0.00242;0.266
J SUPERHARD MATER+;1063-4576;283;0.573;0.627;0.059;51;5.0;0.00075;0.181
J WUHAN UNIV TECHNOL;1000-2413;1164;0.399;0.579;0.034;233;5.4;0.00203;0.112
JOM-US;1047-4838;3894;1.757;1.773;0.393;257;8.8;0.00709;0.618
KONA POWDER PART J;0288-4534;309;1.182;1.564;0.421;19;7.0;0.00048;0.387
KOREAN J MET MATER;1738-8228;517;1.405;0.871;0.172;128;2.3;0.00177;0.202
KOVOVE MATER;0023-432X;210;0.406;0.433;0.038;53;5.5;0.00043;0.105
LANGMUIR;0743-7463;118847;4.457;4.543;0.682;1850;7.2;0.18462;1.096
LASER ENG;0898-1507;101;0.159;0.192;0.022;89;6.2;0.00011;0.028
LIQ CRYST;0267-8292;4509;2.486;2.049;0.527;207;8.5;0.00414;0.312
MACH SCI TECHNOL;1091-0344;456;0.703;1.062;0.138;29;8.0;0.00078;0.340
MACROMOL MATER ENG;1438-7492;3687;2.661;2.779;0.551;136;6.8;0.00578;0.638
MAG CONCRETE RES;0024-9831;1559;0.912;1.043;0.283;106;>10.0;0.00228;0.312
MAT SCI ENG A-STRUCT;0921-5093;51048;2.567;2.881;0.503;1299;7.9;0.07246;0.778
MAT SCI ENG R;0927-796X;5625;15.500;21.676;6.917;12;10.0;0.00731;6.488
MAT SCI SEMICON PROC;1369-8001;1916;1.955;1.806;0.405;518;2.7;0.00282;0.299
MATER CHARACT;1044-5803;4895;1.845;2.250;0.322;267;6.2;0.01033;0.658
MATER CHEM PHYS;0254-0584;21750;2.259;2.503;0.418;693;6.0;0.03682;0.543
MATER CONSTRUCC;0465-2746;387;0.961;0.909;0.079;38;6.7;0.00087;0.294
MATER CORROS;0947-5117;1568;1.373;1.329;0.228;127;6.0;0.00312;0.346
MATER DESIGN;0261-3069;18337;3.501;3.626;1.073;1116;3.7;0.04905;0.834
MATER EXPRESS;2158-5849;303;2.256;2.299;0.156;64;2.6;0.00081;0.403
MATER HIGH TEMP;0960-3409;408;0.420;0.523;0.174;46;9.6;0.00076;0.218
MATER HORIZ;2051-6347;259;;;3.324;74;0.5;0.00004;
MATER LETT;0167-577X;31144;2.489;2.466;0.538;1887;6.0;0.04472;0.476
MATER MANUF PROCESS;1042-6914;2512;1.629;1.534;0.176;193;4.4;0.00448;0.257
MATER PLAST;0025-5289;346;0.824;0.576;0.183;104;4.4;0.00044;0.073
MATER RES BULL;0025-5408;15576;2.288;2.368;0.603;725;6.6;0.02066;0.458
MATER RES INNOV;1432-8917;963;0.830;0.620;0.091;704;5.2;0.00114;0.095
MATER RES-IBERO-AM J;1516-1439;1262;0.793;0.952;0.093;247;6.4;0.00196;0.202
MATER SCI ENG B-ADV;0921-5107;10171;2.169;2.142;0.529;191;8.2;0.01212;0.475
MATER SCI TECH-LOND;0267-0836;4615;0.995;0.984;0.417;264;>10.0;0.00591;0.320
MATER SCI+;1068-820X;446;0.195;0.287;0.027;111;8.7;0.00033;0.043
MATER SCI-MEDZG;1392-1320;391;0.510;0.640;0.031;96;5.1;0.00084;0.151
MATER SCI-POLAND;2083-1331;510;0.507;0.519;0.065;108;6.7;0.00071;0.114
MATER STRUCT;1359-5997;4233;1.714;1.892;0.431;144;9.9;0.00731;0.709
MATER TECHNOL;1066-7857;474;1.227;1.007;0.750;100;2.9;0.00096;0.222
MATER TEHNOL;1580-2949;324;0.548;0.596;0.038;159;3.2;0.00077;0.107
MATER TODAY;1369-7021;5339;14.107;9.931;2.071;42;6.2;0.01244;3.158
MATER TRANS;1345-9678;6792;0.679;0.879;0.175;325;9.2;0.00862;0.266
MATERIA-BRAZIL;1517-7076;37;0.074;0.042;0.000;44;;0.00002;0.006
MATERIALS;1996-1944;3566;2.651;3.350;0.353;462;3.6;0.01273;0.796
MATERIALWISS WERKST;0933-5137;852;0.425;0.501;0.035;115;7.3;0.00145;0.134
MATH MECH SOLIDS;1081-2865;614;1.298;1.256;0.344;61;5.7;0.00237;0.607
MECH ADV MATER STRUC;1537-6494;540;0.773;0.862;0.274;84;5.8;0.00137;0.291
MECH MATER;0167-6636;4679;2.329;2.598;0.566;136;9.8;0.00838;0.990
MET MATER INT;1598-9623;1483;1.579;1.222;0.293;150;4.0;0.00424;0.336
METALL MATER TRANS A;1073-5623;19262;1.730;1.983;0.330;606;>10.0;0.02431;0.703
METALL MATER TRANS B;1073-5615;4620;1.461;1.484;0.240;242;>10.0;0.00477;0.435
METALS-BASEL;2075-4701;76;0.883;1.030;0.205;39;;0.00029;0.281
MICRO NANO LETT;1750-0443;894;0.853;0.869;0.073;218;2.9;0.00267;0.179
MICROELECTRON INT;1356-5362;129;0.659;0.568;0.030;33;5.7;0.00026;0.139
MICROPOR MESOPOR MAT;1387-1811;18529;3.453;3.552;0.846;519;6.2;0.02855;0.757
MICROSC MICROANAL;1431-9276;2698;1.872;2.198;0.345;206;5.3;0.00828;0.793
MICROSYST TECHNOL;0946-7076;2075;0.875;0.834;0.227;264;6.0;0.00418;0.227
MODEL SIMUL MATER SC;0965-0393;2987;2.167;2.696;0.468;156;6.2;0.00979;1.186
MRS BULL;0883-7694;6108;5.667;5.418;0.989;93;7.0;0.01501;2.078
MRS COMMUN;2159-6859;157;1.821;1.861;0.357;28;2.0;0.00075;0.600
NANO;1793-2920;506;1.090;1.227;0.319;113;3.6;0.00127;0.284
NANO ENERGY;2211-2855;2755;10.325;10.355;1.611;221;1.8;0.00826;2.252
NANO LETT;1530-6984;118534;13.592;14.887;2.552;1103;4.9;0.36396;4.889
NANO RES;1998-0124;5222;7.010;8.387;1.374;174;3.9;0.01741;2.133
NANO TODAY;1748-0132;4770;15.000;20.089;1.200;35;4.1;0.01625;5.359
NANO-MICRO LETT;2311-6706;339;1.975;1.817;0.286;42;3.0;0.00100;0.351
NANOMATER NANOTECHNO;1847-9804;80;0.857;1.129;0.312;32;;0.00019;0.193
NANOMATERIALS-BASEL;2079-4991;205;2.076;2.394;0.729;48;2.0;0.00058;0.514
NANOPHOTONICS-BERLIN;2192-8606;301;5.686;5.686;0.370;27;2.1;0.00208;2.567
NANOSCALE;2040-3364;30888;7.394;7.762;1.499;1840;2.2;0.10001;1.740
NANOSCALE RES LETT;1556-276X;7950;2.779;3.008;0.324;669;3.3;0.02502;0.677
NANOSCI NANOTECH LET;1941-4900;868;1.431;1.248;0.124;185;2.5;0.00213;0.198
NANOTECHNOL REV;2191-9089;99;1.273;1.273;0.455;33;;0.00036;0.339
NANOTECHNOLOGY;0957-4484;39246;3.821;3.885;0.678;764;5.5;0.09114;1.041
NAT MATER;1476-1122;64622;36.503;44.046;7.242;153;6.1;0.19755;17.850
NAT NANOTECHNOL;1748-3387;34387;34.048;37.601;6.894;142;4.5;0.15276;15.467
NEW CARBON MATER;1007-8827;689;0.979;1.283;0.099;71;4.5;0.00137;0.239
NPG ASIA MATER;1884-4049;1145;10.118;11.347;1.016;62;2.6;0.00509;3.377
OPT MATER;0925-3467;8103;1.981;2.062;0.338;456;5.8;0.01448;0.468
OPT MATER EXPRESS;2159-3930;1934;2.844;2.889;0.824;279;2.3;0.00803;0.863
OPTOELECTRON ADV MAT;1842-6573;681;0.394;0.363;0.025;242;4.1;0.00173;0.070
ORG ELECTRON;1566-1199;9341;3.827;3.971;0.793;498;3.5;0.02661;0.919
P I MECH ENG L-J MAT;1464-4207;285;0.672;0.976;0.071;28;6.9;0.00059;0.293
PART PART SYST CHAR;0934-0866;1216;3.081;2.509;1.038;131;2.2;0.00209;0.615
PARTICUOLOGY;1674-2001;1255;2.110;2.312;0.237;118;3.8;0.00427;0.583
PHILOS MAG;1478-6435;11044;1.825;1.705;0.456;252;>10.0;0.01535;0.713
PHOTONIC NANOSTRUCT;1569-4410;581;1.474;1.490;0.368;57;3.8;0.00201;0.493
PHYS CHEM MINER;0342-1791;3337;1.538;1.685;0.694;72;>10.0;0.00368;0.651
PHYS STATUS SOLIDI A;1862-6300;10701;1.616;1.481;0.385;444;9.5;0.01493;0.420
PHYS STATUS SOLIDI-R;1862-6254;2040;2.142;2.115;0.911;180;3.4;0.00831;0.742
PLASMONICS;1557-1955;1713;2.238;2.504;0.529;172;3.2;0.00507;0.619
PROG MATER SCI;0079-6425;8475;27.417;29.065;8.087;23;7.6;0.01556;9.074
PROG NAT SCI-MATER;1002-0071;1801;1.873;1.816;0.106;94;6.0;0.00342;0.442
PROG PHOTOVOLTAICS;1062-7995;7188;7.584;7.624;3.116;129;4.1;0.01685;2.109
RAPID PROTOTYPING J;1355-2546;1170;2.031;1.926;0.211;57;7.7;0.00157;0.429
RARE METAL MAT ENG;1002-185X;1971;0.194;0.237;0.022;723;5.5;0.00240;0.033
RARE METALS;1001-0521;993;1.009;0.849;0.056;124;4.8;0.00209;0.179
RECENT PAT NANOTECH;1872-2105;269;2.575;2.144;0.133;15;4.4;0.00069;0.449
REV ADV MATER SCI;1606-5131;961;1.161;1.138;0.241;58;5.7;0.00179;0.264
REV ROM MATER;1583-3186;120;0.563;0.468;0.062;48;2.9;0.00020;0.058
ROAD MATER PAVEMENT;1468-0629;663;1.188;1.263;0.130;77;4.6;0.00167;0.318
SAMPE J;0091-1062;178;0.303;0.400;0.200;15;>10.0;0.00016;0.136
SCI ADV MATER;1947-2935;1710;2.598;2.436;0.503;382;2.0;0.00367;0.375
SCI CHINA TECHNOL SC;1674-7321;1843;1.192;1.038;0.199;286;2.9;0.00721;0.266
SCI TECHNOL ADV MAT;1468-6996;3137;3.513;4.325;0.456;103;5.9;0.00698;1.222
SCI TECHNOL ENERG MA;1347-9466;111;0.393;0.420;0.444;27;4.6;0.00017;0.076
SCI TECHNOL WELD JOI;1362-1718;2053;1.707;1.926;0.419;93;6.2;0.00395;0.501
SCRIPTA MATER;1359-6462;23137;3.224;3.323;0.775;324;7.3;0.04862;1.169
SEMICOND SCI TECH;0268-1242;6466;2.190;1.911;0.423;239;8.3;0.01346;0.669
SENSOR MATER;0914-4935;201;0.450;0.432;0.031;65;6.4;0.00027;0.077
SILICON-NETH;1876-990X;195;1.069;1.438;0.267;30;4.0;0.00063;0.307
SMALL;1613-6810;26638;8.368;8.646;1.704;581;4.3;0.07671;2.254
SMART MATER STRUCT;0964-1726;10169;2.502;2.735;0.411;453;6.2;0.02074;0.745
SOFT MATER;1539-445X;338;1.244;1.416;0.403;67;4.0;0.00076;0.297
SOFT MATTER;1744-683X;27131;4.029;4.289;1.105;966;3.4;0.10152;1.227
SOL ENERG MAT SOL C;0927-0248;25351;5.337;5.755;1.042;524;5.6;0.04651;1.288
SOLDER SURF MT TECH;0954-0911;179;0.872;0.727;0.167;24;5.7;0.00032;0.166
SYNTHETIC MET;0379-6779;14376;2.252;2.244;0.448;355;>10.0;0.01439;0.437
T FAMENA;1333-1124;68;0.476;0.309;0.042;24;;0.00010;0.044
THIN SOLID FILMS;0040-6090;43623;1.759;1.922;0.383;1211;8.5;0.05315;0.456
VACUUM;0042-207X;5879;1.858;1.647;0.673;413;6.9;0.00850;0.381
WEAR;0043-1648;17715;1.913;2.109;0.347;268;>10.0;0.01937;0.601
ZKG INT;0949-0205;117;0.071;0.121;0.027;73;9.1;0.00023;0.049;

