Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J TROP PEDIATRICS;0142-6338;1439;1.256;1.201;0.098;82;8.8;0.00289;0.432
JAMA PEDIATR;2168-6203;1184;7.148;7.157;2.845;116;1.3;0.00569;3.114
KLIN PADIATR;0300-8630;770;1.059;0.928;0.175;63;5.7;0.00142;0.214
MATERN CHILD NUTR;1740-8695;981;3.064;2.714;0.592;49;3.6;0.00362;0.946
MINERVA PEDIATR;0026-4946;415;0.433;;0.069;58;6.4;0.00080;
MONATSSCHR KINDERH;0026-9298;383;0.229;0.183;0.061;98;>10.0;0.00027;0.029
NEONATOLOGY;1661-7800;1619;2.649;2.422;0.616;99;4.0;0.00552;0.716
NEUROPEDIATRICS;0174-304X;1374;1.240;1.250;0.452;62;>10.0;0.00170;0.406
PAED CHILD HEALT-CAN;1205-7088;761;1.388;1.799;0.500;56;5.2;0.00204;0.573
PAEDIATR INT CHILD H;2046-9047;122;0.982;0.982;0.300;50;2.3;0.00055;0.321
PAEDIATR PERINAT EP;0269-5022;2650;3.131;2.952;0.607;56;7.2;0.00669;1.187
PAEDIATR RESPIR REV;1526-0542;1189;2.196;2.598;0.516;62;6.4;0.00293;0.905
PEDIAT ALLER IMM PUL;2151-321X;98;0.657;0.692;0.194;31;;0.00052;0.248
PEDIAT ALLERG IMM-UK;0905-6157;3335;3.397;2.884;0.854;89;5.6;0.00707;0.763
PEDIATR ANESTH;1155-5645;3616;1.850;2.121;0.602;171;6.2;0.00674;0.547
PEDIATR ANN;0090-4481;502;0.610;0.485;0.134;67;8.0;0.00088;0.149
PEDIATR BLOOD CANCER;1545-5009;7020;2.386;2.224;0.562;443;4.6;0.02439;0.799
PEDIATR CARDIOL;0172-0643;3049;1.310;1.367;0.284;197;5.6;0.00910;0.500
PEDIATR CLIN N AM;0031-3955;2507;2.120;2.307;0.192;78;9.0;0.00537;0.843
PEDIATR CRIT CARE ME;1529-7535;3372;2.338;2.525;1.192;151;4.8;0.01039;0.891
PEDIATR DENT;0164-1263;1967;1.774;1.637;0.271;59;9.2;0.00212;0.375
PEDIATR DERMATOL;0736-8046;2915;1.015;1.157;0.208;240;7.1;0.00522;0.321
PEDIATR DEVEL PATHOL;1093-5266;1127;0.866;0.965;0.071;70;9.0;0.00189;0.321
PEDIATR DIABETES;1399-543X;2189;2.569;2.714;0.716;95;5.3;0.00760;0.985
PEDIATR DRUGS;1174-5878;844;1.975;1.934;0.255;47;6.5;0.00184;0.590
PEDIATR EMERG CARE;0749-5161;2620;1.046;1.025;0.080;188;6.4;0.00690;0.369
PEDIATR EXERC SCI;0899-8493;1398;1.452;2.085;0.740;50;8.2;0.00228;0.644
PEDIATR HEMAT ONCOL;0888-0018;1047;1.096;1.108;0.237;80;7.3;0.00224;0.363
PEDIATR INFECT DIS J;0891-3668;11318;2.723;2.913;0.639;330;7.5;0.02807;1.125
PEDIATR INT;1328-8067;2074;0.730;0.865;0.130;216;6.6;0.00453;0.268
PEDIATR NEONATOL;1875-9572;466;1.231;1.244;0.579;76;3.5;0.00170;0.353
PEDIATR NEPHROL;0931-041X;7441;2.856;2.750;0.582;249;6.4;0.01741;0.887
PEDIATR NEUROL;0887-8994;3900;1.695;1.569;0.240;262;8.0;0.00677;0.488
PEDIATR NEUROSURG;1016-2291;1668;0.326;0.609;;;>10.0;0.00119;0.206
PEDIATR OBES;2047-6310;628;4.573;4.597;0.671;73;2.0;0.00292;1.482
PEDIATR PHYS THER;0898-5669;636;1.035;1.219;0.391;46;6.8;0.00119;0.356
PEDIATR PULM;8755-6863;5474;2.704;2.597;0.588;194;7.5;0.01117;0.865
PEDIATR RADIOL;0301-0449;4923;1.570;1.591;0.283;254;7.8;0.00935;0.517
PEDIATR RES;0031-3998;11255;2.314;2.859;0.597;186;9.7;0.01654;0.973
PEDIATR RHEUMATOL;1546-0096;359;1.607;1.710;0.154;52;3.6;0.00129;0.481
PEDIATR SURG INT;0179-0358;2852;0.995;1.112;0.185;200;7.0;0.00590;0.358
PEDIATR TRANSPLANT;1397-3142;2560;1.441;1.566;0.320;172;5.7;0.00651;0.504
PEDIATRICS;0031-4005;65154;5.473;6.169;0.892;695;8.3;0.13196;2.312
PHYS OCCUP THER PEDI;0194-2638;542;1.455;1.869;0.393;28;6.4;0.00118;0.574
SEMIN FETAL NEONAT M;1744-165X;1624;3.028;3.330;0.473;55;5.4;0.00482;1.136
SEMIN PEDIATR NEUROL;1071-9091;812;2.232;1.862;0.233;30;7.4;0.00182;0.660
SEMIN PEDIATR SURG;1055-8586;999;2.216;2.468;0.237;59;6.2;0.00259;0.858
SEMIN PERINATOL;0146-0005;2418;2.682;3.489;0.162;68;7.2;0.00556;1.252
TURKISH J PEDIATR;0041-4301;765;0.429;0.498;0.032;62;7.3;0.00135;0.138
WORLD J PEDIATR;1708-8569;485;1.236;1.370;0.169;59;4.0;0.00189;0.401
Z GEBURTSH NEONATOL;0948-2393;150;0.483;;0.207;29;5.5;0.00026;;

