Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J FLUORESC;1053-0509;3251;1.927;1.901;0.291;203;5.7;0.00498;0.366
J IMMUNOL METHODS;0022-1759;11922;1.820;2.249;0.560;175;>10.0;0.01194;0.818
J LABELLED COMPD RAD;0362-4803;1434;1.273;1.093;0.310;113;8.3;0.00202;0.269
J LIQ CHROMATOGR R T;1082-6076;2364;0.606;0.652;0.143;223;9.4;0.00217;0.139
J MAGN RESON;1090-7807;10908;2.510;2.423;0.704;226;>10.0;0.01523;0.826
J MASS SPECTROM;1076-5174;5434;2.379;2.649;0.377;138;7.4;0.00982;0.789
J MICROBIOL METH;0167-7012;8743;2.026;2.338;0.237;253;8.4;0.01275;0.672
J MOL GRAPH MODEL;1093-3263;5429;1.722;1.948;0.444;126;>10.0;0.00394;0.475
J NEUROSCI METH;0165-0270;12656;2.025;2.245;0.529;306;8.5;0.01989;0.753
J PROTEOME RES;1535-3893;19362;4.245;4.481;0.901;535;4.7;0.05610;1.288
J PROTEOMICS;1874-3919;6376;3.888;4.029;0.924;330;2.8;0.02365;1.017
J SPECTROSC;2314-4920;80;0.538;0.538;0.042;72;;0.00023;0.110
J VIROL METHODS;0166-0934;7194;1.781;1.774;0.346;344;7.1;0.01245;0.488
JALA-J LAB AUTOM;2211-0682;541;1.879;1.604;0.556;63;3.8;0.00156;0.419
LAB CHIP;1473-0197;21499;6.115;5.775;1.329;502;4.0;0.06191;1.521
METHOD ENZYMOL;0076-6879;24777;2.088;2.272;0.322;208;>10.0;0.02533;0.961
METHOD MICROBIOL;0580-9517;744;0.077;1.680;0.077;13;>10.0;0.00059;0.748
METHODS;1046-2023;14080;3.645;3.851;1.516;246;>10.0;0.01945;1.516
MOL CELL PROBE;0890-8508;1746;1.852;1.862;0.622;45;9.7;0.00199;0.507
MOL CELL PROTEOMICS;1535-9476;16299;6.564;6.886;1.513;273;5.0;0.05180;2.486
MOL IMAGING;1535-3508;1056;1.962;2.643;0.286;42;5.6;0.00272;0.815
NAT METHODS;1548-7091;32342;32.072;31.232;5.372;156;4.4;0.17279;15.909
NAT PROTOC;1754-2189;24589;9.673;13.469;1.487;197;6.1;0.08329;6.057
NEW BIOTECHNOL;1871-6784;1401;2.898;2.744;0.868;68;3.4;0.00583;0.771
PHYTOCHEM ANALYSIS;0958-0344;2252;2.341;2.476;0.529;68;6.9;0.00347;0.555
PLANT METHODS;1746-4811;1198;3.102;3.651;0.220;41;4.8;0.00380;1.226
PLANT MOL BIOL REP;0735-9640;2720;1.656;1.757;0.534;103;>10.0;0.00306;0.341
PLOS COMPUT BIOL;1553-734X;16444;4.620;5.279;0.807;548;4.3;0.08240;2.339
PREP BIOCHEM BIOTECH;1082-6068;414;0.911;0.834;0.375;64;6.5;0.00057;0.175
PROTEIN EXPRES PURIF;1046-5928;5309;1.695;1.617;0.299;174;8.5;0.00705;0.447
PROTEOM CLIN APPL;1862-8346;1416;2.956;2.421;0.747;79;4.8;0.00373;0.639
PROTEOME SCI;1477-5956;954;1.725;2.068;0.255;55;3.9;0.00328;0.558
PROTEOMICS;1615-9853;15886;3.807;3.823;0.793;261;6.3;0.03322;1.088
RAPID COMMUN MASS SP;0951-4198;12855;2.253;2.419;0.440;298;7.5;0.02172;0.701
SPECTROSC-INT J;0712-4813;424;0.836;0.686;;;6.8;0.00071;0.184
TRANSGENIC RES;0962-8819;2728;2.322;2.208;0.575;80;6.8;0.00453;0.571;

