Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
ENVIRON TOXICOL PHAR;1382-6689;3322;2.084;2.205;0.294;252;5.9;0.00540;0.468
EUR J CLIN PHARMACOL;0031-6970;6946;2.966;2.957;0.512;166;8.4;0.01087;0.811
EUR J DRUG METAB PH;0378-7966;629;1.563;1.245;0.375;40;>10.0;0.00076;0.300
EUR J HOSP PHARM-S P;2047-9956;68;0.433;0.433;0.254;63;;0.00015;0.078
EUR J PHARM BIOPHARM;0939-6411;11415;3.850;4.616;0.525;242;6.4;0.01711;0.993
EUR J PHARM SCI;0928-0987;8345;3.350;3.463;0.776;246;6.6;0.01296;0.764
EUR J PHARMACOL;0014-2999;28837;2.532;2.672;0.512;650;8.8;0.03469;0.659
EUR NEUROPSYCHOPHARM;0924-977X;5171;4.369;4.754;0.799;189;5.2;0.01259;1.374
EUR REV MED PHARMACO;1128-3602;2148;1.213;1.288;0.214;332;2.8;0.00643;0.300
EXP CLIN PSYCHOPHARM;1064-1297;2466;2.712;3.259;0.367;60;7.8;0.00399;1.001
EXPERT OPIN DRUG DEL;1742-5247;3846;4.840;5.021;1.047;128;4.4;0.00950;1.160
EXPERT OPIN DRUG DIS;1746-0441;1590;3.539;2.768;0.604;91;3.4;0.00533;0.764
EXPERT OPIN DRUG MET;1742-5255;2555;2.831;2.747;0.426;122;4.8;0.00679;0.726
EXPERT OPIN DRUG SAF;1474-0338;1758;2.911;2.772;0.703;148;4.5;0.00495;0.836
EXPERT OPIN EMERG DR;1472-8214;727;3.058;2.310;0.526;38;4.6;0.00209;0.650
EXPERT OPIN INV DRUG;1354-3784;4461;5.528;4.564;1.158;114;5.3;0.01087;1.280
EXPERT OPIN ORPHAN D;2167-8707;58;0.529;0.529;0.101;109;;0.00017;0.124
EXPERT OPIN PHARMACO;1465-6566;4177;3.534;2.788;0.988;172;4.8;0.01042;0.737
EXPERT OPIN THER PAT;1354-3776;2275;4.297;3.335;0.634;101;3.9;0.00708;0.895
EXPERT OPIN THER TAR;1472-8222;3585;5.139;4.424;0.842;101;4.3;0.01110;1.307
EXPERT REV ANTI-INFE;1478-7210;2388;3.461;3.485;0.495;101;4.0;0.00932;1.171
EXPERT REV CLIN PHAR;1751-2433;596;2.180;;0.525;59;3.1;0.00249;
EXPERT REV NEUROTHER;1473-7175;2833;2.783;3.121;0.495;111;4.6;0.00937;0.929
EXPERT REV PHARM OUT;1473-7167;895;1.669;;0.256;78;4.1;0.00310;
FARMACIA;0014-8237;501;1.005;0.873;0.108;120;3.4;0.00051;0.067
FITOTERAPIA;0367-326X;5590;2.345;2.466;0.410;266;6.7;0.00867;0.531
FOOD DRUG LAW J;1064-590X;293;0.419;0.470;0.000;24;>10.0;0.00033;0.154
FRONT PHARMACOL;1663-9812;1946;3.802;3.798;0.975;237;2.3;0.00768;1.074
FUND CLIN PHARMACOL;0767-3981;2067;2.121;2.017;0.431;72;6.9;0.00305;0.473
HIV CLIN TRIALS;1528-4336;789;2.629;2.351;0.222;27;5.5;0.00270;0.919
HUM PSYCHOPHARM CLIN;0885-6222;2100;2.192;2.362;0.514;72;6.6;0.00364;0.601
IMMUNOPHARM IMMUNOT;0892-3973;1205;1.203;1.298;0.358;53;5.3;0.00227;0.284
INDIAN J PHARM EDUC;0019-5464;142;0.177;0.378;0.045;44;4.1;0.00036;0.082
INDIAN J PHARM SCI;0250-474X;1410;0.479;0.872;0.023;86;6.7;0.00173;0.175
INDIAN J PHARMACOL;0253-7613;569;0.691;0.762;0.108;130;3.7;0.00147;0.166
INT CLIN PSYCHOPHARM;0268-1315;2174;2.456;2.833;1.000;45;9.1;0.00252;0.736
INT IMMUNOPHARMACOL;1567-5769;7061;2.472;2.707;0.405;378;5.5;0.01356;0.623
INT J ANTIMICROB AG;0924-8579;8473;4.296;4.307;0.805;169;5.7;0.02042;1.259
INT J CLIN PHARM TH;0946-1965;1804;1.223;1.166;0.239;134;8.0;0.00269;0.313
INT J CLIN PHARM-NET;2210-7703;557;1.348;1.499;0.289;149;2.4;0.00192;0.353
INT J IMMUNOPATH PH;0394-6320;1694;1.617;1.885;0.359;64;4.8;0.00429;0.480
INT J MED MUSHROOMS;1521-9437;515;0.927;0.934;0.054;56;6.3;0.00071;0.174
INT J NANOMED;1178-2013;7954;4.383;4.742;0.524;481;2.9;0.02007;0.931
INT J NEUROPSYCHOPH;1461-1457;4959;4.009;4.533;0.977;175;4.6;0.01369;1.273
INT J PARASITOL-DRUG;2211-3207;217;3.294;3.519;0.675;40;2.3;0.00086;1.006
INT J PHARMACEUT;0378-5173;34485;3.650;4.011;0.534;742;7.3;0.04137;0.778
INT J PHARMACOL;1811-7775;455;0.709;0.652;0.167;54;4.5;0.00093;0.129
INT J TOXICOL;1091-5818;1170;1.290;1.359;0.271;70;7.7;0.00167;0.345
INVEST NEW DRUG;0167-6997;3530;2.919;2.742;0.694;144;3.7;0.00925;0.711
IRAN J BASIC MED SCI;2008-3866;429;1.228;1.038;0.108;157;2.2;0.00083;0.142
IRAN J PHARM RES;1735-0328;767;1.065;1.011;0.137;183;3.4;0.00108;0.130
J AM PHARM ASSOC;1544-3191;1517;1.238;1.345;0.284;67;8.3;0.00216;0.350
J ANTIBIOT;0021-8820;6874;1.730;1.821;0.578;135;>10.0;0.00479;0.492
J ANTIMICROB CHEMOTH;0305-7453;23616;5.313;4.984;1.525;459;6.3;0.05316;1.590
J APPL BIOMED;1214-021X;289;1.302;1.380;0.412;34;5.5;0.00041;0.238
J ASIAN NAT PROD RES;1028-6020;1506;0.913;0.988;0.112;160;5.4;0.00279;0.210
J BIOPHARM STAT;1054-3406;954;0.587;0.870;0.139;79;7.3;0.00306;0.493
J CARDIOVASC PHARM;0160-2446;5699;2.135;2.243;0.470;134;9.9;0.00770;0.642
J CARDIOVASC PHARM T;1074-2484;891;2.094;1.989;1.127;55;3.9;0.00244;0.585
J CHEMOTHERAPY;1120-009X;1167;1.604;1.192;0.261;69;7.8;0.00183;0.326
J CHILD ADOL PSYCHOP;1044-5463;2562;2.933;3.379;0.390;77;6.9;0.00515;1.016
J CLIN LIPIDOL;1933-2874;1155;3.904;3.510;1.164;67;3.2;0.00434;1.046
J CLIN PHARM THER;0269-4727;2031;1.668;1.712;0.375;104;7.2;0.00372;0.496
J CLIN PHARMACOL;0091-2700;5846;2.475;2.485;0.688;160;8.3;0.00936;0.722
J CLIN PSYCHOPHARM;0271-0749;5321;3.243;3.568;0.880;92;8.1;0.00740;0.967
J CONTROL RELEASE;0168-3659;35437;7.705;8.097;1.138;443;7.0;0.05251;1.792
J DRUG DELIV SCI TEC;1773-2247;354;0.476;0.655;0.012;81;4.9;0.00074;0.147
J DRUG TARGET;1061-186X;2906;2.741;2.850;0.433;90;6.9;0.00426;0.621
J ETHNOBIOL ETHNOMED;1746-4269;1149;2.000;2.421;0.364;77;5.5;0.00173;0.433
J ETHNOPHARMACOL;0378-8741;24381;2.998;3.261;0.504;678;7.2;0.02789;0.577
J FOOD DRUG ANAL;1021-9498;803;0.615;0.705;0.500;66;7.5;0.00083;0.129
J GLOB ANTIMICROB RE;2213-7165;46;1.086;1.086;0.140;57;;0.00016;0.294
J INFECT CHEMOTHER;1341-321X;1619;1.486;1.502;0.213;169;4.2;0.00479;0.466
J INT MED RES;0300-0605;2640;1.438;1.371;0.247;146;4.8;0.00672;0.355
J LIPOSOME RES;0898-2104;753;1.822;1.786;0.405;37;6.5;0.00120;0.404
J MANAGE CARE PHARM;1083-4087;1364;2.713;3.026;0.370;92;5.7;0.00373;1.016
J MICROENCAPSUL;0265-2048;2235;1.585;1.749;0.208;96;9.3;0.00234;0.364
J NAT MED-TOKYO;1340-3443;1152;1.593;1.525;0.421;95;4.4;0.00250;0.326
J NAT PROD;0163-3864;21104;3.798;3.395;0.709;381;9.4;0.02347;0.784
J NEUROIMMUNE PHARM;1557-1890;1761;4.110;3.872;0.655;58;3.8;0.00569;1.070
J OCUL PHARMACOL TH;1080-7683;1582;1.470;1.560;0.340;103;5.8;0.00342;0.429
J PHARM INNOV;1872-5120;177;1.000;1.130;0.219;32;4.6;0.00041;0.241
J PHARM PHARM SCI;1482-1826;1652;1.856;2.422;0.086;35;7.8;0.00213;0.577
J PHARM PHARMACOL;0022-3573;7786;2.264;2.385;0.479;167;>10.0;0.00809;0.546
J PHARM SCI-US;0022-3549;19166;2.590;3.065;0.377;406;9.3;0.02291;0.706
J PHARMACEUT BIOMED;0731-7085;16087;2.979;2.867;0.866;514;7.0;0.02095;0.603
J PHARMACOKINET PHAR;1567-567X;873;1.856;1.738;0.200;50;6.7;0.00159;0.469
J PHARMACOL EXP THER;0022-3565;33146;3.972;3.819;0.833;246;>10.0;0.03429;1.131
J PHARMACOL SCI;1347-8613;3719;2.360;2.173;0.356;149;6.2;0.00691;0.548
J PHARMACOL TOX MET;1056-8719;1388;2.390;;0.453;64;5.1;0.00294;
J PSYCHOPHARMACOL;0269-8811;4902;3.898;3.442;0.717;127;5.3;0.01199;0.978
J VET PHARMACOL THER;0140-7783;2004;1.189;1.252;0.304;79;8.9;0.00226;0.317
KOREAN J PHYSIOL PHA;1226-4512;542;1.378;1.324;0.319;72;3.6;0.00147;0.272
LAT AM J PHARM;0326-2383;501;0.372;0.311;0.092;272;3.4;0.00096;0.051
LIFE SCI;0024-3205;19047;2.702;2.670;0.690;377;>10.0;0.01546;0.693
MED LETT DRUGS THER;0025-732X;260;0.731;0.467;0.500;66;3.0;0.00102;0.192
MED RES REV;0198-6325;3542;8.431;8.226;2.846;39;7.8;0.00495;2.137
MICROB DRUG RESIST;1076-6294;1518;2.490;2.247;0.404;89;5.7;0.00365;0.692
MOL DIAGN THER;1177-1062;511;2.891;2.155;0.239;67;3.8;0.00146;0.570
MOL PHARMACEUT;1543-8384;9898;4.384;4.961;0.629;423;3.8;0.02748;1.190
MOL PHARMACOL;0026-895X;20210;4.128;4.385;0.956;160;9.7;0.02562;1.435
N-S ARCH PHARMACOL;0028-1298;4513;2.471;2.329;0.616;112;>10.0;0.00493;0.580
NAT REV DRUG DISCOV;1474-1776;23811;41.908;37.825;8.462;39;6.5;0.06017;13.532
NEUROPHARMACOLOGY;0028-3908;16524;5.106;4.823;1.182;417;6.0;0.03722;1.454
NEUROPSYCHOPHARMACOL;0893-133X;22005;7.048;8.168;1.582;292;6.4;0.05006;2.643
NEUROTHERAPEUTICS;1933-7213;2584;5.054;5.821;1.319;72;4.5;0.00909;1.829
NEUROTOXICOLOGY;0161-813X;5232;3.379;3.295;0.467;135;6.9;0.00813;0.795
PAK J PHARM SCI;1011-601X;921;0.682;1.024;0.107;308;5.1;0.00152;0.175
PEDIATR DRUGS;1174-5878;844;1.975;1.934;0.255;47;6.5;0.00184;0.590
PEPTIDES;0196-9781;9685;2.618;2.429;0.625;256;7.5;0.01461;0.592
PERS MED;1741-0541;400;1.336;1.243;0.352;54;3.2;0.00143;0.342
PHARM BIOL;1388-0209;2241;1.241;1.186;0.359;223;5.2;0.00360;0.234
PHARM CHEM J+;0091-150X;1319;0.452;0.457;0.053;169;>10.0;0.00108;0.091
PHARM DEV TECHNOL;1083-7450;1311;1.202;1.239;0.692;117;6.3;0.00188;0.264
PHARM RES-DORDR;0724-8741;19453;3.420;4.290;0.551;283;9.5;0.02113;1.037
PHARM STAT;1539-1604;587;0.833;1.361;0.268;41;5.0;0.00275;0.718
PHARMACOECONOMICS;1170-7690;3241;2.450;2.574;0.800;90;8.2;0.00555;0.876
PHARMACOEPIDEM DR S;1053-8569;4711;2.939;3.138;0.569;153;5.3;0.01602;1.217
PHARMACOGENET GENOM;1744-6872;3206;3.481;3.561;0.452;73;5.5;0.00772;0.988
PHARMACOGENOMICS;1462-2416;3800;3.218;3.306;0.403;154;5.2;0.00863;0.822
PHARMACOGENOMICS J;1470-269X;2394;4.229;4.110;1.064;78;5.3;0.00575;1.208
PHARMACOL BIOCHEM BE;0091-3057;13290;2.781;2.751;0.598;254;>10.0;0.01431;0.707
PHARMACOL REP;1734-1140;2572;1.928;2.206;0.214;168;4.8;0.00597;0.500
PHARMACOL RES;1043-6618;6600;4.408;4.409;0.686;102;6.7;0.01236;1.170
PHARMACOL REV;0031-6997;11630;17.099;22.347;4.500;24;9.9;0.01726;7.548
PHARMACOL THERAPEUT;0163-7258;11806;9.723;8.843;2.962;106;7.3;0.02202;2.688
PHARMACOLOGY;0031-7012;2069;1.672;1.630;0.266;79;8.6;0.00308;0.432
PHARMACOPSYCHIATRY;0176-3679;1861;1.851;2.171;0.476;42;9.1;0.00278;0.599
PHARMACOTHERAPY;0277-0008;4725;2.662;2.388;0.490;153;8.0;0.00825;0.764
PHARMAZIE;0031-7144;3117;1.052;1.058;0.191;162;>10.0;0.00298;0.221
PHYTOMEDICINE;0944-7113;6405;3.126;3.373;0.491;228;6.0;0.01018;0.702
PHYTOTHER RES;0951-418X;9362;2.660;2.455;0.569;255;7.0;0.01187;0.493
PLANTA MED;0032-0943;11216;2.152;2.435;0.328;186;>10.0;0.01103;0.547
PROG NEURO-PSYCHOPH;0278-5846;8909;3.689;3.797;1.344;186;5.9;0.01803;1.002
PSYCHOPHARMACOLOGY;0033-3158;24703;3.875;3.974;0.952;399;9.5;0.03251;1.127
PULM PHARMACOL THER;1094-5539;2106;2.937;2.736;0.637;80;5.5;0.00484;0.750
RECENT PAT ANTI-CANC;1574-8928;547;4.295;2.909;0.727;22;4.4;0.00142;0.741
REGUL TOXICOL PHARM;0273-2300;3922;2.031;2.316;0.860;200;6.7;0.00600;0.550
REV BRAS FARMACOGN;0102-695X;1057;0.834;0.807;0.029;70;5.1;0.00214;0.177
REV ESP QUIM;0214-3429;244;0.797;0.825;0.103;29;4.9;0.00063;0.232
REV PHYSIOL BIOCH P;0303-4240;779;6.273;5.867;;;>10.0;0.00048;2.026
SAUDI PHARM J;1319-0164;357;1.283;1.361;0.141;78;3.7;0.00080;0.250
SKIN PHARMACOL PHYS;1660-5527;1427;2.366;2.662;0.714;42;7.5;0.00209;0.635
THER DRUG MONIT;0163-4356;3711;2.376;2.379;0.647;116;8.0;0.00525;0.626
THER INNOV REGUL SCI;2168-4790;56;0.456;0.456;0.170;88;;0.00016;0.109
THERAPIE;0040-5957;500;0.505;0.491;0.000;50;>10.0;0.00036;0.087
TOXICOL APPL PHARM;0041-008X;17261;3.705;4.069;0.612;304;7.9;0.02525;1.009
TOXICOLOGY;0300-483X;12583;3.621;3.810;0.543;140;8.5;0.01545;0.923
TOXICON;0041-0101;10991;2.492;2.708;0.330;230;9.1;0.01274;0.610
TRENDS PHARMACOL SCI;0165-6147;10743;11.539;10.338;2.266;64;7.9;0.02119;3.521
TROP J PHARM RES;1596-5996;637;0.589;0.733;0.074;244;5.0;0.00109;0.132
VASC PHARMACOL;1537-1891;1921;3.635;2.974;0.557;70;6.0;0.00404;0.824
XENOBIOTICA;0049-8254;3329;2.199;2.025;0.569;116;8.9;0.00436;0.524
YAKUGAKU ZASSHI;0031-6903;1481;0.263;0.353;0.043;164;>10.0;0.00123;0.081
Z NATURFORSCH C;0939-5075;2718;0.552;0.765;0.057;53;>10.0;0.00124;0.164;

