Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J ELASTICITY;0374-3535;1746;1.348;1.232;0.556;45;>10.0;0.00243;0.656
J ENG THERMOPHYS-RUS;1810-2328;103;0.556;0.433;0.088;34;4.3;0.00033;0.133
J FLUID MECH;0022-1120;41323;2.383;2.727;0.670;663;>10.0;0.05084;1.154
J FLUID STRUCT;0889-9746;3697;2.021;2.249;0.410;195;8.7;0.00605;0.698
J HYDRODYN;1001-6058;915;0.659;0.749;0.103;107;5.2;0.00248;0.223
J MATH FLUID MECH;1422-6928;483;1.186;1.257;0.217;46;6.3;0.00360;1.265
J MECH;1727-7191;271;0.580;0.486;0.071;70;4.5;0.00073;0.139
J MECH MATER STRUCT;1559-3959;599;1.038;0.967;0.231;26;6.0;0.00197;0.407
J MECH PHYS SOLIDS;0022-5096;13081;3.598;4.169;0.984;192;>10.0;0.01819;1.810
J MICROMECH MICROENG;0960-1317;8862;1.731;1.906;0.278;299;6.7;0.01828;0.576
J NON-EQUIL THERMODY;0340-0204;441;1.667;1.436;0.111;18;>10.0;0.00053;0.329
J NON-NEWTON FLUID;0377-0257;4437;1.821;1.906;0.202;84;>10.0;0.00643;0.648
J NONLINEAR SCI;0938-8974;812;2.135;2.013;0.361;36;8.2;0.00364;1.530
J POROUS MEDIA;1091-028X;491;0.807;0.608;0.229;83;5.0;0.00091;0.127
J RHEOL;0148-6055;4910;3.358;3.195;0.864;81;>10.0;0.00567;1.026
J SOUND VIB;0022-460X;22682;1.813;2.223;0.277;491;>10.0;0.02669;0.748
J STAT MECH-THEORY E;1742-5468;5644;2.404;1.935;0.788;326;5.0;0.02349;0.920
J STRAIN ANAL ENG;0309-3247;1053;0.909;1.250;0.173;52;>10.0;0.00198;0.472
J THEOR APP MECH-POL;1429-2955;408;0.636;0.693;0.052;96;5.1;0.00115;0.216
J THERM STRESSES;0149-5739;1406;0.992;1.129;0.197;76;>10.0;0.00195;0.385
J TURBUL;1468-5248;718;1.560;1.281;0.244;41;6.8;0.00233;0.606
J VIB ACOUST;1048-9002;2211;1.128;1.315;0.266;124;9.9;0.00408;0.480
J VIB ENG TECHNOL;2321-3558;5;;;0.098;51;;0.00000;
J WIND ENG IND AEROD;0167-6105;4926;1.414;1.864;0.351;151;>10.0;0.00480;0.553
KOREA-AUST RHEOL J;1226-119X;359;0.875;0.839;0.068;44;6.9;0.00059;0.229
LAT AM J SOLIDS STRU;1679-7825;371;1.272;1.411;0.439;139;2.9;0.00094;0.337
MAGNETOHYDRODYNAMICS;0024-998X;471;0.380;0.439;0.250;28;>10.0;0.00071;0.147
MATH MECH SOLIDS;1081-2865;614;1.298;1.256;0.344;61;5.7;0.00237;0.607
MECCANICA;0025-6455;1799;1.949;1.867;0.471;191;4.0;0.00409;0.456
MECH ADV MATER STRUC;1537-6494;540;0.773;0.862;0.274;84;5.8;0.00137;0.291
MECH BASED DES STRUC;1539-7734;236;0.842;0.846;0.062;32;5.8;0.00055;0.244
MECH COMPOS MATER;0191-5665;838;0.473;0.575;0.156;77;>10.0;0.00073;0.153
MECH IND;2257-7777;153;0.477;0.273;0.015;65;7.2;0.00047;0.116
MECH MATER;0167-6636;4679;2.329;2.598;0.566;136;9.8;0.00838;0.990
MECH RES COMMUN;0093-6413;1928;1.502;1.700;0.256;121;5.9;0.00565;0.628
MECH SOLIDS+;0025-6544;322;0.213;0.235;0.028;71;>10.0;0.00096;0.142
MECH TIME-DEPEND MAT;1385-2000;468;1.587;1.418;0.250;40;7.3;0.00104;0.491
MECHANIKA;1392-1207;203;0.292;0.315;0.023;86;4.2;0.00053;0.070
MICROGRAVITY SCI TEC;0938-0108;459;0.910;0.852;0.094;53;5.7;0.00134;0.290
MULTIBODY SYST DYN;1384-5640;1014;1.739;1.887;0.163;43;6.8;0.00209;0.594
NIHON REOROJI GAKK;0387-1533;136;0.356;0.323;0.077;39;7.6;0.00020;0.075
NONLINEAR ANAL-MODEL;1392-5113;323;1.099;1.040;0.636;44;4.5;0.00081;0.290
NONLINEAR DYNAM;0924-090X;6966;2.849;2.637;0.448;569;3.5;0.01402;0.533
NUMER HEAT TR A-APPL;1040-7782;2228;1.975;1.768;0.571;126;7.4;0.00300;0.391
NUMER HEAT TR B-FUND;1040-7790;1081;1.172;1.226;0.306;49;>10.0;0.00133;0.358
OPEN SYST INF DYN;1230-1612;271;0.685;0.699;1.045;22;7.3;0.00083;0.395
P I MECH ENG K-J MUL;1464-4193;318;0.690;0.833;0.152;33;7.1;0.00065;0.295
PHILOS MAG;1478-6435;11044;1.825;1.705;0.456;252;>10.0;0.01535;0.713
PHYS FLUIDS;1070-6631;23746;2.031;2.230;0.434;604;>10.0;0.03969;0.997
PHYS MESOMECH;1029-9599;329;1.488;1.187;0.275;40;3.8;0.00058;0.201
PMM-J APPL MATH MEC+;0021-8928;1402;0.354;0.398;0.000;36;>10.0;0.00153;0.238
PROBABILIST ENG MECH;0266-8920;1461;1.855;1.722;0.034;59;9.0;0.00360;0.807
PROG COMPUT FLUID DY;1468-4349;254;0.688;0.516;0.028;36;6.4;0.00063;0.187
Q J MECH APPL MATH;0033-5614;1099;0.870;0.977;0.148;27;>10.0;0.00130;0.633
REGUL CHAOTIC DYN;1560-3547;495;0.860;0.842;0.300;50;7.4;0.00185;0.528
RHEOL ACTA;0035-4511;3531;1.869;2.133;0.466;73;>10.0;0.00461;0.703
SHOCK VIB;1070-9622;624;0.722;0.816;0.085;211;6.4;0.00133;0.245
SHOCK WAVES;0938-1287;920;0.885;1.117;0.352;54;9.2;0.00179;0.423
SOUND VIB;1541-0161;242;0.106;0.416;0.048;21;>10.0;0.00033;0.184
STRUCT MULTIDISCIP O;1615-147X;3379;1.974;2.321;0.219;151;6.2;0.00987;0.890
THEOR APPL FRACT MEC;0167-8442;935;1.262;1.293;0.225;89;9.0;0.00159;0.451
THEOR COMP FLUID DYN;0935-4964;833;1.800;1.538;0.278;36;8.5;0.00249;0.804
THERMOPHYS AEROMECH+;0869-8643;234;0.363;0.359;0.145;62;5.6;0.00064;0.123
WAVE MOTION;0165-2125;1596;1.513;1.563;0.510;102;>10.0;0.00394;0.784
WIND STRUCT;1226-6116;403;0.584;0.822;0.027;73;6.9;0.00078;0.248
ZAMM-Z ANGEW MATH ME;0044-2267;1896;1.162;1.069;0.266;79;>10.0;0.00288;0.548;

