Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J MED CHEM;0022-2623;63060;5.447;5.464;1.300;773;8.4;0.08671;1.367
J MED FOOD;1096-620X;2991;1.626;1.780;0.217;175;5.4;0.00546;0.369
J NAT MED-TOKYO;1340-3443;1152;1.593;1.525;0.421;95;4.4;0.00250;0.326
J NAT PROD;0163-3864;21104;3.798;3.395;0.709;381;9.4;0.02347;0.784
J PHARM SCI-US;0022-3549;19166;2.590;3.065;0.377;406;9.3;0.02291;0.706
LETT DRUG DES DISCOV;1570-1808;706;0.770;0.757;0.230;135;4.4;0.00113;0.119
MAR DRUGS;1660-3397;3959;2.853;3.900;0.602;337;3.4;0.01110;0.796
MED CHEM;1573-4064;1058;1.363;1.388;0.440;84;4.2;0.00214;0.300
MED CHEM RES;1054-2523;2405;1.402;1.394;0.262;480;2.4;0.00522;0.223
MED RES REV;0198-6325;3542;8.431;8.226;2.846;39;7.8;0.00495;2.137
MEDCHEMCOMM;2040-2503;1725;2.495;2.612;0.586;227;2.5;0.00648;0.670
MINI-REV MED CHEM;1389-5575;3350;2.903;2.938;0.220;91;5.4;0.00708;0.690
MOL DIVERS;1381-1991;1357;1.896;2.412;0.348;69;4.6;0.00268;0.458
MOL INFORM;1868-1743;570;1.647;1.886;0.309;68;3.1;0.00230;0.501
NAT PROD COMMUN;1934-578X;2295;0.906;0.928;0.125;448;3.8;0.00590;0.185
NAT PROD REP;0265-0568;8047;10.107;10.545;2.402;82;6.7;0.01673;3.173
NAT PROD RES;1478-6419;2521;0.919;1.035;0.150;408;4.4;0.00518;0.217
NUCLEIC ACID THER;2159-3337;407;2.929;2.869;0.829;41;2.3;0.00169;0.816
PHARM CHEM J+;0091-150X;1319;0.452;0.457;0.053;169;>10.0;0.00108;0.091
PHARMACOGN MAG;0973-1296;461;1.256;1.279;0.081;172;3.8;0.00106;0.225
PHARMAZIE;0031-7144;3117;1.052;1.058;0.191;162;>10.0;0.00298;0.221
PHYTOMEDICINE;0944-7113;6405;3.126;3.373;0.491;228;6.0;0.01018;0.702
PHYTOTHER RES;0951-418X;9362;2.660;2.455;0.569;255;7.0;0.01187;0.493
PLANTA MED;0032-0943;11216;2.152;2.435;0.328;186;>10.0;0.01103;0.547
REC NAT PROD;1307-6167;286;0.868;1.143;0.083;60;3.5;0.00089;0.259
REV BRAS FARMACOGN;0102-695X;1057;0.834;0.807;0.029;70;5.1;0.00214;0.177;

