Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
BRAIN DEV-JPN;0387-7604;3267;1.880;1.888;0.324;142;7.7;0.00629;0.590
BRAIN IMPAIR;1443-9646;210;0.809;1.167;0.000;21;5.4;0.00056;0.329
BRAIN PATHOL;1015-6305;3976;4.643;3.969;1.029;70;7.2;0.00814;1.325
BRAIN STIMUL;1935-861X;1920;4.399;4.737;0.949;117;2.9;0.00683;1.433
BRAIN TOPOGR;0896-0267;1776;3.468;3.716;1.164;67;6.3;0.00385;1.166
BRAIN TUMOR PATHOL;1433-7398;419;1.224;1.445;0.289;45;4.2;0.00095;0.366
BRIT J NEUROSURG;0268-8697;2181;0.960;1.051;0.229;157;8.0;0.00375;0.315
CAN J NEUROL SCI;0317-1671;2361;1.525;1.353;0.193;119;9.2;0.00445;0.456
CEPHALALGIA;0333-1024;7097;4.891;3.736;0.926;121;7.6;0.01114;0.986
CEREBROVASC DIS;1015-9770;5770;3.754;3.451;0.371;105;6.3;0.01486;1.201
CHILD NERV SYST;0256-7040;4000;1.114;1.264;0.189;265;7.3;0.00762;0.373
CHILD NEUROPSYCHOL;0929-7049;1604;2.416;2.932;0.404;47;8.4;0.00292;0.964
CLIN AUTON RES;0959-9851;1223;1.487;1.737;0.424;33;9.5;0.00192;0.577
CLIN EEG NEUROSCI;1550-0594;683;2.219;2.585;0.395;43;4.8;0.00193;0.691
CLIN J PAIN;0749-8047;4984;2.527;2.965;0.554;130;7.7;0.00985;1.028
CLIN NEUROL NEUROSUR;0303-8467;3588;1.127;1.288;0.137;336;5.6;0.00881;0.383
CLIN NEUROPATHOL;0722-5091;858;1.528;1.232;0.450;40;9.4;0.00139;0.363
CLIN NEUROPHARMACOL;0362-5664;2032;2.009;1.994;0.312;48;9.7;0.00280;0.548
CLIN NEUROPHYSIOL;1388-2457;14470;3.097;3.356;1.064;264;8.0;0.02149;1.003
CLIN NEUROPSYCHOL;1385-4046;2425;1.719;2.208;0.377;77;8.5;0.00372;0.625
CLIN NEURORADIOL;1869-1439;219;2.250;1.792;0.393;28;2.9;0.00097;0.578
CNS DRUGS;1172-7047;3704;5.113;4.971;0.989;89;5.7;0.00846;1.399
CNS SPECTRUMS;1092-8529;2003;2.710;2.379;0.867;60;7.1;0.00245;0.656
COGN BEHAV NEUROL;1543-3633;620;0.946;1.189;0.185;27;7.7;0.00100;0.384
CURR ALZHEIMER RES;1567-2050;2813;3.889;3.933;0.558;104;4.3;0.00778;1.056
CURR NEUROL NEUROSCI;1528-4042;1662;3.059;3.100;0.326;86;4.2;0.00601;1.054
CURR NEUROVASC RES;1567-2026;769;2.253;2.409;0.452;42;5.5;0.00158;0.580
CURR OPIN NEUROL;1350-7540;4789;5.307;5.004;0.828;87;6.0;0.01265;1.732
CURR PAIN HEADACHE R;1531-3433;1237;2.250;2.115;0.362;69;4.8;0.00357;0.646
CURR TREAT OPTION NE;1092-8480;699;1.944;1.729;0.558;43;4.1;0.00220;0.543
DEMENT GERIATR COGN;1420-8008;4315;3.547;3.244;0.412;68;6.7;0.00818;0.911
DEV DISABIL RES REV;1940-5510;590;2.750;3.728;;0;5.4;0.00223;1.235
DEV MED CHILD NEUROL;0012-1622;9494;3.510;3.717;1.106;141;8.3;0.01595;1.213
DEV NEUROREHABIL;1751-8423;758;2.050;2.506;0.255;51;4.3;0.00258;0.652
EPILEPSIA;0013-9580;22358;4.571;4.424;0.982;279;7.6;0.04218;1.331
EPILEPSY BEHAV;1525-5050;6400;2.257;2.225;0.585;330;5.2;0.01478;0.574
EPILEPSY CURR;1535-7597;531;3.256;2.928;1.800;15;4.9;0.00169;1.097
EPILEPSY RES;0920-1211;5642;2.015;2.316;0.388;227;7.6;0.01086;0.728
EPILEPTIC DISORD;1294-9361;837;0.954;1.163;0.114;88;7.3;0.00183;0.383
EUR ARCH PSY CLIN N;0940-1334;3504;3.525;3.194;1.108;65;7.6;0.00548;0.859
EUR J NEUROL;1351-5101;7843;4.055;3.786;0.734;214;5.3;0.02084;1.173
EUR J PAEDIATR NEURO;1090-3798;1533;2.301;2.122;0.319;119;4.5;0.00497;0.681
EUR J PAIN;1090-3801;5015;2.928;3.508;0.720;150;5.7;0.01440;1.237
EUR NEUROL;0014-3022;2749;1.356;1.619;0.239;113;>10.0;0.00452;0.525
EUR NEUROPSYCHOPHARM;0924-977X;5171;4.369;4.754;0.799;189;5.2;0.01259;1.374
EUR SPINE J;0940-6719;9083;2.066;2.497;0.331;375;6.2;0.02096;0.768
EXPERT REV NEUROTHER;1473-7175;2833;2.783;3.121;0.495;111;4.6;0.00937;0.929
FORTSCHR NEUROL PSYC;0720-4299;452;0.629;0.500;0.221;68;7.0;0.00058;0.098
HEADACHE;0017-8748;5826;2.758;2.662;0.732;142;7.9;0.00891;0.711
HUM PSYCHOPHARM CLIN;0885-6222;2100;2.192;2.362;0.514;72;6.6;0.00364;0.601
IDEGGYOGY SZEMLE;0019-1442;125;0.386;0.284;0.145;62;4.5;0.00018;0.048
INT J NEUROPSYCHOPH;1461-1457;4959;4.009;4.533;0.977;175;4.6;0.01369;1.273
INTERV NEURORADIOL;1591-0199;627;0.780;0.927;0.043;69;6.1;0.00153;0.291
J AFFECT DISORDERS;0165-0327;19211;3.383;3.939;0.671;557;5.7;0.04453;1.143
J CHILD NEUROL;0883-0738;5035;1.717;1.657;0.247;291;7.5;0.01015;0.551
J CLIN EXP NEUROPSYC;1380-3395;4874;2.083;2.483;0.237;93;>10.0;0.00623;0.783
J CLIN NEUROL;1738-6586;537;1.700;1.859;0.200;55;4.1;0.00176;0.560
J CLIN NEUROPHYSIOL;0736-0258;2540;1.429;1.639;0.137;95;>10.0;0.00292;0.506
J CLIN NEUROSCI;0967-5868;5100;1.378;1.483;0.276;504;4.9;0.01479;0.451
J CLIN SLEEP MED;1550-9389;2823;3.053;3.885;0.627;153;5.0;0.00939;1.335
J GERIATR PSYCH NEUR;0891-9887;1333;2.242;3.026;0.545;33;8.5;0.00230;0.952
J HEAD TRAUMA REHAB;0885-9701;3011;2.920;4.008;1.039;77;8.4;0.00455;1.169
J HEADACHE PAIN;1129-2369;1360;2.801;2.383;0.584;77;3.7;0.00401;0.621
J INT NEUROPSYCH SOC;1355-6177;5565;2.963;3.731;0.448;105;7.6;0.01078;1.208
J KOREAN NEUROSURG S;2005-3711;1085;0.636;0.806;0.038;182;4.6;0.00361;0.236
J NERV MENT DIS;0022-3018;7166;1.688;2.029;0.564;133;>10.0;0.00798;0.653
J NEURAL TRANSM;0300-9564;5857;2.402;2.732;0.652;155;7.0;0.01033;0.747
J NEURO-ONCOL;0167-594X;8579;3.070;3.104;0.627;314;5.5;0.02092;0.905
J NEURO-OPHTHALMOL;1070-8022;1084;1.950;1.811;0.485;66;6.1;0.00267;0.600
J NEURODEV DISORD;1866-1947;551;3.268;3.850;0.186;43;3.5;0.00300;1.350
J NEUROGASTROENTEROL;2093-0879;566;2.296;;0.424;59;3.1;0.00206;
J NEUROIMAGING;1051-2284;1395;1.734;1.487;0.409;110;5.6;0.00387;0.528
J NEUROL;0340-5354;11021;3.377;3.495;0.672;271;6.6;0.02531;1.153
J NEUROL NEUROSUR PS;0022-3050;25650;6.807;5.550;2.129;202;>10.0;0.03493;1.971
J NEUROL PHYS THER;1557-0576;594;1.766;2.711;0.412;17;5.8;0.00164;0.907
J NEUROL SCI;0022-510X;13733;2.474;2.535;0.339;537;8.3;0.02390;0.761
J NEUROL SURG PART A;2193-6315;134;0.608;0.618;0.123;81;1.9;0.00041;0.131
J NEUROL SURG PART B;2193-6331;99;0.720;0.720;0.136;66;;0.00045;0.226
J NEUROPATH EXP NEUR;0022-3069;7949;3.797;4.152;0.549;91;>10.0;0.01090;1.386
J NEUROPSYCH CLIN N;0895-0172;3476;2.817;3.047;0.320;50;>10.0;0.00406;0.930
J NEURORADIOLOGY;0150-9861;696;1.753;1.560;0.389;36;6.2;0.00112;0.338
J NEUROSCI NURS;0888-0395;585;0.815;1.095;0.073;55;6.9;0.00108;0.308
J NEUROSURG;0022-3085;29516;3.737;3.573;0.634;374;>10.0;0.03306;1.126
J NEUROSURG ANESTH;0898-4921;1186;2.990;2.320;0.512;43;6.6;0.00198;0.539
J NEUROSURG SCI;0390-5616;482;1.158;0.918;0.172;29;>10.0;0.00072;0.267
J NEUROSURG-PEDIATR;1933-0707;1941;1.482;1.624;0.317;205;3.9;0.00743;0.479
J NEUROSURG-SPINE;1547-5654;4312;2.383;2.551;0.336;232;5.1;0.01322;0.858
J NEUROTRAUM;0897-7151;10198;3.714;4.056;0.867;196;6.9;0.02059;1.174
J PAIN;1526-5900;6283;4.010;4.577;1.061;115;5.6;0.01897;1.630
J PAIN SYMPTOM MANAG;0885-3924;7381;2.795;3.077;0.744;203;7.6;0.01514;1.077
J PERIPHER NERV SYST;1085-9489;1381;2.758;3.231;0.269;52;5.5;0.00372;1.041
J PSYCHOPHARMACOL;0269-8811;4902;3.898;3.442;0.717;127;5.3;0.01199;0.978
J SLEEP RES;0962-1105;3879;3.347;3.732;1.110;82;7.8;0.00803;1.356
J SPINAL CORD MED;1079-0268;1405;1.333;1.824;0.494;81;6.6;0.00276;0.546
J SPINAL DISORD TECH;1536-0652;3653;2.202;2.037;0.276;105;9.1;0.00633;0.746
JAMA NEUROL;2168-6149;1672;7.271;7.288;2.402;169;1.3;0.00807;2.991
KLIN NEUROPHYSIOL;1434-0275;23;0.115;0.122;0.038;26;;0.00006;0.030
LANCET NEUROL;1474-4422;19384;21.896;24.577;4.914;93;5.2;0.06856;9.553
MOVEMENT DISORD;0885-3185;18803;5.680;4.983;1.358;243;6.5;0.03920;1.522
MULT SCLER J;1352-4585;7810;4.822;4.451;1.042;236;4.9;0.02141;1.347
MULT SCLER RELAT DIS;2211-0348;81;0.884;0.884;0.311;61;;0.00039;0.352
MUSCLE NERVE;0148-639X;9796;2.283;2.306;0.612;255;10.0;0.01377;0.688
NAT REV NEUROL;1759-4758;4264;15.358;15.380;3.038;53;3.3;0.02429;5.751
NERVENARZT;0028-2804;1270;0.787;0.607;0.234;145;7.7;0.00153;0.123
NEURO-ONCOLOGY;1522-8517;6048;6.776;6.604;1.622;172;3.7;0.02165;2.085
NEUROCASE;1355-4794;1179;1.124;1.336;0.486;74;9.1;0.00178;0.410
NEUROCHIRURGIE;0028-3770;554;0.406;0.381;0.065;46;>10.0;0.00053;0.102
NEUROCRIT CARE;1541-6933;2504;2.440;2.602;0.680;128;4.3;0.00896;0.845
NEURODEGENER DIS;1660-2854;1408;3.511;3.121;0.803;71;4.0;0.00412;0.922
NEUROEPIDEMIOLOGY;0251-5350;2562;2.558;2.776;0.333;54;7.5;0.00519;0.963
NEUROGASTROENT MOTIL;1350-1925;5356;3.587;3.519;0.693;189;4.7;0.01449;0.981
NEUROGENETICS;1364-6745;1021;2.884;2.552;0.818;33;5.6;0.00337;1.046
NEUROL ASIA;1823-6138;114;0.162;0.203;0.065;46;5.5;0.00022;0.048
NEUROL CLIN;0733-8619;1524;1.395;1.586;0.308;52;8.1;0.00267;0.579
NEUROL MED-CHIR;0470-8105;2066;0.724;0.798;0.148;162;8.9;0.00348;0.248
NEUROL NEUROCHIR POL;0028-3843;417;0.641;0.615;0.047;64;5.5;0.00082;0.143
NEUROL RES;0161-6412;3236;1.439;1.481;0.238;151;8.1;0.00508;0.401
NEUROL SCI;1590-1874;3002;1.447;1.341;0.371;286;4.7;0.00714;0.373
NEUROLOGIA;0213-4853;639;1.381;1.164;0.250;60;4.3;0.00130;0.248
NEUROLOGIST;1074-7931;862;1.163;1.316;;;6.2;0.00220;0.443
NEUROLOGY;0028-3878;76539;8.185;8.310;1.908;511;9.9;0.12233;2.974
NEUROMODULATION;1094-7159;1281;2.701;2.292;0.385;96;4.6;0.00215;0.434
NEUROMUSCULAR DISORD;0960-8966;3743;2.638;2.709;0.795;117;6.9;0.00717;0.806
NEUROPATH APPL NEURO;0305-1846;2792;3.927;4.183;1.393;61;7.8;0.00522;1.308
NEUROPATHOLOGY;0919-6544;1406;1.651;1.649;0.346;78;5.8;0.00325;0.476
NEUROPEDIATRICS;0174-304X;1374;1.240;1.250;0.452;62;>10.0;0.00170;0.406
NEUROPHYSIOL CLIN;0987-7053;877;1.238;1.679;0.196;46;8.2;0.00118;0.569
NEUROPSYCH DIS TREAT;1178-2021;1568;1.741;1.891;0.255;259;4.2;0.00370;0.452
NEURORADIOLOGY;0028-3940;5011;2.485;2.672;0.240;121;9.0;0.00898;0.918
NEUROREHAB NEURAL RE;1545-9683;3533;3.976;4.626;0.787;89;5.0;0.01093;1.408
NEUROREHABILITATION;1053-8135;1586;1.124;1.568;0.121;174;5.7;0.00393;0.477
NEUROSCIENCES;1319-6138;263;0.708;0.506;0.122;49;4.0;0.00069;0.132
NEUROSCIENTIST;1073-8584;3821;6.837;6.675;1.708;48;7.1;0.00882;2.404
NEUROSURG CLIN N AM;1042-3680;1191;1.440;1.735;0.288;66;8.3;0.00229;0.569
NEUROSURG FOCUS;1092-0684;4596;2.105;2.893;0.339;165;6.5;0.01090;0.969
NEUROSURG REV;0344-5607;1540;2.176;2.224;0.417;72;6.9;0.00337;0.710
NEUROSURGERY;0148-396X;28693;3.620;3.485;0.695;213;9.5;0.03952;1.091
NEUROTHERAPEUTICS;1933-7213;2584;5.054;5.821;1.319;72;4.5;0.00909;1.829
NOROPSIKIYATRI ARS;1300-0667;78;0.099;0.168;0.000;64;;0.00017;0.031
OTOL NEUROTOL;1531-7129;5060;1.787;2.016;0.248;330;6.0;0.01065;0.556
PAIN;0304-3959;31705;5.213;6.241;1.239;284;9.6;0.05060;2.160
PAIN PHYSICIAN;1533-3159;2590;3.542;3.454;0.770;100;4.3;0.00690;0.917
PAIN PRACT;1530-7085;1276;2.361;2.485;0.641;103;4.4;0.00374;0.726
PAIN RES MANAG;1203-6765;809;1.518;1.882;0.220;59;6.4;0.00189;0.636
PARKINSONISM RELAT D;1353-8020;4893;3.972;3.885;0.955;242;4.3;0.01492;1.135
PARKINSONS DIS-US;2090-8083;456;2.010;2.127;0.067;30;3.1;0.00209;0.618
PEDIATR NEUROL;0887-8994;3900;1.695;1.569;0.240;262;8.0;0.00677;0.488
PEDIATR NEUROSURG;1016-2291;1668;0.326;0.609;;;>10.0;0.00119;0.206
PROG NEURO-PSYCHOPH;0278-5846;8909;3.689;3.797;1.344;186;5.9;0.01803;1.002
PSYCHIAT CLIN NEUROS;1323-1316;2662;1.634;2.193;0.383;94;7.7;0.00398;0.591
PSYCHIAT RES-NEUROIM;0925-4927;4540;2.424;3.411;0.257;140;5.7;0.01146;1.016
REV NEUROL-FRANCE;0035-3787;1389;0.663;0.504;0.174;92;>10.0;0.00158;0.144
REV NEUROLOGIA;0210-0010;1567;0.830;0.757;0.232;155;6.6;0.00175;0.123
SCHMERZ;0932-433X;599;1.017;0.944;0.273;55;6.0;0.00102;0.211
SEIZURE-EUR J EPILEP;1059-1311;3133;1.822;1.879;0.463;160;6.4;0.00680;0.568
SEMIN NEUROL;0271-8235;1242;1.786;1.788;0.286;56;7.6;0.00249;0.603
SEMIN PEDIATR NEUROL;1071-9091;812;2.232;1.862;0.233;30;7.4;0.00182;0.660
SLEEP;0161-8105;16335;4.591;5.753;1.026;196;8.5;0.02763;1.991
SLEEP BIOL RHYTHMS;1446-9235;344;0.588;0.981;0.114;35;4.8;0.00101;0.301
SLEEP BREATH;1520-9512;1797;2.482;2.376;0.463;108;3.3;0.00591;0.699
SLEEP MED;1389-9457;6016;3.154;3.781;0.582;225;5.3;0.01737;1.243
SLEEP MED REV;1087-0792;3919;8.513;9.258;2.062;48;6.6;0.00959;3.247
SPINAL CORD;1362-4393;4076;1.804;1.846;0.431;160;8.0;0.00659;0.515
SPINE;0362-2436;37177;2.297;2.834;0.312;504;>10.0;0.04161;0.886
SPINE J;1529-9430;4728;2.426;3.093;0.478;362;5.5;0.01374;1.105
STROKE;0039-2499;58619;5.761;6.578;1.311;572;8.7;0.10295;2.140
THER ADV NEUROL DISO;1756-2856;463;3.140;;0.750;24;3.4;0.00204;
TRANSL STROKE RES;1868-4483;661;2.444;2.444;0.671;73;2.5;0.00275;0.693
TURK NEUROSURG;1019-5149;549;0.576;0.702;0.064;171;3.8;0.00196;0.207
WORLD NEUROSURG;1878-8750;2319;2.878;2.901;0.527;300;2.5;0.01050;0.895
Z NEUROPSYCHOL;1016-264X;76;0.400;0.302;0.706;17;;0.00010;0.063;

