Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
EUR J MED RES;0949-2321;1208;1.495;1.512;0.127;71;5.9;0.00267;0.416
EXP BIOL MED;1535-3702;5422;2.165;2.593;0.614;166;6.7;0.00909;0.699
EXP DIABETES RES;1687-5214;1258;4.325;3.908;;0;2.9;0.00465;1.078
EXP HEMATOL;0301-472X;5951;2.475;2.746;0.475;99;9.1;0.00891;0.963
EXP MOL MED;1226-3613;2212;3.446;2.831;0.661;56;5.6;0.00532;0.811
EXP THER MED;1792-0981;1788;1.269;1.237;0.173;658;2.3;0.00577;0.269
EXPERT OPIN BIOL TH;1471-2598;3736;3.743;3.222;0.738;141;4.6;0.01038;0.918
EXPERT REV MOL MED;1462-3994;1736;5.152;6.703;1.000;13;5.6;0.00506;2.155
GENE THER;0969-7128;7694;3.104;3.107;0.613;124;8.9;0.01069;0.926
GENET COUNSEL;1015-8146;358;0.444;0.405;0.060;50;10.0;0.00064;0.164
HUM GENE THER;1043-0342;5460;3.755;3.413;1.023;86;8.4;0.00989;1.038
HUM GENE THER METHOD;1946-6536;205;2.436;2.462;0.394;33;2.1;0.00098;0.794
IN VIVO;0258-851X;2085;0.974;1.144;0.160;169;7.1;0.00266;0.241
INDIAN J MED RES;0971-5916;4199;1.396;1.926;0.256;172;6.8;0.00726;0.503
INNATE IMMUN-LONDON;1753-4259;911;3.271;2.992;0.667;81;2.7;0.00367;0.905
INT J CLIN EXP MED;1940-5901;594;1.277;1.412;0.133;830;2.3;0.00153;0.327
INT J MOL MED;1107-3756;5829;2.088;2.012;0.444;414;5.6;0.01086;0.476
INVEST CLIN;0535-5133;215;0.469;0.570;0.094;32;6.2;0.00033;0.116
IRAN J BASIC MED SCI;2008-3866;429;1.228;1.038;0.108;157;2.2;0.00083;0.142
J BIOL REG HOMEOS AG;0393-974X;828;2.040;1.842;0.164;67;3.5;0.00220;0.445
J BIOMED BIOTECHNOL;1110-7243;5167;3.169;3.132;;0;3.8;0.01991;0.861
J BIOMED SCI;1021-7770;2717;2.763;2.926;0.538;93;5.2;0.00695;0.804
J BONE MINER METAB;0914-8779;2179;2.460;2.349;0.459;85;6.0;0.00501;0.706
J CARDIOVASC TRANSL;1937-5387;1268;3.017;2.851;1.186;86;3.0;0.00549;0.859
J CELL MOL MED;1582-4934;8194;4.014;4.199;0.806;232;4.9;0.02337;1.110
J CLIN INVEST;0021-9738;98555;13.262;14.073;2.517;443;>10.0;0.18827;6.118
J DIABETES RES;2314-6745;301;2.164;2.164;0.167;132;1.5;0.00109;0.538
J EXP MED;0022-1007;62917;12.515;13.244;2.351;188;>10.0;0.12007;6.843
J GENE MED;1099-498X;2599;2.472;2.206;0.154;26;8.3;0.00325;0.555
J IMMUNOTHER;1524-9557;2767;4.008;3.478;0.673;52;6.0;0.00630;1.014
J INT MED RES;0300-0605;2640;1.438;1.371;0.247;146;4.8;0.00672;0.355
J INVEST MED;1081-5589;1284;1.688;1.829;0.315;54;5.9;0.00293;0.534
J MOL MED;0946-2716;6338;5.107;4.687;1.093;108;6.5;0.01457;1.552
J OPHTHALMOL;2090-004X;445;1.425;1.720;0.110;182;2.9;0.00196;0.501
J PAK MED ASSOC;0030-9982;1430;0.414;;0.055;271;6.2;0.00273;
J TRANSL MED;1479-5876;5204;3.930;4.126;0.503;346;3.2;0.01827;1.140
J ZHEJIANG UNIV-SC B;1673-1581;1637;1.278;1.390;0.270;115;5.6;0.00329;0.332
KAOHSIUNG J MED SCI;1607-551X;841;0.803;0.815;0.095;84;5.8;0.00174;0.209
LAB INVEST;0023-6837;10077;3.676;4.041;0.858;120;>10.0;0.01350;1.239
LARYNGOSCOPE;0023-852X;17729;2.144;2.328;0.426;561;9.4;0.02559;0.688
LIFE SCI;0024-3205;19047;2.702;2.670;0.690;377;>10.0;0.01546;0.693
LYMPHAT RES BIOL;1539-6851;537;1.709;;0.382;34;5.7;0.00114;
M S-MED SCI;0767-0974;573;0.671;0.557;0.111;144;5.0;0.00097;0.105
MABS-AUSTIN;1942-0862;1689;4.558;4.814;0.924;145;3.0;0.00689;1.343
MED HYPOTHESES;0306-9877;5718;1.074;1.132;0.239;322;6.9;0.00998;0.294
MED SCI MONITOR;1643-3750;3821;1.433;1.298;0.255;365;6.5;0.00606;0.293
MELANOMA RES;0960-8931;1929;2.282;2.145;0.280;82;8.2;0.00328;0.638
METAB SYNDR RELAT D;1540-4196;934;1.976;2.123;0.471;70;4.3;0.00316;0.583
MOL ASPECTS MED;0098-2997;4050;10.238;11.000;1.118;17;5.5;0.01122;3.499
MOL GENET METAB;1096-7192;5729;2.625;2.731;0.734;143;5.6;0.01412;0.845
MOL MED;1076-1551;4481;4.508;4.844;0.769;52;6.0;0.01138;1.576
MOL MED REP;1791-2997;2902;1.554;1.494;0.279;888;2.4;0.00863;0.321
MOL PHARMACEUT;1543-8384;9898;4.384;4.961;0.629;423;3.8;0.02748;1.190
MOL THER;1525-0016;13077;6.227;6.211;1.751;189;5.3;0.03520;1.967
MOL THER-NUCL ACIDS;2162-2531;600;4.512;4.528;0.592;71;1.9;0.00247;1.265
NAGOYA J MED SCI;2186-3326;194;0.750;0.914;0.049;41;4.9;0.00049;0.239
NANOMED-NANOTECHNOL;1549-9634;5381;6.155;7.275;1.038;186;3.8;0.01402;1.599
NAT MED;1078-8956;62572;28.223;27.504;5.935;155;7.9;0.16290;12.480
NEUROMODULATION;1094-7159;1281;2.701;2.292;0.385;96;4.6;0.00215;0.434
NUCLEIC ACID THER;2159-3337;407;2.929;2.869;0.829;41;2.3;0.00169;0.816
ORPHANET J RARE DIS;1750-1172;2952;3.358;4.408;0.405;173;4.0;0.01114;1.566
PERSPECT BIOL MED;0031-5982;763;0.482;0.830;0.059;17;>10.0;0.00114;0.359
POSTEP HIG MED DOSW;0032-5449;580;0.573;0.671;0.214;98;5.0;0.00097;0.129
PPAR RES;1687-4757;950;2.509;2.571;0.333;30;4.8;0.00254;0.708
REV ROMANA MED LAB;1841-6624;37;0.239;0.177;0.044;45;;0.00006;0.021
SCAND J CLIN LAB INV;0036-5513;3265;1.899;1.587;0.205;117;>10.0;0.00401;0.464
SCI TRANSL MED;1946-6234;13031;15.843;13.845;3.543;219;2.7;0.09169;6.540
STAT MED;0277-6715;19033;1.825;2.609;0.275;353;>10.0;0.03513;1.517
STEM CELL RES THER;1757-6512;1153;3.368;4.084;0.648;125;2.2;0.00426;1.025
STEM CELL REV REP;1550-8943;1388;2.768;3.440;0.614;70;3.3;0.00581;0.935
STEM CELLS DEV;1547-3287;6061;3.727;4.055;0.881;269;3.7;0.01906;1.070
THERANOSTICS;1838-7640;1850;8.022;8.005;1.779;95;2.2;0.00599;1.796
TOHOKU J EXP MED;0040-8727;2349;1.351;1.433;0.198;116;7.6;0.00348;0.352
TRANSL RES;1931-5244;2112;5.030;4.149;1.468;94;3.2;0.00757;1.244
TRENDS MOL MED;1471-4914;7186;9.453;9.931;1.714;70;6.0;0.01946;3.502
TRIALS;1745-6215;3223;1.731;2.162;0.300;497;3.4;0.01595;0.865
UNDERSEA HYPERBAR M;1066-2936;851;0.768;0.797;0.306;49;>10.0;0.00076;0.220
VACCINE;0264-410X;35325;3.624;3.338;0.754;999;5.5;0.08327;0.941
WIRES NANOMED NANOBI;1939-5116;1268;4.494;5.178;1.095;42;3.9;0.00475;1.267
WIRES SYST BIOL MED;1939-5094;737;3.205;3.181;0.667;27;3.4;0.00406;1.131
WOUND REPAIR REGEN;1067-1927;4207;2.745;3.425;0.463;95;6.9;0.00706;0.964
XENOTRANSPLANTATION;0908-665X;1159;2.840;2.613;0.788;52;6.1;0.00172;0.532
YONAGO ACTA MED;0513-5710;59;0.643;0.470;0.000;22;;0.00012;0.115;

