Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J KOREAN MED SCI;1011-8934;3710;1.266;1.342;0.194;279;5.5;0.00820;0.353
J NATL MED ASSOC;0027-9684;2434;0.963;1.126;0.000;8;8.8;0.00334;0.440
J NEPAL MED ASSOC;0028-2715;152;0.104;0.238;0.000;18;6.0;0.00033;0.065
J NIPPON MED SCH;1345-4676;478;0.577;;0.033;60;6.3;0.00096;
J PAIN SYMPTOM MANAG;0885-3924;7381;2.795;3.077;0.744;203;7.6;0.01514;1.077
J PAK MED ASSOC;0030-9982;1430;0.414;;0.055;271;6.2;0.00273;
J POSTGRAD MED;0022-3859;1021;0.855;1.014;0.917;72;9.2;0.00131;0.296
J RES MED SCI;1735-1995;732;0.652;0.742;0.079;216;3.1;0.00231;0.175
J ROY ARMY MED CORPS;0035-8665;477;0.549;;0.235;81;5.7;0.00115;
J ROY SOC MED;0141-0768;2961;2.118;1.751;1.283;53;>10.0;0.00357;0.757
J TRAVEL MED;1195-1982;1433;1.579;1.717;0.523;65;6.2;0.00264;0.431
J URBAN HEALTH;1099-3460;2913;1.902;2.597;0.157;89;7.5;0.00686;0.974
J WOMENS HEALTH;1540-9996;3601;2.050;2.183;0.395;124;5.3;0.01196;0.781
JAMA INTERN MED;2168-6106;2934;13.116;13.128;4.214;168;1.4;0.01755;6.739
JAMA-J AM MED ASSOC;0098-7484;126479;35.289;31.026;10.189;228;>10.0;0.26099;14.418
JCPSP-J COLL PHYSICI;1022-386X;812;0.353;0.393;0.073;247;5.6;0.00170;0.100
KOREAN J INTERN MED;1226-3303;748;1.426;;0.436;78;4.5;0.00188;
KUWAIT MED J;0023-5776;40;0.018;0.028;0.000;42;;0.00003;0.007
LAEKNABLADID;0023-7213;92;0.274;0.247;0.103;39;;0.00015;0.051
LANCET;0140-6736;185361;45.217;42.724;12.967;271;9.2;0.39555;17.592
LIBYAN J MED;1993-2820;147;1.057;0.800;0.333;18;4.7;0.00041;0.204
MAYO CLIN PROC;0025-6196;9990;6.262;6.211;1.352;145;8.4;0.01972;2.283
MED CLIN N AM;0025-7125;2431;2.607;2.517;0.366;71;8.4;0.00433;0.780
MED CLIN-BARCELONA;0025-7753;2473;1.417;1.192;0.554;121;8.1;0.00257;0.227
MED J AUSTRALIA;0025-729X;10268;4.089;3.445;1.297;158;8.1;0.01780;1.129
MED KLIN-INTENSIVMED;2193-6218;93;0.556;0.556;0.176;74;;0.00023;0.104
MED PRIN PRACT;1011-7571;1032;1.340;1.122;0.165;115;5.3;0.00206;0.255
MED PROBL PERFORM AR;0885-1158;461;0.923;1.069;0.200;35;9.4;0.00047;0.203
MED SPORT;0025-7826;139;0.235;0.346;0.077;39;5.4;0.00020;0.056
MEDICINA-BUENOS AIRE;0025-7680;626;0.561;0.509;0.116;69;8.9;0.00064;0.100
MEDICINA-LITHUANIA;1010-660X;693;0.494;0.677;0.019;54;5.9;0.00144;0.175
MEDICINE;0025-7974;4912;5.723;5.285;0.103;311;>10.0;0.00585;1.910
MIL MED;0026-4075;2915;0.911;0.925;0.144;243;7.6;0.00510;0.277
MINERVA MED;0026-4806;474;0.913;0.843;0.104;48;7.0;0.00081;0.221
MT SINAI J MED;0027-2507;1156;1.623;2.143;;0;6.0;0.00294;0.679
NATL MED J INDIA;0970-258X;513;0.782;0.841;0.250;24;8.8;0.00091;0.286
NETH J MED;0300-2977;1389;1.969;1.754;0.314;70;6.6;0.00286;0.528
NEW ENGL J MED;0028-4793;268652;55.873;54.390;13.844;353;8.4;0.67634;24.284
NIGER J CLIN PRACT;1119-3077;377;0.527;0.502;0.109;156;3.7;0.00111;0.129
NOBEL MED;1305-2381;21;0.051;0.060;0.000;52;;0.00008;0.016
PAIN MED;1526-2375;3829;2.339;2.645;0.771;210;4.8;0.01266;0.884
PAK J MED SCI;1682-024X;410;0.231;0.182;0.092;293;4.4;0.00075;0.038
PALLIATIVE MED;0269-2163;3392;2.855;3.264;0.963;82;6.8;0.00706;1.069
PANMINERVA MED;0031-0808;466;1.671;1.620;0.194;31;5.0;0.00074;0.309
PATIENT PREFER ADHER;1177-889X;757;1.676;1.721;0.228;171;2.8;0.00300;0.494
PLOS MED;1549-1676;18649;14.429;18.047;2.570;128;5.7;0.06877;7.845
POL ARCH MED WEWN;0032-3772;811;2.121;1.435;0.639;72;3.3;0.00174;0.275
POSTGRAD MED;0032-5481;1605;1.698;1.574;0.356;118;5.2;0.00391;0.431
POSTGRAD MED J;0032-5473;4166;1.448;1.763;0.391;92;>10.0;0.00437;0.562
PRESSE MED;0755-4982;1820;1.077;0.756;0.373;142;9.3;0.00279;0.205
PREV MED;0091-7435;11686;3.086;3.905;0.589;326;8.1;0.02181;1.360
PRIMARY CARE;0095-4543;574;0.742;0.927;0.224;49;7.2;0.00116;0.314
QJM-INT J MED;1460-2725;5273;2.495;2.623;0.895;76;>10.0;0.00669;0.836
REV ASSOC MED BRAS;0104-4230;783;0.933;0.900;0.013;75;5.3;0.00178;0.224
REV CLIN ESP;0014-2565;577;1.063;0.733;0.717;53;7.5;0.00060;0.139
REV INVEST CLIN;0034-8376;398;0.475;0.465;0.074;54;8.6;0.00053;0.106
REV MED CHILE;0034-9887;1124;0.304;0.361;0.058;207;8.4;0.00110;0.066
REV MED INTERNE;0248-8663;1066;1.074;0.670;0.210;124;6.6;0.00110;0.099
SAMJ S AFR MED J;0256-9574;3018;1.632;1.770;0.946;129;>10.0;0.00436;0.553
SAO PAULO MED J;1516-3180;621;0.723;0.824;0.073;55;7.3;0.00097;0.212
SAUDI MED J;0379-5284;1939;0.588;0.572;0.133;195;8.3;0.00235;0.148
SCAND J PRIM HEALTH;0281-3432;965;1.295;1.695;0.061;33;8.9;0.00161;0.535
SCOT MED J;0036-9330;450;0.549;0.539;0.070;57;>10.0;0.00066;0.192
SINGAP MED J;0037-5675;2193;0.597;0.733;0.211;175;6.9;0.00382;0.207
SOUTH MED J;0038-4348;3978;0.927;0.962;0.500;122;>10.0;0.00399;0.294
SRP ARK CELOK LEK;0370-8179;279;0.233;;0.024;124;5.2;0.00049;
SWISS MED WKLY;1424-7860;2407;2.086;1.922;0.219;128;4.8;0.00652;0.559
TERAPEVT ARKH;0040-3660;237;0.049;0.081;0.013;233;8.7;0.00031;0.020
TOHOKU J EXP MED;0040-8727;2349;1.351;1.433;0.198;116;7.6;0.00348;0.352
TRANSL RES;1931-5244;2112;5.030;4.149;1.468;94;3.2;0.00757;1.244
TURK J MED SCI;1300-0144;626;0.497;0.485;0.043;184;4.5;0.00092;0.071
UPSALA J MED SCI;0300-9734;628;1.980;1.751;0.674;46;4.3;0.00163;0.474
VOJNOSANIT PREGL;0042-8450;386;0.292;0.290;0.053;171;4.9;0.00087;0.067
W INDIAN MED J;0043-3144;613;0.332;0.414;0.000;1;6.6;0.00110;0.105
WIEN KLIN WOCHENSCHR;0043-5325;1515;0.836;0.793;0.213;108;7.9;0.00244;0.216
YONSEI MED J;0513-5796;2566;1.287;1.374;0.206;233;6.3;0.00519;0.376;

