Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
EMERG MICROBES INFEC;2222-1751;169;2.258;2.258;0.784;37;1.6;0.00076;0.776
EUR CYTOKINE NETW;1148-5493;1210;1.960;2.439;0.000;10;8.8;0.00150;0.640
EUR J IMMUNOL;0014-2980;20513;4.034;4.278;0.984;322;8.5;0.04363;1.690
EUR J INFLAMM;1721-727X;106;0.298;0.241;0.184;38;2.0;0.00035;0.060
EXERC IMMUNOL REV;1077-5552;529;4.176;6.071;0.000;8;6.6;0.00105;1.580
EXPERT REV CLIN IMMU;1744-666X;1068;2.484;2.376;0.734;128;3.2;0.00408;0.700
EXPERT REV VACCINES;1476-0584;3147;4.210;3.879;0.898;118;4.2;0.01064;1.205
FEMS IMMUNOL MED MIC;0928-8244;4148;3.078;2.747;;0;7.8;0.00686;0.823
FISH SHELLFISH IMMUN;1050-4648;8732;2.674;2.996;0.367;376;5.3;0.01364;0.548
FOOD AGR IMMUNOL;0954-0105;360;0.986;1.037;0.189;53;6.0;0.00044;0.168
FRONT CELL INFECT MI;2235-2988;1122;3.719;3.704;0.677;158;2.1;0.00504;1.157
GENES IMMUN;1466-4879;3079;2.913;3.113;0.533;75;7.2;0.00691;1.066
HUM IMMUNOL;0198-8859;4924;2.138;2.343;0.370;181;6.2;0.00992;0.620
HUM VACC IMMUNOTHER;2164-5515;1468;2.366;2.367;0.358;402;1.8;0.00602;0.680
HYBRIDOMA;1554-0014;456;0.337;0.322;;0;>10.0;0.00064;0.097
IMMUN AGEING;1742-4933;538;3.538;;0.160;25;4.1;0.00136;
IMMUNITY;1074-7613;37232;21.561;21.003;5.007;149;6.5;0.14627;11.660
IMMUNOBIOLOGY;0171-2985;3495;3.044;2.940;0.496;117;5.0;0.01005;0.945
IMMUNOGENETICS;0093-7711;3301;2.227;2.259;0.493;69;>10.0;0.00406;0.670
IMMUNOL ALLERGY CLIN;0889-8561;1149;1.818;2.538;0.400;55;5.9;0.00300;0.847
IMMUNOL CELL BIOL;0818-9641;3818;4.147;3.566;1.464;97;6.6;0.01002;1.375
IMMUNOL INVEST;0882-0139;922;1.991;1.625;0.701;67;5.3;0.00178;0.401
IMMUNOL LETT;0165-2478;4226;2.512;2.355;0.529;187;7.7;0.00764;0.750
IMMUNOL RES;0257-277X;2248;3.098;3.062;0.730;111;5.0;0.00683;1.103
IMMUNOL REV;0105-2896;12935;10.120;11.151;2.581;93;6.2;0.04256;5.010
IMMUNOLOGY;0019-2805;9019;3.795;3.362;1.016;182;9.4;0.01494;1.142
IMMUNOPHARM IMMUNOT;0892-3973;1205;1.203;1.298;0.358;53;5.3;0.00227;0.284
IMMUNOTHERAPY-UK;1750-743X;985;2.070;2.173;0.326;95;3.2;0.00423;0.608
INDIAN J MED MICROBI;0255-0857;864;0.882;0.939;0.153;85;6.3;0.00155;0.240
INDIAN J MED RES;0971-5916;4199;1.396;1.926;0.256;172;6.8;0.00726;0.503
INFECT AGENTS CANCER;1750-9378;457;2.358;;0.333;42;3.6;0.00174;
INFECT DIS CLIN N AM;0891-5520;1844;2.733;2.570;0.342;38;8.4;0.00411;0.985
INFECT IMMUN;0019-9567;48987;3.731;3.891;0.891;506;>10.0;0.05030;1.250
INFLAMM RES;1023-3830;3267;2.347;2.270;0.543;105;6.5;0.00614;0.589
INFLAMMATION;0360-3997;2077;2.208;2.109;0.564;241;3.0;0.00467;0.500
INNATE IMMUN-LONDON;1753-4259;911;3.271;2.992;0.667;81;2.7;0.00367;0.905
INT ARCH ALLERGY IMM;1018-2438;4978;2.673;2.356;0.426;101;8.3;0.00752;0.592
INT IMMUNOL;0953-8178;5650;2.536;3.083;0.828;64;9.6;0.00791;1.153
INT IMMUNOPHARMACOL;1567-5769;7061;2.472;2.707;0.405;378;5.5;0.01356;0.623
INT J IMMUNOGENET;1744-3121;717;1.247;1.186;0.317;82;4.5;0.00173;0.298
INT J IMMUNOPATH PH;0394-6320;1694;1.617;1.885;0.359;64;4.8;0.00429;0.480
INT J STD AIDS;0956-4624;2602;1.054;1.136;0.289;159;6.6;0.00622;0.393
INT REV IMMUNOL;0883-0185;1062;4.103;4.730;0.771;35;5.1;0.00299;1.494
IRAN J ALLERGY ASTHM;1735-1502;344;0.989;0.918;0.100;60;5.6;0.00056;0.183
IRAN J IMMUNOL;1735-1383;158;0.418;0.649;0.067;30;5.3;0.00027;0.127
ISJ-INVERT SURVIV J;1824-307X;209;0.929;1.158;0.400;5;4.7;0.00054;0.282
J ALLERGY CLIN IMMUN;0091-6749;38706;11.476;10.715;3.044;316;6.5;0.07986;3.118
J ANTIBIOT;0021-8820;6874;1.730;1.821;0.578;135;>10.0;0.00479;0.492
J AUTOIMMUN;0896-8411;4722;8.410;6.330;1.840;106;4.4;0.01157;1.601
J BIOL REG HOMEOS AG;0393-974X;828;2.040;1.842;0.164;67;3.5;0.00220;0.445
J CLIN IMMUNOL;0271-9142;3979;3.184;3.266;0.664;131;5.1;0.01047;0.998
J EXP MED;0022-1007;62917;12.515;13.244;2.351;188;>10.0;0.12007;6.843
J IMMUNOL;0022-1767;124744;4.922;5.264;0.959;1222;8.6;0.23698;2.018
J IMMUNOL METHODS;0022-1759;11922;1.820;2.249;0.560;175;>10.0;0.01194;0.818
J IMMUNOL RES;2314-8861;77;;;0.321;234;;0.00001;
J IMMUNOTHER;1524-9557;2767;4.008;3.478;0.673;52;6.0;0.00630;1.014
J INFECT DIS;0022-1899;44607;5.997;5.862;2.141;538;8.7;0.09429;2.296
J INFLAMM-LOND;1476-9255;781;2.024;2.586;0.238;42;4.4;0.00269;0.770
J INNATE IMMUN;1662-811X;1360;4.352;4.484;1.096;73;3.5;0.00689;1.523
J INT AIDS SOC;1758-2652;1448;5.090;4.903;0.620;92;3.0;0.00759;1.714
J INTERF CYTOK RES;1079-9907;3085;2.000;3.153;0.562;105;7.0;0.00666;0.973
J INVEST ALLERG CLIN;1018-9068;1757;2.596;2.667;0.224;49;5.5;0.00377;0.648
J LEUKOCYTE BIOL;0741-5400;16298;4.289;4.705;0.701;197;8.1;0.02970;1.713
J MICROBIOL IMMUNOL;1684-1182;1329;2.349;1.869;0.447;85;4.8;0.00340;0.558
J NEUROIMMUNOL;0165-5728;9447;2.467;2.756;0.475;204;8.9;0.01250;0.760
J NEUROINFLAMM;1742-2094;5318;5.408;5.632;0.605;215;3.2;0.01820;1.524
J REPROD IMMUNOL;0165-0378;2512;2.815;3.012;0.740;50;6.0;0.00566;0.874
JAIDS-J ACQ IMM DEF;1525-4135;14351;4.556;4.531;1.226;337;6.1;0.03930;1.674
LYMPHOLOGY;0024-7766;548;1.450;1.567;0.071;14;9.7;0.00073;0.441
MED MICROBIOL IMMUN;0300-8584;1526;3.038;3.005;0.738;42;7.2;0.00279;0.878
MEDIAT INFLAMM;0962-9351;3882;3.236;3.522;0.310;445;3.1;0.01163;0.913
MICROB PATHOGENESIS;0882-4010;2525;1.794;1.828;0.272;103;8.9;0.00400;0.549
MICROBES INFECT;1286-4579;6719;2.861;2.923;0.504;115;8.4;0.01028;0.922
MICROBIOL IMMUNOL;0385-5600;2553;1.242;1.254;0.386;83;>10.0;0.00323;0.388
MOL IMMUNOL;0161-5890;8795;2.973;2.749;0.924;171;6.5;0.01830;0.862
MUCOSAL IMMUNOL;1933-0219;3141;7.374;6.994;2.039;129;3.1;0.01550;2.813
NAT IMMUNOL;1529-2908;35403;20.004;23.956;4.322;121;6.4;0.13523;12.884
NAT REV IMMUNOL;1474-1733;28938;34.985;37.316;5.783;60;6.4;0.09492;17.478
NEUROIMMUNOMODULAT;1021-7401;1302;1.882;2.274;0.786;42;6.6;0.00238;0.641
ONCOIMMUNOLOGY;2162-4011;2080;6.266;6.269;1.525;80;1.9;0.00694;1.400
PARASITE IMMUNOL;0141-9838;2406;2.143;2.220;0.208;72;9.0;0.00372;0.679
PATHOG DIS;2049-632X;250;2.403;2.418;0.813;107;1.2;0.00074;0.691
PEDIAT ALLER IMM PUL;2151-321X;98;0.657;0.692;0.194;31;;0.00052;0.248
PEDIAT ALLERG IMM-UK;0905-6157;3335;3.397;2.884;0.854;89;5.6;0.00707;0.763
PEDIATR INFECT DIS J;0891-3668;11318;2.723;2.913;0.639;330;7.5;0.02807;1.125
SCAND J IMMUNOL;0300-9475;3939;1.739;1.949;0.295;95;9.2;0.00555;0.545
SEMIN IMMUNOL;1044-5323;3502;5.170;5.504;1.524;63;6.7;0.00956;2.448
SEMIN IMMUNOPATHOL;1863-2297;2008;7.748;7.047;1.133;45;3.4;0.00913;2.478
TISSUE ANTIGENS;0001-2815;3770;2.137;2.039;1.448;125;7.9;0.00451;0.478
TRANSFUS CLIN BIOL;1246-7820;412;0.712;0.606;0.000;43;7.2;0.00054;0.121
TRANSFUS MED HEMOTH;1660-3796;546;1.824;1.897;0.640;50;3.4;0.00173;0.508
TRANSPL IMMUNOL;0966-3274;1296;1.457;1.616;0.444;63;6.8;0.00273;0.520
TRANSPL INFECT DIS;1398-2273;1738;2.064;2.043;0.333;141;4.6;0.00540;0.635
TRANSPL P;0041-1345;12150;0.982;1.029;0.079;807;7.5;0.01982;0.275
TRANSPLANT REV-ORLAN;0955-470X;522;3.816;;0.615;26;3.9;0.00191;
TRANSPLANTATION;0041-1337;24021;3.828;3.604;0.713;376;9.4;0.03817;1.188
TRENDS IMMUNOL;1471-4906;8931;10.399;10.527;2.182;66;6.8;0.02661;4.555
TUBERCULOSIS;1472-9792;2416;2.711;3.085;0.774;93;5.6;0.00607;0.954
VACCINE;0264-410X;35325;3.624;3.338;0.754;999;5.5;0.08327;0.941
VET IMMUNOL IMMUNOP;0165-2427;5915;1.535;1.769;0.335;164;8.1;0.00877;0.454
VIRAL IMMUNOL;0882-8245;1229;1.446;1.587;0.206;68;8.0;0.00183;0.425
VIRULENCE;2150-5594;1298;4.216;3.672;1.964;84;2.4;0.00593;1.212;

