Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J CLIN EPIDEMIOL;0895-4356;18983;3.417;6.269;1.203;153;>10.0;0.03330;2.710
J COMP EFFECT RES;2042-6305;93;0.719;0.719;0.415;53;;0.00037;0.245
J CONTIN EDUC HEALTH;0894-1912;905;1.361;1.668;0.119;42;7.6;0.00166;0.549
J EVAL CLIN PRACT;1356-1294;2136;1.084;1.258;0.350;100;5.6;0.00632;0.450
J GEN INTERN MED;0884-8734;13886;3.449;3.906;0.950;219;8.0;0.03049;1.747
J HEALTH ECON;0167-6296;5054;2.579;3.327;0.405;79;9.2;0.01469;2.117
J HEALTH POLIT POLIC;0361-6878;791;1.373;1.197;0.510;49;8.9;0.00192;0.566
J HEALTHC ENG;2040-2295;93;0.754;0.738;0.071;28;;0.00043;0.220
J HEALTHC QUAL;1062-2551;338;1.397;;0.444;36;4.3;0.00149;
J HIST MED ALL SCI;0022-5045;283;0.579;0.775;0.111;18;>10.0;0.00052;0.412
J INTERPROF CARE;1356-1820;1315;1.399;1.515;0.386;101;6.2;0.00210;0.337
J MANAGE CARE PHARM;1083-4087;1364;2.713;3.026;0.370;92;5.7;0.00373;1.016
J MANIP PHYSIOL THER;0161-4754;1907;1.480;1.667;0.384;73;8.1;0.00246;0.392
J MED INTERNET RES;1438-8871;4643;3.428;4.489;0.593;248;3.8;0.01368;1.227
J MED SYST;0148-5598;2164;2.213;1.955;0.885;148;2.9;0.00427;0.340
J PAIN SYMPTOM MANAG;0885-3924;7381;2.795;3.077;0.744;203;7.6;0.01514;1.077
J PALLIAT CARE;0825-8597;788;0.679;1.149;0.059;34;>10.0;0.00092;0.390
J PALLIAT MED;1096-6218;3589;1.912;2.329;0.474;173;5.6;0.00980;0.792
J PATIENT SAF;1549-8417;395;1.492;;0.645;31;4.3;0.00150;
J PUBLIC HEALTH POL;0197-5897;755;1.775;2.333;1.172;29;5.5;0.00277;0.968
J RURAL HEALTH;0890-765X;1189;1.453;1.771;0.196;46;7.0;0.00275;0.652
J SCHOOL HEALTH;0022-4391;2490;1.434;2.104;0.227;97;7.1;0.00474;0.650
J TELEMED TELECARE;1357-633X;1830;1.542;1.780;0.186;70;6.9;0.00379;0.558
MED CARE;0025-7079;16591;3.232;3.687;0.938;177;>10.0;0.02438;1.794
MED CARE RES REV;1077-5587;1698;2.615;3.188;0.316;38;7.5;0.00476;1.571
MED DECIS MAKING;0272-989X;3730;3.240;3.179;0.523;88;8.2;0.00940;1.472
MED EDUC;0308-0110;6266;3.196;3.687;1.276;98;7.9;0.01290;1.396
MED HIST;0025-7273;458;0.532;0.523;0.042;24;>10.0;0.00068;0.328
MED TEACH;0142-159X;4181;1.679;1.909;0.386;140;5.9;0.01084;0.628
METHOD INFORM MED;0026-1270;1372;2.248;1.744;0.733;60;7.4;0.00231;0.470
MILBANK Q;0887-378X;3066;3.383;6.342;0.297;37;>10.0;0.00609;3.198
PALLIATIVE MED;0269-2163;3392;2.855;3.264;0.963;82;6.8;0.00706;1.069
PATIENT;1178-1653;274;1.902;1.837;0.447;38;3.5;0.00121;0.617
PHARMACOECONOMICS;1170-7690;3241;2.450;2.574;0.800;90;8.2;0.00555;0.876
POPUL HEALTH MANAG;1942-7891;366;1.509;1.483;0.106;47;3.2;0.00218;0.582
QUAL LIFE RES;0962-9343;8537;2.486;3.102;0.450;280;8.4;0.01552;1.042
SCAND J PRIM HEALTH;0281-3432;965;1.295;1.695;0.061;33;8.9;0.00161;0.535
SIMUL HEALTHC;1559-2332;654;1.477;1.847;0.107;56;4.3;0.00299;0.759
STAT METHODS MED RES;0962-2802;2454;4.472;3.734;1.281;32;>10.0;0.00704;2.625
SUPPORT CARE CANCER;0941-4355;6386;2.364;2.651;0.584;361;4.7;0.01787;0.824
TEACH LEARN MED;1040-1334;820;0.659;0.917;0.083;60;8.4;0.00193;0.421
TECHNOL HEALTH CARE;0928-7329;522;0.697;;0.055;91;7.9;0.00085;
TELEMED E-HEALTH;1530-5627;1938;1.668;1.786;0.340;153;5.0;0.00488;0.495
THER CLIN RISK MANAG;1178-203X;1061;1.469;;0.279;111;6.3;0.00188;
VALUE HEALTH;1098-3015;4484;3.279;3.373;0.550;100;5.1;0.01472;1.152;

