Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
INDIAN J HEMATOL BLO;0971-4502;95;0.198;0.388;0.026;194;;0.00024;0.085
INT J HEMATOL;0925-5710;3246;1.918;1.677;0.323;186;5.3;0.00873;0.525
INT J LAB HEMATOL;1751-5521;912;1.819;1.551;0.403;77;3.9;0.00304;0.434
J CEREBR BLOOD F MET;0271-678X;15903;5.407;5.455;0.974;232;8.0;0.02926;1.785
J CLIN APHERESIS;0733-2459;751;1.791;1.758;0.175;40;6.0;0.00168;0.501
J HEMATOL ONCOL;1756-8722;1475;4.812;4.417;0.784;88;2.7;0.00552;1.132
J LEUKOCYTE BIOL;0741-5400;16298;4.289;4.705;0.701;197;8.1;0.02970;1.713
J PEDIAT HEMATOL ONC;1077-4114;3003;0.902;1.070;0.249;237;7.3;0.00612;0.355
J THROMB HAEMOST;1538-7933;14764;5.720;5.593;0.987;233;5.6;0.04488;2.030
J THROMB THROMBOLYS;0929-5305;1957;2.169;1.830;0.497;149;4.2;0.00622;0.573
LEUKEMIA;0887-6924;20905;10.431;9.158;4.226;212;5.9;0.05738;3.425
LEUKEMIA LYMPHOMA;1042-8194;7153;2.891;2.624;0.997;321;5.7;0.01829;0.892
LEUKEMIA RES;0145-2126;5791;2.351;2.419;0.579;209;5.6;0.01534;0.769
MICROCIRCULATION;1073-9688;2065;2.565;2.710;1.000;69;6.7;0.00432;0.866
PEDIATR BLOOD CANCER;1545-5009;7020;2.386;2.224;0.562;443;4.6;0.02439;0.799
PEDIATR HEMAT ONCOL;0888-0018;1047;1.096;1.108;0.237;80;7.3;0.00224;0.363
PLATELETS;0953-7104;2026;2.982;2.454;0.576;99;5.5;0.00447;0.666
SEMIN HEMATOL;0037-1963;2025;3.274;3.132;0.697;33;>10.0;0.00417;1.286
SEMIN THROMB HEMOST;0094-6176;3607;3.876;3.573;2.320;97;5.7;0.00714;0.965
SHOCK;1073-2322;6536;3.045;2.813;2.024;165;7.0;0.01035;0.753
STEM CELLS;1066-5099;20143;6.523;7.532;1.363;281;6.1;0.04888;2.470
STEM CELLS DEV;1547-3287;6061;3.727;4.055;0.881;269;3.7;0.01906;1.070
THER APHER DIAL;1744-9979;1208;1.705;1.404;0.284;88;6.1;0.00230;0.359
THROMB HAEMOSTASIS;0340-6245;16286;4.984;4.451;1.254;252;8.1;0.03189;1.488
THROMB RES;0049-3848;8170;2.447;2.455;0.512;434;5.9;0.01962;0.770
TRANSFUS APHER SCI;1473-0502;1127;0.768;1.145;0.144;139;5.1;0.00278;0.325
TRANSFUS CLIN BIOL;1246-7820;412;0.712;0.606;0.000;43;7.2;0.00054;0.121
TRANSFUS MED HEMOTH;1660-3796;546;1.824;1.897;0.640;50;3.4;0.00173;0.508
TRANSFUS MED REV;0887-7963;1092;2.923;3.398;0.714;21;7.4;0.00242;1.191
TRANSFUSION;0041-1132;11584;3.225;3.070;0.954;370;6.5;0.02060;0.791
TRANSFUSION MED;0958-7578;1159;1.647;1.540;0.604;53;7.5;0.00202;0.463
TURK J HEMATOL;1300-7777;136;0.360;0.359;0.077;52;4.2;0.00033;0.089
VOX SANG;0042-9007;3292;2.799;2.837;0.520;102;7.3;0.00641;0.866;

