JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J BIOL PHYS;0092-0606;647;1.286;1.525;0.231;26;6.6;0.00153;0.528;
J BIOMECH;0021-9290;24787;2.751;3.157;0.459;542;9.3;0.03247;0.925;
J BIOMECH ENG-T ASME;0148-0731;6639;1.780;2.085;0.309;178;>10.0;0.00912;0.674;
J BIOMOL STRUCT DYN;0739-1102;2095;2.919;2.421;0.936;156;4.6;0.00362;0.533;
J BIOPHOTONICS;1864-063X;1702;4.447;3.793;0.990;96;3.2;0.00635;1.047;
J COMPUT AID MOL DES;0920-654X;3477;2.990;2.968;1.062;96;8.0;0.00504;0.723;
J MECH MED BIOL;0219-5194;416;0.731;0.765;0.250;104;3.3;0.00084;0.141;
J MOL MODEL;1610-2940;4463;1.736;1.711;0.189;461;3.8;0.00979;0.374;
J MOL RECOGNIT;0952-3499;2190;2.151;2.356;0.551;69;8.0;0.00399;0.694;
J PHOTOCH PHOTOBIO B;1011-1344;6204;2.960;3.133;0.476;271;8.7;0.00803;0.687;
J STRUCT BIOL;1047-8477;8434;3.231;3.279;0.644;160;7.6;0.02173;1.427;
MULTISENS RES;2213-4794;26;0.781;0.781;0.043;23;;0.00016;0.307;
NAT STRUCT MOL BIOL;1545-9993;26673;13.309;12.479;3.424;132;6.5;0.11474;7.480;
NEUROSIGNALS;1424-862X;686;2.000;2.738;0.200;5;6.4;0.00139;0.820;
NMR BIOMED;0952-3480;5642;3.044;3.529;0.372;164;6.6;0.01527;1.325;
PHOTOCH PHOTOBIO SCI;1474-905X;5185;2.267;2.618;0.492;183;5.6;0.01153;0.699;
PHOTOCHEM PHOTOBIOL;0031-8655;9896;2.266;2.363;0.473;182;>10.0;0.00884;0.603;
PHYS BIOL;1478-3967;1616;2.536;2.694;0.254;67;4.4;0.00758;1.208;
PHYS LIFE REV;1571-0645;950;7.478;8.559;16.571;14;3.6;0.00308;3.292;
PHYSIOL MEAS;0967-3334;3524;1.808;1.895;0.438;185;7.2;0.00584;0.530;
PROG BIOCHEM BIOPHYS;1000-3282;351;0.324;0.219;0.110;136;5.6;0.00044;0.036;
PROG BIOPHYS MOL BIO;0079-6107;3483;2.274;3.167;0.912;68;8.6;0.00455;0.998;
PROTEINS;0887-3585;16760;2.627;3.110;0.806;319;8.8;0.02542;1.105;
PTERIDINES;0933-4807;74;0.326;0.298;0.100;10;;0.00009;0.052;
Q REV BIOPHYS;0033-5835;2345;7.810;10.255;0.778;9;>10.0;0.00439;5.030;
RADIAT ENVIRON BIOPH;0301-634X;1193;1.528;1.659;0.653;72;7.9;0.00214;0.528;
RADIAT RES;0033-7587;8207;2.911;2.880;0.565;131;>10.0;0.01080;0.851;
SEEING PERCEIVING;1878-4755;152;1.324;1.765;;0;3.5;0.00093;0.685;
STRUCTURE;0969-2126;13533;5.618;5.895;1.353;167;7.9;0.04349;3.170;

