JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
MUTAT RES-REV MUTAT;1383-5742;2740;6.213;6.635;1.238;21;7.1;0.00460;1.959;
NANOTOXICOLOGY;1743-5390;2564;6.411;7.322;2.537;95;3.2;0.00676;1.559;
NEUROTOXICOL TERATOL;0892-0362;3462;2.762;3.227;0.531;64;10.0;0.00440;0.850;
NEUROTOXICOLOGY;0161-813X;5232;3.379;3.295;0.467;135;6.9;0.00813;0.795;
PART FIBRE TOXICOL;1743-8977;2620;7.113;9.254;1.536;69;4.2;0.00753;2.225;
REGUL TOXICOL PHARM;0273-2300;3922;2.031;2.316;0.860;200;6.7;0.00600;0.550;
REPROD TOXICOL;0890-6238;4980;3.227;3.383;0.328;137;6.8;0.00896;0.900;
REV ENVIRON CONTAM T;0179-5953;1465;3.744;4.777;1.303;33;7.9;0.00197;1.202;
SAR QSAR ENVIRON RES;1062-936X;788;1.596;1.645;0.302;53;6.5;0.00115;0.339;
THER DRUG MONIT;0163-4356;3711;2.376;2.379;0.647;116;8.0;0.00525;0.626;
TOXICOL APPL PHARM;0041-008X;17261;3.705;4.069;0.612;304;7.9;0.02525;1.009;
TOXICOL ENVIRON CHEM;0277-2248;977;0.825;;0.118;93;4.8;0.00196;;
TOXICOL IN VITRO;0887-2333;6902;2.903;3.047;0.629;175;5.6;0.01240;0.662;
TOXICOL IND HEALTH;0748-2337;1639;1.859;1.657;0.231;108;5.9;0.00265;0.341;
TOXICOL LETT;0378-4274;12193;3.262;3.545;0.807;352;6.9;0.01942;0.849;
TOXICOL MECH METHOD;1537-6516;778;1.517;1.304;0.354;82;3.9;0.00191;0.297;
TOXICOL PATHOL;0192-6233;4138;2.137;2.354;0.581;86;7.8;0.00540;0.648;
TOXICOL RES-UK;2045-452X;248;3.983;3.983;0.260;50;2.1;0.00069;0.732;
TOXICOL SCI;1096-6080;15401;3.854;4.535;0.773;247;7.1;0.02675;1.237;
TOXICOLOGY;0300-483X;12583;3.621;3.810;0.543;140;8.5;0.01545;0.923;
TOXICON;0041-0101;10991;2.492;2.708;0.330;230;9.1;0.01274;0.610;
TOXIN REV;1556-9543;148;0.647;1.286;0.040;25;5.6;0.00036;0.327;
TOXINS;2072-6651;1759;2.938;3.283;0.583;204;3.2;0.00675;0.851;
XENOBIOTICA;0049-8254;3329;2.199;2.025;0.569;116;8.9;0.00436;0.524;

