JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
CYTOSKELETON;1949-3584;921;3.116;3.250;0.537;54;2.9;0.00629;1.457;
CYTOTECHNOLOGY;0920-9069;1626;1.752;1.914;0.388;98;7.2;0.00242;0.435;
CYTOTHERAPY;1465-3249;3788;3.293;3.260;0.642;162;5.6;0.00809;0.861;
DEV CELL;1534-5807;23646;9.708;12.437;1.936;220;6.3;0.09060;6.635;
DEV GENES EVOL;0949-944X;1795;2.441;1.989;0.481;27;9.7;0.00201;0.678;
DEV GROWTH DIFFER;0012-1592;2018;2.420;2.116;1.206;63;6.7;0.00480;0.832;
DIFFERENTIATION;0301-4681;3109;3.437;3.112;0.333;36;8.4;0.00532;1.047;
DIS MODEL MECH;1754-8403;2584;4.973;5.276;1.312;128;3.0;0.01277;1.884;
DNA CELL BIOL;1044-5498;3000;2.055;2.089;0.327;104;7.2;0.00462;0.479;
EMBO J;0261-4189;72583;10.434;9.837;2.657;181;>10.0;0.12800;5.082;
EMBO REP;1469-221X;11419;9.055;8.043;2.274;106;6.8;0.03572;3.825;
EUR CYTOKINE NETW;1148-5493;1210;1.960;2.439;0.000;10;8.8;0.00150;0.640;
EUR J CELL BIOL;0171-9335;4241;3.825;3.650;0.420;50;8.4;0.00849;1.249;
EUR J HISTOCHEM;1121-760X;808;2.042;1.687;0.977;44;6.0;0.00104;0.306;
EXP CELL RES;0014-4827;19452;3.246;3.377;0.681;310;>10.0;0.02588;1.100;
FASEB J;0892-6638;41076;5.043;5.639;1.298;453;9.0;0.06920;1.973;
FEBS LETT;0014-5793;51066;3.169;3.372;0.844;634;>10.0;0.06169;1.208;
FOLIA HISTOCHEM CYTO;0239-8508;997;1.364;1.081;0.211;38;6.0;0.00173;0.240;
FRONT BIOSCI-LANDMRK;1093-9946;9124;3.523;3.200;0.705;105;6.9;0.01486;1.014;
GENE DEV;0890-9369;59511;10.798;12.305;1.925;226;10.0;0.12800;6.506;
GENES CELLS;1356-9597;4005;2.805;2.802;0.420;69;8.7;0.00851;1.153;
GROWTH FACTORS;0897-7194;1424;3.386;2.958;0.115;26;8.4;0.00233;0.874;
GROWTH HORM IGF RES;1096-6374;1312;1.407;1.836;0.261;46;7.3;0.00237;0.543;
HISTOCHEM CELL BIOL;0948-6143;4254;3.054;2.487;0.745;110;6.7;0.00623;0.637;
HISTOL HISTOPATHOL;0213-3911;4113;2.096;2.145;0.585;147;7.1;0.00724;0.596;
HISTOPATHOLOGY;0309-0167;8926;3.453;3.432;0.838;185;7.7;0.01601;1.049;
HUM CELL;1749-0774;327;1.405;1.093;0.667;21;8.8;0.00043;0.279;
IET SYST BIOL;1751-8849;402;1.059;1.467;0.241;29;5.2;0.00143;0.539;
IMMUNOL CELL BIOL;0818-9641;3818;4.147;3.566;1.464;97;6.6;0.01002;1.375;
IN VITRO CELL DEV-AN;1071-2690;1798;1.145;1.270;0.193;114;>10.0;0.00226;0.312;
IN VITRO CELL DEV-PL;1054-5476;1879;0.981;1.531;0.148;88;9.2;0.00198;0.326;
INFLAMM RES;1023-3830;3267;2.347;2.270;0.543;105;6.5;0.00614;0.589;
INFLAMMATION;0360-3997;2077;2.208;2.109;0.564;241;3.0;0.00467;0.500;
INT J BIOCHEM CELL B;1357-2725;14177;4.046;4.371;0.671;301;6.8;0.02927;1.352;
INT REV CEL MOL BIO;1937-6448;1204;3.419;4.172;1.102;49;3.8;0.00518;1.438;
INTEGR BIOL-UK;1757-9694;2177;3.756;4.309;0.696;102;3.0;0.01164;1.503;
IUBMB LIFE;1521-6543;4018;3.143;3.372;0.333;84;5.9;0.01029;1.091;
J BIOENERG BIOMEMBR;0145-479X;2872;3.212;2.652;0.292;48;9.1;0.00362;0.715;
J BIOMED SCI;1021-7770;2717;2.763;2.926;0.538;93;5.2;0.00695;0.804;
J CELL BIOCHEM;0730-2312;15632;3.263;3.173;1.009;227;7.3;0.02730;0.895;
J CELL BIOL;0021-9525;71695;9.834;10.765;1.904;249;>10.0;0.13014;5.406;
J CELL MOL MED;1582-4934;8194;4.014;4.199;0.806;232;4.9;0.02337;1.110;
J CELL PHYSIOL;0021-9541;17272;3.839;3.751;1.224;228;7.3;0.03069;1.088;
J CELL SCI;0021-9533;42808;5.432;5.999;0.930;442;8.8;0.09468;2.529;
J HISTOCHEM CYTOCHEM;0022-1554;7583;1.959;2.589;0.323;65;>10.0;0.00598;0.806;
J HISTOTECHNOL;0147-8885;182;0.306;0.284;0.389;18;>10.0;0.00012;0.070;
J INTERF CYTOK RES;1079-9907;3085;2.000;3.153;0.562;105;7.0;0.00666;0.973;
J LEUKOCYTE BIOL;0741-5400;16298;4.289;4.705;0.701;197;8.1;0.02970;1.713;
J MEMBRANE BIOL;0022-2631;4646;2.457;2.407;1.447;114;>10.0;0.00515;0.726;
J MOL CELL BIOL;1674-2788;1141;6.870;7.597;1.714;42;3.1;0.00573;2.598;
J MOL CELL CARDIOL;0022-2828;12475;4.655;5.039;1.166;223;6.3;0.02834;1.572;
J MOL HISTOL;1567-2379;1080;1.815;1.677;0.522;69;5.6;0.00187;0.376;
J MUSCLE RES CELL M;0142-4319;1322;2.086;1.842;0.400;20;>10.0;0.00157;0.598;
J RECEPT SIG TRANSD;1079-9893;813;2.277;1.883;0.384;73;5.1;0.00156;0.425;
J STRUCT BIOL;1047-8477;8434;3.231;3.279;0.644;160;7.6;0.02173;1.427;
J TISSUE ENG REGEN M;1932-6254;2634;5.199;4.328;0.861;101;3.4;0.00749;1.030;
MATRIX BIOL;0945-053X;3721;5.074;4.171;1.103;116;8.9;0.00524;1.226;
MECH AGEING DEV;0047-6374;5663;3.397;3.746;0.766;47;9.4;0.00664;1.063;
MEDIAT INFLAMM;0962-9351;3882;3.236;3.522;0.310;445;3.1;0.01163;0.913;
METHOD CELL BIOL;0091-679X;3078;1.421;1.682;0.237;114;7.6;0.00567;0.672;
MITOCHONDRION;1567-7249;2551;3.249;3.450;0.629;105;4.4;0.00748;1.044;
MOL BIOL CELL;1059-1524;31240;4.466;4.806;0.862;370;8.4;0.06956;2.189;
MOL CANCER RES;1541-7786;6733;4.380;4.860;1.019;162;5.4;0.01917;1.568;
MOL CELL;1097-2765;53786;14.018;15.052;3.625;304;6.8;0.20063;8.463;
MOL CELL BIOCHEM;0300-8177;10903;2.393;2.367;0.792;385;7.3;0.01768;0.597;
MOL CELL BIOL;0270-7306;64143;4.777;5.228;1.173;346;>10.0;0.08339;2.402;
MOL CELL ENDOCRINOL;0303-7207;12922;4.405;4.105;1.153;287;5.7;0.03148;1.251;
MOL CELL PROBE;0890-8508;1746;1.852;1.862;0.622;45;9.7;0.00199;0.507;
MOL CELLS;1016-8478;3014;2.090;2.274;0.319;119;5.2;0.00774;0.648;
MOL MED;1076-1551;4481;4.508;4.844;0.769;52;6.0;0.01138;1.576;
MOL MEMBR BIOL;0968-7688;1219;1.694;2.539;0.565;23;8.1;0.00207;0.780;
MOL REPROD DEV;1040-452X;5362;2.527;2.606;0.457;92;>10.0;0.00608;0.825;
NAT CELL BIOL;1465-7392;35734;19.679;20.688;4.812;117;6.7;0.12531;10.855;
NAT MED;1078-8956;62572;28.223;27.504;5.935;155;7.9;0.16290;12.480;
NAT REV MOL CELL BIO;1471-0072;35928;37.806;41.496;7.797;59;6.9;0.11242;20.763;
NAT STRUCT MOL BIOL;1545-9993;26673;13.309;12.479;3.424;132;6.5;0.11474;7.480;
NEURAL REGEN RES;1673-5374;397;0.220;0.205;0.081;283;3.1;0.00117;0.044;
NEUROSIGNALS;1424-862X;686;2.000;2.738;0.200;5;6.4;0.00139;0.820;
NITRIC OXIDE-BIOL CH;1089-8603;2794;3.521;3.447;0.611;90;6.3;0.00509;0.868;
NUCLEUS-PHILA;1949-1034;795;3.033;3.088;0.406;64;3.0;0.00526;1.330;
ONCOGENE;0950-9232;64071;8.459;7.632;1.963;572;8.4;0.10362;2.627;
ONCOTARGET;1949-2553;3908;6.359;6.368;0.572;979;2.4;0.01434;1.724;
OXID MED CELL LONGEV;1942-0900;2117;3.516;3.783;0.452;199;2.4;0.00717;0.860;
PATHOBIOLOGY;1015-2008;961;2.480;2.168;0.650;20;6.6;0.00164;0.545;
PHYSIOL GENOMICS;1094-8341;4444;2.374;2.757;0.468;77;7.3;0.00758;0.831;
PIGM CELL MELANOMA R;1755-1471;3873;4.619;5.055;0.736;91;6.4;0.00891;1.612;
PLANT CELL;1040-4651;46901;9.338;10.529;1.711;311;8.6;0.08080;3.474;
PLANT CELL PHYSIOL;0032-0781;13518;4.931;5.156;1.131;191;8.4;0.02182;1.502;
PLATELETS;0953-7104;2026;2.982;2.454;0.576;99;5.5;0.00447;0.666;
PROG HISTOCHEM CYTO;0079-6336;372;3.636;5.400;0.500;2;7.8;0.00058;1.473;
PROSTAG LEUKOTR ESS;0952-3278;3396;2.346;2.895;0.508;63;8.6;0.00520;0.819;
PROSTAG OTH LIPID M;1098-8823;2012;2.377;2.684;0.050;20;>10.0;0.00320;0.797;
PROTEIN CELL;1674-800X;1310;3.247;3.098;1.014;69;2.9;0.00632;0.997;
PROTOPLASMA;0033-183X;3611;2.651;2.723;0.589;124;>10.0;0.00500;0.692;
SCI SIGNAL;1945-0877;7211;6.279;7.137;1.359;170;3.9;0.04714;3.309;
SCI TRANSL MED;1946-6234;13031;15.843;13.845;3.543;219;2.7;0.09169;6.540;
SEMIN CELL DEV BIOL;1084-9521;6404;6.265;6.211;1.040;174;5.3;0.02244;2.484;
STEM CELL REP;2213-6711;461;5.365;5.365;1.077;168;1.2;0.00256;3.102;
STEM CELL RES;1873-5061;1471;3.693;4.157;0.661;127;3.0;0.00623;1.283;
STEM CELL RES THER;1757-6512;1153;3.368;4.084;0.648;125;2.2;0.00426;1.025;
STEM CELL REV REP;1550-8943;1388;2.768;3.440;0.614;70;3.3;0.00581;0.935;
STEM CELLS;1066-5099;20143;6.523;7.532;1.363;281;6.1;0.04888;2.470;
STRUCTURE;0969-2126;13533;5.618;5.895;1.353;167;7.9;0.04349;3.170;
TISSUE ANTIGENS;0001-2815;3770;2.137;2.039;1.448;125;7.9;0.00451;0.478;
TISSUE CELL;0040-8166;1788;1.252;1.530;0.594;69;>10.0;0.00168;0.398;
TISSUE ENG;2152-4947;19620;4.448;4.916;0.860;457;5.4;0.04222;1.203;
TRAFFIC;1398-9219;6541;4.350;4.336;1.036;83;6.5;0.02004;1.918;
TRENDS CELL BIOL;0962-8924;11481;12.007;12.140;3.037;81;7.1;0.03474;5.581;
TRENDS MOL MED;1471-4914;7186;9.453;9.931;1.714;70;6.0;0.01946;3.502;
WIRES RNA;1757-7004;1305;6.019;6.164;1.158;57;2.8;0.00886;2.776;
WOUND REPAIR REGEN;1067-1927;4207;2.745;3.425;0.463;95;6.9;0.00706;0.964;
ZYGOTE;0967-1994;766;1.416;1.323;0.162;68;8.0;0.00133;0.370;

