JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J ORAL REHABIL;0305-182X;4336;1.682;2.096;0.215;107;9.9;0.00496;0.576;
J ORAL SCI;1343-4934;864;0.922;;0.042;48;5.5;0.00220;;
J OROFAC ORTHOP;1434-5293;574;0.833;1.017;0.057;35;8.0;0.00083;0.291;
J OROFAC PAIN;1064-6655;1186;1.691;2.390;;0;9.0;0.00187;0.685;
J PERIODONTAL IMPLAN;2093-2278;224;1.145;;0.049;41;3.4;0.00088;;
J PERIODONTAL RES;0022-3484;3607;2.466;2.438;0.526;97;9.1;0.00490;0.623;
J PERIODONTOL;0022-3492;13532;2.706;3.166;0.519;233;>10.0;0.01370;0.836;
J PROSTHET DENT;0022-3913;8692;1.753;2.153;0.266;278;>10.0;0.00393;0.461;
J PROSTHODONT;1059-941X;1383;1.071;1.315;0.129;93;6.0;0.00293;0.358;
J PROSTHODONT RES;1883-1958;300;1.547;;0.361;36;3.4;0.00120;;
J PUBLIC HEALTH DENT;0022-4006;1302;1.649;2.012;0.182;44;8.1;0.00276;0.709;
KOREAN J ORTHOD;2234-7518;191;1.173;0.660;0.158;38;3.1;0.00067;0.218;
MED ORAL PATOL ORAL;1698-6946;1571;1.171;1.293;0.030;101;4.7;0.00466;0.366;
MOL ORAL MICROBIOL;2041-1006;447;2.784;2.883;0.862;29;2.9;0.00199;0.864;
ODONTOLOGY;1618-1247;330;1.515;1.472;0.304;46;4.0;0.00090;0.393;
OPER DENT;0361-7734;2314;1.671;1.782;0.378;74;8.2;0.00299;0.446;
OR SURG OR MED OR PA;2212-4403;11273;1.261;1.679;0.201;269;>10.0;0.01496;0.511;
ORAL DIS;1354-523X;2905;2.427;2.506;0.452;126;6.5;0.00546;0.679;
ORAL HLTH PREV DENT;1602-1622;452;0.505;0.843;0.095;42;6.6;0.00089;0.239;
ORAL MAXIL SURG CLIN;1042-3699;387;0.584;0.856;0.104;48;5.6;0.00103;0.266;
ORAL ONCOL;1368-8375;6441;3.607;3.692;0.886;166;5.7;0.01433;0.990;
ORAL RADIOL;0911-6028;97;0.455;0.475;0.105;38;;0.00029;0.148;
ORTHOD CRANIOFAC RES;1601-6335;725;1.061;2.034;0.160;25;7.0;0.00181;0.779;
PEDIATR DENT;0164-1263;1967;1.774;1.637;0.271;59;9.2;0.00212;0.375;
PERIODONTOL 2000;0906-6713;3004;3.632;4.289;1.789;38;8.9;0.00384;1.245;
QUINTESSENCE INT;0033-6572;2042;0.950;1.083;0.061;99;9.6;0.00272;0.309;
REV STOMATOL CHIR;2213-6533;344;0.305;0.305;0.062;65;8.7;0.00027;0.055;
SWED DENT J;0347-9994;600;0.733;0.957;0.067;15;>10.0;0.00053;0.286;

