JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
MIDWIFERY;0266-6138;1970;1.573;1.958;0.500;170;4.6;0.00419;0.440;
NEPHROL NURS J;1526-744X;371;0.615;;0.111;45;6.8;0.00063;;
NURS CLIN N AM;0029-6465;485;0.839;0.735;0.023;44;9.0;0.00091;0.254;
NURS CRIT CARE;1362-1017;500;0.646;1.371;1.448;29;5.6;0.00095;0.354;
NURS ECON;0746-1739;595;0.797;1.217;0.192;26;6.9;0.00123;0.383;
NURS EDUC;0363-3624;481;0.670;0.715;0.145;62;7.8;0.00065;0.167;
NURS EDUC TODAY;0260-6917;3325;1.364;1.806;0.258;233;6.4;0.00388;0.294;
NURS ETHICS;0969-7330;1191;1.247;1.611;0.071;70;6.6;0.00203;0.385;
NURS HEALTH SCI;1441-0745;822;1.042;1.333;0.099;71;5.2;0.00183;0.329;
NURS INQ;1320-7881;679;1.439;1.503;0.378;37;7.6;0.00118;0.439;
NURS OUTLOOK;0029-6554;898;1.588;2.056;0.188;48;6.8;0.00188;0.598;
NURS PHILOS;1466-7681;336;0.833;1.107;0.148;27;6.8;0.00061;0.314;
NURS RES;0029-6562;3148;1.356;2.043;0.295;44;>10.0;0.00287;0.647;
NURS SCI QUART;0894-3184;426;0.705;0.592;0.102;49;8.6;0.00027;0.076;
ONCOL NURS FORUM;0190-535X;2655;2.788;3.080;0.403;62;8.6;0.00400;0.920;
ORTHOP NURS;0744-6020;404;0.561;0.706;0.152;33;9.0;0.00075;0.265;
PAIN MANAG NURS;1524-9042;713;1.529;2.042;0.144;97;6.1;0.00128;0.484;
PERSPECT PSYCHIATR C;0031-5990;338;0.651;1.000;0.086;35;6.5;0.00070;0.305;
PFLEGE;1012-5302;102;0.218;0.279;0.000;29;6.9;0.00013;0.059;
PUBLIC HEALTH NURS;0737-1209;1020;0.833;0.932;0.032;62;9.0;0.00141;0.289;
REHABIL NURS;0278-4807;525;1.153;1.058;0.290;31;8.0;0.00080;0.292;
RES GERONTOL NURS;1940-4921;157;0.643;0.893;0.115;26;4.7;0.00053;0.238;
RES NURS HEALTH;0160-6891;3080;1.267;2.354;0.289;45;>10.0;0.00287;0.763;
RES THEOR NURS PRACT;1541-6577;269;0.364;;0.059;17;8.0;0.00045;;
REV ESC ENFERM USP;0080-6234;619;0.452;0.455;0.052;135;4.2;0.00120;0.079;
REV LAT-AM ENFERM;0104-1169;894;0.534;0.623;0.053;132;5.5;0.00161;0.130;
WESTERN J NURS RES;0193-9459;1352;1.032;1.371;0.303;66;9.1;0.00193;0.425;
WOMEN BIRTH;1871-5192;365;1.573;;0.155;58;3.5;0.00092;;
WORKPLACE HEALTH SAF;2165-0799;74;0.564;0.564;0.067;60;;0.00024;0.129;
WORLDV EVID-BASED NU;1545-102X;576;2.381;2.477;0.295;44;6.1;0.00125;0.723;

