JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
OBSTET GYN CLIN N AM;0889-8545;1034;1.384;1.735;0.186;43;8.0;0.00220;0.621;
OBSTET GYNECOL;0029-7844;26836;5.175;5.098;1.209;282;9.5;0.04818;1.945;
OBSTET GYNECOL SURV;0029-7828;1876;1.863;2.796;0.042;48;>10.0;0.00275;0.957;
PAEDIATR PERINAT EP;0269-5022;2650;3.131;2.952;0.607;56;7.2;0.00669;1.187;
PLACENTA;0143-4004;6754;2.710;3.141;0.630;184;6.6;0.01294;0.865;
PRENATAL DIAG;0197-3851;5320;3.268;2.689;0.339;192;5.7;0.01532;0.962;
REPROD BIOMED ONLINE;1472-6483;5335;3.015;2.709;0.686;175;5.7;0.01220;0.765;
REPROD SCI;1933-7191;2040;2.230;2.325;0.820;161;3.7;0.00740;0.689;
SEMIN PERINATOL;0146-0005;2418;2.682;3.489;0.162;68;7.2;0.00556;1.252;
SEMIN REPROD MED;1526-8004;1576;2.352;3.246;0.442;52;5.5;0.00433;1.016;
TAIWAN J OBSTET GYNE;1028-4559;681;0.988;0.929;0.128;125;3.8;0.00139;0.164;
TWIN RES HUM GENET;1832-4274;1606;2.297;2.094;0.259;54;5.5;0.00532;0.805;
ULTRASOUND OBST GYN;0960-7692;9248;3.853;3.584;0.887;186;7.1;0.01836;1.127;
WOMEN BIRTH;1871-5192;365;1.573;;0.155;58;3.5;0.00092;;
Z GEBURTSH NEONATOL;0948-2393;150;0.483;;0.207;29;5.5;0.00026;;

