JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J AM HEART ASSOC;2047-9980;1707;4.306;4.318;0.789;247;1.7;0.00981;1.786;
J AM SOC ECHOCARDIOG;0894-7317;9304;4.056;4.891;0.810;142;6.5;0.02282;1.697;
J CARD FAIL;1071-9164;4096;3.051;3.687;0.627;118;5.8;0.01126;1.269;
J CARDIAC SURG;0886-0440;1468;0.890;1.102;0.082;159;6.4;0.00439;0.446;
J CARDIOL;0914-5087;1690;2.782;2.037;0.497;147;3.3;0.00451;0.477;
J CARDIOPULM REHABIL;1932-7501;1341;1.583;1.882;0.352;54;7.7;0.00227;0.545;
J CARDIOTHOR VASC AN;1053-0770;2912;1.463;1.549;0.271;258;5.9;0.00614;0.429;
J CARDIOTHORAC SURG;1749-8090;962;1.028;1.125;0.113;186;3.5;0.00434;0.384;
J CARDIOVASC COMPUT;1934-5925;816;2.289;;0.490;49;3.6;0.00431;;
J CARDIOVASC ELECTR;1045-3873;6793;3.156;3.038;0.749;183;7.0;0.01820;1.223;
J CARDIOVASC MAGN R;1097-6647;2741;4.719;4.428;0.667;96;4.1;0.01145;1.785;
J CARDIOVASC MED;1558-2027;1126;1.510;1.192;0.423;123;4.6;0.00406;0.427;
J CARDIOVASC NURS;0889-4655;1176;2.053;2.193;0.484;64;5.4;0.00301;0.642;
J CARDIOVASC PHARM;0160-2446;5699;2.135;2.243;0.470;134;9.9;0.00770;0.642;
J CARDIOVASC PHARM T;1074-2484;891;2.094;1.989;1.127;55;3.9;0.00244;0.585;
J CARDIOVASC SURG;0021-9509;1875;1.461;1.413;0.517;120;8.1;0.00433;0.526;
J CARDIOVASC TRANSL;1937-5387;1268;3.017;2.851;1.186;86;3.0;0.00549;0.859;
J ELECTROCARDIOL;0022-0736;2043;1.361;1.313;0.640;136;7.2;0.00320;0.345;
J GERIATR CARDIOL;1671-5411;219;1.395;;0.185;54;2.4;0.00090;;
J HEART LUNG TRANSPL;1053-2498;8562;6.650;4.914;1.576;144;5.5;0.02435;1.749;
J HEART VALVE DIS;0966-8519;2097;0.752;0.973;0.026;117;9.6;0.00346;0.371;
J INTERV CARD ELECTR;1383-875X;1171;1.575;1.341;0.275;102;5.2;0.00413;0.551;
J INTERV CARDIOL;0896-4327;997;1.183;1.125;0.521;71;6.1;0.00264;0.414;
J INVASIVE CARDIOL;1042-3931;1586;0.949;1.119;0.193;140;5.8;0.00456;0.402;
J MOL CELL CARDIOL;0022-2828;12475;4.655;5.039;1.166;223;6.3;0.02834;1.572;
J NUCL CARDIOL;1071-3581;2574;2.942;2.664;0.755;94;5.6;0.00625;0.802;
J THORAC CARDIOV SUR;0022-5223;23757;4.168;4.068;0.933;659;7.9;0.05422;1.590;
JACC-CARDIOVASC IMAG;1936-878X;4390;7.188;6.754;2.022;89;3.6;0.02461;2.777;
JACC-CARDIOVASC INTE;1936-8798;5235;7.345;7.077;1.789;133;3.5;0.03147;3.054;
KARDIOL POL;0022-9032;859;0.539;0.489;0.420;112;4.5;0.00211;0.128;
KARDIOLOGIYA;0022-9040;236;0.117;0.124;0.000;165;7.3;0.00030;0.023;
KOREAN CIRC J;1738-5520;544;0.753;;0.182;66;3.4;0.00231;;
MINERVA CARDIOANGIOL;0026-4725;306;0.530;;0.109;46;5.8;0.00069;;
NAT REV CARDIOL;1759-5002;2647;9.183;9.761;2.019;52;3.4;0.01582;3.846;
NETH HEART J;1568-5888;695;1.837;1.386;0.819;72;3.3;0.00190;0.336;
NUTR METAB CARDIOVAS;0939-4753;3849;3.323;3.686;0.687;179;4.4;0.01064;1.016;
PACE;0147-8389;5059;1.129;1.300;0.285;214;8.5;0.01048;0.492;
PEDIATR CARDIOL;0172-0643;3049;1.310;1.367;0.284;197;5.6;0.00910;0.500;
PERFUSION-UK;0267-6591;867;0.935;0.915;0.922;77;7.0;0.00149;0.274;
POSTEP KARDIOL INTER;1734-9338;40;0.148;0.131;0.063;63;;0.00008;0.021;
PROG CARDIOVASC DIS;0033-0620;2419;2.418;3.552;2.197;61;6.1;0.00616;1.298;
RESP MED;0954-6111;8528;3.086;3.064;0.579;216;6.3;0.01851;0.907;
REV BRAS CIR CARDIOV;0102-7638;443;0.550;0.718;0.100;60;4.7;0.00105;0.164;
REV CARDIOVASC MED;1530-6550;271;0.564;0.720;0.150;40;8.8;0.00043;0.217;
REV ESP CARDIOL;0300-8932;2376;3.792;2.636;1.392;79;4.4;0.00497;0.583;
REV PORT CARDIOL;0870-2551;532;0.454;;0.250;72;5.5;0.00103;;
SCAND CARDIOVASC J;1401-7431;651;1.027;1.018;0.327;49;6.5;0.00155;0.359;
TEX HEART I J;0730-2347;1434;0.649;0.780;0.207;116;7.1;0.00318;0.260;
THORAC CARDIOV SURG;0171-6425;1498;0.979;0.880;0.431;123;7.9;0.00317;0.307;
TRENDS CARDIOVAS MED;1050-1738;2204;2.906;3.063;0.729;48;8.3;0.00370;1.055;

