JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J CLIN NEUROPHYSIOL;0736-0258;2540;1.429;1.639;0.137;95;>10.0;0.00292;0.506;
J CLIN NEUROSCI;0967-5868;5100;1.378;1.483;0.276;504;4.9;0.01479;0.451;
J COGNITIVE NEUROSCI;0898-929X;16870;4.085;5.259;0.871;217;8.1;0.03416;2.001;
J COMP NEUROL;0021-9967;32992;3.225;3.659;1.047;213;>10.0;0.02589;1.360;
J COMP PHYSIOL A;0340-7594;5251;2.036;2.103;0.790;81;>10.0;0.00530;0.732;
J COMPUT NEUROSCI;0929-5313;1737;1.739;2.137;0.446;65;7.1;0.00477;0.873;
J ELECTROMYOGR KINES;1050-6411;4073;1.647;2.145;0.152;132;7.2;0.00748;0.612;
J HEADACHE PAIN;1129-2369;1360;2.801;2.383;0.584;77;3.7;0.00401;0.621;
J HIST NEUROSCI;0964-704X;226;0.562;0.495;0.304;23;9.9;0.00018;0.106;
J INT NEUROPSYCH SOC;1355-6177;5565;2.963;3.731;0.448;105;7.6;0.01078;1.208;
J INTEGR NEUROSCI;0219-6352;301;0.935;1.022;0.143;35;6.2;0.00058;0.269;
J MOL NEUROSCI;0895-8696;3920;2.343;2.332;0.615;239;4.5;0.00917;0.628;
J MOTOR BEHAV;0022-2895;2078;1.418;1.695;0.356;45;>10.0;0.00223;0.570;
J MUSCULOSKEL NEURON;1108-7161;1308;1.744;2.506;0.135;52;7.8;0.00204;0.723;
J NEURAL ENG;1741-2560;3270;3.295;3.743;0.752;137;3.9;0.00982;1.080;
J NEURAL TRANSM;0300-9564;5857;2.402;2.732;0.652;155;7.0;0.01033;0.747;
J NEUROCHEM;0022-3042;36434;4.281;3.974;1.003;310;9.6;0.04523;1.197;
J NEURODEV DISORD;1866-1947;551;3.268;3.850;0.186;43;3.5;0.00300;1.350;
J NEUROENDOCRINOL;0953-8194;5548;3.138;3.148;1.037;81;6.9;0.01032;0.974;
J NEUROENG REHABIL;1743-0003;1995;2.740;3.512;0.383;167;4.5;0.00568;0.969;
J NEUROGENET;0167-7063;552;1.268;1.797;0.700;30;6.1;0.00142;0.647;
J NEUROIMMUNE PHARM;1557-1890;1761;4.110;3.872;0.655;58;3.8;0.00569;1.070;
J NEUROIMMUNOL;0165-5728;9447;2.467;2.756;0.475;204;8.9;0.01250;0.760;
J NEUROINFLAMM;1742-2094;5318;5.408;5.632;0.605;215;3.2;0.01820;1.524;
J NEUROL SCI;0022-510X;13733;2.474;2.535;0.339;537;8.3;0.02390;0.761;
J NEUROL SCI-TURK;1302-1664;70;0.105;0.100;0.000;103;;0.00015;0.022;
J NEUROLINGUIST;0911-6044;833;1.489;1.632;0.344;32;6.6;0.00185;0.524;
J NEUROPATH EXP NEUR;0022-3069;7949;3.797;4.152;0.549;91;>10.0;0.01090;1.386;
J NEUROPHYSIOL;0022-3077;42912;2.887;3.313;0.492;498;>10.0;0.06171;1.341;
J NEUROPSYCH CLIN N;0895-0172;3476;2.817;3.047;0.320;50;>10.0;0.00406;0.930;
J NEUROSCI;0270-6474;173265;6.344;7.348;1.188;1486;8.0;0.38326;2.862;
J NEUROSCI METH;0165-0270;12656;2.025;2.245;0.529;306;8.5;0.01989;0.753;
J NEUROSCI RES;0360-4012;13521;2.594;2.772;0.612;170;9.4;0.01661;0.817;
J NEUROTRAUM;0897-7151;10198;3.714;4.056;0.867;196;6.9;0.02059;1.174;
J NEUROVIROL;1355-0284;2324;2.595;3.061;0.746;67;7.6;0.00388;0.832;
J PAIN;1526-5900;6283;4.010;4.577;1.061;115;5.6;0.01897;1.630;
J PARKINSON DIS;1877-7171;269;1.910;1.864;0.450;80;2.0;0.00119;0.599;
J PERIPHER NERV SYST;1085-9489;1381;2.758;3.231;0.269;52;5.5;0.00372;1.041;
J PHYSIOL-LONDON;0022-3751;48946;5.037;5.113;1.462;346;>10.0;0.05926;1.860;
J PHYSIOL-PARIS;0928-4257;1636;1.899;1.646;0.364;33;>10.0;0.00173;0.611;
J PINEAL RES;0742-3098;6906;9.600;7.227;1.862;87;5.9;0.00816;1.120;
J PSYCHIATR NEUROSCI;1180-4882;2491;5.861;6.789;0.902;41;6.0;0.00622;2.175;
J PSYCHOPHARMACOL;0269-8811;4902;3.898;3.442;0.717;127;5.3;0.01199;0.978;
J PSYCHOPHYSIOL;0269-8803;803;1.590;1.517;0.636;22;9.3;0.00083;0.448;
J SLEEP RES;0962-1105;3879;3.347;3.732;1.110;82;7.8;0.00803;1.356;
J STROKE CEREBROVASC;1052-3057;2356;1.669;1.833;0.321;539;3.4;0.00864;0.673;
J VESTIBUL RES-EQUIL;0957-4271;676;1.190;1.374;0.133;30;>10.0;0.00093;0.447;
JARO-J ASSOC RES OTO;1525-3961;1700;2.598;2.912;0.500;68;6.1;0.00493;1.133;
LEARN MEMORY;1072-0502;6020;3.657;4.623;0.593;86;7.6;0.01119;1.573;
METAB BRAIN DIS;0885-7490;1622;2.638;2.760;0.727;110;5.4;0.00347;0.710;
MOL AUTISM;2040-2392;577;5.413;5.821;0.442;52;2.4;0.00308;2.045;
MOL BRAIN;1756-6606;1144;4.902;4.662;0.344;90;3.2;0.00537;1.522;
MOL CELL NEUROSCI;1044-7431;6956;3.840;3.630;0.405;79;8.4;0.01237;1.312;
MOL NEUROBIOL;0893-7648;4012;5.137;5.460;1.209;206;4.0;0.01026;1.509;
MOL NEURODEGENER;1750-1326;2058;6.563;5.709;0.672;58;3.7;0.00873;1.797;
MOL PAIN;1744-8069;2709;3.654;4.325;0.703;74;4.6;0.01031;1.506;
MOL PSYCHIATR;1359-4184;14510;14.496;13.834;3.152;151;5.4;0.04317;5.007;
MOTOR CONTROL;1087-1640;638;1.233;1.541;0.185;27;7.6;0.00120;0.517;
MUSCLE NERVE;0148-639X;9796;2.283;2.306;0.612;255;10.0;0.01377;0.688;
NAT NEUROSCI;1097-6256;50204;16.095;17.154;4.276;221;7.7;0.15492;8.821;
NAT REV NEUROSCI;1471-003X;32989;31.427;38.997;3.712;59;7.4;0.08289;16.894;
NETWORK-COMP NEURAL;0954-898X;660;0.870;0.788;0.000;10;>10.0;0.00027;0.327;
NEURAL COMPUT;0899-7667;7782;2.207;2.203;0.574;47;>10.0;0.00824;0.957;
NEURAL DEV;1749-8104;957;3.453;3.712;0.333;27;4.9;0.00409;1.455;
NEURAL NETWORKS;0893-6080;6625;2.708;2.729;0.699;136;10.0;0.00934;0.835;
NEURAL PLAST;2090-5904;1256;3.582;3.631;0.446;56;3.3;0.00424;1.248;
NEURAL REGEN RES;1673-5374;397;0.220;0.205;0.081;283;3.1;0.00117;0.044;
NEUROBIOL AGING;0197-4580;17534;5.013;5.224;1.720;400;5.7;0.04114;1.605;
NEUROBIOL DIS;0969-9961;12714;5.078;5.298;1.142;275;5.4;0.03304;1.662;
NEUROBIOL LEARN MEM;1074-7427;5453;3.652;3.914;0.892;185;6.3;0.01215;1.246;
NEUROCHEM INT;0197-0186;7321;3.092;2.971;0.441;161;6.3;0.01426;0.774;
NEUROCHEM J+;1819-7124;77;0.303;0.229;0.041;49;;0.00013;0.038;
NEUROCHEM RES;0364-3190;7527;2.593;2.333;0.500;252;6.8;0.01211;0.568;
NEUROCIRUGIA;1130-1473;231;0.293;0.456;0.150;40;6.3;0.00041;0.114;
NEURODEGENER DIS;1660-2854;1408;3.511;3.121;0.803;71;4.0;0.00412;0.922;
NEUROENDOCRINOL LETT;0172-780X;1786;0.799;1.004;0.082;110;6.4;0.00291;0.228;
NEUROENDOCRINOLOGY;0028-3835;4204;4.373;3.615;0.260;50;>10.0;0.00582;1.068;
NEUROFORUM;0947-0875;5;0.000;0.048;0.000;9;;0.00000;0.005;
NEUROGASTROENT MOTIL;1350-1925;5356;3.587;3.519;0.693;189;4.7;0.01449;0.981;
NEUROIMAG CLIN N AM;1052-5149;961;1.527;1.686;0.136;44;7.5;0.00207;0.578;
NEUROIMAGE;1053-8119;78028;6.357;7.289;1.500;1033;6.5;0.17239;2.257;
NEUROIMMUNOMODULAT;1021-7401;1302;1.882;2.274;0.786;42;6.6;0.00238;0.641;
NEUROINFORMATICS;1539-2791;786;2.825;3.373;0.441;34;5.8;0.00199;1.063;
NEUROL CLIN;0733-8619;1524;1.395;1.586;0.308;52;8.1;0.00267;0.579;
NEUROL INDIA;0028-3886;1364;1.232;1.176;0.213;75;5.7;0.00314;0.329;
NEUROL RES;0161-6412;3236;1.439;1.481;0.238;151;8.1;0.00508;0.401;
NEUROL SCI;1590-1874;3002;1.447;1.341;0.371;286;4.7;0.00714;0.373;
NEUROMOL MED;1535-1084;1519;3.678;4.312;0.857;70;5.2;0.00384;1.279;
NEUROMUSCULAR DISORD;0960-8966;3743;2.638;2.709;0.795;117;6.9;0.00717;0.806;
NEURON;0896-6273;77446;15.054;16.839;3.221;399;8.2;0.22320;8.682;
NEUROPATH APPL NEURO;0305-1846;2792;3.927;4.183;1.393;61;7.8;0.00522;1.308;
NEUROPATHOLOGY;0919-6544;1406;1.651;1.649;0.346;78;5.8;0.00325;0.476;
NEUROPEPTIDES;0143-4179;1730;2.644;2.226;0.298;47;8.7;0.00243;0.567;
NEUROPHARMACOLOGY;0028-3908;16524;5.106;4.823;1.182;417;6.0;0.03722;1.454;
NEUROPHYSIOL CLIN;0987-7053;877;1.238;1.679;0.196;46;8.2;0.00118;0.569;
NEUROPHYSIOLOGY+;0090-2977;152;0.195;0.210;0.049;81;7.7;0.00015;0.030;
NEUROPSYCHIATRY-LOND;1758-2008;117;0.854;0.825;1.444;9;2.3;0.00052;0.259;
NEUROPSYCHOBIOLOGY;0302-282X;2699;2.261;2.612;0.385;52;9.8;0.00347;0.751;
NEUROPSYCHOL REHABIL;0960-2011;1470;1.955;2.453;0.976;42;7.1;0.00241;0.679;
NEUROPSYCHOL REV;1040-7308;2028;4.592;7.531;1.172;29;6.0;0.00511;2.475;
NEUROPSYCHOLOGIA;0028-3932;23315;3.302;4.178;0.597;352;8.0;0.04393;1.426;
NEUROPSYCHOLOGY;0894-4105;5122;3.269;4.447;0.667;96;8.5;0.00957;1.612;
NEUROPSYCHOPHARMACOL;0893-133X;22005;7.048;8.168;1.582;292;6.4;0.05006;2.643;
NEUROQUANTOLOGY;1303-5150;200;0.543;0.399;0.200;50;4.2;0.00018;0.036;
NEUROREPORT;0959-4965;15306;1.520;1.711;0.332;241;>10.0;0.01013;0.560;
NEUROSCI BIOBEHAV R;0149-7634;16868;8.802;10.528;1.657;198;6.4;0.04123;3.596;
NEUROSCI BULL;1673-7067;869;2.509;2.134;0.800;95;2.8;0.00307;0.618;
NEUROSCI LETT;0304-3940;32565;2.030;2.169;0.429;690;9.3;0.04403;0.619;
NEUROSCI RES;0168-0102;4751;1.937;2.238;0.690;116;8.4;0.00760;0.690;
NEUROSCIENCE;0306-4522;42662;3.357;3.415;0.765;780;8.6;0.07077;1.055;
NEUROSCIENTIST;1073-8584;3821;6.837;6.675;1.708;48;7.1;0.00882;2.404;
NEUROSIGNALS;1424-862X;686;2.000;2.738;0.200;5;6.4;0.00139;0.820;
NEUROTHERAPEUTICS;1933-7213;2584;5.054;5.821;1.319;72;4.5;0.00909;1.829;
NEUROTOX RES;1029-8428;2181;3.538;3.315;0.671;73;5.0;0.00518;0.835;
NEUROTOXICOL TERATOL;0892-0362;3462;2.762;3.227;0.531;64;10.0;0.00440;0.850;
NEUROTOXICOLOGY;0161-813X;5232;3.379;3.295;0.467;135;6.9;0.00813;0.795;
NUTR NEUROSCI;1028-415X;907;2.274;2.107;0.676;37;6.7;0.00147;0.525;
PAIN;0304-3959;31705;5.213;6.241;1.239;284;9.6;0.05060;2.160;
PHARMACOL BIOCHEM BE;0091-3057;13290;2.781;2.751;0.598;254;>10.0;0.01431;0.707;
PROG BRAIN RES;0079-6123;7820;2.833;3.256;0.402;117;8.3;0.01130;1.216;
PROG NEURO-PSYCHOPH;0278-5846;8909;3.689;3.797;1.344;186;5.9;0.01803;1.002;
PROG NEUROBIOL;0301-0082;11430;9.992;10.487;2.839;62;9.4;0.02014;3.553;
PSYCHIAT CLIN NEUROS;1323-1316;2662;1.634;2.193;0.383;94;7.7;0.00398;0.591;
PSYCHIAT GENET;0955-8829;1066;1.941;2.046;0.348;46;6.8;0.00208;0.600;
PSYCHONEUROENDOCRINO;0306-4530;11843;4.944;5.659;0.927;259;5.9;0.02734;1.686;
PSYCHOPHARMACOLOGY;0033-3158;24703;3.875;3.974;0.952;399;9.5;0.03251;1.127;
PSYCHOPHYSIOLOGY;0048-5772;11284;2.986;3.696;0.917;144;>10.0;0.01428;1.217;
PURINERG SIGNAL;1573-9538;1276;3.886;3.552;0.651;43;5.0;0.00393;1.109;
RESTOR NEUROL NEUROS;0922-6028;1683;2.490;3.219;0.887;62;5.9;0.00374;0.952;
REV NEUROSCIENCE;0334-1763;1422;3.330;3.358;0.481;52;5.5;0.00332;0.988;
SEIZURE-EUR J EPILEP;1059-1311;3133;1.822;1.879;0.463;160;6.4;0.00680;0.568;
SLEEP;0161-8105;16335;4.591;5.753;1.026;196;8.5;0.02763;1.991;
SLEEP BIOL RHYTHMS;1446-9235;344;0.588;0.981;0.114;35;4.8;0.00101;0.301;
SLEEP MED REV;1087-0792;3919;8.513;9.258;2.062;48;6.6;0.00959;3.247;
SOC COGN AFFECT NEUR;1749-5016;3937;7.372;7.332;0.888;250;3.3;0.01563;2.590;
SOC NEUROSCI-UK;1747-0919;1412;2.660;3.653;0.545;55;4.9;0.00510;1.345;
SOMATOSENS MOT RES;0899-0220;635;0.641;1.026;0.100;30;>10.0;0.00044;0.357;
STEREOT FUNCT NEUROS;1011-6125;1451;2.019;1.969;0.340;50;8.4;0.00246;0.596;
STRESS;1025-3890;1877;2.715;3.050;0.509;57;5.6;0.00423;0.841;
SYNAPSE;0887-4476;4816;2.127;2.284;0.618;68;>10.0;0.00652;0.698;
TRANSL NEUROSCI;2081-3856;168;1.319;;0.059;34;2.4;0.00077;;
TRANSL STROKE RES;1868-4483;661;2.444;2.444;0.671;73;2.5;0.00275;0.693;
TRENDS COGN SCI;1364-6613;20396;21.965;22.500;3.150;60;8.3;0.04585;9.498;
TRENDS NEUROSCI;0166-2236;19082;13.555;14.695;2.441;68;>10.0;0.03363;6.266;
VISION RES;0042-6989;16803;1.815;2.472;0.464;168;>10.0;0.01831;0.951;
VISUAL NEUROSCI;0952-5238;2752;2.207;2.166;0.667;33;>10.0;0.00235;0.909;
ZH VYSSH NERV DEYAT+;0044-4677;129;0.110;0.092;0.000;61;>10.0;0.00016;0.029;

