JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
IRAN J PUBLIC HEALTH;2251-6085;643;0.550;0.629;0.062;226;5.2;0.00131;0.132;
J ADOLESCENT HEALTH;1054-139X;10691;3.612;4.050;0.868;235;7.3;0.02380;1.455;
J AGROMEDICINE;1059-924X;311;0.905;0.985;0.128;39;5.3;0.00078;0.253;
J ARTHROPOD-BORNE DI;2322-1984;32;0.682;0.682;0.071;28;;0.00010;0.138;
J BEHAV HEALTH SER R;1094-3412;724;1.372;1.370;0.405;42;7.7;0.00160;0.526;
J CANCER EDUC;0885-8195;1056;1.230;1.191;0.222;108;4.7;0.00353;0.425;
J CLIN EPIDEMIOL;0895-4356;18983;3.417;6.269;1.203;153;>10.0;0.03330;2.710;
J DEV ORIG HLTH DIS;2040-1744;204;0.750;0.965;0.204;49;3.2;0.00111;0.352;
J ENVIRON HEALTH;0022-0892;646;0.963;1.234;0.131;61;6.5;0.00123;0.354;
J ENVIRON SCI HEAL B;0360-1234;1620;1.202;1.218;0.225;111;7.2;0.00248;0.285;
J EPIDEMIOL;0917-5040;1698;3.022;2.592;0.368;68;5.2;0.00430;0.794;
J EPIDEMIOL COMMUN H;0143-005X;11539;3.501;3.546;0.994;165;9.1;0.01886;1.363;
J EXPO SCI ENV EPID;1559-0631;2876;3.185;3.147;0.753;85;7.5;0.00574;1.061;
J HEALTH POPUL NUTR;1606-0997;1194;1.038;1.630;0.027;74;6.0;0.00307;0.529;
J MED SCREEN;0969-1413;1118;3.099;2.547;0.133;30;7.7;0.00276;1.023;
J MENS HEALTH;1875-6867;141;0.491;0.557;0.333;24;3.9;0.00041;0.146;
J NEPAL MED ASSOC;0028-2715;152;0.104;0.238;0.000;18;6.0;0.00033;0.065;
J OCCUP ENVIRON HYG;1545-9624;1219;1.166;1.344;0.231;108;5.9;0.00274;0.385;
J OCCUP ENVIRON MED;1076-2752;5676;1.630;1.982;0.344;192;8.9;0.00928;0.640;
J OCCUP HEALTH;1341-9145;2262;1.109;1.511;0.267;60;>10.0;0.00204;0.452;
J OCCUP MED TOXICOL;1745-6673;434;1.621;;0.325;40;4.9;0.00103;;
J PUBLIC HEALTH DENT;0022-4006;1302;1.649;2.012;0.182;44;8.1;0.00276;0.709;
J PUBLIC HEALTH POL;0197-5897;755;1.775;2.333;1.172;29;5.5;0.00277;0.968;
J PUBLIC HEALTH-UK;1741-3842;1555;2.039;2.456;0.637;80;5.1;0.00544;0.970;
J RADIOL PROT;0952-4746;769;1.702;1.553;0.329;70;5.6;0.00200;0.489;
J RURAL HEALTH;0890-765X;1189;1.453;1.771;0.196;46;7.0;0.00275;0.652;
J SCHOOL HEALTH;0022-4391;2490;1.434;2.104;0.227;97;7.1;0.00474;0.650;
J TOXICOL ENV HEAL A;1528-7394;3681;2.351;2.042;0.476;124;7.2;0.00493;0.448;
J TOXICOL ENV HEAL B;1093-7404;1358;4.970;5.538;1.133;15;6.6;0.00253;1.502;
J URBAN HEALTH;1099-3460;2913;1.902;2.597;0.157;89;7.5;0.00686;0.974;
J WOMENS HEALTH;1540-9996;3601;2.050;2.183;0.395;124;5.3;0.01196;0.781;
LANCET GLOB HEALTH;2214-109X;457;10.042;10.083;4.354;48;1.1;0.00204;5.355;
MALAWI MED J;1995-7262;104;0.383;0.533;0.000;24;5.3;0.00040;0.206;
MED CARE;0025-7079;16591;3.232;3.687;0.938;177;>10.0;0.02438;1.794;
MED LAV;0025-7818;321;0.554;0.489;0.424;33;7.7;0.00036;0.097;
MED PR;0465-5893;208;0.397;0.305;0.062;65;6.0;0.00024;0.046;
MEDICC REV;1555-7960;162;0.927;1.264;0.536;28;3.3;0.00058;0.347;
NEUROEPIDEMIOLOGY;0251-5350;2562;2.558;2.776;0.333;54;7.5;0.00519;0.963;
NICOTINE TOB RES;1462-2203;6499;3.296;3.448;0.620;229;5.7;0.01941;1.259;
NOISE HEALTH;1463-1741;926;1.477;1.899;0.276;58;6.5;0.00214;0.593;
OCCUP ENVIRON MED;1351-0711;7295;3.267;3.354;1.018;112;9.0;0.01254;1.232;
OCCUP MED-OXFORD;0962-7480;2388;1.025;1.597;0.478;92;8.4;0.00414;0.544;
P R HEALTH SCI J;0738-0658;268;0.672;0.646;0.029;34;6.3;0.00051;0.168;
PAEDIATR PERINAT EP;0269-5022;2650;3.131;2.952;0.607;56;7.2;0.00669;1.187;
PALLIATIVE MED;0269-2163;3392;2.855;3.264;0.963;82;6.8;0.00706;1.069;
PATHOG GLOB HEALTH;2047-7724;221;1.656;1.656;0.082;49;2.2;0.00144;0.693;
PATIENT EDUC COUNS;0738-3991;8834;2.199;2.975;0.424;229;6.7;0.02028;1.008;
PREHOSP EMERG CARE;1090-3127;1446;1.763;1.843;0.400;75;6.2;0.00335;0.582;
PREV CHRONIC DIS;1545-1151;2633;2.123;2.125;0.346;214;5.0;0.00879;0.769;
PREV MED;0091-7435;11686;3.086;3.905;0.589;326;8.1;0.02181;1.360;
PSYCHIAT SERV;1075-2730;8474;2.412;3.013;0.674;227;7.7;0.01489;0.980;
PSYCHOL HEALTH MED;1354-8506;1258;1.255;1.825;0.385;78;6.1;0.00313;0.607;
PUBLIC HEALTH;0033-3506;2817;1.434;1.623;0.601;158;6.6;0.00618;0.549;
PUBLIC HEALTH ETH-UK;1754-9973;190;1.182;1.059;0.500;24;3.7;0.00093;0.436;
PUBLIC HEALTH GENOM;1662-4246;496;2.208;2.202;0.303;33;3.7;0.00251;0.726;
PUBLIC HEALTH NURS;0737-1209;1020;0.833;0.932;0.032;62;9.0;0.00141;0.289;
PUBLIC HEALTH NUTR;1368-9800;8697;2.679;3.097;0.652;316;6.0;0.02053;0.956;
PUBLIC HEALTH REP;0033-3549;4547;1.547;2.000;0.680;97;>10.0;0.00735;0.812;
QUAL LIFE RES;0962-9343;8537;2.486;3.102;0.450;280;8.4;0.01552;1.042;
RADIAT PROT DOSIM;0144-8420;5081;0.913;0.966;0.121;365;8.4;0.00881;0.313;
RADIOPROTECTION;0033-8451;224;0.540;0.883;0.176;34;5.6;0.00074;0.320;
REPROD HEALTH;1742-4755;628;1.883;;0.420;100;3.7;0.00248;;
REV EPIDEMIOL SANTE;0398-7620;617;0.592;0.770;0.225;40;7.5;0.00091;0.223;
REV SAUDE PUBL;0034-8910;3035;0.733;1.338;0.049;103;8.2;0.00421;0.365;
RURAL REMOTE HEALTH;1445-6354;925;0.878;1.171;0.130;92;5.0;0.00286;0.367;
SANTE PUBLIQUE;0995-3914;168;0.239;;0.056;89;5.9;0.00021;;
SCAND J PUBLIC HEALT;1403-4948;3613;1.832;3.202;0.208;144;4.8;0.01350;1.300;
SCAND J WORK ENV HEA;0355-3140;4338;3.454;4.060;0.650;60;>10.0;0.00589;1.395;
SE ASIAN J TROP MED;0125-1562;2682;0.719;0.762;0.029;139;>10.0;0.00258;0.201;
SEX HEALTH;1448-5028;913;1.368;1.545;0.844;77;3.9;0.00335;0.530;
SOC SCI MED;0277-9536;30874;2.890;3.544;0.528;525;9.2;0.05306;1.353;
STAT MED;0277-6715;19033;1.825;2.609;0.275;353;>10.0;0.03513;1.517;
T ROY SOC TROP MED H;0035-9203;8100;1.839;2.100;0.409;115;>10.0;0.00829;0.709;
TOB CONTROL;0964-4563;5600;5.933;5.352;2.133;135;6.3;0.01458;2.018;
TOB INDUC DIS;1617-9625;229;1.386;;0.208;24;4.4;0.00086;;
TOXICOL IND HEALTH;0748-2337;1639;1.859;1.657;0.231;108;5.9;0.00265;0.341;
TRAFFIC INJ PREV;1538-9588;1232;1.413;1.465;0.397;116;5.0;0.00439;0.595;
TRAVEL MED INFECT DI;1477-8939;665;1.670;1.726;0.595;84;4.5;0.00165;0.443;
TROP DOCT;0049-4755;677;0.481;0.550;0.088;68;8.3;0.00124;0.194;
TROP MED INT HEALTH;1360-2276;6796;2.329;2.895;0.571;156;7.1;0.01488;1.006;
VECTOR-BORNE ZOONOT;1530-3667;2932;2.298;2.406;0.364;132;4.3;0.00834;0.670;
WHO TECH REP SER;0512-3054;3163;0.974;2.300;0.200;5;>10.0;0.00168;0.661;
WILD ENVIRON MED;1080-6032;616;1.196;1.159;0.014;70;6.2;0.00099;0.241;

