JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
GENET RES;0016-6723;2274;1.468;2.178;0.000;6;>10.0;0.00196;0.787;
GENET SEL EVOL;0999-193X;1928;3.821;4.404;0.574;68;5.8;0.00413;1.166;
GENET TEST MOL BIOMA;1945-0265;1118;1.464;1.336;0.266;128;2.8;0.00431;0.335;
GENETICA;0016-6707;3292;1.400;2.082;0.173;52;9.9;0.00499;0.661;
GENETICS;0016-6731;44722;5.963;5.241;0.982;326;>10.0;0.05812;2.339;
GENETIKA-BELGRADE;0534-0012;178;0.347;0.424;0.074;95;4.0;0.00026;0.056;
GENOME;0831-2796;4591;1.424;1.669;0.263;57;>10.0;0.00360;0.469;
GENOME BIOL;1465-6906;22663;10.810;13.480;1.942;223;6.0;0.08779;6.860;
GENOME BIOL EVOL;1759-6653;2718;4.229;4.529;0.726;259;2.7;0.01671;1.886;
GENOME MED;1756-994X;1660;5.809;4.497;0.500;102;3.0;0.01077;1.905;
GENOME RES;1088-9051;33977;14.630;15.567;3.198;187;6.1;0.13839;8.372;
GENOMICS;0888-7543;9202;2.284;2.847;0.345;116;>10.0;0.00860;1.024;
HEREDITAS;0018-0661;1549;1.118;0.914;0.111;27;>10.0;0.00048;0.263;
HEREDITY;0018-067X;9440;3.805;4.163;1.252;131;>10.0;0.01505;1.503;
HUM BIOL;0018-7143;1794;0.921;1.319;0.100;10;>10.0;0.00132;0.510;
HUM GENE THER;1043-0342;5460;3.755;3.413;1.023;86;8.4;0.00989;1.038;
HUM GENE THER METHOD;1946-6536;205;2.436;2.462;0.394;33;2.1;0.00098;0.794;
HUM GENET;0340-6717;8873;4.824;4.521;1.468;124;9.2;0.01798;1.729;
HUM GENOMICS;1473-9542;666;2.146;;0.389;18;4.9;0.00274;;
HUM HERED;0001-5652;1249;1.474;1.654;0.125;40;8.3;0.00294;0.770;
HUM MOL GENET;0964-6906;37440;6.393;6.850;1.596;581;6.8;0.09691;2.648;
HUM MUTAT;1059-7794;11719;5.340;5.195;1.306;173;6.0;0.03691;2.148;
IMMUNOGENETICS;0093-7711;3301;2.227;2.259;0.493;69;>10.0;0.00406;0.670;
INT J GENOMICS;2314-436X;56;0.953;0.953;0.311;45;;0.00014;0.198;
INT J HUM GENET;0972-3757;133;0.370;0.351;0.000;13;7.2;0.00015;0.063;
INT J IMMUNOGENET;1744-3121;717;1.247;1.186;0.317;82;4.5;0.00173;0.298;
J APPL GENET;1234-1983;945;1.477;1.627;0.426;54;5.7;0.00205;0.443;
J ASSIST REPROD GEN;1058-0468;2644;1.718;1.898;0.330;206;5.3;0.00625;0.540;
J EVOLUTION BIOL;1010-061X;9956;3.232;3.538;0.635;260;6.5;0.02760;1.380;
J GENE MED;1099-498X;2599;2.472;2.206;0.154;26;8.3;0.00325;0.555;
J GENET;0022-1333;1030;1.093;1.210;0.105;76;6.6;0.00200;0.334;
J GENET COUNS;1059-7700;1206;2.243;1.942;0.630;108;4.9;0.00343;0.663;
J GENET GENOMICS;1673-8527;1324;3.585;2.849;0.745;47;4.0;0.00467;0.855;
J HERED;0022-1503;6265;2.088;2.417;0.472;89;>10.0;0.00626;0.798;
J HUM GENET;1434-5161;3016;2.462;2.289;0.598;107;5.7;0.00769;0.731;
J INHERIT METAB DIS;0141-8955;4314;3.365;2.686;0.950;100;7.0;0.00962;0.907;
J MED GENET;0022-2593;11382;6.335;5.855;1.156;109;9.0;0.02403;2.461;
J MOL EVOL;0022-2844;8143;1.680;1.945;0.367;49;>10.0;0.00445;0.735;
J MOL MED;0946-2716;6338;5.107;4.687;1.093;108;6.5;0.01457;1.552;
J NEUROGENET;0167-7063;552;1.268;1.797;0.700;30;6.1;0.00142;0.647;
J NUTRIGENET NUTRIGE;1661-6499;253;2.000;1.955;0.167;12;3.6;0.00093;0.529;
MAMM GENOME;0938-8990;2914;3.068;2.423;0.870;54;>10.0;0.00452;0.918;
MAR GENOM;1874-7787;307;1.792;1.636;0.625;88;3.1;0.00103;0.463;
MED GENET-BERLIN;1863-5490;19;0.131;0.086;0.038;26;;0.00005;0.018;
MITOCHONDR DNA;1940-1736;597;1.209;1.380;0.260;169;2.4;0.00149;0.243;
MITOCHONDRION;1567-7249;2551;3.249;3.450;0.629;105;4.4;0.00748;1.044;
MOBILE DNA-UK;1759-8753;304;2.114;2.145;0.500;26;4.2;0.00113;0.857;
MOL AUTISM;2040-2392;577;5.413;5.821;0.442;52;2.4;0.00308;2.045;
MOL BIOL EVOL;0737-4038;37529;9.105;11.667;1.749;275;7.1;0.09436;4.441;
MOL BREEDING;1380-3743;3796;2.246;2.570;0.395;253;5.9;0.00684;0.611;
MOL CYTOGENET;1755-8166;432;2.140;2.046;0.210;100;2.9;0.00178;0.642;
MOL DIAGN THER;1177-1062;511;2.891;2.155;0.239;67;3.8;0.00146;0.570;
MOL GENET GENOMICS;1617-4615;3310;2.728;2.907;0.444;108;7.8;0.00503;0.818;
MOL GENET METAB;1096-7192;5729;2.625;2.731;0.734;143;5.6;0.01412;0.845;
MOL PHYLOGENET EVOL;1055-7903;15916;3.916;4.064;0.958;308;6.8;0.03399;1.322;
MOL THER;1525-0016;13077;6.227;6.211;1.751;189;5.3;0.03520;1.967;
MUTAGENESIS;0267-8357;3235;2.793;3.306;0.379;58;7.3;0.00515;0.828;
MUTAT RES-FUND MOL M;0027-5107;8024;3.680;3.521;0.330;94;9.6;0.01053;1.100;
MUTAT RES-GEN TOX EN;1383-5718;6178;2.415;2.780;0.376;125;7.9;0.00827;0.660;
MUTAT RES-REV MUTAT;1383-5742;2740;6.213;6.635;1.238;21;7.1;0.00460;1.959;
NAT GENET;1061-4036;85481;29.352;32.408;5.938;192;7.5;0.25783;15.919;
NAT REV GENET;1471-0056;29388;36.978;43.234;7.864;59;5.7;0.11684;20.727;
NEUROGENETICS;1364-6745;1021;2.884;2.552;0.818;33;5.6;0.00337;1.046;
NEW GENET SOC;1463-6778;231;0.860;1.067;0.136;22;5.4;0.00068;0.356;
OMICS;1536-2310;1164;2.362;2.698;0.708;65;3.9;0.00355;0.689;
ONCOGENE;0950-9232;64071;8.459;7.632;1.963;572;8.4;0.10362;2.627;
OPHTHALMIC GENET;1381-6810;546;1.455;1.195;0.250;36;6.4;0.00131;0.394;
ORPHANET J RARE DIS;1750-1172;2952;3.358;4.408;0.405;173;4.0;0.01114;1.566;
PHARMACOGENET GENOM;1744-6872;3206;3.481;3.561;0.452;73;5.5;0.00772;0.988;
PHARMACOGENOMICS J;1470-269X;2394;4.229;4.110;1.064;78;5.3;0.00575;1.208;
PHYSIOL GENOMICS;1094-8341;4444;2.374;2.757;0.468;77;7.3;0.00758;0.831;
PLANT GENOME-US;1940-3372;578;3.933;4.421;0.407;27;3.7;0.00204;1.198;
PLASMID;0147-619X;1514;1.578;1.611;0.306;36;>10.0;0.00237;0.543;
PLOS GENET;1553-7390;33624;7.528;8.555;1.367;790;3.8;0.19808;4.179;
PRENATAL DIAG;0197-3851;5320;3.268;2.689;0.339;192;5.7;0.01532;0.962;
PSYCHIAT GENET;0955-8829;1066;1.941;2.046;0.348;46;6.8;0.00208;0.600;
PUBLIC HEALTH GENOM;1662-4246;496;2.208;2.202;0.303;33;3.7;0.00251;0.726;
RUSS J GENET+;1022-7954;1247;0.446;0.447;0.056;162;8.5;0.00120;0.080;
SILVAE GENET;0037-5349;968;0.278;0.514;0.000;17;>10.0;0.00035;0.129;
THEOR APPL GENET;0040-5752;20524;3.790;3.986;0.749;203;>10.0;0.01882;0.928;
THEOR POPUL BIOL;0040-5809;3805;1.702;1.792;0.417;48;>10.0;0.00385;0.777;
TREE GENET GENOMES;1614-2942;1732;2.451;2.563;0.279;136;3.9;0.00475;0.606;
TRENDS ECOL EVOL;0169-5347;28654;16.196;19.819;3.243;70;9.8;0.05318;8.768;
TRENDS GENET;0168-9525;11210;9.918;9.859;2.158;57;8.9;0.02656;4.820;
TWIN RES HUM GENET;1832-4274;1606;2.297;2.094;0.259;54;5.5;0.00532;0.805;
VIRUS GENES;0920-8569;2101;1.576;1.531;0.263;137;5.8;0.00442;0.409;

