JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
COMPUT SCI INF SYST;1820-0214;180;0.477;0.547;0.096;83;3.2;0.00081;0.179;
COMPUT STAND INTER;0920-5489;790;0.879;1.314;0.234;64;5.6;0.00196;0.337;
COMPUTER;0018-9162;4235;1.443;2.181;0.153;124;>10.0;0.00846;1.099;
CONCURR COMP-PRACT E;1532-0626;1184;0.997;0.958;0.461;165;4.5;0.00316;0.289;
DES AUTOM EMBED SYST;0929-5585;72;0.250;0.356;;;;0.00025;0.175;
DISCRETE MATH THEOR;1462-7264;262;0.324;0.622;0.050;40;6.6;0.00194;0.677;
EMPIR SOFTW ENG;1382-3256;711;2.161;2.585;0.140;57;6.1;0.00275;1.332;
FORM ASP COMPUT;0934-5043;347;0.806;0.886;0.105;38;7.1;0.00102;0.406;
FRONT COMPUT SCI-CHI;2095-2228;163;0.434;0.464;0.041;74;3.9;0.00070;0.153;
FUND INFORM;0169-2968;1425;0.717;0.712;0.110;173;7.0;0.00344;0.264;
GRAPH MODELS;1524-0703;663;1.049;1.161;0.143;56;>10.0;0.00129;0.725;
IBM J RES DEV;0018-8646;2790;0.688;0.837;0.333;54;>10.0;0.00208;0.428;
ICGA J;1389-6911;89;0.293;0.512;0.100;10;;0.00018;0.136;
IEEE COMPUT GRAPH;0272-1716;1556;0.911;1.245;0.207;29;>10.0;0.00224;0.692;
IEEE INTERNET COMPUT;1089-7801;1532;1.713;2.467;0.067;60;6.5;0.00481;1.097;
IEEE MICRO;0272-1732;1244;1.519;1.894;0.159;44;8.1;0.00357;1.087;
IEEE MULTIMEDIA;1070-986X;592;1.694;1.467;0.290;31;7.4;0.00148;0.566;
IEEE SECUR PRIV;1540-7993;736;0.731;1.192;0.062;64;5.9;0.00305;0.616;
IEEE SOFTWARE;0740-7459;1591;1.053;1.397;0.296;71;>10.0;0.00310;0.693;
IEEE T COMP INTEL AI;1943-068X;212;1.481;1.637;0.258;31;3.5;0.00142;0.723;
IEEE T DEPEND SECURE;1545-5971;749;1.351;1.652;0.140;43;6.0;0.00255;0.716;
IEEE T MULTIMEDIA;1520-9210;2956;2.303;2.467;0.303;188;5.5;0.01014;1.011;
IEEE T RELIAB;0018-9529;3270;1.934;2.186;0.192;73;>10.0;0.00552;0.850;
IEEE T SERV COMPUT;1939-1374;558;3.049;3.181;0.315;54;3.2;0.00268;1.089;
IEEE T SOFTWARE ENG;0098-5589;3943;1.614;2.350;0.127;63;>10.0;0.00588;1.146;
IEEE T VIS COMPUT GR;1077-2626;4655;2.168;2.482;0.148;236;5.3;0.01713;1.032;
IEICE T INF SYST;1745-1361;1061;0.213;0.220;0.027;409;7.4;0.00190;0.068;
IET SOFTW;1751-8806;172;0.595;0.703;0.000;27;4.0;0.00065;0.209;
IMAGE VISION COMPUT;0262-8856;4051;1.587;2.384;0.221;95;8.7;0.00803;0.924;
INFORM SOFTWARE TECH;0950-5849;1687;1.046;1.612;0.258;89;5.9;0.00552;0.671;
INFORM VISUAL;1473-8716;345;0.541;1.305;0.105;19;6.5;0.00115;0.689;
INT J DATA WAREHOUS;1548-3924;156;1.241;1.122;0.000;16;5.7;0.00028;0.242;
INT J ELECTRON COMM;1086-4415;1000;1.872;3.091;0.267;15;9.0;0.00136;0.867;
INT J INF SECUR;1615-5262;272;0.963;0.919;0.206;34;6.2;0.00059;0.273;
INT J SOFTW ENG KNOW;0218-1940;202;0.362;0.355;0.000;47;6.7;0.00050;0.128;
INT J WAVELETS MULTI;0219-6913;302;0.417;0.637;0.143;70;5.2;0.00075;0.168;
INT J WEB GRID SERV;1741-1106;125;0.757;0.957;0.125;16;3.9;0.00028;0.185;
INT J WEB SERV RES;1545-7362;97;0.562;0.494;0.111;9;;0.00025;0.188;
IT PROF;1520-9202;293;0.819;;0.194;36;5.0;0.00083;;
J ACM;0004-5411;4883;1.394;3.224;0.351;37;>10.0;0.00822;3.318;
J COMPUT SCI TECH-CH;1000-9000;728;0.672;0.679;0.116;86;6.1;0.00189;0.245;
J DATABASE MANAGE;1063-8016;146;0.179;0.447;0.000;9;9.2;0.00016;0.133;
J FUNCT PROGRAM;0956-7968;273;0.515;0.839;0.231;13;9.8;0.00184;1.249;
J MATH IMAGING VIS;0924-9907;1566;1.552;2.197;0.435;92;7.3;0.00578;1.260;
J NETW COMPUT APPL;1084-8045;1814;2.229;2.223;0.447;244;3.1;0.00574;0.548;
J SOFTW-EVOL PROC;2047-7473;82;0.624;0.679;0.105;76;;0.00048;0.280;
J SYST ARCHITECT;1383-7621;446;0.440;0.709;0.242;62;5.6;0.00167;0.329;
J SYST SOFTWARE;0164-1212;2721;1.352;1.485;0.153;157;5.5;0.00838;0.537;
J UNIVERS COMPUT SCI;0948-695X;756;0.466;0.566;0.084;95;5.8;0.00208;0.193;
J VIS COMMUN IMAGE R;1047-3203;1385;1.218;1.420;0.246;171;6.1;0.00313;0.438;
J VISUAL LANG COMPUT;1045-926X;399;0.893;1.072;0.099;81;7.9;0.00084;0.385;
J WEB ENG;1540-9589;71;0.361;0.407;0.038;26;;0.00019;0.150;
J WEB SEMANT;1570-8268;777;2.550;2.464;0.077;26;6.1;0.00216;0.889;
J ZHEJIANG U-SCI C;1869-1951;186;0.415;0.447;0.140;100;3.1;0.00079;0.130;
MATH COMPUT MODEL;0895-7177;5751;1.412;1.588;;0;5.6;0.01543;0.504;
MATH COMPUT SIMULAT;0378-4754;2490;0.949;1.109;0.303;122;7.0;0.00602;0.452;
MATH PROGRAM;0025-5610;6537;1.803;2.324;0.412;102;>10.0;0.01567;2.010;
MULTIMED TOOLS APPL;1380-7501;1343;1.346;1.374;0.073;533;3.3;0.00416;0.336;
OPTIM METHOD SOFTW;1055-6788;1270;1.624;1.544;0.338;71;9.9;0.00485;1.086;
PRESENCE-TELEOP VIRT;1054-7460;1117;0.731;1.046;0.000;19;>10.0;0.00076;0.316;
PROGRAM COMPUT SOFT+;0361-7688;83;0.191;0.172;0.047;43;;0.00009;0.034;
RANDOM STRUCT ALGOR;1042-9832;1039;0.924;0.991;0.304;46;>10.0;0.00513;1.456;
REQUIR ENG;0947-3602;353;0.882;1.471;0.143;21;8.2;0.00066;0.492;
SCI COMPUT PROGRAM;0167-6423;911;0.715;0.837;0.156;199;7.4;0.00227;0.415;
SCI PROGRAMMING-NETH;1058-9244;187;0.559;0.696;0.000;20;9.2;0.00053;0.424;
SIAM J IMAGING SCI;1936-4954;1731;2.270;5.237;0.273;99;5.1;0.01404;3.168;
SIGMOD REC;0163-5808;1198;1.054;1.298;0.000;32;>10.0;0.00106;0.585;
SIMUL MODEL PRACT TH;1569-190X;1322;1.383;1.421;0.294;119;4.7;0.00330;0.357;
SIMUL-T SOC MOD SIM;0037-5497;911;0.818;0.813;0.125;80;>10.0;0.00107;0.201;
SOFTW SYST MODEL;1619-1366;420;1.408;1.596;0.153;59;5.2;0.00145;0.604;
SOFTW TEST VERIF REL;0960-0833;281;1.348;1.469;0.308;26;7.5;0.00082;0.641;
SOFTWARE PRACT EXPER;0038-0644;981;0.897;1.200;0.167;66;9.7;0.00217;0.441;
SOFTWARE QUAL J;0963-9314;256;1.143;1.065;0.120;25;6.6;0.00089;0.521;
THEOR PRACT LOG PROG;1471-0684;256;1.051;0.916;0.146;41;4.1;0.00103;0.388;
VIRTUAL REAL-LONDON;1359-4338;250;0.667;0.983;0.190;21;6.8;0.00060;0.323;
VISUAL COMPUT;0178-2789;1127;0.957;0.922;0.187;107;6.8;0.00325;0.389;
WORLD WIDE WEB;1386-145X;312;1.474;1.228;0.086;58;6.0;0.00073;0.373;

