JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
GERIATR PSYCHOL NEUR;2115-8789;69;0.392;0.430;0.082;49;;0.00021;0.090;
HEALTH PSYCHOL;0278-6133;9083;3.590;4.686;0.580;188;9.8;0.01419;1.798;
HUM FACTORS;0018-7208;3482;1.694;2.037;0.349;106;>10.0;0.00360;0.701;
HUM MOVEMENT SCI;0167-9457;3170;1.598;2.255;0.273;132;8.1;0.00504;0.673;
HUM PSYCHOPHARM CLIN;0885-6222;2100;2.192;2.362;0.514;72;6.6;0.00364;0.601;
INT J EAT DISORDER;0276-3478;6935;3.126;3.222;0.672;119;>10.0;0.00777;0.862;
INT J PSYCHOPHYSIOL;0167-8760;6171;2.882;2.923;0.496;135;7.9;0.01129;0.910;
INT J SPORT PSYCHOL;0047-0767;729;0.485;1.013;0.296;27;>10.0;0.00078;0.309;
INT PSYCHOGERIATR;1041-6102;3758;1.934;2.273;0.469;177;5.6;0.00921;0.671;
J APPL SPORT PSYCHOL;1041-3200;1175;1.062;1.787;0.250;32;>10.0;0.00137;0.511;
J CHILD PSYCHOL PSYC;0021-9630;15504;6.459;6.681;1.212;118;9.2;0.02598;2.498;
J CLIN EXP NEUROPSYC;1380-3395;4874;2.083;2.483;0.237;93;>10.0;0.00623;0.783;
J COMP PSYCHOL;0735-7036;2776;2.344;2.286;0.902;41;>10.0;0.00327;0.892;
J EXP PSYCHOL HUMAN;0096-1523;11549;3.358;3.562;0.582;182;>10.0;0.01468;1.342;
J EXP PSYCHOL LEARN;0278-7393;11364;2.862;3.531;0.700;130;>10.0;0.01553;1.488;
J EXP PSYCHOL-ANIM L;0097-7403;2532;1.949;2.248;0.325;40;>10.0;0.00306;0.868;
J GENET PSYCHOL;0022-1325;1006;0.694;1.015;0.088;34;>10.0;0.00069;0.330;
J GERONTOL B-PSYCHOL;1079-5014;5686;3.213;3.856;0.442;95;8.9;0.01109;1.505;
J INT NEUROPSYCH SOC;1355-6177;5565;2.963;3.731;0.448;105;7.6;0.01078;1.208;
J MEM LANG;0749-596X;7285;4.237;4.257;0.676;68;>10.0;0.00903;1.805;
J MOTOR BEHAV;0022-2895;2078;1.418;1.695;0.356;45;>10.0;0.00223;0.570;
J NEUROPSYCHOL;1748-6645;350;2.486;2.465;1.158;19;3.8;0.00105;0.766;
J SPORT EXERCISE PSY;0895-2779;2841;2.185;3.390;0.220;50;>10.0;0.00320;0.945;
J STUD ALCOHOL DRUGS;1937-1888;6659;2.760;2.930;0.417;120;>10.0;0.00874;0.983;
MULTISENS RES;2213-4794;26;0.781;0.781;0.043;23;;0.00016;0.307;
NEUROBIOL LEARN MEM;1074-7427;5453;3.652;3.914;0.892;185;6.3;0.01215;1.246;
NEUROCASE;1355-4794;1179;1.124;1.336;0.486;74;9.1;0.00178;0.410;
NEUROPSYCHOBIOLOGY;0302-282X;2699;2.261;2.612;0.385;52;9.8;0.00347;0.751;
NEUROPSYCHOL REHABIL;0960-2011;1470;1.955;2.453;0.976;42;7.1;0.00241;0.679;
NEUROPSYCHOLOGY;0894-4105;5122;3.269;4.447;0.667;96;8.5;0.00957;1.612;
PERCEPTION;0301-0066;5022;0.906;1.371;0.176;108;>10.0;0.00534;0.489;
PRAT PSYCHOL;1269-1763;60;0.333;0.230;0.000;18;;0.00012;0.057;
PSYCHO-ONCOLOGIE;1778-3798;55;0.134;0.216;0.132;38;;0.00011;0.040;
PSYCHO-ONCOLOGY;1057-9249;6751;2.443;3.285;0.480;175;6.2;0.01604;1.046;
PSYCHOL BULL;0033-2909;36794;14.756;22.155;3.277;47;>10.0;0.03204;10.089;
PSYCHOL MED;0033-2917;19189;5.938;6.336;1.024;293;8.6;0.03705;2.227;
PSYCHOL PSYCHOTHER-T;1476-0835;694;1.441;2.188;0.214;28;6.3;0.00185;0.782;
PSYCHOL REV;0033-295X;24097;7.972;11.398;1.192;26;>10.0;0.01713;5.799;
PSYCHOL SPORT EXERC;1469-0292;1986;1.896;2.390;0.500;88;5.6;0.00475;0.679;
PSYCHOPHYSIOLOGY;0048-5772;11284;2.986;3.696;0.917;144;>10.0;0.01428;1.217;
PSYCHOSOM MED;0033-3174;11333;3.473;4.819;0.767;86;>10.0;0.01565;1.711;
PSYCHOSOMATICS;0033-3182;3269;1.858;2.371;0.263;95;10.0;0.00515;0.776;
PSYCHOTHER PSYCHOSOM;0033-3190;2866;9.196;6.918;1.667;27;7.7;0.00551;2.195;
Q J EXP PSYCHOL;1747-0218;4280;2.127;2.449;0.651;149;6.2;0.01221;0.972;
RES Q EXERCISE SPORT;0270-1367;3131;1.566;1.778;0.509;55;>10.0;0.00290;0.493;
REV ARGENT CLIN PSIC;0327-6716;54;0.098;0.285;0.083;24;;0.00013;0.066;
SEEING PERCEIVING;1878-4755;152;1.324;1.765;;0;3.5;0.00093;0.685;
SOC COGN AFFECT NEUR;1749-5016;3937;7.372;7.332;0.888;250;3.3;0.01563;2.590;
SOC NEUROSCI-UK;1747-0919;1412;2.660;3.653;0.545;55;4.9;0.00510;1.345;
SPORT PSYCHOL;0888-4781;1068;0.882;1.371;0.125;32;>10.0;0.00078;0.327;
STRESS HEALTH;1532-3005;815;1.814;1.664;0.581;43;5.4;0.00199;0.494;
SUBST USE MISUSE;1082-6084;2782;1.234;1.531;0.356;191;7.0;0.00544;0.469;
TRAV HUMAIN;0041-1868;156;0.533;0.775;0.375;16;6.8;0.00023;0.183;
Z NEUROPSYCHOL;1016-264X;76;0.400;0.302;0.706;17;;0.00010;0.063;
Z PSYCHOSOM MED PSYC;1438-3608;247;0.857;0.774;0.895;19;6.8;0.00035;0.177;

