JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
CLIN CHILD PSYCHOL P;1359-1045;738;1.025;;0.250;40;7.5;0.00146;;
CLIN GERONTOLOGIST;0731-7115;509;0.940;1.022;0.133;30;>10.0;0.00072;0.338;
CNS DRUGS;1172-7047;3704;5.113;4.971;0.989;89;5.7;0.00846;1.399;
CNS SPECTRUMS;1092-8529;2003;2.710;2.379;0.867;60;7.1;0.00245;0.656;
COGN NEUROPSYCHIATRY;1354-6805;868;1.912;;0.500;34;7.7;0.00140;;
COMPR PSYCHIAT;0010-440X;4648;2.252;2.671;0.430;279;8.2;0.00761;0.790;
CURR OPIN PSYCHIATR;0951-7367;2774;3.942;3.560;0.811;74;5.6;0.00719;1.119;
CURR PSYCHIAT REP;1523-3812;2129;3.238;3.320;0.225;89;4.8;0.00673;1.104;
DEMENT GERIATR COGN;1420-8008;4315;3.547;3.244;0.412;68;6.7;0.00818;0.911;
DEPRESS ANXIETY;1091-4269;6059;4.407;5.434;1.009;108;5.3;0.01845;1.839;
DEV DISABIL RES REV;1940-5510;590;2.750;3.728;;0;5.4;0.00223;1.235;
DRUG ALCOHOL DEPEN;0376-8716;13688;3.423;3.903;0.530;400;6.7;0.02997;1.250;
EARLY INTERV PSYCHIA;1751-7885;664;1.950;1.778;0.640;50;3.6;0.00221;0.523;
EAT DISORD;1064-0266;673;1.484;;0.469;32;7.1;0.00114;;
EAT WEIGHT DISORD-ST;1124-4909;588;0.785;0.970;0.159;63;7.9;0.00095;0.257;
ENCEPHALE;0013-7006;1075;0.698;0.653;0.182;88;9.0;0.00121;0.139;
EPIDEMIOL PSYCH SCI;2045-7960;339;3.907;3.628;0.742;31;2.5;0.00132;0.970;
EPILEPSY BEHAV;1525-5050;6400;2.257;2.225;0.585;330;5.2;0.01478;0.574;
EUR ADDICT RES;1022-6877;896;2.101;2.219;0.667;39;6.2;0.00190;0.654;
EUR ARCH PSY CLIN N;0940-1334;3504;3.525;3.194;1.108;65;7.6;0.00548;0.859;
EUR CHILD ADOLES PSY;1018-8827;3151;3.336;3.742;0.629;105;6.5;0.00653;1.130;
EUR NEUROPSYCHOPHARM;0924-977X;5171;4.369;4.754;0.799;189;5.2;0.01259;1.374;
EUR PSYCHIAT;0924-9338;3719;3.439;3.310;0.861;72;6.9;0.00724;1.001;
EXP CLIN PSYCHOPHARM;1064-1297;2466;2.712;3.259;0.367;60;7.8;0.00399;1.001;
FORTSCHR NEUROL PSYC;0720-4299;452;0.629;0.500;0.221;68;7.0;0.00058;0.098;
GEN HOSP PSYCHIAT;0163-8343;3739;2.606;3.116;0.298;161;7.1;0.00825;1.097;
GERIATR PSYCHOL NEUR;2115-8789;69;0.392;0.430;0.082;49;;0.00021;0.090;
HARVARD REV PSYCHIAT;1067-3229;1180;1.727;2.845;0.368;38;9.1;0.00207;0.880;
HUM PSYCHOPHARM CLIN;0885-6222;2100;2.192;2.362;0.514;72;6.6;0.00364;0.601;
INT CLIN PSYCHOPHARM;0268-1315;2174;2.456;2.833;1.000;45;9.1;0.00252;0.736;
INT J EAT DISORDER;0276-3478;6935;3.126;3.222;0.672;119;>10.0;0.00777;0.862;
INT J GERIATR PSYCH;0885-6230;7313;2.866;3.149;0.631;141;8.0;0.01256;1.010;
INT J MENT HEALTH AD;1557-1874;489;0.992;;0.119;59;4.7;0.00145;;
INT J MENT HEALTH NU;1445-8330;922;1.950;1.925;0.226;62;5.2;0.00187;0.439;
INT J METH PSYCH RES;1049-8931;2122;3.759;4.022;1.227;44;9.9;0.00328;1.531;
INT J NEUROPSYCHOPH;1461-1457;4959;4.009;4.533;0.977;175;4.6;0.01369;1.273;
INT J PSYCHIAT CLIN;1365-1501;424;1.391;1.013;0.208;48;4.8;0.00104;0.286;
INT J PSYCHIAT MED;0091-2174;1075;0.887;1.279;0.047;43;>10.0;0.00158;0.416;
INT PSYCHOGERIATR;1041-6102;3758;1.934;2.273;0.469;177;5.6;0.00921;0.671;
ISR J PSYCHIATR REL;0333-7308;485;0.789;1.067;1.034;29;7.0;0.00086;0.329;
J AFFECT DISORDERS;0165-0327;19211;3.383;3.939;0.671;557;5.7;0.04453;1.143;
J AM ACAD CHILD PSY;0890-8567;17723;7.260;8.459;1.667;96;>10.0;0.02482;3.158;
J AM PSYCHIAT NURSES;1078-3903;287;0.977;;0.400;20;6.0;0.00065;;
J ATTEN DISORD;1087-0547;1883;3.779;3.327;0.671;70;5.1;0.00533;1.027;
J BEHAV ADDICT;2062-5871;109;1.873;1.873;0.188;32;2.0;0.00038;0.441;
J CHILD ADOL PSYCHOP;1044-5463;2562;2.933;3.379;0.390;77;6.9;0.00515;1.016;
J CHILD PSYCHOL PSYC;0021-9630;15504;6.459;6.681;1.212;118;9.2;0.02598;2.498;
J CLIN PSYCHIAT;0160-6689;18227;5.498;5.818;0.772;171;9.2;0.02548;1.829;
J CLIN PSYCHOPHARM;0271-0749;5321;3.243;3.568;0.880;92;8.1;0.00740;0.967;
J ECT;1095-0680;1230;1.389;1.494;1.094;53;6.2;0.00180;0.317;
J GERIATR PSYCH NEUR;0891-9887;1333;2.242;3.026;0.545;33;8.5;0.00230;0.952;
J INT NEUROPSYCH SOC;1355-6177;5565;2.963;3.731;0.448;105;7.6;0.01078;1.208;
J NERV MENT DIS;0022-3018;7166;1.688;2.029;0.564;133;>10.0;0.00798;0.653;
J NEUROL NEUROSUR PS;0022-3050;25650;6.807;5.550;2.129;202;>10.0;0.03493;1.971;
J NEUROPSYCH CLIN N;0895-0172;3476;2.817;3.047;0.320;50;>10.0;0.00406;0.930;
J OBSESS-COMPULS REL;2211-3649;167;1.182;1.191;0.643;56;1.7;0.00072;0.412;
J PSYCHIATR MENT HLT;1351-0126;1649;0.844;1.250;0.136;110;6.8;0.00288;0.330;
J PSYCHIATR NEUROSCI;1180-4882;2491;5.861;6.789;0.902;41;6.0;0.00622;2.175;
J PSYCHIATR PRACT;1527-4160;776;2.051;2.158;0.345;58;6.2;0.00156;0.596;
J PSYCHIATR RES;0022-3956;11803;3.957;4.542;0.796;226;7.9;0.02270;1.420;
J PSYCHOPHARMACOL;0269-8811;4902;3.898;3.442;0.717;127;5.3;0.01199;0.978;
J PSYCHOSOM OBST GYN;0167-482X;983;1.880;1.788;0.050;20;9.3;0.00127;0.528;
J PSYCHOSOM RES;0022-3999;10215;2.736;3.438;0.519;158;>10.0;0.01282;1.157;
JAMA PSYCHIAT;2168-622X;1886;12.008;12.008;2.808;120;1.4;0.00999;4.955;
KLIN PSIKOFARMAKOL B;1017-7833;201;0.387;0.272;0.127;55;5.5;0.00033;0.055;
LANCET PSYCHIAT;2215-0374;81;;;1.976;41;;0.00000;;
MOL PSYCHIATR;1359-4184;14510;14.496;13.834;3.152;151;5.4;0.04317;5.007;
NERVENARZT;0028-2804;1270;0.787;0.607;0.234;145;7.7;0.00153;0.123;
NEUROCASE;1355-4794;1179;1.124;1.336;0.486;74;9.1;0.00178;0.410;
NEUROPSYCH DIS TREAT;1178-2021;1568;1.741;1.891;0.255;259;4.2;0.00370;0.452;
NEUROPSYCHIATRY-LOND;1758-2008;117;0.854;0.825;1.444;9;2.3;0.00052;0.259;
NEUROPSYCHOBIOLOGY;0302-282X;2699;2.261;2.612;0.385;52;9.8;0.00347;0.751;
NEUROPSYCHOPHARMACOL;0893-133X;22005;7.048;8.168;1.582;292;6.4;0.05006;2.643;
NORD J PSYCHIAT;0803-9488;1255;1.339;1.497;0.271;85;7.6;0.00201;0.418;
PERSPECT PSYCHIATR C;0031-5990;338;0.651;1.000;0.086;35;6.5;0.00070;0.305;
PHARMACOPSYCHIATRY;0176-3679;1861;1.851;2.171;0.476;42;9.1;0.00278;0.599;
PROG NEURO-PSYCHOPH;0278-5846;8909;3.689;3.797;1.344;186;5.9;0.01803;1.002;
PSYCHIAT CLIN NEUROS;1323-1316;2662;1.634;2.193;0.383;94;7.7;0.00398;0.591;
PSYCHIAT DANUB;0353-5053;603;1.301;0.889;0.098;61;3.3;0.00196;0.211;
PSYCHIAT ENFANT;0079-726X;52;0.044;0.079;0.050;20;;0.00001;0.009;
PSYCHIAT INVEST;1738-3684;510;1.280;1.543;0.164;73;4.0;0.00178;0.398;
PSYCHIAT RES;0165-1781;13160;2.467;2.947;0.373;581;6.5;0.02730;0.849;
PSYCHIAT RES-NEUROIM;0925-4927;4540;2.424;3.411;0.257;140;5.7;0.01146;1.016;
PSYCHIAT SERV;1075-2730;8474;2.412;3.013;0.674;227;7.7;0.01489;0.980;
PSYCHIATR POL;0033-2674;400;0.733;0.605;0.109;92;4.4;0.00054;0.093;
PSYCHIATRY;0033-2747;1617;3.048;3.745;1.190;21;9.6;0.00208;1.233;
PSYCHOGERIATRICS;1346-3500;274;0.988;1.257;0.086;35;4.1;0.00094;0.338;
PSYCHOL MED;0033-2917;19189;5.938;6.336;1.024;293;8.6;0.03705;2.227;
PSYCHOL PSYCHOTHER-T;1476-0835;694;1.441;2.188;0.214;28;6.3;0.00185;0.782;
PSYCHONEUROENDOCRINO;0306-4530;11843;4.944;5.659;0.927;259;5.9;0.02734;1.686;
PSYCHOPATHOLOGY;0254-4962;1578;2.084;2.156;0.320;50;8.1;0.00238;0.618;
PSYCHOPHARMACOLOGY;0033-3158;24703;3.875;3.974;0.952;399;9.5;0.03251;1.127;
PSYCHOSOM MED;0033-3174;11333;3.473;4.819;0.767;86;>10.0;0.01565;1.711;
PSYCHOSOMATICS;0033-3182;3269;1.858;2.371;0.263;95;10.0;0.00515;0.776;
PSYCHOTHER PSYCHOSOM;0033-3190;2866;9.196;6.918;1.667;27;7.7;0.00551;2.195;
RECHT PSYCHIATR;0724-2247;63;0.537;0.372;0.308;13;;0.00005;0.040;
REV BRAS PSIQUIATR;1516-4446;1250;1.765;1.870;0.357;56;6.2;0.00247;0.506;
REV PSIQ CLIN-BRAZIL;0101-6083;270;0.521;0.484;0.000;26;7.1;0.00041;0.120;
REV PSIQUIATR SALUD;1888-9891;151;1.622;1.340;0.429;21;2.9;0.00044;0.266;
RIV PSICHIATR;0035-6484;165;0.723;0.506;0.256;43;2.8;0.00029;0.076;
SAJP-S AFR J PSYCHI;1608-9685;61;0.521;0.449;0.074;27;;0.00011;0.070;
SCHIZOPHR RES;0920-9964;17683;3.923;4.644;0.668;391;6.6;0.03325;1.273;
SCHIZOPHRENIA BULL;0586-7614;13525;8.450;8.686;1.859;177;6.7;0.02806;2.681;
SOC PSYCH PSYCH EPID;0933-7954;5948;2.537;2.728;0.595;185;7.8;0.01072;0.850;
STRESS HEALTH;1532-3005;815;1.814;1.664;0.581;43;5.4;0.00199;0.494;
SUBST USE MISUSE;1082-6084;2782;1.234;1.531;0.356;191;7.0;0.00544;0.469;
SUCHTTHERAPIE;1439-9903;41;0.159;0.202;0.095;21;;0.00007;0.040;
TRANSL PSYCHIAT;2158-3188;1919;5.620;5.681;0.801;141;2.3;0.00928;1.844;
VERHALTENSTHERAPIE;1016-6262;148;0.475;0.495;0.292;24;8.6;0.00019;0.117;
WORLD J BIOL PSYCHIA;1562-2975;1872;4.183;3.190;0.778;63;4.3;0.00615;0.889;
WORLD PSYCHIATRY;1723-8617;1914;14.225;11.188;6.200;20;4.0;0.00481;3.002;
Z PSYCHOSOM MED PSYC;1438-3608;247;0.857;0.774;0.895;19;6.8;0.00035;0.177;

