JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J NANOSCI NANOTECHNO;1533-4880;13770;1.556;1.234;0.592;1388;3.7;0.02150;0.181;
J PHYS CHEM C;1932-7447;113624;4.772;5.295;0.768;3411;4.3;0.30727;1.234;
J PHYS CHEM LETT;1948-7185;20052;7.458;7.536;2.017;689;2.8;0.09524;2.425;
J VAC SCI TECHNOL B;1071-1023;9961;1.464;1.188;0.366;284;>10.0;0.01292;0.363;
LAB CHIP;1473-0197;21499;6.115;5.775;1.329;502;4.0;0.06191;1.521;
MAT SCI ENG A-STRUCT;0921-5093;51048;2.567;2.881;0.503;1299;7.9;0.07246;0.778;
MATER EXPRESS;2158-5849;303;2.256;2.299;0.156;64;2.6;0.00081;0.403;
MICRO NANO LETT;1750-0443;894;0.853;0.869;0.073;218;2.9;0.00267;0.179;
MICROELECTRON ENG;0167-9317;7537;1.197;1.295;0.310;410;5.8;0.01608;0.348;
MICROELECTRON J;0026-2692;2196;0.836;0.923;0.110;219;6.8;0.00325;0.223;
MICROELECTRON RELIAB;0026-2714;4590;1.433;1.336;0.154;422;5.8;0.00964;0.351;
MICROFLUID NANOFLUID;1613-4982;3441;2.528;2.764;0.525;200;4.3;0.01135;0.811;
MICROMACHINES-BASEL;2072-666X;210;1.269;1.627;0.344;90;2.6;0.00084;0.482;
MICROPOR MESOPOR MAT;1387-1811;18529;3.453;3.552;0.846;519;6.2;0.02855;0.757;
MICROSYST TECHNOL;0946-7076;2075;0.875;0.834;0.227;264;6.0;0.00418;0.227;
NANO;1793-2920;506;1.090;1.227;0.319;113;3.6;0.00127;0.284;
NANO ENERGY;2211-2855;2755;10.325;10.355;1.611;221;1.8;0.00826;2.252;
NANO LETT;1530-6984;118534;13.592;14.887;2.552;1103;4.9;0.36396;4.889;
NANO RES;1998-0124;5222;7.010;8.387;1.374;174;3.9;0.01741;2.133;
NANO TODAY;1748-0132;4770;15.000;20.089;1.200;35;4.1;0.01625;5.359;
NANO-MICRO LETT;2311-6706;339;1.975;1.817;0.286;42;3.0;0.00100;0.351;
NANOMATER NANOTECHNO;1847-9804;80;0.857;1.129;0.312;32;;0.00019;0.193;
NANOMATERIALS-BASEL;2079-4991;205;2.076;2.394;0.729;48;2.0;0.00058;0.514;
NANOMED-NANOTECHNOL;1549-9634;5381;6.155;7.275;1.038;186;3.8;0.01402;1.599;
NANOMEDICINE-UK;1743-5889;4318;5.413;5.955;0.621;177;4.0;0.01105;1.369;
NANOPHOTONICS-BERLIN;2192-8606;301;5.686;5.686;0.370;27;2.1;0.00208;2.567;
NANOSC MICROSC THERM;1556-7265;216;1.415;1.422;0.500;18;4.5;0.00065;0.452;
NANOSCALE;2040-3364;30888;7.394;7.762;1.499;1840;2.2;0.10001;1.740;
NANOSCALE RES LETT;1556-276X;7950;2.779;3.008;0.324;669;3.3;0.02502;0.677;
NANOSCI NANOTECH LET;1941-4900;868;1.431;1.248;0.124;185;2.5;0.00213;0.198;
NANOTECHNOL REV;2191-9089;99;1.273;1.273;0.455;33;;0.00036;0.339;
NANOTECHNOLOGY;0957-4484;39246;3.821;3.885;0.678;764;5.5;0.09114;1.041;
NANOTOXICOLOGY;1743-5390;2564;6.411;7.322;2.537;95;3.2;0.00676;1.559;
NAT NANOTECHNOL;1748-3387;34387;34.048;37.601;6.894;142;4.5;0.15276;15.467;
PART PART SYST CHAR;0934-0866;1216;3.081;2.509;1.038;131;2.2;0.00209;0.615;
PHOTONIC NANOSTRUCT;1569-4410;581;1.474;1.490;0.368;57;3.8;0.00201;0.493;
PHYSICA E;1386-9477;6345;2.000;1.759;0.594;360;5.3;0.01397;0.454;
PLASMONICS;1557-1955;1713;2.238;2.504;0.529;172;3.2;0.00507;0.619;
PRECIS ENG;0141-6359;1922;1.517;1.856;0.345;110;7.2;0.00411;0.622;
RECENT PAT NANOTECH;1872-2105;269;2.575;2.144;0.133;15;4.4;0.00069;0.449;
REV ADV MATER SCI;1606-5131;961;1.161;1.138;0.241;58;5.7;0.00179;0.264;
SCI ADV MATER;1947-2935;1710;2.598;2.436;0.503;382;2.0;0.00367;0.375;
SCRIPTA MATER;1359-6462;23137;3.224;3.323;0.775;324;7.3;0.04862;1.169;
SMALL;1613-6810;26638;8.368;8.646;1.704;581;4.3;0.07671;2.254;
SYNTH REACT INORG M;1553-3174;1398;0.533;0.524;0.120;258;9.3;0.00118;0.075;
WIRES NANOMED NANOBI;1939-5116;1268;4.494;5.178;1.095;42;3.9;0.00475;1.267;

