JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
HANDCHIR MIKROCHIR P;0722-1819;521;0.651;0.630;0.316;57;7.9;0.00075;0.158;
HEAD NECK-J SCI SPEC;1043-3074;8217;2.641;2.732;0.644;292;6.7;0.01684;0.813;
HEART SURG FORUM;1098-3511;531;0.392;0.464;0.058;69;7.7;0.00127;0.194;
HEPATO-GASTROENTEROL;0172-6390;5379;0.928;0.933;0.036;333;8.1;0.00753;0.228;
HERNIA;1265-4906;2119;2.050;2.025;0.198;126;5.6;0.00449;0.512;
HPB;1365-182X;2535;2.675;3.018;0.606;142;4.3;0.00839;0.934;
INDIAN J SURG;0972-2068;285;0.260;0.306;0.130;92;3.8;0.00079;0.077;
INJURY;0020-1383;9041;2.137;2.485;0.404;396;6.8;0.01792;0.728;
INT J COLORECTAL DIS;0179-1958;4565;2.449;2.587;0.333;183;5.6;0.01126;0.761;
INT J COMPUT ASS RAD;1861-6410;864;1.707;1.734;0.378;98;3.7;0.00289;0.466;
INT J LOW EXTR WOUND;1534-7346;411;0.928;1.099;0.182;44;6.4;0.00082;0.303;
INT J MED ROBOT COMP;1478-5951;799;1.526;1.650;0.177;62;4.7;0.00263;0.537;
INT J ORAL MAX SURG;0901-5027;5907;1.565;1.871;0.253;233;8.3;0.00980;0.562;
INT J SHOULDER SURG;0973-6042;96;0.647;0.728;0.000;25;;0.00044;0.267;
INT J SURG;1743-9191;1481;1.531;1.804;0.178;304;4.1;0.00554;0.559;
INT J SURG PATHOL;1066-8969;991;0.953;0.979;0.139;115;5.6;0.00221;0.271;
INT SURG;0020-8868;726;0.469;0.391;0.053;152;>10.0;0.00053;0.098;
INT WOUND J;1742-4801;1262;2.150;1.977;0.425;113;4.4;0.00316;0.517;
J AM ACAD ORTHOP SUR;1067-151X;3526;2.527;3.275;0.222;81;7.2;0.00864;1.277;
J AM COLL SURGEONS;1072-7515;13352;5.122;5.263;0.610;282;6.6;0.03629;2.040;
J BONE JOINT SURG AM;0021-9355;37434;5.280;4.839;0.471;340;>10.0;0.04738;1.758;
J BONE JOINT SURG BR;0301-620X;18680;3.309;3.479;0.000;0;>10.0;0.02351;1.272;
J BURN CARE RES;1559-047X;1787;1.425;1.501;0.226;133;5.3;0.00478;0.439;
J CARDIAC SURG;0886-0440;1468;0.890;1.102;0.082;159;6.4;0.00439;0.446;
J CARDIOVASC SURG;0021-9509;1875;1.461;1.413;0.517;120;8.1;0.00433;0.526;
J CATARACT REFR SURG;0886-3350;10699;2.722;2.803;0.552;277;7.2;0.01773;0.744;
J COSMET LASER THER;1476-4172;585;1.110;1.295;0.121;58;5.3;0.00167;0.418;
J CRANIO MAXILL SURG;1010-5182;3667;2.933;2.816;0.211;384;4.9;0.00526;0.479;
J CRANIOFAC SURG;1049-2275;4636;0.678;0.844;0.104;750;5.5;0.01083;0.226;
J ENDOVASC THER;1526-6028;2772;3.353;2.949;0.966;87;5.9;0.00707;0.983;
J FOOT ANKLE SURG;1067-2516;1778;0.845;0.965;0.142;169;7.4;0.00329;0.277;
J GASTROINTEST SURG;1091-255X;8561;2.798;2.806;0.495;287;5.9;0.02158;0.892;
J HAND SURG-AM;0363-5023;9642;1.667;1.855;0.250;312;>10.0;0.01317;0.565;
J HAND SURG-EUR VOL;1753-1934;4095;2.037;1.900;0.705;112;>10.0;0.00493;0.597;
J HAND THER;0894-1130;1047;2.000;2.061;0.250;36;9.6;0.00164;0.629;
J HEART LUNG TRANSPL;1053-2498;8562;6.650;4.914;1.576;144;5.5;0.02435;1.749;
J HEPATO-BIL-PAN SCI;1868-6974;2928;2.994;2.616;0.809;141;5.6;0.00629;0.697;
J INVEST SURG;0894-1939;721;1.158;1.203;0.180;50;7.3;0.00108;0.288;
J KOREAN NEUROSURG S;2005-3711;1085;0.636;0.806;0.038;182;4.6;0.00361;0.236;
J KOREAN SURG SOC;2233-7903;384;0.730;0.474;;0;3.1;0.00138;0.121;
J LAPAROENDOSC ADV S;1092-6429;2109;1.335;1.235;0.272;162;5.1;0.00553;0.350;
J MINIM ACCESS SURG;0972-9941;255;0.805;;0.176;51;3.7;0.00076;;
J NEUROINTERV SURG;1759-8478;1239;2.774;2.367;0.785;172;2.0;0.00564;0.772;
J NEUROL NEUROSUR PS;0022-3050;25650;6.807;5.550;2.129;202;>10.0;0.03493;1.971;
J NEUROL SURG PART A;2193-6315;134;0.608;0.618;0.123;81;1.9;0.00041;0.131;
J NEUROL SURG PART B;2193-6331;99;0.720;0.720;0.136;66;;0.00045;0.226;
J NEUROSURG;0022-3085;29516;3.737;3.573;0.634;374;>10.0;0.03306;1.126;
J NEUROSURG ANESTH;0898-4921;1186;2.990;2.320;0.512;43;6.6;0.00198;0.539;
J NEUROSURG SCI;0390-5616;482;1.158;0.918;0.172;29;>10.0;0.00072;0.267;
J NEUROSURG-PEDIATR;1933-0707;1941;1.482;1.624;0.317;205;3.9;0.00743;0.479;
J NEUROSURG-SPINE;1547-5654;4312;2.383;2.551;0.336;232;5.1;0.01322;0.858;
J ORTHOP SURG-HONG K;1022-5536;762;0.701;;0.109;92;6.5;0.00163;;
J PEDIATR SURG;0022-3468;13313;1.387;1.539;0.216;375;9.8;0.01903;0.463;
J PLAST RECONSTR AES;1748-6815;3705;1.421;1.551;0.367;259;4.5;0.01217;0.446;
J PLAST SURG HAND SU;2000-656X;201;0.695;0.560;0.177;96;2.2;0.00099;0.191;
J RECONSTR MICROSURG;0743-684X;1338;1.312;1.161;0.213;80;8.7;0.00205;0.297;
J REFRACT SURG;1081-597X;3710;3.468;3.146;0.573;117;5.7;0.00904;0.943;
J SHOULDER ELB SURG;1058-2746;7578;2.289;2.740;0.323;300;7.1;0.01511;0.842;
J SURG EDUC;1931-7204;881;1.379;1.568;0.213;122;3.6;0.00423;0.613;
J SURG ONCOL;0022-4790;8261;3.244;3.088;0.519;293;6.1;0.01817;0.897;
J SURG RES;0022-4804;10259;1.936;2.076;0.414;517;5.8;0.02389;0.615;
J THORAC CARDIOV SUR;0022-5223;23757;4.168;4.068;0.933;659;7.9;0.05422;1.590;
J TRAUMA ACUTE CARE;2163-0755;2978;2.736;2.746;0.479;390;2.2;0.01330;0.830;
J VASC SURG;0741-5214;20421;3.021;3.138;0.711;422;7.5;0.03829;0.968;
J VISC SURG;1878-7886;295;1.750;1.628;0.310;42;2.8;0.00116;0.426;
JAMA FACIAL PLAST SU;2168-6076;94;1.161;1.161;0.459;61;;0.00029;0.331;
JAMA SURG;2168-6254;785;3.936;3.936;1.277;155;1.4;0.00371;1.667;
JSLS-J SOC LAPAROEND;1086-8089;1453;0.913;1.157;0.059;170;6.2;0.00336;0.350;
KNEE;0968-0160;2815;1.936;2.174;0.358;254;6.1;0.00634;0.670;
KNEE SURG SPORT TR A;0942-2056;7933;3.053;2.996;0.641;418;4.5;0.02113;0.840;
LANGENBECK ARCH SURG;1435-2443;3097;2.191;2.200;0.491;106;5.8;0.00742;0.663;
LASER MED SCI;0268-8921;2815;2.489;2.546;0.512;240;4.3;0.00613;0.536;
LASER SURG MED;0196-8092;4859;2.619;3.066;0.380;92;8.5;0.00645;0.784;
LIVER TRANSPLANT;1527-6465;9357;4.241;3.921;0.899;159;7.3;0.01759;1.213;
MINERVA CHIR;0026-4733;457;0.678;0.674;0.114;44;6.5;0.00085;0.172;
MINIM INVASIV THER;1364-5706;708;1.271;1.131;0.236;55;6.4;0.00142;0.316;
NEUROCHIRURGIE;0028-3770;554;0.406;0.381;0.065;46;>10.0;0.00053;0.102;
NEUROCIRUGIA;1130-1473;231;0.293;0.456;0.150;40;6.3;0.00041;0.114;
NEUROL MED-CHIR;0470-8105;2066;0.724;0.798;0.148;162;8.9;0.00348;0.248;
NEUROSURG CLIN N AM;1042-3680;1191;1.440;1.735;0.288;66;8.3;0.00229;0.569;
NEUROSURG FOCUS;1092-0684;4596;2.105;2.893;0.339;165;6.5;0.01090;0.969;
NEUROSURG REV;0344-5607;1540;2.176;2.224;0.417;72;6.9;0.00337;0.710;
NEUROSURGERY;0148-396X;28693;3.620;3.485;0.695;213;9.5;0.03952;1.091;
OBES SURG;0960-8923;9098;3.747;3.435;0.559;263;6.0;0.01659;0.823;
OPER TECHN SPORT MED;1060-1872;192;0.203;0.277;0.000;39;9.9;0.00024;0.089;
OPHTHAL PLAST RECONS;0740-9303;2010;0.881;0.831;0.296;169;8.1;0.00249;0.189;
ORTHOP TRAUMATOL-SUR;1877-0568;1129;1.256;1.427;0.118;228;3.5;0.00538;0.444;
OSLI RETINA;2325-8160;1906;1.057;1.304;0.109;101;>10.0;0.00326;0.437;
OSTOMY WOUND MANAG;0889-5899;934;1.122;1.261;0.432;37;8.4;0.00124;0.328;
OTOLARYNG HEAD NECK;0194-5998;10487;2.020;1.974;0.389;324;8.9;0.01631;0.611;
PEDIATR NEUROSURG;1016-2291;1668;0.326;0.609;;;>10.0;0.00119;0.206;
PEDIATR SURG INT;0179-0358;2852;0.995;1.112;0.185;200;7.0;0.00590;0.358;
PHOTOMED LASER SURG;1549-5418;2098;1.672;1.900;0.122;98;5.7;0.00384;0.416;
PLAST RECONSTR SURG;0032-1052;27885;2.993;3.374;0.469;478;>10.0;0.03239;0.911;
PLAST SURG-CHIR PLAS;1195-2199;1;;;0.022;46;;0.00000;;
PROG TRANSPLANT;1526-9248;523;0.835;0.969;0.096;52;6.2;0.00130;0.322;
REV BRAS CIR CARDIOV;0102-7638;443;0.550;0.718;0.100;60;4.7;0.00105;0.164;
S AFR J SURG;0038-2361;205;0.397;0.553;0.100;30;7.9;0.00045;0.187;
SCAND J SURG;1457-4969;739;1.258;1.536;0.333;36;6.3;0.00180;0.516;
SEMIN CUTAN MED SURG;1085-5629;950;1.341;2.395;0.062;48;5.9;0.00240;0.736;
SEMIN PEDIATR SURG;1055-8586;999;2.216;2.468;0.237;59;6.2;0.00259;0.858;
SEMIN VASC SURG;0895-7967;601;1.379;1.722;;;6.0;0.00174;0.623;
SHOCK;1073-2322;6536;3.045;2.813;2.024;165;7.0;0.01035;0.753;
STEREOT FUNCT NEUROS;1011-6125;1451;2.019;1.969;0.340;50;8.4;0.00246;0.596;
SURG CLIN N AM;0039-6109;2854;1.879;1.988;0.198;81;>10.0;0.00442;0.665;
SURG ENDOSC;0930-2794;16944;3.256;3.327;0.525;442;5.7;0.03856;0.929;
SURG INFECT;1096-2964;1201;1.448;1.772;0.092;141;5.9;0.00295;0.551;
SURG INNOV;1553-3506;778;1.458;1.501;0.402;82;4.3;0.00262;0.487;
SURG LAPARO ENDO PER;1530-4515;2264;1.140;1.282;0.225;160;6.5;0.00470;0.368;
SURG OBES RELAT DIS;1550-7289;3158;4.066;3.973;0.602;161;4.2;0.00939;1.120;
SURG ONCOL;0960-7404;1346;3.270;2.795;0.241;29;5.2;0.00363;0.869;
SURG ONCOL CLIN N AM;1055-3207;860;1.806;1.419;0.542;48;7.8;0.00169;0.451;
SURG RADIOL ANAT;0930-1038;2206;1.047;1.271;0.118;153;7.8;0.00372;0.345;
SURG TODAY;0941-1291;3528;1.526;1.323;0.242;368;6.6;0.00607;0.325;
SURG-J R COLL SURG E;1479-666X;897;2.175;2.106;0.541;37;4.2;0.00297;0.683;
SURGERY;0039-6060;16508;3.380;3.772;0.437;302;9.8;0.02602;1.291;
TECH COLOPROCTOL;1123-6337;1164;2.044;1.687;0.459;146;4.5;0.00277;0.448;
THORAC CARDIOV SURG;0171-6425;1498;0.979;0.880;0.431;123;7.9;0.00317;0.307;
THORAC SURG CLIN;1547-4127;503;0.933;;0.189;53;5.3;0.00151;;
TRANSPL INT;0934-0874;3833;2.599;2.739;0.841;145;5.5;0.00993;0.870;
TRANSPL P;0041-1345;12150;0.982;1.029;0.079;807;7.5;0.01982;0.275;
TRANSPLANTATION;0041-1337;24021;3.828;3.604;0.713;376;9.4;0.03817;1.188;
TURK GOGUS KALP DAMA;1301-5680;182;0.140;0.149;0.094;159;3.9;0.00016;0.014;
TURK NEUROSURG;1019-5149;549;0.576;0.702;0.064;171;3.8;0.00196;0.207;
UNFALLCHIRURG;0177-5537;1374;0.649;0.673;0.149;134;9.3;0.00150;0.152;
VASC ENDOVASC SURG;1538-5744;993;0.662;0.955;0.211;90;5.0;0.00322;0.340;
WORLD J EMERG SURG;1749-7922;412;1.473;;0.293;58;3.9;0.00129;;
WORLD J SURG;0364-2313;13804;2.642;2.839;0.538;424;7.1;0.02692;0.887;
WORLD J SURG ONCOL;1477-7819;2053;1.408;1.489;0.114;394;3.6;0.00555;0.359;
WORLD NEUROSURG;1878-8750;2319;2.878;2.901;0.527;300;2.5;0.01050;0.895;
WOUND REPAIR REGEN;1067-1927;4207;2.745;3.425;0.463;95;6.9;0.00706;0.964;
WOUNDS;1044-7946;401;0.538;0.476;0.021;48;8.7;0.00059;0.137;
ZBL CHIR;0044-409X;794;1.048;0.817;0.189;111;7.1;0.00073;0.112;

