JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J NUCL MED;0161-5505;22620;6.160;6.280;1.208;308;7.5;0.04246;1.968;
J RADIAT RES;0449-3060;1919;1.797;1.803;0.462;145;5.0;0.00398;0.452;
J RADIOL DIAGN INTER;2211-5706;19;0.084;0.084;0.000;103;;0.00006;0.016;
J RADIOL PROT;0952-4746;769;1.702;1.553;0.329;70;5.6;0.00200;0.489;
J THORAC IMAG;0883-5993;1099;1.735;1.494;0.481;54;7.1;0.00247;0.499;
J ULTRAS MED;0278-4297;4526;1.535;1.547;0.170;247;7.8;0.00857;0.494;
J VASC INTERV RADIOL;1051-0443;6732;2.409;2.355;0.479;234;7.1;0.01249;0.678;
JACC-CARDIOVASC IMAG;1936-878X;4390;7.188;6.754;2.022;89;3.6;0.02461;2.777;
JBR-BTR;1780-2393;213;0.242;0.242;0.091;11;7.2;0.00043;0.073;
JPN J RADIOL;1867-1071;525;0.837;0.881;0.117;103;3.3;0.00257;0.280;
KOREAN J RADIOL;1229-6929;1369;1.571;1.838;0.061;82;5.0;0.00395;0.552;
MAGN RESON IMAGING;0730-725X;5708;2.090;2.218;0.233;180;8.1;0.01105;0.795;
MAGN RESON IMAGING C;1064-9689;761;0.989;1.574;0.125;40;6.5;0.00197;0.574;
MAGN RESON MATER PHY;0968-5243;1189;2.869;2.594;0.255;55;6.2;0.00360;1.069;
MAGN RESON MED;0740-3194;26697;3.571;3.751;0.763;426;9.8;0.03836;1.214;
MAGN RESON MED SCI;1347-3182;581;1.481;1.584;0.103;39;6.1;0.00140;0.494;
MED DOSIM;0958-3947;568;0.760;0.833;0.079;63;6.5;0.00131;0.265;
MED IMAGE ANAL;1361-8415;4058;3.654;4.454;0.647;102;6.5;0.00847;1.316;
MED PHYS;0094-2405;20845;2.635;2.954;0.363;593;6.6;0.04256;0.859;
MED ULTRASON;1844-4172;276;1.108;;0.161;62;3.1;0.00113;;
MOL IMAGING;1535-3508;1056;1.962;2.643;0.286;42;5.6;0.00272;0.815;
MOL IMAGING BIOL;1536-1632;1814;2.774;2.764;0.604;96;3.9;0.00635;0.890;
NEUROIMAG CLIN N AM;1052-5149;961;1.527;1.686;0.136;44;7.5;0.00207;0.578;
NEUROIMAGE;1053-8119;78028;6.357;7.289;1.500;1033;6.5;0.17239;2.257;
NEURORADIOLOGY;0028-3940;5011;2.485;2.672;0.240;121;9.0;0.00898;0.918;
NMR BIOMED;0952-3480;5642;3.044;3.529;0.372;164;6.6;0.01527;1.325;
NUCL MED BIOL;0969-8051;3746;2.412;2.403;0.545;110;7.4;0.00668;0.660;
NUCL MED COMMUN;0143-3636;2562;1.669;1.459;0.363;157;6.8;0.00509;0.428;
NUKLEARMED-NUCL MED;0029-5566;510;1.494;1.204;0.109;46;5.9;0.00118;0.352;
PEDIATR RADIOL;0301-0449;4923;1.570;1.591;0.283;254;7.8;0.00935;0.517;
PHYS MED BIOL;0031-9155;20131;2.761;2.973;0.450;460;7.4;0.04082;0.971;
PHYS MEDICA;1120-1797;710;2.403;2.075;0.519;135;2.9;0.00201;0.595;
Q J NUCL MED MOL IM;1824-4785;998;2.033;2.015;0.643;28;5.6;0.00260;0.614;
RADIAT ENVIRON BIOPH;0301-634X;1193;1.528;1.659;0.653;72;7.9;0.00214;0.528;
RADIAT ONCOL;1748-717X;2889;2.546;2.749;0.416;269;3.0;0.01196;0.844;
RADIAT PROT DOSIM;0144-8420;5081;0.913;0.966;0.121;365;8.4;0.00881;0.313;
RADIAT RES;0033-7587;8207;2.911;2.880;0.565;131;>10.0;0.01080;0.851;
RADIOGRAPHICS;0271-5333;8478;2.602;3.807;0.262;122;8.9;0.01271;1.233;
RADIOL CLIN N AM;0033-8389;2048;1.984;2.254;0.230;74;8.1;0.00401;0.756;
RADIOL MED;0033-8362;1409;1.343;1.348;0.295;112;5.7;0.00342;0.409;
RADIOL ONCOL;1318-2099;429;1.912;1.419;0.357;56;3.0;0.00124;0.344;
RADIOLOGE;0033-832X;512;0.425;0.401;0.181;105;8.6;0.00062;0.083;
RADIOLOGY;0033-8419;48908;6.867;7.259;0.935;369;>10.0;0.07686;2.548;
RADIOPROTECTION;0033-8451;224;0.540;0.883;0.176;34;5.6;0.00074;0.320;
RADIOTHER ONCOL;0167-8140;12939;4.363;4.502;0.963;300;5.8;0.03164;1.382;
REV ESP MED NUCL IMA;2253-654X;323;1.054;0.859;0.179;56;3.8;0.00085;0.209;
ROFO-FORTSCHR RONTG;1438-9029;1421;1.402;1.223;0.244;90;7.7;0.00238;0.318;
SEMIN MUSCULOSKEL R;1089-7860;517;1.094;1.172;0.114;44;6.4;0.00128;0.396;
SEMIN NUCL MED;0001-2998;1853;3.342;3.751;1.175;40;7.3;0.00348;1.159;
SEMIN RADIAT ONCOL;1053-4296;1924;4.029;4.124;0.351;37;7.9;0.00411;1.530;
SEMIN ROENTGENOL;0037-198X;316;0.705;0.760;0.033;30;9.2;0.00058;0.249;
SEMIN ULTRASOUND CT;0887-2171;723;1.198;1.415;0.239;46;6.7;0.00168;0.461;
SKELETAL RADIOL;0364-2348;4136;1.510;1.661;0.262;229;8.5;0.00777;0.553;
STRAHLENTHER ONKOL;0179-7158;2522;2.914;2.402;0.728;147;4.9;0.00439;0.505;
SURG RADIOL ANAT;0930-1038;2206;1.047;1.271;0.118;153;7.8;0.00372;0.345;
ULTRASCHALL MED;0172-4614;1476;4.924;3.468;0.621;58;3.5;0.00380;0.805;
ULTRASONIC IMAGING;0161-7346;861;0.912;1.291;0.412;17;>10.0;0.00060;0.437;
ULTRASONICS;0041-624X;4418;1.942;2.067;0.585;258;8.9;0.00649;0.611;
ULTRASOUND MED BIOL;0301-5629;8289;2.214;2.643;0.331;293;7.8;0.01384;0.761;
ULTRASOUND OBST GYN;0960-7692;9248;3.853;3.584;0.887;186;7.1;0.01836;1.127;
ULTRASOUND Q;0894-8771;351;1.192;1.304;0.062;32;7.2;0.00090;0.490;
Z MED PHYS;0939-3889;362;2.963;1.896;0.733;30;3.0;0.00123;0.578;

