JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
CHINESE GEOGR SCI;1002-0063;504;0.877;0.906;0.373;67;4.7;0.00106;0.210;
CLEAN TECHNOL ENVIR;1618-954X;1029;1.934;2.052;0.400;155;3.4;0.00202;0.349;
CLEAN-SOIL AIR WATER;1863-0650;1979;1.945;2.153;0.243;222;3.9;0.00432;0.382;
CLIM RES;0936-577X;3928;2.496;3.402;0.214;70;8.7;0.00786;1.229;
CLIMATIC CHANGE;0165-0009;13208;3.430;4.610;0.670;273;7.0;0.03833;1.919;
COAST MANAGE;0892-0753;672;0.877;1.213;1.345;29;7.8;0.00094;0.340;
CONSERV BIOL;0888-8892;17614;4.165;5.199;0.935;168;>10.0;0.02386;2.073;
CRIT REV ENV SCI TEC;1064-3389;2721;3.468;4.651;0.623;61;8.0;0.00472;1.299;
CURR OPIN ENV SUST;1877-3435;1517;3.491;3.985;2.443;79;2.9;0.00695;1.319;
ECOHEALTH;1612-9202;1164;2.451;2.618;0.722;36;5.6;0.00307;0.829;
ECOHYDROLOGY;1936-0584;1234;2.426;3.086;0.602;123;3.5;0.00495;0.954;
ECOL APPL;1051-0761;18027;4.093;5.508;0.711;159;9.5;0.03026;2.058;
ECOL CHEM ENG S;1898-6196;219;0.553;0.671;0.082;49;4.7;0.00045;0.134;
ECOL ECON;0921-8009;12802;2.720;3.929;0.339;239;7.1;0.02573;1.296;
ECOL ENG;0925-8574;7675;2.580;3.231;0.510;478;5.0;0.01610;0.742;
ECOL INDIC;1470-160X;5651;3.444;3.494;0.698;444;3.0;0.01685;0.890;
ECOTOX ENVIRON SAFE;0147-6513;10033;2.762;2.878;0.422;393;6.3;0.01674;0.654;
ECOTOXICOLOGY;0963-9292;4444;2.706;2.943;0.241;203;4.9;0.00940;0.690;
ENERG ENVIRON SCI;1754-5692;36159;20.523;19.198;6.110;363;2.9;0.12645;4.632;
ENERG POLICY;0301-4215;22983;2.575;3.394;0.685;629;4.9;0.05592;0.876;
ENV MICROBIOL REP;1758-2229;1758;3.293;3.834;0.575;87;3.7;0.00894;1.266;
ENVIRON CHEM;1448-2517;1564;2.509;2.939;0.695;59;5.5;0.00387;0.870;
ENVIRON CHEM LETT;1610-3653;1207;2.573;2.441;0.414;58;5.2;0.00256;0.573;
ENVIRON CONSERV;0376-8929;2654;2.368;3.084;0.147;34;>10.0;0.00342;1.129;
ENVIRON EARTH SCI;1866-6280;4852;1.765;2.013;0.264;828;2.9;0.01272;0.349;
ENVIRON ECOL STAT;1352-8505;672;0.925;1.319;0.143;42;8.7;0.00188;0.713;
ENVIRON ENG MANAG J;1582-9596;1268;1.065;0.806;0.206;325;2.9;0.00141;0.069;
ENVIRON ENG SCI;1092-8758;1603;0.991;1.026;0.263;76;6.9;0.00280;0.284;
ENVIRON EXP BOT;0098-8472;6524;3.359;3.746;1.068;148;6.6;0.01068;0.903;
ENVIRON FLUID MECH;1567-7419;548;1.297;1.617;0.429;63;5.7;0.00174;0.658;
ENVIRON FORENSICS;1527-5922;408;0.562;0.774;0.000;30;8.8;0.00054;0.191;
ENVIRON GEOCHEM HLTH;0269-4042;2047;2.566;2.755;0.188;85;6.3;0.00391;0.710;
ENVIRON HEALTH PERSP;0091-6765;34489;7.977;8.440;2.124;185;8.6;0.05514;2.617;
ENVIRON HEALTH-GLOB;1476-069X;2681;3.372;3.763;0.407;113;4.4;0.01060;1.343;
ENVIRON INT;0160-4120;12067;5.559;6.657;1.047;254;6.5;0.02304;1.791;
ENVIRON MANAGE;0364-152X;6909;1.724;2.340;0.379;195;9.3;0.01130;0.739;
ENVIRON MODEL ASSESS;1420-2026;668;0.980;1.206;0.105;38;6.7;0.00165;0.418;
ENVIRON MODELL SOFTW;1364-8152;7249;4.420;4.359;0.845;264;5.3;0.01547;1.110;
ENVIRON MOL MUTAGEN;0893-6692;3214;2.630;2.938;0.743;70;9.0;0.00482;0.818;
ENVIRON MONIT ASSESS;0167-6369;10736;1.679;1.918;0.229;695;5.2;0.02216;0.442;
ENVIRON POLLUT;0269-7491;26921;4.143;4.755;0.991;441;7.0;0.04416;1.218;
ENVIRON PROG SUSTAIN;1944-7442;774;1.403;1.745;0.170;176;3.3;0.00266;0.396;
ENVIRON RES;0013-9351;7914;4.373;4.234;0.401;282;7.7;0.01405;1.355;
ENVIRON RES LETT;1748-9326;4998;3.906;4.419;0.563;327;3.1;0.02685;1.830;
ENVIRON REV;1208-6053;1115;3.000;4.021;0.679;28;8.5;0.00191;1.276;
ENVIRON SCI POLICY;1462-9011;3696;3.018;3.923;0.934;151;5.0;0.01114;1.280;
ENVIRON SCI POLLUT R;0944-1344;6684;2.828;2.920;0.367;1292;2.5;0.01716;0.653;
ENVIRON SCI TECHNOL;0013-936X;116924;5.330;6.326;0.789;1694;7.1;0.20084;1.690;
ENVIRON SCI-NANO;2051-8153;67;;;1.396;48;;0.00000;;
ENVIRON SCI-PROC IMP;2050-7887;619;2.171;2.171;0.455;268;1.4;0.00212;0.586;
ENVIRON TECHNOL;0959-3330;4053;1.560;1.591;0.362;354;6.2;0.00591;0.316;
ENVIRON TOXICOL;1520-4081;2996;3.197;2.869;0.497;147;8.0;0.00390;0.671;
ENVIRON TOXICOL CHEM;0730-7268;17734;3.225;3.246;0.629;337;9.2;0.02222;0.836;
ENVIRON TOXICOL PHAR;1382-6689;3322;2.084;2.205;0.294;252;5.9;0.00540;0.468;
ENVIRONMENT;0013-9157;711;1.545;2.261;0.312;16;8.5;0.00144;0.986;
ENVIRONMETRICS;1180-4009;1392;1.514;1.502;0.125;48;9.3;0.00372;0.767;
ESTUAR COAST;1559-2723;2335;2.535;2.863;0.637;124;4.7;0.00779;0.943;
FOOD ENVIRON VIROL;1867-0334;261;2.357;2.057;0.216;37;2.9;0.00110;0.567;
FRESEN ENVIRON BULL;1018-4619;1761;0.378;0.419;0.031;454;5.4;0.00224;0.062;
FRONT ECOL ENVIRON;1540-9295;6205;7.441;9.878;1.645;62;6.2;0.01791;3.930;
FRONT ENV SCI ENG;2095-2201;576;1.357;1.302;0.212;104;3.0;0.00202;0.338;
GAIA;0940-5550;410;1.348;1.083;0.269;52;6.2;0.00064;0.238;
GEFAHRST REINHALT L;0949-8036;186;0.328;0.322;0.141;64;5.0;0.00044;0.083;
GEOBIOLOGY;1472-4677;1596;3.825;4.647;0.632;38;5.5;0.00570;1.889;
GEOCARTO INT;1010-6049;519;1.370;;0.158;57;5.8;0.00113;;
GEOMICROBIOL J;0149-0451;2063;1.440;1.962;0.241;83;8.8;0.00334;0.610;
GLOBAL BIOGEOCHEM CY;0886-6236;11447;3.965;5.373;0.688;93;>10.0;0.01894;2.376;
GLOBAL CHANGE BIOL;1354-1013;25578;8.044;8.708;1.575;308;6.1;0.07005;3.167;
GLOBAL ENVIRON CHANG;0959-3780;7533;5.089;7.784;0.969;161;5.7;0.02222;2.855;
GLOBAL NEST J;1790-7632;479;0.468;0.710;0.189;53;6.3;0.00081;0.185;
GREENH GASES;2152-3878;290;2.147;2.674;0.604;53;2.6;0.00123;0.818;
GRUNDWASSER;1430-483X;111;0.676;0.711;0.000;20;5.1;0.00023;0.162;
HEALTH PHYS;0017-9078;3859;1.271;1.339;0.370;146;>10.0;0.00541;0.411;
HUM ECOL RISK ASSESS;1080-7039;1408;1.096;1.255;0.415;94;8.4;0.00218;0.364;
IND HEALTH;0019-8366;1333;1.117;1.233;0.169;59;7.7;0.00235;0.366;
INT BIODETER BIODEGR;0964-8305;4585;2.131;2.377;0.319;307;6.0;0.00759;0.522;
INT J BIOMETEOROL;0020-7128;3134;3.246;3.074;0.349;192;7.4;0.00500;0.804;
INT J ENV RES PUB HE;1660-4601;4177;2.063;2.493;0.309;767;3.4;0.01684;0.729;
INT J ENVIRON AN CH;0306-7319;1655;1.295;1.218;0.175;114;8.0;0.00213;0.245;
INT J ENVIRON HEAL R;0960-3123;863;1.573;1.519;0.391;46;8.2;0.00124;0.416;
INT J ENVIRON POLLUT;0957-4352;743;0.433;0.449;0.020;49;8.3;0.00092;0.118;
INT J ENVIRON RES;1735-6865;680;1.100;1.129;0.158;139;3.6;0.00176;0.220;
INT J ENVIRON SCI TE;1735-1472;1680;2.190;2.491;0.300;227;4.3;0.00345;0.481;
INT J GLOBAL WARM;1758-2083;83;0.696;0.601;0.000;31;;0.00026;0.117;
INT J LIFE CYCLE ASS;0948-3349;4256;3.988;4.378;0.581;155;5.8;0.00853;1.128;
INT J MIN RECLAM ENV;1748-0930;114;0.562;0.563;0.111;27;5.0;0.00034;0.179;
INT J PHYTOREMEDIAT;1522-6514;1137;1.739;1.875;0.341;88;4.7;0.00234;0.419;
INT J SEDIMENT RES;1001-6279;535;1.306;1.615;0.109;46;5.0;0.00154;0.456;
INTEGR ENVIRON ASSES;1551-3777;1121;1.377;;1.193;57;4.4;0.00302;;
ISOT ENVIRON HEALT S;1025-6016;572;0.964;1.203;0.289;45;7.4;0.00122;0.410;
ITAL J AGROMETEOROL;2038-5625;65;0.607;;0.000;11;;0.00017;;
J AEROSOL SCI;0021-8502;5894;2.236;2.719;0.432;111;>10.0;0.00658;0.875;
J AGR ENVIRON ETHIC;1187-7863;598;0.935;1.131;0.115;52;8.2;0.00092;0.304;
J AIR WASTE MANAGE;1096-2247;4248;1.342;1.560;0.256;129;9.3;0.00518;0.487;
J APPL REMOTE SENS;1931-3195;990;1.183;1.309;0.193;259;3.7;0.00287;0.327;
J ARID ENVIRON;0140-1963;6660;1.641;2.056;0.328;131;8.7;0.00951;0.628;
J ARID LAND;1674-6767;207;0.931;1.048;0.167;72;3.0;0.00076;0.258;
J ATMOS CHEM;0167-7764;1832;1.950;1.902;0.133;15;>10.0;0.00142;0.729;
J CLEAN PROD;0959-6526;11854;3.844;4.167;0.893;801;4.4;0.02008;0.781;
J COAST CONSERV;1400-0350;515;0.898;;0.123;57;4.9;0.00115;;
J COASTAL RES;0749-0208;5758;0.980;0.961;0.234;316;8.3;0.00866;0.265;
J CONTAM HYDROL;0169-7722;4570;2.204;2.785;0.388;116;9.2;0.00663;0.880;
J ELEMENTOL;1644-2296;335;0.690;0.755;0.054;93;5.0;0.00041;0.081;
J ENVIRON BIOL;0254-8704;1337;0.563;0.876;0.073;165;5.8;0.00242;0.191;
J ENVIRON ENG;0733-9372;4391;1.267;1.485;0.163;98;>10.0;0.00567;0.455;
J ENVIRON ENG LANDSC;1648-6897;209;0.623;0.785;0.031;32;4.8;0.00040;0.144;
J ENVIRON HEALTH;0022-0892;646;0.963;1.234;0.131;61;6.5;0.00123;0.354;
J ENVIRON HEALTH SCI;2052-336X;53;0.500;0.500;0.108;148;;0.00008;0.071;
J ENVIRON INFORM;1726-2135;326;2.792;2.000;0.250;24;3.5;0.00077;0.425;
J ENVIRON MANAGE;0301-4797;14363;2.723;3.895;0.470;396;5.3;0.03807;1.062;
J ENVIRON MONITOR;1464-0325;5276;2.179;2.461;;0;5.5;0.01327;0.712;
J ENVIRON PROT ECOL;1311-5065;843;0.838;0.611;0.038;211;3.0;0.00038;0.022;
J ENVIRON QUAL;0047-2425;13085;2.652;2.972;0.703;212;>10.0;0.01502;0.884;
J ENVIRON RADIOACTIV;0265-931X;4861;2.483;2.322;0.309;259;6.9;0.00756;0.562;
J ENVIRON SCI HEAL A;1093-4529;3340;1.164;1.239;0.278;187;7.2;0.00501;0.305;
J ENVIRON SCI HEAL B;0360-1234;1620;1.202;1.218;0.225;111;7.2;0.00248;0.285;
J ENVIRON SCI HEAL C;1059-0501;564;3.560;4.935;0.500;14;5.8;0.00107;1.082;
J ENVIRON SCI MANAG;0119-1144;37;0.250;0.291;0.000;16;;0.00010;0.070;
J ENVIRON SCI-CHINA;1001-0742;6013;2.002;2.533;0.195;293;5.2;0.01324;0.591;
J EXPO SCI ENV EPID;1559-0631;2876;3.185;3.147;0.753;85;7.5;0.00574;1.061;
J FLOOD RISK MANAG;1753-318X;293;1.119;1.544;0.516;31;4.3;0.00103;0.436;
J GREAT LAKES RES;0380-1330;3520;1.748;2.050;0.829;164;8.6;0.00469;0.507;
J HAZARD MATER;0304-3894;61547;4.529;5.277;0.657;711;5.4;0.12885;1.108;
J HEALTH POPUL NUTR;1606-0997;1194;1.038;1.630;0.027;74;6.0;0.00307;0.529;
J HYDRO-ENVIRON RES;1570-6443;507;2.474;2.687;0.268;41;4.2;0.00222;0.953;
J HYDROINFORM;1464-7141;919;1.388;1.585;0.319;91;5.4;0.00171;0.366;
J HYDROL ENG;1084-0699;3054;1.583;1.927;0.284;204;6.8;0.00539;0.499;
J IND ECOL;1088-1980;2709;3.227;3.695;1.125;72;5.8;0.00656;1.167;
J INDIAN SOC REMOTE;0255-660X;466;0.764;0.849;0.057;87;5.0;0.00094;0.174;
J INTEGR ENVIRON SCI;1943-815X;95;0.644;0.782;0.000;14;;0.00053;0.281;
J MATER CYCLES WASTE;1438-4957;493;0.950;0.976;0.262;84;5.6;0.00091;0.229;
J MT SCI-ENGL;1672-6316;611;0.963;1.111;0.083;132;4.3;0.00138;0.241;
J OCCUP ENVIRON HYG;1545-9624;1219;1.166;1.344;0.231;108;5.9;0.00274;0.385;
J PALEOLIMNOL;0921-2728;3316;2.120;2.333;0.313;67;9.1;0.00538;0.711;
J RADIOL PROT;0952-4746;769;1.702;1.553;0.329;70;5.6;0.00200;0.489;
J TOXICOL ENV HEAL A;1528-7394;3681;2.351;2.042;0.476;124;7.2;0.00493;0.448;
J TOXICOL ENV HEAL B;1093-7404;1358;4.970;5.538;1.133;15;6.6;0.00253;1.502;
J WATER HEALTH;1477-8920;1259;1.458;1.673;0.101;89;6.2;0.00293;0.523;
LAND DEGRAD DEV;1085-3278;1751;3.089;2.840;0.755;53;6.8;0.00294;0.691;
MAR ENVIRON RES;0141-1136;4264;2.762;2.912;0.504;141;8.6;0.00577;0.747;
MAR POLLUT BULL;0025-326X;16859;2.991;3.296;0.434;587;8.0;0.02190;0.747;
MIRES PEAT;1819-754X;190;0.806;;0.286;7;4.4;0.00068;;
MITIG ADAPT STRAT GL;1381-2386;1514;2.669;2.509;0.315;73;6.5;0.00336;0.799;
MT RES DEV;0276-4741;1099;1.021;1.244;0.343;35;>10.0;0.00120;0.363;
NAT CLIM CHANGE;1758-678X;5415;14.547;15.462;3.774;146;2.2;0.03759;7.539;
NAT RESOUR FORUM;0165-0203;618;1.146;1.483;0.042;24;9.3;0.00100;0.527;
NAT RESOUR MODEL;0890-8575;307;1.196;0.991;0.000;25;8.5;0.00081;0.438;
OZONE-SCI ENG;0191-9512;1013;0.953;1.028;0.082;49;9.3;0.00111;0.276;
PHYS GEOGR;0272-3646;775;0.839;1.155;0.143;28;>10.0;0.00070;0.309;
POL J ENVIRON STUD;1230-1485;2111;0.871;0.888;0.092;282;7.5;0.00256;0.168;
POLAR REC;0032-2474;378;0.667;0.735;0.050;40;>10.0;0.00060;0.233;
RADIAT ENVIRON BIOPH;0301-634X;1193;1.528;1.659;0.653;72;7.9;0.00214;0.528;
RADIAT PROT DOSIM;0144-8420;5081;0.913;0.966;0.121;365;8.4;0.00881;0.313;
RADIOPROTECTION;0033-8451;224;0.540;0.883;0.176;34;5.6;0.00074;0.320;
RANGELAND ECOL MANAG;1550-7424;1442;1.439;2.075;0.973;73;5.3;0.00373;0.634;
REG ENVIRON CHANGE;1436-3798;1340;2.628;2.946;0.571;163;3.3;0.00464;0.872;
REMOTE SENS ENVIRON;0034-4257;34609;6.393;7.769;1.271;380;8.4;0.04569;1.936;
RESOUR CONSERV RECY;0921-3449;4891;2.564;3.280;0.543;162;6.3;0.00928;0.853;
REV ENVIRON CONTAM T;0179-5953;1465;3.744;4.777;1.303;33;7.9;0.00197;1.202;
REV ENVIRON SCI BIO;1569-1705;1102;3.333;;0.286;28;6.4;0.00197;;
REV INT CONTAM AMBIE;0188-4999;134;0.177;0.333;0.000;35;6.7;0.00022;0.070;
RIVER RES APPL;1535-1459;2802;2.025;2.496;0.486;105;6.3;0.00658;0.806;
ROCZ OCHR SR;1506-218X;302;0.442;0.438;0.000;40;3.4;0.00055;0.060;
SAR QSAR ENVIRON RES;1062-936X;788;1.596;1.645;0.302;53;6.5;0.00115;0.339;
SCI TOTAL ENVIRON;0048-9697;39706;4.099;4.414;0.921;1751;6.3;0.07039;1.132;
SOIL SCI PLANT NUTR;0038-0768;2182;0.729;1.139;0.133;83;>10.0;0.00201;0.290;
SOIL SEDIMENT CONTAM;1532-0383;596;1.039;0.909;0.393;61;6.1;0.00096;0.204;
STOCH ENV RES RISK A;1436-3240;1900;2.086;2.348;0.421;159;4.7;0.00481;0.595;
SUSTAIN SCI;1862-4065;568;3.119;2.914;0.444;36;3.8;0.00137;0.676;
SUSTAINABILITY-BASEL;2071-1050;1163;0.942;;0.260;497;3.1;0.00433;;
TOXICOL ENVIRON CHEM;0277-2248;977;0.825;;0.118;93;4.8;0.00196;;
UTIL POLICY;0957-1787;450;0.892;1.224;0.333;54;6.6;0.00110;0.484;
VADOSE ZONE J;1539-1663;3020;1.778;2.248;0.402;97;6.3;0.00748;0.784;
WASTE BIOMASS VALORI;1877-2641;339;1.056;1.555;0.104;96;3.4;0.00132;0.398;
WASTE MANAGE;0956-053X;10259;3.220;3.522;0.498;299;5.7;0.01945;0.804;
WASTE MANAGE RES;0734-242X;2067;1.297;1.526;0.177;141;6.0;0.00379;0.360;
WATER AIR SOIL POLL;0049-6979;10861;1.554;1.872;0.177;435;9.4;0.01395;0.451;
WATER ENVIRON J;1747-6585;513;1.344;1.280;0.062;65;4.1;0.00143;0.354;
WATER ENVIRON RES;1061-4303;2170;0.865;0.946;0.053;150;8.4;0.00285;0.241;
WATER RES;0043-1354;53631;5.528;6.279;0.966;667;8.2;0.07745;1.592;
WATER RESOUR RES;0043-1397;38033;3.549;4.144;0.658;559;>10.0;0.05356;1.359;
WATER SCI TECH-W SUP;1606-9749;702;0.394;;0.015;135;7.9;0.00111;;
WATER SCI TECHNOL;0273-1223;16194;1.106;1.208;0.167;603;>10.0;0.01690;0.305;
WETL ECOL MANAG;0923-4861;1275;1.274;1.886;0.208;48;9.1;0.00180;0.536;
WETLANDS;0277-5212;3439;1.572;1.919;0.307;127;8.7;0.00500;0.582;

