JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
INSUR MATH ECON;0167-6687;2141;1.128;1.582;0.265;117;6.6;0.00670;0.754;
INT J BIFURCAT CHAOS;0218-1274;4576;1.078;1.113;0.233;219;8.5;0.00849;0.388;
INT J COMP METH-SING;0219-8762;411;0.750;1.091;0.181;83;4.5;0.00180;0.466;
INT J GAME THEORY;0020-7276;988;0.579;0.626;0.065;46;>10.0;0.00222;0.638;
INT J MULTISCALE COM;1543-1649;362;0.760;0.975;0.250;32;4.8;0.00154;0.478;
INT J NUMER METH BIO;2040-7939;730;2.052;1.655;0.456;90;3.0;0.00401;0.609;
INT J NUMER METH ENG;0029-5981;13768;2.055;2.694;0.329;167;>10.0;0.02580;1.275;
INT J NUMER METH FL;0271-2091;5388;1.244;1.447;0.169;130;9.4;0.01160;0.651;
INT J NUMER METHOD H;0961-5539;898;1.399;1.312;0.172;116;6.4;0.00129;0.260;
INT J NUMER MODEL EL;0894-3370;277;0.615;0.623;0.120;75;5.9;0.00094;0.279;
INT J QUANTUM CHEM;0020-7608;7862;1.432;1.191;0.959;172;>10.0;0.00993;0.335;
INT J UNCERTAIN QUAN;2152-5080;83;0.712;1.157;0.083;24;;0.00082;0.735;
INT J WAVELETS MULTI;0219-6913;302;0.417;0.637;0.143;70;5.2;0.00075;0.168;
INVERSE PROBL SCI EN;1741-5977;447;0.868;0.903;0.259;81;4.0;0.00219;0.404;
J CELL AUTOM;1557-5969;96;0.698;0.527;0.111;27;;0.00010;0.050;
J CHEMOMETR;0886-9383;3151;1.500;2.165;0.345;84;>10.0;0.00361;0.695;
J CLASSIF;0176-4268;745;0.727;0.929;0.062;16;>10.0;0.00077;0.572;
J COMPUT ACOUST;0218-396X;333;0.852;0.664;0.273;22;>10.0;0.00066;0.357;
J ECONOMETRICS;0304-4076;10256;1.600;2.263;0.276;145;>10.0;0.02870;2.833;
J ENG MATH;0022-0833;1313;0.803;1.051;0.108;74;10.0;0.00287;0.482;
J FRANKLIN I;0016-0032;3029;2.395;2.422;0.458;310;4.2;0.00653;0.542;
J GREY SYST-UK;0957-3720;292;0.553;0.346;0.100;50;>10.0;0.00008;0.024;
J IND MANAG OPTIM;1547-5816;468;0.843;0.827;0.356;90;5.2;0.00138;0.290;
J MATH CHEM;0259-9791;1972;1.145;1.147;0.390;164;5.8;0.00489;0.369;
J MATH ECON;0304-4068;1061;0.738;0.614;0.132;129;>10.0;0.00426;0.729;
J MATH FLUID MECH;1422-6928;483;1.186;1.257;0.217;46;6.3;0.00360;1.265;
J MATH MUSIC;1745-9737;44;0.286;0.538;0.667;15;;0.00011;0.129;
J MATH PSYCHOL;0022-2496;1915;2.609;2.656;0.367;30;>10.0;0.00381;1.231;
J MATH SOCIOL;0022-250X;587;0.238;0.684;0.133;15;>10.0;0.00030;0.335;
J SYST SCI COMPLEX;1009-6124;402;0.457;0.676;0.058;86;5.1;0.00169;0.259;
J TIME SER ANAL;0143-9782;1157;0.783;0.887;0.088;34;>10.0;0.00317;0.840;
LIFETIME DATA ANAL;1380-7870;659;0.654;1.057;0.094;32;>10.0;0.00185;0.828;
MATCH-COMMUN MATH CO;0340-6253;1491;1.466;1.357;0.798;109;5.1;0.00518;0.560;
MATH CONTROL SIGNAL;0932-4194;507;0.795;0.811;0.200;20;>10.0;0.00085;0.728;
MATH FINANC;0960-1627;1465;1.774;1.882;0.467;30;>10.0;0.00482;1.983;
MATH GEOSCI;1874-8961;592;1.653;1.915;0.422;45;4.0;0.00322;0.824;
MATH MECH SOLIDS;1081-2865;614;1.298;1.256;0.344;61;5.7;0.00237;0.607;
MATH MODEL NAT PHENO;0973-5348;402;0.813;0.807;0.739;69;3.7;0.00232;0.422;
MATH POPUL STUD;0889-8480;147;0.292;0.517;0.125;16;>10.0;0.00022;0.234;
MATH PROBL ENG;1024-123X;3190;0.762;0.798;0.145;2041;2.2;0.00721;0.143;
MATH SOC SCI;0165-4896;697;0.462;0.495;0.130;54;>10.0;0.00207;0.442;
MULTISCALE MODEL SIM;1540-3459;1903;1.632;2.376;0.179;67;7.2;0.00754;1.638;
MULTIVAR BEHAV RES;0027-3171;3905;2.477;4.084;0.316;38;>10.0;0.00713;2.689;
NAT RESOUR MODEL;0890-8575;307;1.196;0.991;0.000;25;8.5;0.00081;0.438;
NETW HETEROG MEDIA;1556-1801;324;0.646;0.847;0.088;34;5.7;0.00209;0.651;
NONLINEAR ANAL-MODEL;1392-5113;323;1.099;1.040;0.636;44;4.5;0.00081;0.290;
OPTIM ENG;1389-4420;508;1.233;1.236;0.071;42;7.7;0.00161;0.646;
PSYCHOMETRIKA;0033-3123;7038;1.085;2.687;0.375;32;>10.0;0.00615;1.986;
QUANT FINANC;1469-7688;1294;0.653;1.016;0.103;146;7.0;0.00599;0.668;
REV INT METOD NUMER;0213-1315;59;0.423;0.327;0.094;32;;0.00016;0.094;
RISK ANAL;0272-4332;5918;2.502;2.539;0.274;146;9.4;0.01142;1.013;
SCAND ACTUAR J;0346-1238;370;1.412;1.212;0.194;36;9.5;0.00123;0.912;
SIAM J FINANC MATH;1945-497X;180;1.016;1.313;0.148;27;3.5;0.00335;1.576;
SPAT STAT-NETH;2211-6753;64;1.605;1.605;0.103;29;;0.00035;0.580;
STAT INTERFACE;1938-7989;466;2.933;1.755;0.000;48;2.1;0.00391;1.057;
STRUCT EQU MODELING;1070-5511;8987;4.176;7.206;0.304;46;>10.0;0.00994;3.793;

