JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
ANN FUNCT ANAL;2008-8752;94;0.603;0.789;0.103;29;;0.00061;0.335;
ANN I H POINCARE-AN;0294-1449;1931;1.341;1.809;0.351;57;>10.0;0.01190;2.348;
ANN MAT PUR APPL;0373-3114;1371;1.065;1.080;0.165;97;>10.0;0.00349;1.104;
ANN MATH ARTIF INTEL;1012-2443;580;0.691;0.744;0.351;37;>10.0;0.00139;0.448;
ANN PURE APPL LOGIC;0168-0072;860;0.548;0.620;0.173;81;>10.0;0.00525;0.766;
ANZIAM J;1446-1811;344;1.025;0.896;0.125;24;7.4;0.00095;0.479;
APPL ALGEBR ENG COMM;0938-1279;305;0.457;0.838;0.083;24;>10.0;0.00128;0.726;
APPL ANAL;0003-6811;1414;0.803;0.862;0.132;152;7.6;0.00568;0.573;
APPL ANAL DISCR MATH;1452-8630;195;0.860;0.934;0.053;19;4.6;0.00142;0.653;
APPL COMPUT HARMON A;1063-5203;1894;2.036;3.220;0.305;59;6.7;0.00947;2.338;
APPL COMPUT MATH-BAK;1683-3511;119;0.452;0.592;0.286;28;3.9;0.00046;0.196;
APPL MATH COMPUT;0096-3003;17778;1.551;1.686;0.318;1533;5.9;0.03785;0.469;
APPL MATH LETT;0893-9659;4713;1.337;1.469;0.527;188;5.4;0.01593;0.576;
APPL MATH MECH-ENGL;0253-4827;1331;1.128;0.861;0.184;125;6.4;0.00242;0.222;
APPL MATH OPT;0095-4616;939;0.591;0.994;0.324;37;>10.0;0.00259;0.963;
APPL MATH SER B;1005-1031;168;0.341;0.367;0.023;44;5.5;0.00071;0.181;
APPL MATH-CZECH;0862-7940;241;0.400;0.430;0.024;42;8.9;0.00058;0.242;
APPL NUMER MATH;0168-9274;2720;1.221;1.369;0.500;88;8.9;0.00820;0.833;
ARS MATH CONTEMP;1855-3966;140;0.741;0.866;0.459;37;3.8;0.00150;0.793;
ASIAN J MATH;1093-6106;404;0.532;0.632;0.143;42;>10.0;0.00258;1.193;
ASYMPTOTIC ANAL;0921-7134;646;0.528;0.557;0.032;62;9.8;0.00247;0.571;
B SCI MATH;0007-4497;786;1.190;0.922;0.151;53;>10.0;0.00410;0.917;
BANACH J MATH ANAL;1735-8787;169;1.050;0.837;0.350;40;3.3;0.00102;0.435;
BIT;0006-3835;1535;0.957;1.143;0.235;51;>10.0;0.00305;0.887;
BOUND VALUE PROBL;1687-2770;1046;1.014;1.039;0.148;243;4.2;0.00316;0.320;
CALC VAR PARTIAL DIF;0944-2669;1638;1.518;1.679;0.354;130;7.5;0.01324;2.177;
CARPATHIAN J MATH;1584-2851;214;0.792;0.901;0.080;50;4.7;0.00062;0.255;
CHAOS;1054-1500;5026;1.954;2.217;0.417;180;6.4;0.01411;0.864;
COLLECT MATH;0010-0757;318;0.843;0.904;0.172;29;>10.0;0.00187;1.035;
COMM APP MATH COM SC;1559-3940;160;1.000;3.111;1.000;4;4.6;0.00137;2.405;
COMMUN CONTEMP MATH;0219-1997;538;0.835;0.803;0.159;44;7.2;0.00304;0.858;
COMMUN MATH SCI;1539-6746;859;1.120;1.429;0.457;70;6.3;0.00480;1.168;
COMMUN NONLINEAR SCI;1007-5704;7144;2.866;2.879;0.857;364;3.7;0.02436;0.733;
COMMUN NUMBER THEORY;1931-4523;197;1.432;1.500;0.000;10;4.8;0.00159;1.140;
COMMUN PART DIFF EQ;0360-5302;2854;1.013;1.523;0.308;78;>10.0;0.01107;1.859;
COMMUN PUR APPL ANAL;1534-0392;812;0.844;0.848;0.223;139;4.5;0.00704;0.733;
COMMUN PUR APPL MATH;0010-3640;7280;3.130;3.462;0.696;46;>10.0;0.01558;4.400;
COMP GEOM-THEOR APPL;0925-7721;704;0.480;0.597;0.147;68;>10.0;0.00219;0.459;
COMP MATH MATH PHYS+;0965-5425;1562;0.789;0.509;0.122;148;>10.0;0.00268;0.208;
COMPEL;0332-1649;484;0.371;0.332;0.075;147;6.2;0.00117;0.109;
COMPLEX ANAL OPER TH;1661-8254;233;0.545;0.596;0.173;81;3.2;0.00245;0.511;
COMPUT AIDED GEOM D;0167-8396;1393;1.639;1.371;0.154;52;>10.0;0.00363;0.817;
COMPUT APPL MATH;0101-8205;239;0.473;0.623;0.222;54;6.8;0.00075;0.307;
COMPUT MATH APPL;0898-1221;11252;1.697;2.170;0.391;322;5.2;0.03003;0.655;
COMPUT METH FUNCT TH;1617-9447;216;0.386;;0.000;39;7.5;0.00116;;
COMPUT OPTIM APPL;0926-6003;1618;1.317;1.471;0.092;87;7.7;0.00737;1.041;
CRYPTOGR COMMUN;1936-2447;67;0.828;0.823;0.118;17;;0.00100;0.801;
CRYPTOLOGIA;0161-1194;113;0.186;0.173;0.000;22;>10.0;0.00009;0.054;
DESIGN CODE CRYPTOGR;0925-1022;1148;0.958;0.895;0.228;171;8.0;0.00612;0.811;
DIFFER GEOM APPL;0926-2245;576;0.691;0.652;0.114;105;6.8;0.00383;0.672;
DIFFER INTEGRAL EQU;0893-4983;1133;0.862;0.850;0.228;57;>10.0;0.00424;0.870;
DISCRETE APPL MATH;0166-218X;4041;0.802;0.862;0.191;414;9.9;0.01383;0.618;
DISCRETE CONT DYN-A;1078-0947;2336;0.972;1.108;0.443;253;5.4;0.01938;1.097;
DISCRETE CONT DYN-B;1531-3492;1117;0.768;0.957;0.162;173;5.5;0.00672;0.693;
DISCRETE CONT DYN-S;1937-1632;281;0.567;;0.184;76;3.5;0.00334;;
DISCRETE EVENT DYN S;0924-6703;352;1.333;1.202;0.160;25;9.7;0.00106;0.713;
DISCRETE MATH THEOR;1462-7264;262;0.324;0.622;0.050;40;6.6;0.00194;0.677;
DISCRETE OPTIM;1572-5286;358;0.696;0.933;0.121;33;6.2;0.00216;0.831;
DYNAM PART DIFFER EQ;1548-159X;159;0.400;1.131;0.278;18;5.5;0.00111;0.832;
DYNAM SYST;1468-9367;309;0.662;0.679;0.061;33;9.6;0.00131;0.528;
DYNAM SYST APPL;1056-2176;290;0.386;0.449;0.038;52;7.3;0.00073;0.213;
E ASIAN J APPL MATH;2079-7362;42;0.386;0.545;0.174;23;;0.00038;0.358;
ELECTRON J COMB;1077-8926;1410;0.485;0.578;0.065;215;6.3;0.01274;0.705;
ELECTRON J DIFFER EQ;1072-6691;1397;0.524;0.586;0.156;199;6.8;0.00434;0.267;
ELECTRON J QUAL THEO;1417-3875;494;0.817;0.838;0.068;74;4.2;0.00170;0.235;
ELECTRON T NUMER ANA;1068-9613;587;0.759;1.155;0.082;49;7.7;0.00193;0.940;
ERGOD THEOR DYN SYST;0143-3857;1645;0.778;0.801;0.161;93;>10.0;0.00707;1.030;
ESAIM CONTR OPTIM CA;1292-8119;834;1.127;1.086;0.320;50;8.3;0.00433;1.061;
ESAIM-MATH MODEL NUM;0764-583X;1417;1.642;1.678;0.324;68;8.1;0.00592;1.304;
EUR J APPL MATH;0956-7925;632;0.812;0.965;0.091;33;>10.0;0.00155;0.686;
EVOL EQU CONTROL THE;2163-2480;26;0.373;0.373;0.103;39;;0.00033;0.357;
FILOMAT;0354-5180;365;0.638;0.656;0.080;162;2.9;0.00186;0.264;
FINITE ELEM ANAL DES;0168-874X;2882;2.017;1.967;0.287;115;7.8;0.00647;0.747;
FINITE FIELDS TH APP;1071-5797;577;0.927;0.956;0.237;93;5.8;0.00385;0.828;
FIXED POINT THEOR-RO;1583-5022;345;1.000;1.033;0.106;47;4.4;0.00078;0.231;
FIXED POINT THEORY A;1687-1812;2679;2.503;2.126;0.637;240;2.6;0.00426;0.268;
FORUM MATH;0933-7741;556;0.962;0.807;0.273;66;7.2;0.00407;0.953;
FOUND COMPUT MATH;1615-3375;763;2.389;3.566;0.763;38;5.5;0.00712;3.476;
FRACT CALC APPL ANAL;1311-0454;698;2.245;;0.431;65;4.7;0.00161;;
FUNCT ANAL APPL+;0016-2663;1645;0.390;0.533;0.086;35;>10.0;0.00148;0.505;
FUND INFORM;0169-2968;1425;0.717;0.712;0.110;173;7.0;0.00344;0.264;
FUNKC EKVACIOJ-SER I;0532-8721;408;0.650;0.557;0.167;18;>10.0;0.00097;0.578;
FUZZY SET SYST;0165-0114;13449;1.986;2.496;0.423;201;>10.0;0.00874;0.582;
GLAS MAT;0017-095X;207;0.333;0.313;0.097;31;>10.0;0.00075;0.284;
HOMOL HOMOTOPY APPL;1532-0073;197;0.359;0.445;0.000;19;7.7;0.00183;0.791;
IMA J APPL MATH;0272-4960;928;0.947;1.030;0.175;57;>10.0;0.00239;0.571;
IMA J MATH CONTROL I;0265-0754;344;0.750;0.792;0.032;31;9.1;0.00081;0.343;
IMA J NUMER ANAL;0272-4979;1705;1.698;1.793;0.312;64;>10.0;0.00715;1.481;
IMAGE ANAL STEREOL;1580-3139;187;0.971;;0.050;20;6.3;0.00071;;
INFIN DIMENS ANAL QU;0219-0257;732;0.730;0.782;0.194;31;>10.0;0.00189;0.720;
INFORM COMPUT;0890-5401;3689;0.830;0.801;0.129;62;>10.0;0.00347;0.612;
INFORMATICA-LITHUAN;0868-4952;288;0.873;0.852;0.265;34;5.4;0.00061;0.211;
INT J AP MAT COM-POL;1641-876X;778;1.227;1.284;0.145;69;5.6;0.00136;0.271;
INT J COMPUT MATH;0020-7160;1507;0.824;0.699;0.364;176;5.3;0.00458;0.267;
INT J NONLIN SCI NUM;1565-1339;769;1.545;0.906;0.068;44;5.7;0.00186;0.250;
INT J NUMER ANAL MOD;1705-5105;375;0.817;1.008;0.267;45;4.7;0.00251;0.667;
INT J ROBUST NONLIN;1049-8923;3232;3.176;2.939;0.453;190;5.3;0.01084;1.157;
INTEGR TRANSF SPEC F;1065-2469;676;0.723;0.617;0.161;87;7.5;0.00192;0.297;
INTERFACE FREE BOUND;1463-9963;323;0.650;1.073;0.158;19;7.3;0.00220;1.257;
INVERSE PROBL;0266-5611;5005;1.323;1.950;0.444;144;8.4;0.01483;1.105;
INVERSE PROBL IMAG;1930-8337;442;1.131;1.280;0.173;52;4.6;0.00371;1.007;
IRAN J FUZZY SYST;1735-0654;168;0.534;0.612;0.021;47;3.7;0.00041;0.117;
J ALGEBRA APPL;0219-4988;434;0.446;0.546;0.112;178;4.3;0.00365;0.468;
J APPL ANAL COMPUT;2156-907X;78;0.844;0.762;0.000;24;;0.00033;0.204;
J APPL LOGIC;1570-8683;162;0.576;0.752;0.160;25;5.2;0.00104;0.506;
J COMB OPTIM;1382-6905;789;0.939;1.085;0.209;110;4.9;0.00387;0.648;
J COMPLEXITY;0885-064X;849;1.500;1.939;0.381;42;7.7;0.00346;1.330;
J COMPUT ANAL APPL;1521-1398;366;0.481;0.501;0.164;165;3.3;0.00067;0.080;
J COMPUT APPL MATH;0377-0427;8774;1.266;1.365;0.326;559;7.4;0.02414;0.630;
J COMPUT MATH;0254-9409;737;0.603;1.138;0.095;42;7.8;0.00267;0.802;
J CRYPTOL;0933-2790;908;1.021;1.688;0.174;23;>10.0;0.00120;0.677;
J DIFFER EQU APPL;1023-6198;945;0.693;0.796;0.195;87;6.4;0.00326;0.376;
J DYN CONTROL SYST;1079-2724;264;0.492;0.594;0.094;32;8.8;0.00090;0.410;
J DYN DIFFER EQU;1040-7294;837;0.822;1.000;0.091;44;>10.0;0.00271;0.893;
J EUR MATH SOC;1435-9855;935;1.698;1.940;0.409;66;4.8;0.01448;3.245;
J EVOL EQU;1424-3199;439;0.783;0.945;0.150;40;6.6;0.00305;0.964;
J FIX POINT THEORY A;1661-7738;172;0.545;0.582;0.182;22;4.9;0.00138;0.460;
J FOURIER ANAL APPL;1069-5869;1119;1.118;1.281;0.232;56;6.9;0.00512;1.274;
J FUNCT SPACE;2314-8896;15;;0.000;0.122;115;;0.00000;0.000;
J FUNCT SPACE APPL;2090-8997;257;0.587;0.584;;;2.4;0.00137;0.260;
J GEOM MECH;1941-4889;83;0.622;0.842;0.136;22;;0.00078;0.517;
J GEOM PHYS;0393-0440;1634;0.870;0.890;0.224;165;7.3;0.00865;0.729;
J GLOBAL OPTIM;0925-5001;3663;1.287;1.445;0.183;120;10.0;0.00800;0.694;
J HYPERBOL DIFFER EQ;0219-8916;234;0.500;0.820;0.040;25;6.3;0.00174;0.822;
J INEQUAL APPL;1029-242X;1672;0.773;0.818;0.183;502;3.6;0.00464;0.199;
J INTEGRAL EQU APPL;0897-3962;237;0.667;0.770;0.292;24;9.4;0.00084;0.470;
J INVERSE ILL-POSE P;0928-0219;405;0.880;0.764;0.081;37;6.7;0.00183;0.545;
J KOREAN MATH SOC;0304-9914;465;0.506;0.435;0.183;71;7.0;0.00178;0.280;
J MATH ANAL APPL;0022-247X;18695;1.120;1.204;0.291;941;8.8;0.04939;0.757;
J MATH IMAGING VIS;0924-9907;1566;1.552;2.197;0.435;92;7.3;0.00578;1.260;
J MATH INEQUAL;1846-579X;262;0.632;0.606;0.264;72;3.7;0.00111;0.227;
J MATH PURE APPL;0021-7824;2266;1.683;1.725;0.387;75;>10.0;0.00959;2.076;
J MOD DYNAM;1930-5311;176;0.841;1.143;0.167;12;4.2;0.00400;2.115;
J NONCOMMUT GEOM;1661-6952;141;0.947;0.958;0.074;27;3.6;0.00229;1.223;
J NONLINEAR CONVEX A;1345-4773;480;0.655;0.798;0.120;92;7.4;0.00103;0.285;
J NONLINEAR MATH PHY;1402-9251;607;0.733;0.718;0.114;35;7.5;0.00215;0.488;
J NONLINEAR SCI;0938-8974;812;2.135;2.013;0.361;36;8.2;0.00364;1.530;
J NONLINEAR SCI APPL;2008-1898;169;0.949;;0.463;41;2.8;0.00031;;
J NUMER MATH;1570-2820;156;2.310;1.479;0.125;16;3.6;0.00113;0.971;
J OPTIMIZ THEORY APP;0022-3239;4953;1.509;1.625;0.131;213;>10.0;0.01035;0.773;
J PSEUDO-DIFFER OPER;1662-9981;43;0.405;0.538;0.000;21;;0.00045;0.358;
J PURE APPL ALGEBRA;0022-4049;2536;0.474;0.567;0.185;168;>10.0;0.01253;0.778;
J SCI COMPUT;0885-7474;2234;1.700;2.060;0.325;120;6.6;0.01036;1.354;
J SPECTR THEOR;1664-039X;75;1.231;1.207;0.167;30;;0.00121;1.316;
J SYMB COMPUT;0747-7171;1342;0.780;0.694;0.382;34;>10.0;0.00522;0.751;
JPN J IND APPL MATH;0916-7005;241;0.318;0.447;0.000;32;>10.0;0.00045;0.213;
KINET RELAT MOD;1937-5093;289;1.125;1.138;0.194;36;3.8;0.00306;0.984;
LINEAR ALGEBRA APPL;0024-3795;7672;0.939;0.948;0.228;461;9.8;0.02365;0.595;
LMS J COMPUT MATH;1461-1570;151;0.440;0.556;0.053;57;8.5;0.00127;0.740;
LOG J IGPL;1367-0751;259;0.461;0.490;0.093;54;6.3;0.00107;0.274;
MATH COMMUN;1331-0623;154;0.284;0.329;0.074;27;6.0;0.00053;0.147;
MATH COMP MODEL DYN;1387-3954;264;0.492;0.783;0.100;30;6.1;0.00090;0.353;
MATH COMPUT;0025-5718;6390;1.491;1.564;0.674;86;>10.0;0.01256;1.425;
MATH COMPUT MODEL;0895-7177;5751;1.412;1.588;;0;5.6;0.01543;0.504;
MATH COMPUT SIMULAT;0378-4754;2490;0.949;1.109;0.303;122;7.0;0.00602;0.452;
MATH CONTROL RELAT F;2156-8472;59;0.512;0.857;0.250;20;;0.00078;0.778;
MATH METHOD APPL SCI;0170-4214;1900;0.918;0.914;0.139;251;7.4;0.00762;0.561;
MATH METHOD OPER RES;1432-2994;822;0.625;0.889;0.125;32;9.2;0.00233;0.648;
MATH MOD METH APPL S;0218-2025;2145;3.094;2.300;0.600;90;6.5;0.01010;1.575;
MATH OPER RES;0364-765X;2770;1.307;1.585;0.190;63;>10.0;0.00687;1.931;
MATH PHYS ANAL GEOM;1385-0172;174;0.806;0.954;0.034;29;6.5;0.00106;0.769;
MATH PROGRAM;0025-5610;6537;1.803;2.324;0.412;102;>10.0;0.01567;2.010;
MATHEMATIKA;0025-5793;574;0.451;;0.192;26;>10.0;0.00179;;
MEDITERR J MATH;1660-5446;282;0.656;0.629;0.163;86;3.2;0.00163;0.354;
MILAN J MATH;1424-9286;228;0.658;1.027;0.176;17;5.8;0.00197;1.105;
MOSC MATH J;1609-3321;423;0.708;0.780;0.258;31;9.2;0.00309;1.185;
NODEA-NONLINEAR DIFF;1021-9722;523;0.897;0.894;0.105;38;6.9;0.00322;0.893;
NONLINEAR ANAL-HYBRI;1751-570X;734;2.375;2.101;0.564;39;4.6;0.00265;0.646;
NONLINEAR ANAL-MODEL;1392-5113;323;1.099;1.040;0.636;44;4.5;0.00081;0.290;
NONLINEAR ANAL-REAL;1468-1218;4179;2.519;2.322;0.557;115;4.3;0.01956;0.854;
NONLINEAR ANAL-THEOR;0362-546X;11267;1.327;1.579;0.212;302;6.0;0.04043;0.720;
NONLINEARITY;0951-7715;3332;1.208;1.551;0.176;142;8.3;0.01622;1.314;
NUMER ALGORITHMS;1017-1398;1533;1.417;1.430;0.109;138;7.3;0.00537;0.720;
NUMER FUNC ANAL OPT;0163-0563;889;0.591;0.823;0.081;86;9.5;0.00249;0.440;
NUMER LINEAR ALGEBR;1070-5325;1145;1.322;1.491;0.340;47;7.9;0.00472;1.059;
NUMER MATH;0029-599X;5439;1.608;1.811;0.425;73;>10.0;0.00933;1.605;
NUMER MATH-THEORY ME;1004-8979;149;0.710;0.834;0.071;28;4.0;0.00138;0.598;
NUMER METH PART D E;0749-159X;1415;0.859;1.145;0.125;96;7.2;0.00483;0.637;
OPEN SYST INF DYN;1230-1612;271;0.685;0.699;1.045;22;7.3;0.00083;0.395;
OPTIM CONTR APPL MET;0143-2087;566;0.903;1.420;0.116;43;5.7;0.00218;0.664;
OPTIM LETT;1862-4472;626;0.934;1.074;0.193;176;3.1;0.00365;0.513;
OPTIM METHOD SOFTW;1055-6788;1270;1.624;1.544;0.338;71;9.9;0.00485;1.086;
OPTIMIZATION;0233-1934;1047;0.936;1.010;0.295;112;8.5;0.00364;0.560;
P AM MATH SOC;0002-9939;10099;0.681;0.680;0.211;399;>10.0;0.03015;0.853;
P ROY SOC EDINB A;0308-2105;1547;1.009;0.961;0.129;62;>10.0;0.00440;0.891;
P STEKLOV I MATH+;0081-5438;668;0.302;0.327;0.092;131;>10.0;0.00325;0.307;
PAC J OPTIM;1348-9151;325;1.079;1.010;0.065;46;4.6;0.00169;0.533;
PERIOD MATH HUNG;0031-5303;301;0.479;0.416;0.087;46;>10.0;0.00089;0.376;
PHYSICA D;0167-2789;10201;1.636;1.748;0.781;128;>10.0;0.01448;0.998;
PMM-J APPL MATH MEC+;0021-8928;1402;0.354;0.398;0.000;36;>10.0;0.00153;0.238;
PORT MATH;0032-5155;264;0.250;0.336;0.062;16;>10.0;0.00054;0.308;
PROBL INFORM TRANSM+;0032-9460;505;0.597;0.468;0.074;27;>10.0;0.00084;0.339;
PUBL I MATH-BEOGRAD;0350-1302;310;0.270;;0.051;39;>10.0;0.00052;;
PURE APPL MATH Q;1558-8599;205;0.175;0.606;0.062;16;5.7;0.00320;1.121;
Q APPL MATH;0033-569X;2077;0.654;0.711;0.075;40;>10.0;0.00182;0.561;
Q J MECH APPL MATH;0033-5614;1099;0.870;0.977;0.148;27;>10.0;0.00130;0.633;
QUAL THEOR DYN SYST;1575-5460;102;0.766;;0.167;18;4.2;0.00081;;
RANDOM STRUCT ALGOR;1042-9832;1039;0.924;0.991;0.304;46;>10.0;0.00513;1.456;
REGUL CHAOTIC DYN;1560-3547;495;0.860;0.842;0.300;50;7.4;0.00185;0.528;
REND LINCEI-MAT APPL;1120-6330;159;0.519;0.473;0.136;22;6.6;0.00117;0.562;
REND SEMIN MAT U PAD;0041-8994;284;0.213;0.323;0.033;30;>10.0;0.00078;0.369;
RESULTS MATH;1422-6383;654;0.864;0.668;0.134;67;7.9;0.00274;0.406;
REV MAT COMPLUT;1139-1138;276;0.705;0.748;0.258;31;8.2;0.00148;0.690;
REV SYMB LOGIC;1755-0203;174;0.892;0.883;0.125;32;3.6;0.00120;0.491;
REV UNION MAT ARGENT;0041-6932;73;0.184;0.282;0.000;15;;0.00043;0.264;
RUSS J NUMER ANAL M;0927-6467;140;0.492;0.433;0.100;30;5.5;0.00062;0.228;
SCI CHINA MATH;1674-7283;569;0.657;0.626;0.155;193;3.1;0.00669;0.499;
SEL MATH-NEW SER;1022-1824;446;0.962;1.052;0.314;35;>10.0;0.00406;1.909;
SET-VALUED VAR ANAL;1877-0533;183;1.379;1.259;0.100;40;2.9;0.00246;1.116;
SIAM J APPL DYN SYST;1536-0040;902;1.439;1.731;0.303;66;5.5;0.00448;1.025;
SIAM J APPL MATH;0036-1399;5646;1.428;1.622;0.222;90;>10.0;0.00819;1.042;
SIAM J COMPUT;0097-5397;4302;0.741;1.283;0.056;71;>10.0;0.00891;1.359;
SIAM J CONTROL OPTIM;0363-0129;5456;1.463;1.776;0.110;155;>10.0;0.01533;1.443;
SIAM J DISCRETE MATH;0895-4801;1398;0.654;0.726;0.083;121;9.3;0.00863;0.902;
SIAM J IMAGING SCI;1936-4954;1731;2.270;5.237;0.273;99;5.1;0.01404;3.168;
SIAM J MATH ANAL;0036-1410;4226;1.265;1.569;0.208;149;>10.0;0.01671;1.637;
SIAM J MATRIX ANAL A;0895-4798;3556;1.590;2.143;0.267;75;>10.0;0.00993;1.690;
SIAM J NUMER ANAL;0036-1429;9276;1.788;2.357;0.264;144;>10.0;0.01974;1.796;
SIAM J OPTIMIZ;1052-6234;4714;1.829;2.908;0.159;82;>10.0;0.01623;2.417;
SIAM J SCI COMPUT;1064-8275;8828;1.854;2.403;0.240;208;>10.0;0.02381;1.706;
SIAM REV;0036-1445;5906;2.909;10.614;0.947;19;>10.0;0.01364;7.532;
STOCH ANAL APPL;0736-2994;574;0.445;0.502;0.173;52;9.4;0.00174;0.362;
STOCHASTICS;1744-2508;395;0.515;0.555;0.093;54;>10.0;0.00162;0.533;
STUD APPL MATH;0022-2526;1192;1.254;1.329;0.765;34;>10.0;0.00188;0.698;
THEOR APPL CATEG;1201-561X;233;0.487;0.510;0.000;12;9.0;0.00179;0.717;
TOPOL APPL;0166-8641;1811;0.551;0.516;0.111;270;7.4;0.00740;0.323;
TRANSPORT THEOR STAT;0041-1450;406;0.417;0.652;0.043;23;>10.0;0.00051;0.350;
U POLITEH BUCH SER A;1223-7027;140;0.405;0.329;0.048;105;3.0;0.00030;0.051;
UKR MATH J+;0041-5995;623;0.230;0.249;0.040;149;>10.0;0.00161;0.154;
UTILITAS MATHEMATICA;0315-3681;391;0.354;0.341;0.047;85;8.1;0.00110;0.168;
Z ANAL ANWEND;0232-2064;367;0.510;0.669;0.103;29;>10.0;0.00112;0.555;
Z ANGEW MATH PHYS;0044-2275;1967;1.109;1.086;0.265;68;>10.0;0.00400;0.674;
ZAMM-Z ANGEW MATH ME;0044-2267;1896;1.162;1.069;0.266;79;>10.0;0.00288;0.548;

