JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J INORG ORGANOMET P;1574-1443;1384;1.160;1.248;0.304;135;4.3;0.00238;0.213;
J MACROMOL SCI A;1060-1325;2374;0.809;0.837;0.172;122;>10.0;0.00176;0.148;
J MACROMOL SCI B;0022-2348;1590;0.740;0.791;0.149;141;8.3;0.00176;0.150;
J MEMBRANE SCI;0376-7388;45130;5.056;5.323;1.215;825;6.9;0.06035;1.115;
J PHOTOPOLYM SCI TEC;0914-9244;970;1.055;0.795;0.061;132;5.4;0.00132;0.125;
J POLYM ENG;0334-6447;238;0.465;0.428;0.092;98;4.0;0.00037;0.077;
J POLYM ENVIRON;1566-2543;2128;1.671;2.061;0.190;63;6.3;0.00330;0.421;
J POLYM MATER;0973-8622;239;0.308;0.325;0.034;29;9.0;0.00014;0.046;
J POLYM RES;1022-9760;2700;1.920;1.907;0.482;220;3.2;0.00518;0.309;
J POLYM SCI POL CHEM;0887-624X;23291;3.113;3.007;0.764;382;7.6;0.02916;0.618;
J POLYM SCI POL PHYS;0887-6266;13161;3.830;2.990;0.848;164;>10.0;0.01332;0.808;
J REINF PLAST COMP;0731-6844;2737;1.503;1.323;0.128;188;5.9;0.00428;0.261;
J RUBBER RES;1511-1768;173;0.225;0.198;0.050;20;>10.0;0.00004;0.029;
J VINYL ADDIT TECHN;1083-5601;424;0.859;1.099;0.054;37;6.3;0.00052;0.181;
KGK-KAUT GUMMI KUNST;0948-3276;472;0.212;0.259;0.014;70;>10.0;0.00021;0.046;
KOBUNSHI RONBUNSHU;0386-2186;269;0.175;0.207;0.064;78;9.4;0.00035;0.050;
KOREA-AUST RHEOL J;1226-119X;359;0.875;0.839;0.068;44;6.9;0.00059;0.229;
MACROMOL BIOSCI;1616-5187;5749;3.851;4.012;0.596;166;5.3;0.01147;0.924;
MACROMOL CHEM PHYS;1022-1352;9868;2.616;2.377;0.691;246;>10.0;0.01169;0.561;
MACROMOL MATER ENG;1438-7492;3687;2.661;2.779;0.551;136;6.8;0.00578;0.638;
MACROMOL RAPID COMM;1022-1336;13256;4.941;4.748;1.108;251;6.4;0.02282;1.147;
MACROMOL REACT ENG;1862-832X;569;1.642;1.803;0.557;61;4.2;0.00147;0.403;
MACROMOL RES;1598-5032;2108;1.597;1.499;0.245;192;4.2;0.00389;0.262;
MACROMOL THEOR SIMUL;1022-1344;1144;1.667;1.559;0.857;49;8.2;0.00165;0.437;
MACROMOLECULES;0024-9297;101504;5.800;5.654;1.155;950;9.0;0.12018;1.279;
MECH COMPOS MATER;0191-5665;838;0.473;0.575;0.156;77;>10.0;0.00073;0.153;
NIHON REOROJI GAKK;0387-1533;136;0.356;0.323;0.077;39;7.6;0.00020;0.075;
PLASMA PROCESS POLYM;1612-8850;2799;2.453;2.417;0.397;116;5.1;0.00623;0.568;
PLAST RUBBER COMPOS;1465-8011;580;0.583;0.654;0.109;46;8.9;0.00087;0.171;
POLIMEROS;0104-1428;622;0.474;0.759;0.044;113;6.4;0.00062;0.103;
POLIMERY-W;0032-2725;601;0.633;0.600;0.141;99;6.0;0.00083;0.109;
POLYM ADVAN TECHNOL;1042-7147;4716;1.757;2.007;0.259;212;6.5;0.00675;0.427;
POLYM BULL;0170-0839;3984;1.438;1.587;0.191;204;7.6;0.00489;0.297;
POLYM CHEM-UK;1759-9954;10407;5.520;5.723;1.810;747;2.1;0.03084;1.228;
POLYM COMPOSITE;0272-8397;4200;1.632;1.606;0.367;275;6.2;0.00636;0.329;
POLYM DEGRAD STABIL;0141-3910;16208;3.163;3.722;0.348;351;8.0;0.01798;0.725;
POLYM ENG SCI;0032-3888;9306;1.520;1.608;0.305;315;>10.0;0.00795;0.346;
POLYM INT;0959-8103;6672;2.409;2.340;0.582;256;7.6;0.00906;0.521;
POLYM J;0032-3896;3426;1.653;1.489;0.492;122;9.0;0.00425;0.340;
POLYM POLYM COMPOS;0967-3911;335;0.271;0.311;0.043;117;6.7;0.00046;0.067;
POLYM REV;1558-3724;1388;6.156;7.900;1.312;16;6.1;0.00255;2.005;
POLYM SCI SER A+;0965-545X;1395;0.919;0.767;0.157;102;9.8;0.00194;0.196;
POLYM SCI SER B+;1560-0904;457;0.577;0.578;0.083;108;6.2;0.00069;0.116;
POLYM SCI SER C+;1811-2382;127;1.037;0.864;0.200;10;6.3;0.00032;0.302;
POLYM TEST;0142-9418;4409;2.240;2.322;0.449;178;7.1;0.00633;0.543;
POLYM-KOREA;0379-153X;393;0.528;0.413;0.075;120;4.6;0.00032;0.039;
POLYMER;0032-3861;54164;3.562;3.910;0.726;797;9.4;0.05020;0.842;
POLYMERS-BASEL;2073-4360;1242;3.681;3.904;0.371;159;3.1;0.00440;0.915;
PROG POLYM SCI;0079-6700;19454;26.932;33.343;4.922;64;6.7;0.03159;7.831;
PROG RUBBER PLAST RE;1477-7606;40;0.452;0.301;0.000;16;;0.00007;0.058;
REACT FUNCT POLYM;1381-5148;5146;2.515;2.535;0.574;148;7.3;0.00607;0.515;
RUBBER CHEM TECHNOL;0035-9475;2348;1.024;0.983;0.085;47;>10.0;0.00067;0.236;
SEN-I GAKKAISHI;0037-9875;330;0.315;0.236;0.055;110;8.8;0.00020;0.030;
SOFT MATTER;1744-683X;27131;4.029;4.289;1.105;966;3.4;0.10152;1.227;
SYNTHETIC MET;0379-6779;14376;2.252;2.244;0.448;355;>10.0;0.01439;0.437;

