JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
ENVIRONMETRICS;1180-4009;1392;1.514;1.502;0.125;48;9.3;0.00372;0.767;
ESAIM-PROBAB STAT;1292-8100;217;0.439;0.554;0.162;37;8.0;0.00159;0.769;
EXTREMES;1386-1999;457;1.333;1.500;0.179;28;>10.0;0.00167;1.034;
FINANC STOCH;0949-2984;889;1.441;1.692;0.267;30;>10.0;0.00464;2.196;
FUZZY SET SYST;0165-0114;13449;1.986;2.496;0.423;201;>10.0;0.00874;0.582;
HACET J MATH STAT;1303-5010;239;0.413;0.506;0.043;92;4.1;0.00092;0.173;
IEEE ACM T COMPUT BI;1545-5963;1404;1.438;1.605;0.367;109;3.7;0.00559;0.602;
INFIN DIMENS ANAL QU;0219-0257;732;0.730;0.782;0.194;31;>10.0;0.00189;0.720;
INSUR MATH ECON;0167-6687;2141;1.128;1.582;0.265;117;6.6;0.00670;0.754;
INT J BIOSTAT;2194-573X;372;0.741;1.475;0.118;17;4.7;0.00348;1.240;
INT J GAME THEORY;0020-7276;988;0.579;0.626;0.065;46;>10.0;0.00222;0.638;
INT STAT REV;0306-7734;1131;1.200;1.280;0.043;23;>10.0;0.00204;1.200;
J AGR BIOL ENVIR ST;1085-7117;718;0.910;1.448;0.133;30;9.1;0.00183;0.707;
J AM STAT ASSOC;0162-1459;25196;1.979;3.052;0.187;123;>10.0;0.03413;3.500;
J APPL PROBAB;0021-9002;2626;0.586;0.832;0.078;64;>10.0;0.00543;0.767;
J APPL STAT;0266-4763;1467;0.417;0.591;0.069;173;>10.0;0.00370;0.292;
J BIOPHARM STAT;1054-3406;954;0.587;0.870;0.139;79;7.3;0.00306;0.493;
J BUS ECON STAT;0735-0015;3628;2.241;2.928;0.353;34;>10.0;0.01172;3.549;
J CHEMOMETR;0886-9383;3151;1.500;2.165;0.345;84;>10.0;0.00361;0.695;
J COMPUT BIOL;1066-5277;2829;1.737;1.818;0.211;71;9.2;0.00738;0.882;
J COMPUT GRAPH STAT;1061-8600;2699;1.222;1.812;0.268;56;>10.0;0.00779;1.888;
J KOREAN STAT SOC;1226-3192;189;0.440;0.636;0.059;51;4.3;0.00142;0.387;
J MULTIVARIATE ANAL;0047-259X;3117;0.934;1.153;0.146;205;9.0;0.01416;1.043;
J NONPARAMETR STAT;1048-5252;522;0.500;0.667;0.000;39;9.3;0.00310;0.651;
J OFF STAT;0282-423X;605;0.689;0.727;0.105;38;>10.0;0.00115;0.508;
J QUAL TECHNOL;0022-4065;2046;1.152;2.096;0.261;23;>10.0;0.00181;0.912;
J R STAT SOC A STAT;0964-1998;2254;1.643;2.296;0.475;40;>10.0;0.00542;1.657;
J R STAT SOC B;1369-7412;16714;3.515;6.585;1.132;38;>10.0;0.01839;6.772;
J R STAT SOC C-APPL;0035-9254;2826;1.494;1.466;0.366;41;>10.0;0.00392;1.210;
J STAT COMPUT SIM;0094-9655;1256;0.635;0.760;0.102;176;8.5;0.00347;0.365;
J STAT PLAN INFER;0378-3758;3748;0.675;0.841;0.173;133;8.2;0.01590;0.677;
J STAT SOFTW;1548-7660;5407;3.801;8.309;0.533;90;5.3;0.02571;4.720;
J THEOR PROBAB;0894-9840;697;0.857;0.765;0.129;62;>10.0;0.00365;0.857;
J TIME SER ANAL;0143-9782;1157;0.783;0.887;0.088;34;>10.0;0.00317;0.840;
LIFETIME DATA ANAL;1380-7870;659;0.654;1.057;0.094;32;>10.0;0.00185;0.828;
MARKOV PROCESS RELAT;1024-2953;223;0.484;;0.094;32;7.0;0.00173;;
MATH POPUL STUD;0889-8480;147;0.292;0.517;0.125;16;>10.0;0.00022;0.234;
METHODOL COMPUT APPL;1387-5841;350;0.913;0.857;0.222;54;5.0;0.00239;0.675;
METRIKA;0026-1335;636;0.517;0.700;0.038;52;9.9;0.00228;0.553;
MULTIVAR BEHAV RES;0027-3171;3905;2.477;4.084;0.316;38;>10.0;0.00713;2.689;
OPEN SYST INF DYN;1230-1612;271;0.685;0.699;1.045;22;7.3;0.00083;0.395;
OXFORD B ECON STAT;0305-9049;1986;1.368;1.885;0.209;43;>10.0;0.00446;1.404;
PAK J STAT;1012-9367;130;0.140;0.258;0.028;71;5.2;0.00047;0.099;
PHARM STAT;1539-1604;587;0.833;1.361;0.268;41;5.0;0.00275;0.718;
PROBAB ENG INFORM SC;0269-9648;398;0.460;0.565;0.069;29;9.7;0.00103;0.403;
PROBAB MATH STAT-POL;0208-4147;174;0.389;;0.150;20;>10.0;0.00101;;
PROBAB THEORY REL;0178-8051;2481;1.532;1.700;0.453;64;>10.0;0.01412;2.562;
PROBABILIST ENG MECH;0266-8920;1461;1.855;1.722;0.034;59;9.0;0.00360;0.807;
QUAL ENG;0898-2112;510;0.553;0.807;0.432;37;>10.0;0.00092;0.338;
QUAL QUANT;0033-5177;1415;0.720;0.900;0.158;215;7.2;0.00331;0.336;
QUAL TECHNOL QUANT M;1684-3703;113;0.583;0.550;0.029;35;4.2;0.00061;0.256;
R J;2073-4859;166;1.038;1.455;0.000;31;4.0;0.00167;0.937;
REVSTAT-STAT J;1645-6726;92;1.400;0.794;0.067;15;;0.00051;0.475;
SCAND ACTUAR J;0346-1238;370;1.412;1.212;0.194;36;9.5;0.00123;0.912;
SCAND J STAT;0303-6898;2457;0.867;1.154;0.194;62;>10.0;0.00487;1.352;
SEQUENTIAL ANAL;0747-4946;293;0.500;;0.636;33;7.8;0.00107;;
SORT-STAT OPER RES T;1696-2281;85;1.333;1.133;0.062;16;;0.00049;0.516;
SPAT STAT-NETH;2211-6753;64;1.605;1.605;0.103;29;;0.00035;0.580;
STAT APPL GENET MOL;2194-6302;1415;1.127;1.537;0.100;40;9.7;0.00349;0.894;
STAT BIOPHARM RES;1946-6315;145;0.618;0.684;0.097;31;3.7;0.00130;0.398;
STAT COMPUT;0960-3174;2472;1.623;1.915;0.270;74;>10.0;0.00717;1.661;
STAT MED;0277-6715;19033;1.825;2.609;0.275;353;>10.0;0.03513;1.517;
STAT METHOD APPL-GER;1618-2510;174;0.660;0.648;0.037;27;5.7;0.00099;0.441;
STAT METHODOL;1572-3127;282;0.637;;0.102;49;4.8;0.00215;;
STAT METHODS MED RES;0962-2802;2454;4.472;3.734;1.281;32;>10.0;0.00704;2.625;
STAT MODEL;1471-082X;399;0.977;1.155;0.160;25;9.1;0.00154;0.884;
STAT NEERL;0039-0402;510;0.564;0.764;0.000;16;>10.0;0.00140;0.628;
STAT PAP;0932-5026;595;0.813;0.957;0.134;67;5.7;0.00247;0.483;
STAT PROBABIL LETT;0167-7152;3369;0.595;0.711;0.053;300;8.8;0.01338;0.530;
STAT SCI;0883-4237;4002;2.738;4.094;0.477;44;>10.0;0.00999;3.957;
STAT SINICA;1017-0405;2269;1.158;1.591;0.222;90;>10.0;0.01250;1.929;
STATA J;1536-867X;2195;1.000;3.168;0.073;55;7.9;0.00644;2.008;
STATISTICS-ABINGDON;0233-1888;269;0.532;0.523;0.045;89;5.4;0.00147;0.325;
STOCH ANAL APPL;0736-2994;574;0.445;0.502;0.173;52;9.4;0.00174;0.362;
STOCH DYNAM;0219-4937;322;0.689;0.891;0.290;31;6.5;0.00222;0.897;
STOCH ENV RES RISK A;1436-3240;1900;2.086;2.348;0.421;159;4.7;0.00481;0.595;
STOCH MODELS;1532-6349;388;0.463;0.567;0.000;26;9.9;0.00102;0.456;
STOCH PROC APPL;0304-4149;3810;1.056;1.388;0.286;161;>10.0;0.01886;1.616;
STOCHASTICS;1744-2508;395;0.515;0.555;0.093;54;>10.0;0.00162;0.533;
SURV METHODOL;0714-0045;504;0.828;1.593;0.105;19;>10.0;0.00175;1.279;
TECHNOMETRICS;0040-1706;5745;1.814;2.468;0.200;45;>10.0;0.00469;1.706;
TEST-SPAIN;1133-0686;517;0.984;1.356;0.100;30;7.5;0.00285;1.328;
THEOR PROBAB APPL+;0040-585X;1226;0.520;0.452;0.064;47;>10.0;0.00197;0.455;
UTILITAS MATHEMATICA;0315-3681;391;0.354;0.341;0.047;85;8.1;0.00110;0.168;

