JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
EXTREMOPHILES;1431-0651;2491;2.306;2.578;0.478;92;6.9;0.00436;0.712;
FEMS IMMUNOL MED MIC;0928-8244;4148;3.078;2.747;;0;7.8;0.00686;0.823;
FEMS MICROBIOL ECOL;0168-6496;11345;3.568;4.087;0.585;246;7.5;0.01949;1.175;
FEMS MICROBIOL LETT;0378-1097;16900;2.121;2.166;0.359;315;>10.0;0.01690;0.699;
FEMS MICROBIOL REV;0168-6445;8828;13.244;13.936;1.933;45;8.0;0.01874;5.002;
FEMS YEAST RES;1567-1356;3054;2.818;2.629;0.586;116;6.8;0.00575;0.783;
FOLIA MICROBIOL;0015-5632;1407;1.000;1.009;0.230;74;9.1;0.00180;0.255;
FOOD ENVIRON VIROL;1867-0334;261;2.357;2.057;0.216;37;2.9;0.00110;0.567;
FOOD MICROBIOL;0740-0020;6449;3.331;3.675;0.970;167;5.9;0.01338;0.997;
FRONT CELL INFECT MI;2235-2988;1122;3.719;3.704;0.677;158;2.1;0.00504;1.157;
FRONT MICROBIOL;1664-302X;4870;3.989;4.170;0.698;650;2.4;0.02300;1.370;
FUTURE MICROBIOL;1746-0913;2408;4.275;4.062;0.389;95;3.8;0.01058;1.294;
GUT PATHOG;1757-4749;353;2.281;2.608;0.261;46;3.4;0.00132;0.638;
HELICOBACTER;1083-4389;2674;4.106;3.926;0.667;69;5.6;0.00419;0.747;
INDIAN J MICROBIOL;0046-8991;698;0.899;1.005;0.218;78;4.8;0.00139;0.212;
INNATE IMMUN-LONDON;1753-4259;911;3.271;2.992;0.667;81;2.7;0.00367;0.905;
INT J ANTIMICROB AG;0924-8579;8473;4.296;4.307;0.805;169;5.7;0.02042;1.259;
INT J FOOD MICROBIOL;0168-1605;19260;3.082;3.746;0.502;333;8.0;0.02571;0.952;
INT J MED MICROBIOL;1438-4221;3127;3.614;3.989;0.921;139;6.2;0.00651;1.172;
INT J SYST EVOL MICR;1466-5026;16778;2.511;2.403;0.535;635;7.2;0.01737;0.393;
INT MICROBIOL;1139-6709;1115;1.326;2.102;0.000;19;9.8;0.00123;0.606;
ISME J;1751-7362;10314;9.302;9.438;2.149;215;3.4;0.04578;3.284;
J ANTIBIOT;0021-8820;6874;1.730;1.821;0.578;135;>10.0;0.00479;0.492;
J ANTIMICROB CHEMOTH;0305-7453;23616;5.313;4.984;1.525;459;6.3;0.05316;1.590;
J APPL MICROBIOL;1364-5072;14397;2.479;2.611;0.312;314;8.1;0.02034;0.720;
J BACTERIOL;0021-9193;68005;2.808;3.110;0.865;415;>10.0;0.07429;1.068;
J BASIC MICROB;0233-111X;1605;1.823;1.737;0.170;182;6.0;0.00290;0.410;
J CLIN MICROBIOL;0095-1137;54211;3.993;4.068;0.830;748;9.7;0.07276;1.174;
J EUKARYOT MICROBIOL;1066-5234;2760;3.217;2.627;0.661;59;9.7;0.00431;0.839;
J GEN APPL MICROBIOL;0022-1260;1240;0.943;1.065;0.048;42;>10.0;0.00143;0.326;
J INFECT DIS;0022-1899;44607;5.997;5.862;2.141;538;8.7;0.09429;2.296;
J MED MICROBIOL;0022-2615;8301;2.248;2.514;0.462;199;7.4;0.01523;0.758;
J MICROBIOL;1225-8873;2060;1.439;1.514;0.388;139;5.7;0.00454;0.418;
J MICROBIOL BIOTECHN;1017-7825;3287;1.525;1.544;0.217;212;5.5;0.00680;0.371;
J MICROBIOL IMMUNOL;1684-1182;1329;2.349;1.869;0.447;85;4.8;0.00340;0.558;
J MICROBIOL METH;0167-7012;8743;2.026;2.338;0.237;253;8.4;0.01275;0.672;
J MOL MICROB BIOTECH;1464-1801;1550;2.104;2.171;0.300;40;9.5;0.00212;0.671;
J WATER HEALTH;1477-8920;1259;1.458;1.673;0.101;89;6.2;0.00293;0.523;
JUNDISHAPUR J MICROB;2008-3645;173;0.387;0.469;0.012;170;2.7;0.00048;0.085;
LETT APPL MICROBIOL;0266-8254;6391;1.659;1.891;0.298;181;9.2;0.00803;0.521;
MBIO;2150-7511;4529;6.786;6.781;1.460;354;2.1;0.02587;2.762;
MED MICROBIOL IMMUN;0300-8584;1526;3.038;3.005;0.738;42;7.2;0.00279;0.878;
METHOD MICROBIOL;0580-9517;744;0.077;1.680;0.077;13;>10.0;0.00059;0.748;
MICROB BIOTECHNOL;1751-7907;1198;3.081;3.474;0.667;51;3.6;0.00481;1.003;
MICROB DRUG RESIST;1076-6294;1518;2.490;2.247;0.404;89;5.7;0.00365;0.692;
MICROB ECOL;0095-3628;7915;2.973;3.454;0.636;165;7.6;0.01394;1.015;
MICROB PATHOGENESIS;0882-4010;2525;1.794;1.828;0.272;103;8.9;0.00400;0.549;
MICROBES ENVIRON;1342-6311;984;2.231;2.144;0.263;57;4.5;0.00233;0.504;
MICROBES INFECT;1286-4579;6719;2.861;2.923;0.504;115;8.4;0.01028;0.922;
MICROBIOL IMMUNOL;0385-5600;2553;1.242;1.254;0.386;83;>10.0;0.00323;0.388;
MICROBIOL MOL BIOL R;1092-2172;9777;14.611;16.765;1.174;23;>10.0;0.01445;6.893;
MICROBIOL RES;0944-5013;1965;2.561;2.474;0.527;110;5.9;0.00392;0.644;
MICROBIOL-SGM;1350-0872;18098;2.557;3.026;0.511;225;9.4;0.02620;1.029;
MICROBIOLOGY+;0026-2617;1486;0.642;0.754;0.160;100;9.9;0.00142;0.167;
MICROBIOLOGYOPEN;2045-8827;294;2.213;2.213;0.289;76;1.7;0.00142;0.735;
MIKROBIYOL BUL;0374-9096;424;0.654;0.701;0.092;76;4.4;0.00071;0.110;
MOL GENET MICROBIOL+;0891-4168;114;0.462;0.379;0.000;35;6.8;0.00020;0.089;
MOL MICROBIOL;0950-382X;36696;4.419;4.764;0.961;356;9.8;0.05923;1.883;
MOL ORAL MICROBIOL;2041-1006;447;2.784;2.883;0.862;29;2.9;0.00199;0.864;
NAT REV MICROBIOL;1740-1526;18866;23.574;26.162;4.791;67;5.8;0.06246;10.777;
NEW MICROBIOL;1121-7138;853;1.784;1.394;0.125;64;6.2;0.00169;0.375;
PATHOG DIS;2049-632X;250;2.403;2.418;0.813;107;1.2;0.00074;0.691;
PLASMID;0147-619X;1514;1.578;1.611;0.306;36;>10.0;0.00237;0.543;
PLOS PATHOG;1553-7366;30229;7.562;8.364;1.465;669;3.8;0.14902;3.280;
POL J MICROBIOL;1733-1331;400;0.697;0.992;0.048;63;5.1;0.00094;0.234;
POSTEP MIKROBIOL;0079-4252;79;0.286;0.273;0.029;34;;0.00008;0.033;
PROTIST;1434-4610;1618;3.045;3.388;0.585;53;5.7;0.00375;0.983;
RES MICROBIOL;0923-2508;4241;2.705;3.000;0.604;91;8.0;0.00783;0.958;
REV ARGENT MICROBIOL;0325-7541;371;0.800;0.864;0.061;49;5.9;0.00070;0.206;
REV ESP QUIM;0214-3429;244;0.797;0.825;0.103;29;4.9;0.00063;0.232;
SYMBIOSIS;0334-5114;1013;1.438;1.508;0.150;40;7.8;0.00184;0.439;
SYST APPL MICROBIOL;0723-2020;4236;3.283;3.320;0.581;74;>10.0;0.00541;0.948;
TICKS TICK-BORNE DIS;1877-959X;772;2.718;2.970;0.547;150;2.4;0.00235;0.641;
TRENDS MICROBIOL;0966-842X;9285;9.186;9.017;2.315;73;8.2;0.01934;3.356;
TUBERCULOSIS;1472-9792;2416;2.711;3.085;0.774;93;5.6;0.00607;0.954;
VET MICROBIOL;0378-1135;13232;2.511;2.870;0.557;409;6.1;0.02761;0.797;
VIRULENCE;2150-5594;1298;4.216;3.672;1.964;84;2.4;0.00593;1.212;
YEAST;0749-503X;4345;1.634;1.892;0.286;42;>10.0;0.00279;0.594;

