JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
COMPUT SECUR;0167-4048;1095;1.031;1.386;0.190;84;7.0;0.00230;0.419;
DATA KNOWL ENG;0169-023X;1276;1.115;1.594;0.200;5;7.0;0.00308;0.678;
DATA MIN KNOWL DISC;1384-5810;2064;1.987;2.767;0.458;48;>10.0;0.00394;1.409;
DECIS SUPPORT SYST;0167-9236;5149;2.313;2.933;0.235;183;6.4;0.01066;0.846;
DIGIT INVEST;1742-2876;415;1.648;1.318;0.175;57;4.5;0.00045;0.147;
DISTRIB PARALLEL DAT;0926-8782;252;1.156;0.927;0.056;18;>10.0;0.00058;0.444;
ELECTRON COMMER R A;1567-4223;844;1.482;2.340;0.147;34;5.0;0.00196;0.583;
EUR J INFORM SYST;0960-085X;1545;2.213;2.445;0.514;37;7.5;0.00209;0.657;
FOUND TRENDS INF RET;1554-0669;250;1.857;;0.000;6;6.2;0.00098;;
FRONT COMPUT SCI-CHI;2095-2228;163;0.434;0.464;0.041;74;3.9;0.00070;0.153;
GEOINFORMATICA;1384-6175;404;0.745;1.222;0.000;26;7.7;0.00089;0.481;
IBM J RES DEV;0018-8646;2790;0.688;0.837;0.333;54;>10.0;0.00208;0.428;
IEEE COMMUN SURV TUT;1553-877X;2788;6.806;8.615;0.790;105;3.6;0.01567;3.916;
IEEE J BIOMED HEALTH;2168-2194;243;1.440;1.448;0.351;205;1.3;0.00059;0.318;
IEEE LAT AM T;1548-0992;305;0.326;0.322;0.049;226;3.2;0.00061;0.053;
IEEE MULTIMEDIA;1070-986X;592;1.694;1.467;0.290;31;7.4;0.00148;0.566;
IEEE NETWORK;0890-8044;1440;2.540;3.234;0.159;63;6.4;0.00562;1.694;
IEEE PERVAS COMPUT;1536-1268;1367;1.545;2.698;0.129;31;7.7;0.00311;1.139;
IEEE SECUR PRIV;1540-7993;736;0.731;1.192;0.062;64;5.9;0.00305;0.616;
IEEE SYST J;1932-8184;732;1.980;1.899;0.246;122;3.4;0.00337;0.693;
IEEE T DEPEND SECURE;1545-5971;749;1.351;1.652;0.140;43;6.0;0.00255;0.716;
IEEE T INF TECHNOL B;1089-7771;2630;2.493;2.873;;0;5.4;0.00667;0.787;
IEEE T INFORM THEORY;0018-9448;30514;2.326;3.002;0.460;511;9.7;0.05797;1.447;
IEEE T KNOWL DATA EN;1041-4347;5561;2.067;2.873;0.363;223;7.4;0.01397;1.160;
IEEE T MOBILE COMPUT;1536-1233;3799;2.543;3.011;0.367;210;5.1;0.01544;1.353;
IEEE T MULTIMEDIA;1520-9210;2956;2.303;2.467;0.303;188;5.5;0.01014;1.011;
IEEE T SERV COMPUT;1939-1374;558;3.049;3.181;0.315;54;3.2;0.00268;1.089;
IEEE WIREL COMMUN;1536-1284;3015;5.417;5.381;0.568;81;4.4;0.01696;3.132;
IEICE T FUND ELECTR;1745-1337;1148;0.231;0.211;0.042;284;7.9;0.00233;0.079;
IEICE T INF SYST;1745-1361;1061;0.213;0.220;0.027;409;7.4;0.00190;0.068;
IET INFORM SECUR;1751-8709;190;0.753;0.942;0.216;37;3.5;0.00079;0.320;
INF TECHNOL CONTROL;1392-124X;133;0.623;0.497;0.100;40;3.6;0.00029;0.095;
INFOR;0315-5986;338;0.171;0.496;0.000;5;>10.0;0.00050;0.281;
INFORM MANAGE-AMSTER;0378-7206;3661;1.865;3.105;0.172;87;9.0;0.00280;0.740;
INFORM PROCESS LETT;0020-0190;3002;0.546;0.642;0.121;132;>10.0;0.00664;0.408;
INFORM PROCESS MANAG;0306-4573;1983;1.265;1.469;0.154;52;8.9;0.00242;0.445;
INFORM RETRIEVAL;1386-4564;578;0.917;1.220;0.000;22;>10.0;0.00108;0.516;
INFORM SCIENCES;0020-0255;15616;4.038;4.221;0.722;859;4.8;0.02862;0.873;
INFORM SOFTWARE TECH;0950-5849;1687;1.046;1.612;0.258;89;5.9;0.00552;0.671;
INFORM SYST;0306-4379;1059;1.456;1.618;0.543;70;6.8;0.00277;0.654;
INFORM SYST FRONT;1387-3326;621;1.077;1.184;0.525;59;5.5;0.00143;0.351;
INFORM SYST MANAGE;1058-0530;413;0.580;0.891;0.130;23;8.3;0.00054;0.247;
INFORM TECHNOL LIBR;0730-9295;83;0.075;0.216;0.000;15;;0.00010;0.067;
INFORMATICA-LITHUAN;0868-4952;288;0.873;0.852;0.265;34;5.4;0.00061;0.211;
INT ARAB J INF TECHN;1683-3198;221;0.582;0.470;0.051;78;3.5;0.00038;0.070;
INT J AD HOC UBIQ CO;1743-8225;239;0.554;0.562;0.091;66;4.3;0.00051;0.126;
INT J COMPUT COMMUN;1841-9836;391;0.746;0.739;0.178;73;4.2;0.00106;0.185;
INT J COOP INF SYST;0218-8430;169;0.471;0.538;0.118;17;8.8;0.00025;0.242;
INT J CRIT INFR PROT;1874-5482;118;1.000;1.392;0.100;20;4.4;0.00057;0.481;
INT J DISTRIB SENS N;1550-1329;792;0.665;0.601;0.143;530;1.9;0.00167;0.100;
INT J GEOGR INF SCI;1365-8816;3193;1.655;2.212;0.368;125;8.7;0.00462;0.583;
INT J INF SECUR;1615-5262;272;0.963;0.919;0.206;34;6.2;0.00059;0.273;
INT J INF TECH DECIS;0219-6220;669;1.406;1.753;0.434;53;4.8;0.00161;0.432;
INT J MED INFORM;1386-5056;2815;2.004;2.610;0.312;93;6.1;0.00612;0.740;
INT J NETW MANAG;1055-7148;130;0.283;0.471;0.000;25;6.1;0.00026;0.120;
INT J SEMANT WEB INF;1552-6283;247;0.903;3.000;0.000;7;5.5;0.00120;1.094;
INT J SENS NETW;1748-1279;359;0.920;1.053;0.137;51;4.7;0.00086;0.262;
INT J WEB GRID SERV;1741-1106;125;0.757;0.957;0.125;16;3.9;0.00028;0.185;
INT J WEB SERV RES;1545-7362;97;0.562;0.494;0.111;9;;0.00025;0.188;
INTERNET RES;1066-2243;808;1.661;2.164;0.125;32;7.1;0.00113;0.486;
IT PROF;1520-9202;293;0.819;;0.194;36;5.0;0.00083;;
J ACM;0004-5411;4883;1.394;3.224;0.351;37;>10.0;0.00822;3.318;
J AM MED INFORM ASSN;1067-5027;5832;3.504;3.866;0.650;214;5.6;0.01497;1.225;
J AM SOC INF SCI TEC;1532-2882;5434;1.846;2.302;;0;7.4;0.01034;0.695;
J AMB INTEL SMART EN;1876-1364;188;1.063;1.319;0.125;40;3.5;0.00061;0.277;
J ASSOC INF SCI TECH;2330-1635;78;;;0.370;184;;0.00001;;
J ASSOC INF SYST;1536-9323;1119;1.774;2.684;0.382;34;6.9;0.00256;1.040;
J CHEM INF MODEL;1549-9596;11653;3.738;3.916;0.724;308;6.4;0.01955;0.909;
J CHEMINFORMATICS;1758-2946;852;4.547;4.935;0.396;48;3.1;0.00360;1.351;
J COMMUN NETW-S KOR;1229-2370;363;1.007;0.779;0.071;70;3.5;0.00191;0.349;
J COMPUT INFORM SYST;0887-4417;495;0.722;1.118;0.025;40;6.0;0.00097;0.276;
J DATABASE MANAGE;1063-8016;146;0.179;0.447;0.000;9;9.2;0.00016;0.133;
J GRID COMPUT;1570-7873;399;1.507;1.585;0.129;31;4.6;0.00092;0.366;
J INF SCI;0165-5515;1005;1.158;1.514;0.079;63;7.4;0.00154;0.390;
J INF SCI ENG;1016-2364;434;0.414;0.419;0.056;108;5.9;0.00095;0.116;
J INF TECHNOL;0268-3962;1386;4.525;5.348;0.526;19;6.7;0.00386;2.116;
J INTELL INF SYST;0925-9902;515;0.886;0.774;0.160;50;10.0;0.00079;0.256;
J INTERNET TECHNOL;1607-9264;218;0.438;0.356;0.147;116;3.1;0.00049;0.064;
J MANAGE INFORM SYST;0742-1222;3258;2.062;3.071;0.767;30;>10.0;0.00301;0.958;
J NETW SYST MANAG;1064-7570;187;0.796;0.728;0.111;27;7.1;0.00064;0.352;
J OPT COMMUN NETW;1943-0620;1085;2.064;1.783;0.275;102;2.7;0.00601;0.641;
J ORG COMP ELECT COM;1091-9392;185;0.879;0.855;0.211;19;8.2;0.00022;0.165;
J ORGAN END USER COM;1546-2234;128;0.455;;0.000;16;7.8;0.00020;;
J SIGNAL PROCESS SYS;1939-8018;443;0.600;0.675;0.086;93;3.9;0.00207;0.245;
J STRATEGIC INF SYST;0963-8687;1045;2.692;3.388;1.278;18;8.9;0.00113;0.693;
J VIS COMMUN IMAGE R;1047-3203;1385;1.218;1.420;0.246;171;6.1;0.00313;0.438;
J WEB SEMANT;1570-8268;777;2.550;2.464;0.077;26;6.1;0.00216;0.889;
J ZHEJIANG U-SCI C;1869-1951;186;0.415;0.447;0.140;100;3.1;0.00079;0.130;
KNOWL INF SYST;0219-1377;1565;1.782;2.016;0.204;113;4.7;0.00440;0.623;
KSII T INTERNET INF;1976-7277;370;0.561;0.514;0.135;266;2.4;0.00084;0.084;
METHOD INFORM MED;0026-1270;1372;2.248;1.744;0.733;60;7.4;0.00231;0.470;
MIS QUART;0276-7783;9600;5.311;8.490;0.796;54;>10.0;0.01203;3.092;
MOB INF SYST;1574-017X;79;0.949;0.702;0.000;20;;0.00029;0.192;
MOBILE NETW APPL;1383-469X;979;1.045;1.403;0.226;62;6.9;0.00255;0.521;
MULTIMED TOOLS APPL;1380-7501;1343;1.346;1.374;0.073;533;3.3;0.00416;0.336;
MULTIMEDIA SYST;0942-4962;393;0.619;0.832;0.068;44;8.7;0.00072;0.315;
NEW REV HYPERMEDIA M;1361-4568;86;0.586;0.765;0.133;15;;0.00022;0.199;
ONLINE INFORM REV;1468-4527;595;0.918;1.223;0.314;51;5.6;0.00103;0.248;
OPEN SYST INF DYN;1230-1612;271;0.685;0.699;1.045;22;7.3;0.00083;0.395;
OPT SWITCH NETW;1573-4277;194;1.071;0.945;0.279;61;3.2;0.00057;0.248;
PEER PEER NETW APPL;1936-6442;90;0.632;0.534;0.071;56;;0.00036;0.172;
PERS UBIQUIT COMPUT;1617-4909;1282;1.518;1.577;0.297;145;5.5;0.00296;0.458;
PERVASIVE MOB COMPUT;1574-1192;750;2.079;2.325;0.115;87;4.2;0.00370;0.935;
PHOTONIC NETW COMMUN;1387-974X;219;0.793;0.419;0.043;46;5.3;0.00070;0.158;
PROGRAM-ELECTRON LIB;0033-0337;280;0.651;0.715;0.100;20;>10.0;0.00035;0.181;
RAIRO-THEOR INF APPL;0988-3754;183;0.327;0.396;0.148;27;9.5;0.00083;0.374;
REQUIR ENG;0947-3602;353;0.882;1.471;0.143;21;8.2;0.00066;0.492;
SCI CHINA INFORM SCI;1674-733X;890;0.850;0.867;0.117;273;2.9;0.00332;0.213;
SECUR COMMUN NETW;1939-0114;313;0.720;0.632;0.046;219;2.6;0.00096;0.133;
SIGMOD REC;0163-5808;1198;1.054;1.298;0.000;32;>10.0;0.00106;0.585;
VLDB J;1066-8888;1513;1.568;2.300;0.214;42;8.1;0.00340;1.035;
WIREL COMMUN MOB COM;1530-8669;1973;0.858;1.127;0.164;122;9.1;0.00397;0.403;
WIREL NETW;1022-0038;1493;0.961;1.068;0.075;174;7.9;0.00309;0.355;
WORLD WIDE WEB;1386-145X;312;1.474;1.228;0.086;58;6.0;0.00073;0.373;

