JCR Year and Edition: 2014 Science

Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
INFECTION;0300-8126;2861;2.618;2.449;0.660;144;6.6;0.00608;0.765;
INFLUENZA OTHER RESP;1750-2640;1271;2.201;1.871;0.482;85;2.7;0.00638;0.672;
INT J ANTIMICROB AG;0924-8579;8473;4.296;4.307;0.805;169;5.7;0.02042;1.259;
INT J HYG ENVIR HEAL;1438-4639;2895;3.829;4.126;1.105;105;5.5;0.00641;1.109;
INT J INFECT DIS;1201-9712;3337;1.859;2.267;0.347;311;4.7;0.01099;0.715;
INT J STD AIDS;0956-4624;2602;1.054;1.136;0.289;159;6.6;0.00622;0.393;
INT J TUBERC LUNG D;1027-3719;6545;2.315;2.245;0.527;237;6.5;0.01603;0.775;
J ANTIMICROB CHEMOTH;0305-7453;23616;5.313;4.984;1.525;459;6.3;0.05316;1.590;
J CHEMOTHERAPY;1120-009X;1167;1.604;1.192;0.261;69;7.8;0.00183;0.326;
J GLOB ANTIMICROB RE;2213-7165;46;1.086;1.086;0.140;57;;0.00016;0.294;
J HOSP INFECT;0195-6701;6833;2.544;3.077;0.509;116;7.7;0.01157;0.896;
J INFECT CHEMOTHER;1341-321X;1619;1.486;1.502;0.213;169;4.2;0.00479;0.466;
J INFECT DEV COUNTR;1972-2680;1149;1.138;1.323;0.178;219;4.0;0.00411;0.367;
J INFECT DIS;0022-1899;44607;5.997;5.862;2.141;538;8.7;0.09429;2.296;
J INFECTION;0163-4453;5226;4.441;3.982;1.080;163;6.2;0.01299;1.370;
J INT AIDS SOC;1758-2652;1448;5.090;4.903;0.620;92;3.0;0.00759;1.714;
J MICROBIOL IMMUNOL;1684-1182;1329;2.349;1.869;0.447;85;4.8;0.00340;0.558;
J VECTOR DIS;0972-9062;499;0.806;0.957;0.082;61;6.0;0.00100;0.249;
J VIRAL HEPATITIS;1352-0504;4742;3.909;3.753;1.178;135;5.1;0.01273;1.150;
JAIDS-J ACQ IMM DEF;1525-4135;14351;4.556;4.531;1.226;337;6.1;0.03930;1.674;
JPN J INFECT DIS;1344-6304;1625;1.161;1.353;0.132;106;6.0;0.00361;0.384;
LANCET INFECT DIS;1473-3099;13161;22.433;19.094;5.673;104;4.7;0.04881;8.219;
LEPROSY REV;0305-7518;579;0.671;0.856;0.061;33;9.4;0.00064;0.206;
MALARIA J;1475-2875;9231;3.109;3.393;0.584;497;4.0;0.02925;0.928;
MED MALADIES INFECT;0399-077X;880;1.237;0.865;0.215;79;6.1;0.00194;0.254;
MICROB DRUG RESIST;1076-6294;1518;2.490;2.247;0.404;89;5.7;0.00365;0.692;
MICROBES INFECT;1286-4579;6719;2.861;2.923;0.504;115;8.4;0.01028;0.922;
PATHOG DIS;2049-632X;250;2.403;2.418;0.813;107;1.2;0.00074;0.691;
PEDIATR INFECT DIS J;0891-3668;11318;2.723;2.913;0.639;330;7.5;0.02807;1.125;
REV CHIL INFECTOL;0716-1018;335;0.494;0.546;0.136;88;4.5;0.00059;0.101;
S AFR J HIV MED;1608-9693;106;0.898;0.664;0.212;33;2.8;0.00053;0.271;
SCAND J INFECT DIS;0036-5548;3701;1.495;1.607;0.271;144;9.3;0.00589;0.521;
SE ASIAN J TROP MED;0125-1562;2682;0.719;0.762;0.029;139;>10.0;0.00258;0.201;
SEX HEALTH;1448-5028;913;1.368;1.545;0.844;77;3.9;0.00335;0.530;
SEX TRANSM DIS;0148-5717;5800;2.842;2.809;0.659;123;7.0;0.01507;1.179;
SEX TRANSM INFECT;1368-4973;4750;3.401;3.150;1.151;106;6.2;0.01284;1.159;
SURG INFECT;1096-2964;1201;1.448;1.772;0.092;141;5.9;0.00295;0.551;
TICKS TICK-BORNE DIS;1877-959X;772;2.718;2.970;0.547;150;2.4;0.00235;0.641;
TRANSBOUND EMERG DIS;1865-1674;1111;2.944;2.638;0.578;90;2.9;0.00413;0.735;
TRANSPL INFECT DIS;1398-2273;1738;2.064;2.043;0.333;141;4.6;0.00540;0.635;
TRAVEL MED INFECT DI;1477-8939;665;1.670;1.726;0.595;84;4.5;0.00165;0.443;
VECTOR-BORNE ZOONOT;1530-3667;2932;2.298;2.406;0.364;132;4.3;0.00834;0.670;
VIRULENCE;2150-5594;1298;4.216;3.672;1.964;84;2.4;0.00593;1.212;
ZOONOSES PUBLIC HLTH;1863-1959;1169;2.369;2.189;0.443;70;4.2;0.00434;0.672;

